Estación: ,C19073,GALEANA. GALEANA (SMN) usar 19085
1942-09-17,0,CLIC
1942-09-18,0,CLIC
1942-09-19,0,CLIC
1942-09-20,0,CLIC
1942-09-21,0,CLIC
1942-09-22,0,CLIC
1942-09-23,0,CLIC
1942-09-24,2.5,CLIC
1942-09-25,2,CLIC
1942-09-26,0,CLIC
1942-09-27,0,CLIC
1942-09-28,0,CLIC
1942-09-29,0,CLIC
1942-09-30,0,CLIC
1943-01-01,0,CLIC
1943-01-02,0,CLIC
1943-01-03,0,CLIC
1943-01-04,0,CLIC
1943-01-05,0,CLIC
1943-01-06,0,CLIC
1943-01-07,0,CLIC
1943-01-08,0,CLIC
1943-01-09,0,CLIC
1943-01-10,0,CLIC
1943-01-11,0,CLIC
1943-01-12,0,CLIC
1943-01-13,0,CLIC
1943-01-14,0,CLIC
1943-01-15,0,CLIC
1943-01-16,0,CLIC
1943-01-17,0,CLIC
1943-01-18,0,CLIC
1943-01-19,0,CLIC
1943-01-20,0,CLIC
1943-01-21,0,CLIC
1943-01-22,0,CLIC
1943-01-23,0,CLIC
1943-01-24,0,CLIC
1943-01-25,0,CLIC
1943-01-26,0,CLIC
1943-01-27,0,CLIC
1943-01-28,0,CLIC
1943-01-29,0,CLIC
1943-01-30,0,CLIC
1943-01-31,0,CLIC
1943-02-01,0,CLIC
1943-02-02,0,CLIC
1943-02-03,0,CLIC
1943-02-04,0,CLIC
1943-02-05,0,CLIC
1943-02-06,0,CLIC
1943-02-07,0,CLIC
1943-02-08,0,CLIC
1943-02-09,0,CLIC
1943-02-10,0,CLIC
1943-02-11,0,CLIC
1943-02-12,0,CLIC
1943-02-13,0,CLIC
1943-02-14,0,CLIC
1943-02-15,0,CLIC
1943-02-16,0,CLIC
1943-02-17,0,CLIC
1943-02-18,0,CLIC
1943-02-19,0,CLIC
1943-02-20,0,CLIC
1943-02-21,0,CLIC
1943-02-22,0,CLIC
1943-02-23,0,CLIC
1943-02-24,0,CLIC
1943-02-25,0,CLIC
1943-02-26,0,CLIC
1943-02-27,0,CLIC
1943-02-28,0,CLIC
1943-03-01,0,CLIC
1943-03-02,0,CLIC
1943-03-03,0,CLIC
1943-03-04,0,CLIC
1943-03-05,0,CLIC
1943-03-06,0,CLIC
1943-03-07,0,CLIC
1943-03-08,0,CLIC
1943-03-09,0,CLIC
1943-03-10,0,CLIC
1943-03-11,0,CLIC
1943-03-12,0,CLIC
1943-03-13,0,CLIC
1943-03-14,0,CLIC
1943-03-15,0,CLIC
1943-03-16,0,CLIC
1943-03-17,0,CLIC
1943-03-18,0,CLIC
1943-03-19,0,CLIC
1943-03-20,0,CLIC
1943-03-21,0,CLIC
1943-03-22,0,CLIC
1943-03-23,0,CLIC
1943-03-24,0,CLIC
1943-03-25,0,CLIC
1943-03-26,0,CLIC
1943-03-27,0,CLIC
1943-03-28,0,CLIC
1943-03-29,0,CLIC
1943-03-30,0,CLIC
1943-03-31,0,CLIC
1943-04-01,0,CLIC
1943-04-02,0,CLIC
1943-04-03,0,CLIC
1943-04-04,0,CLIC
1943-04-05,0,CLIC
1943-04-06,0,CLIC
1943-04-07,0,CLIC
1943-04-08,0,CLIC
1943-04-09,0,CLIC
1943-04-10,0,CLIC
1943-04-11,0,CLIC
1943-04-12,0,CLIC
1943-04-13,0,CLIC
1943-04-14,0,CLIC
1943-04-15,0,CLIC
1943-04-16,0,CLIC
1943-04-17,0,CLIC
1943-04-18,0,CLIC
1943-04-19,0,CLIC
1943-04-20,0,CLIC
1943-04-21,0,CLIC
1943-04-22,0,CLIC
1943-04-23,0,CLIC
1943-04-24,0,CLIC
1943-04-25,0,CLIC
1943-04-26,0,CLIC
1943-04-27,0,CLIC
1943-04-28,0,CLIC
1943-04-29,0,CLIC
1943-04-30,0,CLIC
1943-09-01,0,CLIC
1943-09-02,0,CLIC
1943-09-03,0,CLIC
1943-09-04,0,CLIC
1943-09-05,0,CLIC
1943-09-06,40,CLIC
1943-09-07,20,CLIC
1943-09-08,40,CLIC
1943-09-09,30,CLIC
1943-09-10,40,CLIC
1943-09-11,2,CLIC
1943-09-12,0,CLIC
1943-09-13,0,CLIC
1943-09-14,0,CLIC
1943-09-15,0,CLIC
1943-09-16,0,CLIC
1943-09-17,20,CLIC
1943-09-18,0,CLIC
1943-09-19,0,CLIC
1943-09-20,0,CLIC
1943-09-21,20,CLIC
1943-09-22,11,CLIC
1943-09-23,0,CLIC
1943-09-24,0,CLIC
1943-09-25,0,CLIC
1943-09-26,0,CLIC
1943-09-27,0,CLIC
1943-09-28,0,CLIC
1943-09-29,0,CLIC
1943-10-01,0,CLIC
1943-10-02,0,CLIC
1943-10-03,20,CLIC
1943-10-04,0,CLIC
1943-10-05,0,CLIC
1943-10-06,0,CLIC
1943-10-07,85,CLIC
1943-10-08,0,CLIC
1943-10-09,95,CLIC
1943-10-10,0,CLIC
1943-10-11,0,CLIC
1943-10-12,0,CLIC
1943-10-13,0,CLIC
1943-10-14,0,CLIC
1943-10-15,0,CLIC
1943-10-16,0,CLIC
1943-10-17,0,CLIC
1943-10-18,0,CLIC
1943-10-19,0,CLIC
1943-10-20,0,CLIC
1943-10-21,0,CLIC
1943-10-22,0,CLIC
1943-10-23,0,CLIC
1943-10-24,0,CLIC
1943-10-25,0,CLIC
1943-10-26,0,CLIC
1943-10-27,0,CLIC
1943-10-28,0,CLIC
1943-10-29,0,CLIC
1943-10-30,0,CLIC
1943-10-31,30,CLIC
1944-10-01,0,CLIC
1944-10-02,0,CLIC
1944-10-03,2,CLIC
1944-10-04,0,CLIC
1944-10-05,0,CLIC
1944-10-06,0,CLIC
1944-10-07,0,CLIC
1944-10-08,4,CLIC
1944-10-09,0,CLIC
1944-10-10,0,CLIC
1944-10-11,0,CLIC
1944-10-12,0,CLIC
1944-10-13,0,CLIC
1944-10-14,0,CLIC
1944-10-15,0,CLIC
1944-10-16,0,CLIC
1944-10-17,0,CLIC
1944-10-18,0,CLIC
1944-10-19,0,CLIC
1944-10-20,0,CLIC
1944-10-21,0,CLIC
1944-10-22,0,CLIC
1944-10-23,0,CLIC
1944-10-24,0,CLIC
1944-10-25,0,CLIC
1944-10-26,0,CLIC
1944-10-27,0,CLIC
1944-10-28,0,CLIC
1944-10-29,0,CLIC
1944-10-30,0,CLIC
1944-10-31,0,CLIC
1944-11-01,0,CLIC
1944-11-02,0,CLIC
1944-11-03,0,CLIC
1944-11-04,0,CLIC
1944-11-05,0,CLIC
1944-11-06,0,CLIC
1944-11-07,0,CLIC
1944-11-08,0,CLIC
1944-11-09,0,CLIC
1944-11-10,0,CLIC
1944-11-11,0,CLIC
1944-11-12,0,CLIC
1944-11-13,0,CLIC
1944-11-14,0,CLIC
1944-11-15,0,CLIC
1944-11-16,0,CLIC
1944-11-17,0,CLIC
1944-11-18,0,CLIC
1944-11-19,0,CLIC
1944-11-20,0,CLIC
1944-11-21,0,CLIC
1944-11-22,0,CLIC
1944-11-23,0,CLIC
1944-11-24,0,CLIC
1944-11-25,0,CLIC
1944-11-26,0,CLIC
1944-11-27,0,CLIC
1944-11-28,0,CLIC
1944-11-29,0,CLIC
1944-11-30,0,CLIC
1944-12-01,0,CLIC
1944-12-02,0,CLIC
1944-12-03,0,CLIC
1944-12-04,0,CLIC
1944-12-05,0,CLIC
1944-12-06,0,CLIC
1944-12-07,0,CLIC
1944-12-08,0,CLIC
1944-12-09,0,CLIC
1944-12-10,0,CLIC
1944-12-11,0,CLIC
1944-12-12,0,CLIC
1944-12-13,0,CLIC
1944-12-14,0,CLIC
1944-12-15,0,CLIC
1944-12-16,0,CLIC
1944-12-17,0,CLIC
1944-12-18,0,CLIC
1944-12-19,0,CLIC
1944-12-20,0,CLIC
1944-12-21,0,CLIC
1944-12-22,0,CLIC
1944-12-23,0,CLIC
1944-12-24,0,CLIC
1944-12-25,0,CLIC
1944-12-26,0,CLIC
1944-12-27,0,CLIC
1944-12-28,0,CLIC
1944-12-29,0,CLIC
1944-12-30,0,CLIC
1944-12-31,0,CLIC
1945-01-01,0,CLIC
1945-01-02,0,CLIC
1945-01-03,18,CLIC
1945-01-04,0,CLIC
1945-01-05,0,CLIC
1945-01-06,0,CLIC
1945-01-07,0,CLIC
1945-01-08,0,CLIC
1945-01-09,0,CLIC
1945-01-10,0,CLIC
1945-01-11,0,CLIC
1945-01-12,0,CLIC
1945-01-13,0,CLIC
1945-01-14,2,CLIC
1945-01-15,0,CLIC
1945-01-16,0,CLIC
1945-01-17,0,CLIC
1945-01-18,0,CLIC
1945-01-19,0,CLIC
1945-01-20,0,CLIC
1945-01-21,0,CLIC
1945-01-22,0,CLIC
1945-01-23,0,CLIC
1945-01-24,0,CLIC
1945-01-25,0,CLIC
1945-01-26,0,CLIC
1945-01-27,0,CLIC
1945-01-28,0,CLIC
1945-01-29,0,CLIC
1945-01-30,0,CLIC
1945-01-31,0,CLIC
1945-02-01,0,CLIC
1945-02-02,0,CLIC
1945-02-03,0,CLIC
1945-02-04,0,CLIC
1945-02-05,0,CLIC
1945-02-06,0,CLIC
1945-02-07,0,CLIC
1945-02-08,0,CLIC
1945-02-09,0,CLIC
1945-02-10,0,CLIC
1945-02-11,0,CLIC
1945-02-12,0,CLIC
1945-02-13,0,CLIC
1945-02-14,0,CLIC
1945-02-15,0,CLIC
1945-02-16,0,CLIC
1945-02-17,0,CLIC
1945-02-18,0,CLIC
1945-02-19,0,CLIC
1945-02-20,0,CLIC
1945-02-21,0,CLIC
1945-02-22,0,CLIC
1945-02-23,0,CLIC
1945-02-24,0,CLIC
1945-02-25,0,CLIC
1945-02-26,0,CLIC
1945-02-27,0,CLIC
1945-03-01,0,CLIC
1945-03-02,0,CLIC
1945-03-03,0,CLIC
1945-03-04,0,CLIC
1945-03-05,0,CLIC
1945-03-06,0,CLIC
1945-03-07,0,CLIC
1945-03-08,0,CLIC
1945-03-09,0,CLIC
1945-03-10,0,CLIC
1945-03-11,0,CLIC
1945-03-12,0,CLIC
1945-03-13,0,CLIC
1945-03-14,0,CLIC
1945-03-15,0,CLIC
1945-03-16,0,CLIC
1945-03-17,0,CLIC
1945-03-18,0,CLIC
1945-03-19,0,CLIC
1945-03-20,0,CLIC
1945-03-21,0,CLIC
1945-03-22,0,CLIC
1945-03-23,0,CLIC
1945-03-24,0,CLIC
1945-03-25,0,CLIC
1945-03-26,0,CLIC
1945-03-27,0,CLIC
1945-03-28,0,CLIC
1945-03-29,0,CLIC
1945-03-30,0,CLIC
1945-03-31,0,CLIC
1945-04-01,0,CLIC
1945-04-02,0,CLIC
1945-04-03,0,CLIC
1945-04-04,0,CLIC
1945-04-05,0,CLIC
1945-04-06,0,CLIC
1945-04-07,0,CLIC
1945-04-08,0,CLIC
1945-04-09,0,CLIC
1945-04-10,0,CLIC
1945-04-11,0,CLIC
1945-04-12,0,CLIC
1945-04-13,0,CLIC
1945-04-14,0,CLIC
1945-04-15,0,CLIC
1945-04-16,0,CLIC
1945-04-17,0,CLIC
1945-04-18,0,CLIC
1945-04-19,0,CLIC
1945-04-20,0,CLIC
1945-04-21,0,CLIC
1945-04-22,0,CLIC
1945-04-23,0,CLIC
1945-04-24,0,CLIC
1945-04-25,0,CLIC
1945-04-26,0,CLIC
1945-04-27,0,CLIC
1945-04-28,0,CLIC
1945-04-29,0,CLIC
1945-04-30,0,CLIC
1945-05-01,0,CLIC
1945-05-02,0,CLIC
1945-05-03,0,CLIC
1945-05-04,0,CLIC
1945-05-05,0,CLIC
1945-05-06,0,CLIC
1945-05-07,0,CLIC
1945-05-08,0,CLIC
1945-05-09,0,CLIC
1945-05-10,0,CLIC
1945-05-11,0,CLIC
1945-05-12,0,CLIC
1945-05-13,0,CLIC
1945-05-14,0,CLIC
1945-05-15,0,CLIC
1945-05-16,0,CLIC
1945-05-17,0,CLIC
1945-05-18,19,CLIC
1945-05-19,0,CLIC
1945-05-20,0,CLIC
1945-05-21,0,CLIC
1945-05-22,0,CLIC
1945-05-23,0,CLIC
1945-05-24,0,CLIC
1945-05-25,0,CLIC
1945-05-26,0,CLIC
1945-05-27,0,CLIC
1945-05-28,0,CLIC
1945-05-29,0,CLIC
1945-05-30,0,CLIC
1945-05-31,0,CLIC
1945-06-01,5,CLIC
1945-06-02,2,CLIC
1945-06-03,6,CLIC
1945-06-04,0,CLIC
1945-06-05,0,CLIC
1945-06-06,0,CLIC
1945-06-07,0,CLIC
1945-06-08,22,CLIC
1945-06-09,15,CLIC
1945-06-10,0,CLIC
1945-06-11,15,CLIC
1945-06-12,0,CLIC
1945-06-13,0,CLIC
1945-06-14,0,CLIC
1945-06-15,0,CLIC
1945-06-16,0,CLIC
1945-06-17,0,CLIC
1945-06-18,0,CLIC
1945-06-19,0,CLIC
1945-06-20,0,CLIC
1945-06-21,11,CLIC
1945-06-22,0,CLIC
1945-06-23,0,CLIC
1945-06-24,0,CLIC
1945-06-25,0,CLIC
1945-06-26,0,CLIC
1945-06-27,0,CLIC
1945-06-28,30,CLIC
1945-06-29,0,CLIC
1945-06-30,0,CLIC
1945-07-01,0,CLIC
1945-07-02,0,CLIC
1945-07-03,16,CLIC
1945-07-04,0,CLIC
1945-07-05,0,CLIC
1945-07-06,0,CLIC
1945-07-07,18,CLIC
1945-07-08,0,CLIC
1945-07-09,0,CLIC
1945-07-10,0,CLIC
1945-07-11,0,CLIC
1945-07-12,0,CLIC
1945-07-13,0,CLIC
1945-07-14,0,CLIC
1945-07-15,15,CLIC
1945-07-16,0,CLIC
1945-07-17,0,CLIC
1945-07-18,7,CLIC
1945-07-19,0,CLIC
1945-07-20,0,CLIC
1945-07-21,0,CLIC
1945-07-22,3,CLIC
1945-07-23,0,CLIC
1945-07-24,0,CLIC
1945-07-25,0,CLIC
1945-07-26,0,CLIC
1945-07-27,0,CLIC
1945-07-28,0,CLIC
1945-07-29,0,CLIC
1945-07-30,0,CLIC
1945-07-31,0,CLIC
1945-08-01,0,CLIC
1945-08-02,0,CLIC
1945-08-03,0,CLIC
1945-08-04,0,CLIC
1945-08-05,0,CLIC
1945-08-06,0,CLIC
1945-08-07,2.5,CLIC
1945-08-08,0,CLIC
1945-08-09,0,CLIC
1945-08-10,0,CLIC
1945-08-11,0,CLIC
1945-08-12,0,CLIC
1945-08-13,0,CLIC
1945-08-14,0,CLIC
1945-08-15,0,CLIC
1945-08-16,0,CLIC
1945-08-17,0,CLIC
1945-08-18,0,CLIC
1945-08-19,0,CLIC
1945-08-20,0,CLIC
1945-08-21,0,CLIC
1945-08-22,10,CLIC
1945-08-23,0,CLIC
1945-08-24,5.5,CLIC
1945-08-25,0,CLIC
1945-08-26,5.5,CLIC
1945-08-27,18,CLIC
1945-08-28,0,CLIC
1945-08-29,12,CLIC
1945-08-30,3.5,CLIC
1945-08-31,0,CLIC
1945-09-01,1,CLIC
1945-09-02,0,CLIC
1945-09-03,0,CLIC
1945-09-04,0,CLIC
1945-09-05,0,CLIC
1945-09-06,0,CLIC
1945-09-07,1.5,CLIC
1945-09-08,0,CLIC
1945-09-09,0,CLIC
1945-09-10,2.5,CLIC
1945-09-11,0,CLIC
1945-09-12,0,CLIC
1945-09-13,0,CLIC
1945-09-14,0,CLIC
1945-09-15,0,CLIC
1945-09-16,0,CLIC
1945-09-17,0,CLIC
1945-09-18,0,CLIC
1945-09-19,0,CLIC
1945-09-20,0,CLIC
1945-09-21,0,CLIC
1945-09-22,0,CLIC
1945-09-23,5,CLIC
1945-09-24,0,CLIC
1945-09-25,0,CLIC
1945-09-26,0,CLIC
1945-09-27,0,CLIC
1945-09-28,9,CLIC
1945-09-29,0,CLIC
1945-09-30,0,CLIC
1945-10-01,12,CLIC
1945-10-02,5,CLIC
1945-10-03,14.5,CLIC
1945-10-04,4,CLIC
1945-10-05,0,CLIC
1945-10-06,0,CLIC
1945-10-07,0,CLIC
1945-10-08,0,CLIC
1945-10-09,0,CLIC
1945-10-10,0,CLIC
1945-10-11,0,CLIC
1945-10-12,0,CLIC
1945-10-13,0,CLIC
1945-10-14,0,CLIC
1945-10-15,0,CLIC
1945-10-16,0,CLIC
1945-10-17,0,CLIC
1945-10-18,0,CLIC
1945-10-19,0,CLIC
1945-10-20,0,CLIC
1945-10-21,0,CLIC
1945-10-22,0,CLIC
1945-10-23,0,CLIC
1945-10-24,0,CLIC
1945-10-25,0,CLIC
1945-10-26,0,CLIC
1945-10-27,0,CLIC
1945-10-28,0,CLIC
1945-10-29,0,CLIC
1945-10-30,0,CLIC
1945-10-31,0,CLIC
1945-11-01,0,CLIC
1945-11-02,0,CLIC
1945-11-03,0,CLIC
1945-11-04,0,CLIC
1945-11-05,0,CLIC
1945-11-06,0,CLIC
1945-11-07,0,CLIC
1945-11-08,0,CLIC
1945-11-09,0,CLIC
1945-11-10,0,CLIC
1945-11-11,0,CLIC
1945-11-12,0,CLIC
1945-11-13,0,CLIC
1945-11-14,0,CLIC
1945-11-15,0,CLIC
1945-11-16,0,CLIC
1945-11-17,0,CLIC
1945-11-18,0,CLIC
1945-11-19,0,CLIC
1945-11-20,0,CLIC
1945-11-21,0,CLIC
1945-11-22,0,CLIC
1945-11-23,0,CLIC
1945-11-24,0,CLIC
1945-11-25,0,CLIC
1945-11-26,0,CLIC
1945-11-27,0,CLIC
1945-11-28,0,CLIC
1945-11-29,0,CLIC
1945-11-30,0,CLIC
1945-12-01,0,CLIC
1945-12-02,0,CLIC
1945-12-03,0,CLIC
1945-12-04,0,CLIC
1945-12-05,0,CLIC
1945-12-06,0,CLIC
1945-12-07,0,CLIC
1945-12-08,0,CLIC
1945-12-09,0,CLIC
1945-12-10,0,CLIC
1945-12-11,0,CLIC
1945-12-12,0,CLIC
1945-12-13,0,CLIC
1945-12-14,0,CLIC
1945-12-15,0,CLIC
1945-12-16,0,CLIC
1945-12-17,0,CLIC
1945-12-18,0,CLIC
1945-12-19,0,CLIC
1945-12-20,0,CLIC
1945-12-21,0,CLIC
1945-12-22,0,CLIC
1945-12-23,0,CLIC
1945-12-24,0,CLIC
1945-12-25,0,CLIC
1945-12-26,0,CLIC
1945-12-27,0,CLIC
1945-12-28,0,CLIC
1945-12-29,0,CLIC
1945-12-30,0,CLIC
1945-12-31,0,CLIC
1946-01-01,0,CLIC
1946-01-02,0,CLIC
1946-01-03,0,CLIC
1946-01-04,0,CLIC
1946-01-05,0,CLIC
1946-01-06,0,CLIC
1946-01-07,0,CLIC
1946-01-08,0,CLIC
1946-01-09,0,CLIC
1946-01-10,0,CLIC
1946-01-11,0,CLIC
1946-01-12,0,CLIC
1946-01-13,0,CLIC
1946-01-14,0,CLIC
1946-01-15,0,CLIC
1946-01-16,0,CLIC
1946-01-17,0,CLIC
1946-01-18,0,CLIC
1946-01-19,0,CLIC
1946-01-20,0,CLIC
1946-01-21,0,CLIC
1946-01-22,0,CLIC
1946-01-23,0,CLIC
1946-01-24,0,CLIC
1946-01-25,0,CLIC
1946-01-26,0,CLIC
1946-01-27,0,CLIC
1946-01-28,0,CLIC
1946-01-29,0,CLIC
1946-01-30,0,CLIC
1946-01-31,0,CLIC
1946-02-01,0,CLIC
1946-02-02,0,CLIC
1946-02-03,0,CLIC
1946-02-04,0,CLIC
1946-02-05,0,CLIC
1946-02-06,0,CLIC
1946-02-07,0,CLIC
1946-02-08,0,CLIC
1946-02-09,0,CLIC
1946-02-10,0,CLIC
1946-02-11,0,CLIC
1946-02-12,0,CLIC
1946-02-13,0,CLIC
1946-02-14,0,CLIC
1946-02-15,0,CLIC
1946-02-16,0,CLIC
1946-02-17,0,CLIC
1946-02-18,0,CLIC
1946-02-19,0,CLIC
1946-02-20,0,CLIC
1946-02-21,0,CLIC
1946-02-22,0,CLIC
1946-02-23,0,CLIC
1946-02-24,19.5,CLIC
1946-02-25,0,CLIC
1946-02-26,0,CLIC
1946-02-27,0,CLIC
1946-02-28,0,CLIC
1946-03-01,0,CLIC
1946-03-02,0,CLIC
1946-03-03,0,CLIC
1946-03-04,0,CLIC
1946-03-05,0,CLIC
1946-03-06,0,CLIC
1946-03-07,0,CLIC
1946-03-08,0,CLIC
1946-03-09,0,CLIC
1946-03-10,0,CLIC
1946-03-11,0,CLIC
1946-03-12,0,CLIC
1946-03-13,0,CLIC
1946-03-14,0,CLIC
1946-03-15,0,CLIC
1946-03-16,0,CLIC
1946-03-17,0,CLIC
1946-03-18,0,CLIC
1946-03-19,0,CLIC
1946-03-20,0,CLIC
1946-03-21,0,CLIC
1946-03-22,0,CLIC
1946-03-23,0,CLIC
1946-03-24,0,CLIC
1946-03-25,0,CLIC
1946-03-26,0,CLIC
1946-03-27,0,CLIC
1946-03-28,0,CLIC
1946-03-29,0,CLIC
1946-03-30,0,CLIC
1946-04-01,0,CLIC
1946-04-02,0,CLIC
1946-04-03,0,CLIC
1946-04-04,0,CLIC
1946-04-05,0,CLIC
1946-04-06,0,CLIC
1946-04-07,0,CLIC
1946-04-08,0,CLIC
1946-04-09,0,CLIC
1946-04-10,5.5,CLIC
1946-04-11,3,CLIC
1946-04-12,0,CLIC
1946-04-13,0,CLIC
1946-04-14,17.5,CLIC
1946-04-15,0,CLIC
1946-04-16,0,CLIC
1946-04-17,0,CLIC
1946-04-18,0,CLIC
1946-04-19,0,CLIC
1946-04-20,0,CLIC
1946-04-21,7,CLIC
1946-04-22,0,CLIC
1946-04-23,0,CLIC
1946-04-24,10,CLIC
1946-04-25,0,CLIC
1946-04-26,0,CLIC
1946-04-27,0,CLIC
1946-04-28,0,CLIC
1946-04-29,0,CLIC
1946-05-01,0,CLIC
1946-05-02,0,CLIC
1946-05-03,0,CLIC
1946-05-04,5.5,CLIC
1946-05-05,2.5,CLIC
1946-05-06,0,CLIC
1946-05-07,0,CLIC
1946-05-08,8,CLIC
1946-05-09,8.5,CLIC
1946-05-10,0,CLIC
1946-05-11,0,CLIC
1946-05-12,0,CLIC
1946-05-13,0,CLIC
1946-05-14,0,CLIC
1946-05-15,0,CLIC
1946-05-16,0,CLIC
1946-05-17,0,CLIC
1946-05-18,0,CLIC
1946-05-19,0,CLIC
1946-05-20,0,CLIC
1946-05-21,5,CLIC
1946-05-22,0,CLIC
1946-05-23,0,CLIC
1946-05-24,10,CLIC
1946-05-25,0,CLIC
1946-05-26,0,CLIC
1946-05-27,0,CLIC
1946-05-28,9.5,CLIC
1946-05-29,0,CLIC
1946-05-30,12,CLIC
1946-06-01,0,CLIC
1946-06-02,0,CLIC
1946-06-03,0,CLIC
1946-06-04,0,CLIC
1946-06-05,0,CLIC
1946-06-06,0,CLIC
1946-06-07,0,CLIC
1946-06-08,0,CLIC
1946-06-09,8,CLIC
1946-06-10,17.5,CLIC
1946-06-11,0,CLIC
1946-06-12,0,CLIC
1946-06-13,5.5,CLIC
1946-06-14,0,CLIC
1946-06-15,0,CLIC
1946-06-16,0,CLIC
1946-06-17,0,CLIC
1946-06-18,0,CLIC
1946-06-19,0,CLIC
1946-06-20,0,CLIC
1946-06-21,16,CLIC
1946-06-22,0,CLIC
1946-06-23,0,CLIC
1946-06-24,0,CLIC
1946-06-25,0,CLIC
1946-06-26,0,CLIC
1946-06-27,0,CLIC
1946-06-28,9,CLIC
1946-06-29,0,CLIC
1946-07-01,0,CLIC
1946-07-02,0,CLIC
1946-07-03,0,CLIC
1946-07-04,17.5,CLIC
1946-07-05,0,CLIC
1946-07-06,0,CLIC
1946-07-07,0,CLIC
1946-07-08,0,CLIC
1946-07-09,0,CLIC
1946-07-10,0,CLIC
1946-07-11,0,CLIC
1946-07-12,0,CLIC
1946-07-13,0,CLIC
1946-07-14,0,CLIC
1946-07-15,0,CLIC
1946-07-16,0,CLIC
1946-07-17,0,CLIC
1946-07-18,0,CLIC
1946-07-19,0,CLIC
1946-07-20,0,CLIC
1946-07-21,0,CLIC
1946-07-22,0,CLIC
1946-07-23,5,CLIC
1946-07-24,19.5,CLIC
1946-07-25,0,CLIC
1946-07-26,0,CLIC
1946-07-27,0,CLIC
1946-07-28,0,CLIC
1946-07-29,0,CLIC
1946-07-30,0,CLIC
1946-08-01,16,CLIC
1946-08-02,0,CLIC
1946-08-03,0,CLIC
1946-08-04,0,CLIC
1946-08-05,0,CLIC
1946-08-06,0,CLIC
1946-08-07,0,CLIC
1946-08-08,0,CLIC
1946-08-09,0,CLIC
1946-08-10,0,CLIC
1946-08-11,0,CLIC
1946-08-12,0,CLIC
1946-08-13,0,CLIC
1946-08-14,0,CLIC
1946-08-15,0,CLIC
1946-08-16,0,CLIC
1946-08-17,0,CLIC
1946-08-18,0,CLIC
1946-08-19,0,CLIC
1946-08-20,0,CLIC
1946-08-21,0,CLIC
1946-08-22,0,CLIC
1946-08-23,0,CLIC
1946-08-24,0,CLIC
1946-08-25,0,CLIC
1946-08-26,12,CLIC
1946-08-27,0,CLIC
1946-08-28,18,CLIC
1946-08-29,0,CLIC
1946-08-30,0,CLIC
1946-09-01,0,CLIC
1946-09-02,0,CLIC
1946-09-03,0,CLIC
1946-09-04,0,CLIC
1946-09-05,0,CLIC
1946-09-06,0,CLIC
1946-09-07,0,CLIC
1946-09-08,0,CLIC
1946-09-09,0,CLIC
1946-09-10,0,CLIC
1946-09-11,25,CLIC
1946-09-12,0,CLIC
1946-09-13,0,CLIC
1946-09-14,0,CLIC
1946-09-15,0,CLIC
1946-09-16,0,CLIC
1946-09-17,0,CLIC
1946-09-18,0,CLIC
1946-09-19,43,CLIC
1946-09-20,3,CLIC
1946-09-21,18,CLIC
1946-09-22,19,CLIC
1946-09-23,6,CLIC
1946-09-24,0,CLIC
1946-09-25,0,CLIC
1946-09-26,0,CLIC
1946-09-27,5,CLIC
1946-09-28,8,CLIC
1946-09-29,12,CLIC
1946-10-01,0,CLIC
1946-10-02,0,CLIC
1946-10-03,0,CLIC
1946-10-04,0,CLIC
1946-10-05,6,CLIC
1946-10-06,5,CLIC
1946-10-07,5,CLIC
1946-10-08,0,CLIC
1946-10-09,0,CLIC
1946-10-10,0,CLIC
1946-10-11,0,CLIC
1946-10-12,0,CLIC
1946-10-13,0,CLIC
1946-10-14,11,CLIC
1946-10-15,0,CLIC
1946-10-16,0,CLIC
1946-10-17,0,CLIC
1946-10-18,0,CLIC
1946-10-19,0,CLIC
1946-10-20,0,CLIC
1946-10-21,0,CLIC
1946-10-22,0,CLIC
1946-10-23,0,CLIC
1946-10-24,0,CLIC
1946-10-25,0,CLIC
1946-10-26,0,CLIC
1946-10-27,0,CLIC
1946-10-28,0,CLIC
1946-10-29,0,CLIC
1946-10-30,0,CLIC
1946-11-01,0,CLIC
1946-11-02,0,CLIC
1946-11-03,0,CLIC
1946-11-04,0,CLIC
1946-11-05,0,CLIC
1946-11-06,0,CLIC
1946-11-07,0,CLIC
1946-11-08,0,CLIC
1946-11-09,0,CLIC
1946-11-10,0,CLIC
1946-11-11,0,CLIC
1946-11-12,0,CLIC
1946-11-13,0,CLIC
1946-11-14,0,CLIC
1946-11-15,0,CLIC
1946-11-16,0,CLIC
1946-11-17,25,CLIC
1946-11-18,0,CLIC
1946-11-19,0,CLIC
1946-11-20,0,CLIC
1946-11-21,0,CLIC
1946-11-22,0,CLIC
1946-11-23,0,CLIC
1946-11-24,0,CLIC
1946-11-25,0,CLIC
1946-11-26,0,CLIC
1946-11-27,0,CLIC
1946-11-28,0,CLIC
1946-11-29,0,CLIC
1946-12-01,5,CLIC
1946-12-02,0,CLIC
1946-12-03,0,CLIC
1946-12-04,0,CLIC
1946-12-05,0,CLIC
1946-12-06,0,CLIC
1946-12-07,0,CLIC
1946-12-08,0,CLIC
1946-12-09,0,CLIC
1946-12-10,0,CLIC
1946-12-11,0,CLIC
1946-12-12,0,CLIC
1946-12-13,0,CLIC
1946-12-14,0,CLIC
1946-12-15,0,CLIC
1946-12-16,0,CLIC
1946-12-17,0,CLIC
1946-12-18,0,CLIC
1946-12-19,0,CLIC
1946-12-20,0,CLIC
