Estación: ,C19120,FRESNILLO. VALLECILLO
1983-01-13,30,CLIC
1983-01-14,0,CLIC
1983-01-15,0,CLIC
1983-01-16,9,CLIC
1983-01-17,0,CLIC
1983-01-18,4,CLIC
1983-01-19,6,CLIC
1983-01-20,0,CLIC
1983-01-21,0,CLIC
1983-01-22,0,CLIC
1983-01-23,0,CLIC
1983-01-24,0,CLIC
1983-01-25,0,CLIC
1983-01-26,0,CLIC
1983-01-27,0,CLIC
1983-01-28,0,CLIC
1983-01-29,0,CLIC
1983-01-30,0,CLIC
1983-01-31,0,CLIC
1983-02-01,0,CLIC
1983-02-02,0,CLIC
1983-02-03,8,CLIC
1983-02-04,0,CLIC
1983-02-05,2,CLIC
1983-02-06,0,CLIC
1983-02-07,0,CLIC
1983-02-08,0,CLIC
1983-02-09,0,CLIC
1983-02-10,25,CLIC
1983-02-11,0,CLIC
1983-02-12,0,CLIC
1983-02-13,0,CLIC
1983-02-14,0,CLIC
1983-02-15,0,CLIC
1983-02-16,0,CLIC
1983-02-17,0,CLIC
1983-02-18,0,CLIC
1983-02-19,0,CLIC
1983-02-20,0,CLIC
1983-02-21,0,CLIC
1983-02-22,0,CLIC
1983-02-23,0,CLIC
1983-02-24,25,CLIC
1983-02-25,0,CLIC
1983-02-26,0,CLIC
1983-02-27,0,CLIC
1983-02-28,0,CLIC
1983-03-01,0,CLIC
1983-03-02,0,CLIC
1983-03-03,8,CLIC
1983-03-04,2,CLIC
1983-03-05,2,CLIC
1983-03-06,2,CLIC
1983-03-07,2,CLIC
1983-03-08,2,CLIC
1983-03-09,2,CLIC
1983-03-10,25,CLIC
1983-03-11,0,CLIC
1983-03-12,0,CLIC
1983-03-13,0,CLIC
1983-03-14,2,CLIC
1983-03-15,0,CLIC
1983-03-16,0,CLIC
1983-03-17,0,CLIC
1983-03-18,0,CLIC
1983-03-19,0,CLIC
1983-03-20,0,CLIC
1983-03-21,0,CLIC
1983-03-22,0,CLIC
1983-03-23,0,CLIC
1983-03-24,20,CLIC
1983-03-25,0,CLIC
1983-03-26,0,CLIC
1983-03-27,0,CLIC
1983-03-28,0,CLIC
1983-03-29,0,CLIC
1983-03-30,0,CLIC
1983-03-31,0,CLIC
1983-04-01,0,CLIC
1983-04-02,0,CLIC
1983-04-03,0,CLIC
1983-04-04,0,CLIC
1983-04-05,0,CLIC
1983-04-06,0,CLIC
1983-04-07,0,CLIC
1983-04-08,0,CLIC
1983-04-09,0,CLIC
1983-04-10,0,CLIC
1983-04-11,0,CLIC
1983-04-12,0,CLIC
1983-04-13,0,CLIC
1983-04-14,0,CLIC
1983-04-15,0,CLIC
1983-04-16,0,CLIC
1983-04-17,0,CLIC
1983-04-18,0,CLIC
1983-04-19,0,CLIC
1983-04-20,0,CLIC
1983-04-21,0,CLIC
1983-04-22,0,CLIC
1983-04-23,0,CLIC
1983-04-24,0,CLIC
1983-04-25,0,CLIC
1983-04-26,0,CLIC
1983-04-27,0,CLIC
1983-04-28,0,CLIC
1983-04-29,0,CLIC
1983-04-30,0,CLIC
1983-05-01,0,CLIC
1983-05-02,0,CLIC
1983-05-03,0,CLIC
1983-05-04,0,CLIC
1983-05-05,0,CLIC
1983-05-06,0,CLIC
1983-05-07,0,CLIC
1983-05-08,0,CLIC
1983-05-09,5,CLIC
1983-05-10,0,CLIC
1983-05-11,0,CLIC
1983-05-12,0,CLIC
1983-05-13,0,CLIC
1983-05-14,0,CLIC
1983-05-15,0,CLIC
1983-05-16,0,CLIC
1983-05-17,0,CLIC
1983-05-18,0,CLIC
1983-05-19,0,CLIC
1983-05-20,0,CLIC
1983-05-21,0,CLIC
1983-05-22,0,CLIC
1983-05-23,0,CLIC
1983-05-24,0,CLIC
1983-05-25,3,CLIC
1983-05-26,0,CLIC
1983-05-27,31,CLIC
1983-05-28,9,CLIC
1983-05-29,0,CLIC
1983-05-30,0,CLIC
1983-05-31,0,CLIC
1983-06-01,0,CLIC
1983-06-02,0,CLIC
1983-06-03,0,CLIC
1983-06-04,0,CLIC
1983-06-05,0,CLIC
1983-06-06,4.5,CLIC
1983-06-07,0,CLIC
1983-06-08,0,CLIC
1983-06-09,0,CLIC
1983-06-10,0,CLIC
1983-06-11,0,CLIC
1983-06-12,0,CLIC
1983-06-13,0,CLIC
1983-06-14,0,CLIC
1983-06-15,0,CLIC
1983-06-16,0,CLIC
1983-06-17,0,CLIC
1983-06-18,0,CLIC
1983-06-19,0,CLIC
1983-06-20,0,CLIC
1983-06-21,0,CLIC
1983-06-22,0,CLIC
1983-06-23,0,CLIC
1983-06-24,0,CLIC
1983-06-25,0,CLIC
1983-06-26,0,CLIC
1983-06-27,0,CLIC
1983-06-28,0,CLIC
1983-06-29,0,CLIC
1983-06-30,0,CLIC
1983-07-01,0,CLIC
1983-07-02,0,CLIC
1983-07-03,0,CLIC
1983-07-04,0,CLIC
1983-07-05,0,CLIC
1983-07-06,0,CLIC
1983-07-07,0,CLIC
1983-07-08,0,CLIC
1983-07-09,0,CLIC
1983-07-10,6,CLIC
1983-07-11,0,CLIC
1983-07-12,2,CLIC
1983-07-13,0,CLIC
1983-07-14,0,CLIC
1983-07-15,0,CLIC
1983-07-16,0,CLIC
1983-07-17,6,CLIC
1983-07-18,0,CLIC
1983-07-19,20,CLIC
1983-07-20,0,CLIC
1983-07-21,0,CLIC
1983-07-22,0,CLIC
1983-07-23,0,CLIC
1983-07-24,0,CLIC
1983-07-25,0,CLIC
1983-07-26,0,CLIC
1983-07-27,0,CLIC
1983-07-28,0,CLIC
1983-07-29,0,CLIC
1983-07-30,0,CLIC
1983-07-31,0,CLIC
1983-09-01,0,CLIC
1983-09-02,0,CLIC
1983-09-03,0,CLIC
1983-09-04,0,CLIC
1983-09-05,0,CLIC
1983-09-06,0,CLIC
1983-09-07,0,CLIC
1983-09-08,0,CLIC
1983-09-09,3,CLIC
1983-09-10,0,CLIC
1983-09-11,0,CLIC
1983-09-12,0,CLIC
1983-09-13,0,CLIC
1983-09-14,15,CLIC
1983-09-15,0,CLIC
1983-09-16,0,CLIC
1983-09-17,0,CLIC
1983-09-18,0,CLIC
1983-09-19,0,CLIC
1983-09-20,4.5,CLIC
1983-09-21,0,CLIC
1983-09-22,0,CLIC
1983-09-23,0,CLIC
1983-09-24,0,CLIC
1983-09-25,0,CLIC
1983-09-26,0,CLIC
1983-09-27,0,CLIC
1983-09-28,0,CLIC
1983-09-29,0,CLIC
1983-09-30,0,CLIC
1983-10-01,0,CLIC
1983-10-02,0,CLIC
1983-10-03,0,CLIC
1983-10-04,0,CLIC
1983-10-05,0,CLIC
1983-10-06,0,CLIC
1983-10-07,0,CLIC
1983-10-08,0,CLIC
1983-10-09,0,CLIC
1983-10-10,0,CLIC
1983-10-11,0,CLIC
1983-10-12,0,CLIC
1983-10-13,0,CLIC
1983-10-14,0,CLIC
1983-10-15,0,CLIC
1983-10-16,0,CLIC
1983-10-17,0,CLIC
1983-10-18,0,CLIC
1983-10-19,0,CLIC
1983-10-20,0,CLIC
1983-10-21,0,CLIC
1983-10-22,0,CLIC
1983-10-23,0,CLIC
1983-10-24,0,CLIC
1983-10-25,0,CLIC
1983-10-26,0,CLIC
1983-10-27,0,CLIC
1983-10-28,0,CLIC
1983-10-29,0,CLIC
1983-10-30,0,CLIC
1983-10-31,0,CLIC
1983-11-01,0,CLIC
1983-11-02,0,CLIC
1983-11-03,0,CLIC
1983-11-04,0,CLIC
1983-11-05,0,CLIC
1983-11-06,0,CLIC
1983-11-07,0,CLIC
1983-11-08,0,CLIC
1983-11-09,0,CLIC
1983-11-10,0,CLIC
1983-11-11,0,CLIC
1983-11-12,0,CLIC
1983-11-13,0,CLIC
1983-11-14,0,CLIC
1983-11-15,0,CLIC
1983-11-16,0,CLIC
1983-11-17,0,CLIC
1983-11-18,0,CLIC
1983-11-19,0,CLIC
1983-11-20,0,CLIC
1983-11-21,0,CLIC
1983-11-22,0,CLIC
1983-11-23,0,CLIC
1983-11-24,0,CLIC
1983-11-25,0,CLIC
1983-11-26,0,CLIC
1983-11-27,0,CLIC
1983-11-28,0,CLIC
1983-11-29,0,CLIC
1983-11-30,0,CLIC
1983-12-01,0,CLIC
1983-12-02,0,CLIC
1983-12-03,0,CLIC
1983-12-04,0,CLIC
1983-12-05,0,CLIC
1983-12-06,0,CLIC
1983-12-07,0,CLIC
1983-12-08,0,CLIC
1983-12-09,0,CLIC
1983-12-10,0,CLIC
1983-12-11,0,CLIC
1983-12-12,0,CLIC
1983-12-13,0,CLIC
1983-12-14,0,CLIC
1983-12-15,0,CLIC
1983-12-16,0,CLIC
1983-12-17,0,CLIC
1983-12-18,0,CLIC
1983-12-19,8.5,CLIC
1983-12-20,0,CLIC
1983-12-21,0,CLIC
1983-12-22,0,CLIC
1983-12-23,0,CLIC
1983-12-24,0,CLIC
1983-12-25,0,CLIC
1983-12-26,0,CLIC
1983-12-27,0,CLIC
1983-12-28,0,CLIC
1983-12-29,0,CLIC
1983-12-30,0,CLIC
1983-12-31,0,CLIC
2001-06-19,27.5,CLIC
2001-06-20,0,CLIC
2001-06-21,0,CLIC
2001-06-22,0,CLIC
2001-06-23,0,CLIC
2001-06-24,0,CLIC
2001-06-25,0,CLIC
2001-06-26,0,CLIC
2001-06-27,0,CLIC
2001-06-28,0,CLIC
2001-06-29,0,CLIC
2001-06-30,0,CLIC
2001-07-01,0,CLIC
2001-07-02,9,CLIC
2001-07-03,0,CLIC
2001-07-04,0,CLIC
2001-07-05,0,CLIC
2001-07-06,0,CLIC
2001-07-07,0,CLIC
2001-07-08,0,CLIC
2001-07-09,0,CLIC
2001-07-10,0,CLIC
2001-07-11,0,CLIC
2001-07-12,0,CLIC
2001-07-13,0,CLIC
2001-07-14,0,CLIC
2001-07-15,0,CLIC
2001-07-16,0,CLIC
2001-07-17,0,CLIC
2001-07-18,0,CLIC
2001-07-19,0,CLIC
2001-07-20,0,CLIC
2001-07-21,0,CLIC
2001-07-22,0,CLIC
2001-07-23,0,CLIC
2001-07-24,0,CLIC
2001-07-25,0,CLIC
2001-07-26,0,CLIC
2001-07-27,0,CLIC
2001-07-28,0,CLIC
2001-07-29,0,CLIC
2001-07-30,0,CLIC
2001-07-31,0,CLIC
2001-08-01,0,CLIC
2001-08-02,0,CLIC
2001-08-03,0,CLIC
2001-08-04,0,CLIC
2001-08-05,0,CLIC
2001-08-06,0,CLIC
2001-08-07,0,CLIC
2001-08-08,0,CLIC
2001-08-09,0,CLIC
2001-08-10,0,CLIC
2001-08-11,0,CLIC
2001-08-12,0,CLIC
2001-08-13,0,CLIC
2001-08-14,0,CLIC
2001-08-15,0,CLIC
2001-08-16,0,CLIC
2001-08-17,0,CLIC
2001-08-18,0,CLIC
2001-08-19,0,CLIC
2001-08-20,0,CLIC
2001-08-21,0,CLIC
2001-08-22,0,CLIC
2001-08-23,0,CLIC
2001-08-24,0,CLIC
2001-08-25,0,CLIC
2001-08-26,0,CLIC
2001-08-27,0,CLIC
2001-08-28,0,CLIC
2001-08-29,0,CLIC
2001-08-30,0,CLIC
2001-08-31,0,CLIC
2001-09-01,0,CLIC
2001-09-02,0,CLIC
2001-09-03,0,CLIC
2001-09-04,0,CLIC
2001-09-05,0,CLIC
2001-09-06,0,CLIC
2001-09-07,0,CLIC
2001-09-08,0,CLIC
2001-09-09,17,CLIC
2001-09-10,0,CLIC
2001-09-11,0,CLIC
2001-09-12,0,CLIC
2001-09-13,0,CLIC
2001-09-14,0,CLIC
2001-09-15,0,CLIC
2001-09-16,0,CLIC
2001-09-17,0,CLIC
2001-09-18,0,CLIC
2001-09-19,0,CLIC
2001-09-20,16,CLIC
2001-09-21,0,CLIC
2001-09-22,2.1,CLIC
2001-09-23,39,CLIC
2001-09-24,0,CLIC
2001-09-25,0,CLIC
2001-09-26,0,CLIC
2001-09-27,0,CLIC
2001-09-28,0,CLIC
2001-09-29,0,CLIC
2001-09-30,0,CLIC
2001-10-01,0,CLIC
2001-10-02,0,CLIC
2001-10-03,0,CLIC
2001-10-04,0,CLIC
2001-10-05,0,CLIC
2001-10-06,0,CLIC
2001-10-07,0,CLIC
2001-10-08,0,CLIC
2001-10-09,0,CLIC
2001-10-10,0,CLIC
2001-10-11,0,CLIC
2001-10-12,0,CLIC
2001-10-13,0,CLIC
2001-10-14,0,CLIC
2001-10-15,0,CLIC
2001-10-16,0,CLIC
2001-10-17,0,CLIC
2001-10-18,0,CLIC
2001-10-19,0,CLIC
2001-10-20,0,CLIC
2001-10-21,0,CLIC
2001-10-22,0,CLIC
2001-10-23,0,CLIC
2001-10-24,0,CLIC
2001-10-25,0,CLIC
2001-10-26,0,CLIC
2001-10-27,0,CLIC
2001-10-28,0,CLIC
2001-10-29,0,CLIC
2001-10-30,0,CLIC
2001-10-31,0,CLIC
2001-11-01,0,CLIC
2001-11-02,9,CLIC
2001-11-03,9,CLIC
2001-11-04,0,CLIC
2001-11-05,0,CLIC
2001-11-06,0,CLIC
2001-11-07,0,CLIC
2001-11-08,0,CLIC
2001-11-09,0,CLIC
2001-11-10,0,CLIC
2001-11-11,0,CLIC
2001-11-12,0,CLIC
2001-11-13,0,CLIC
2001-11-14,0,CLIC
2001-11-15,0,CLIC
2001-11-16,0,CLIC
2001-11-17,0,CLIC
2001-11-18,20,CLIC
2001-11-19,4,CLIC
2001-11-20,0,CLIC
2001-11-21,0,CLIC
2001-11-22,0,CLIC
2001-11-23,0,CLIC
2001-11-24,0,CLIC
2001-11-25,0,CLIC
2001-11-26,0,CLIC
2001-11-27,0,CLIC
2001-11-28,0,CLIC
2001-11-29,0,CLIC
2001-11-30,0,CLIC
2001-12-01,0,CLIC
2001-12-02,0,CLIC
2001-12-03,0,CLIC
2001-12-04,0,CLIC
2001-12-05,0,CLIC
2001-12-06,0,CLIC
2001-12-07,0,CLIC
2001-12-08,6.5,CLIC
2001-12-09,0,CLIC
2001-12-10,0,CLIC
2001-12-11,0,CLIC
2001-12-12,0,CLIC
2001-12-13,0,CLIC
2001-12-14,0,CLIC
2001-12-15,0,CLIC
2001-12-16,0,CLIC
2001-12-17,0,CLIC
2001-12-18,0,CLIC
2001-12-19,0,CLIC
2001-12-20,0,CLIC
2001-12-21,0,CLIC
2001-12-22,0,CLIC
2001-12-23,0,CLIC
2001-12-24,0,CLIC
2001-12-25,0,CLIC
2001-12-26,0,CLIC
2001-12-27,0,CLIC
2001-12-28,0,CLIC
2001-12-29,0,CLIC
2001-12-30,0,CLIC
2001-12-31,0,CLIC
2002-01-01,0,CLIC
2002-01-02,0,CLIC
2002-01-03,0,CLIC
2002-01-04,0,CLIC
2002-01-05,0,CLIC
2002-01-06,0,CLIC
2002-01-07,0,CLIC
2002-01-08,0,CLIC
2002-01-09,0,CLIC
2002-01-10,0,CLIC
2002-01-11,0,CLIC
2002-01-12,0,CLIC
2002-01-13,0,CLIC
2002-01-14,0,CLIC
2002-01-15,0,CLIC
2002-01-16,0,CLIC
2002-01-17,0,CLIC
2002-01-18,0,CLIC
2002-01-19,0,CLIC
2002-01-20,0,CLIC
2002-01-21,0,CLIC
2002-01-22,0,CLIC
2002-01-23,0,CLIC
2002-01-24,0,CLIC
2002-01-25,0,CLIC
2002-01-26,0,CLIC
2002-01-27,0,CLIC
2002-01-28,0,CLIC
2002-01-29,0,CLIC
2002-01-30,0,CLIC
2002-01-31,0,CLIC
2002-02-01,0,CLIC
2002-02-02,0,CLIC
2002-02-03,0,CLIC
2002-02-04,0,CLIC
2002-02-05,0,CLIC
2002-02-06,0,CLIC
2002-02-07,0,CLIC
2002-02-08,0,CLIC
2002-02-09,0,CLIC
2002-02-10,0,CLIC
2002-02-11,0,CLIC
2002-02-12,0,CLIC
2002-02-13,0,CLIC
2002-02-14,0,CLIC
2002-02-15,0,CLIC
2002-02-16,0,CLIC
2002-02-17,0,CLIC
2002-02-18,0,CLIC
2002-02-19,0,CLIC
2002-02-20,0,CLIC
2002-02-21,0,CLIC
2002-02-22,0,CLIC
2002-02-23,0,CLIC
2002-02-24,0,CLIC
2002-02-25,8,CLIC
2002-02-26,0,CLIC
2002-02-27,0,CLIC
2002-03-01,0,CLIC
2002-03-02,0,CLIC
2002-03-03,3,CLIC
2002-03-04,2,CLIC
2002-03-05,0,CLIC
2002-03-06,12,CLIC
2002-03-07,0,CLIC
2002-03-08,5,CLIC
2002-03-09,0,CLIC
2002-03-10,0,CLIC
2002-03-11,0,CLIC
2002-03-12,3,CLIC
2002-03-13,0,CLIC
2002-03-14,0,CLIC
2002-03-15,0,CLIC
2002-03-16,0,CLIC
2002-03-17,0,CLIC
2002-03-18,0,CLIC
2002-03-19,0,CLIC
2002-03-20,0,CLIC
2002-03-21,0,CLIC
2002-03-22,0,CLIC
2002-03-23,0,CLIC
2002-03-24,0,CLIC
2002-03-25,0,CLIC
2002-03-26,0,CLIC
2002-03-27,0,CLIC
2002-03-28,0,CLIC
2002-03-29,0,CLIC
2002-03-31,0,CLIC
2002-04-01,0,CLIC
2002-04-02,0,CLIC
2002-04-03,0,CLIC
2002-04-04,0,CLIC
2002-04-05,4,CLIC
2002-04-06,0,CLIC
2002-04-07,0,CLIC
2002-04-08,3,CLIC
2002-04-09,0,CLIC
2002-04-10,0,CLIC
2002-04-11,0,CLIC
2002-04-12,0,CLIC
2002-04-13,0,CLIC
2002-04-14,0,CLIC
2002-04-15,0,CLIC
2002-04-16,0,CLIC
2002-04-17,0,CLIC
2002-04-18,0,CLIC
2002-04-19,0,CLIC
2002-04-20,0,CLIC
2002-04-21,0,CLIC
2002-04-22,0,CLIC
2002-04-23,0,CLIC
2002-04-24,0,CLIC
2002-04-25,0,CLIC
2002-04-26,0,CLIC
2002-04-27,0,CLIC
2002-04-28,0,CLIC
2002-04-29,0,CLIC
2002-05-01,0,CLIC
2002-05-02,0,CLIC
2002-05-03,0,CLIC
2002-05-04,0,CLIC
2002-05-05,0,CLIC
2002-05-06,0,CLIC
2002-05-07,0,CLIC
2002-05-08,0,CLIC
2002-05-09,0,CLIC
2002-05-10,0,CLIC
2002-05-11,0,CLIC
2002-05-12,0,CLIC
2002-05-13,0,CLIC
2002-05-14,0,CLIC
2002-05-15,0,CLIC
2002-05-16,0,CLIC
2002-05-17,3,CLIC
2002-05-18,0,CLIC
2002-05-19,0,CLIC
2002-05-20,0,CLIC
2002-05-21,0,CLIC
2002-05-22,0,CLIC
2002-05-23,0,CLIC
2002-05-24,0,CLIC
2002-05-25,44,CLIC
2002-05-26,0,CLIC
2002-05-27,0,CLIC
2002-05-28,0,CLIC
2002-05-29,0,CLIC
2002-05-30,2,CLIC
2002-05-31,0,CLIC
2002-06-01,0,CLIC
2002-06-02,0,CLIC
2002-06-03,11,CLIC
2002-06-04,0,CLIC
2002-06-05,0,CLIC
2002-06-06,0,CLIC
2002-06-07,0,CLIC
2002-06-08,0,CLIC
2002-06-09,0,CLIC
2002-06-10,0,CLIC
2002-06-11,0,CLIC
2002-06-12,0,CLIC
2002-06-13,0,CLIC
2002-06-14,0,CLIC
2002-06-15,0,CLIC
2002-06-16,0,CLIC
2002-06-17,0,CLIC
2002-06-18,0,CLIC
2002-06-19,0,CLIC
2002-06-20,0,CLIC
2002-06-21,0,CLIC
2002-06-22,0,CLIC
2002-06-23,0,CLIC
2002-06-24,0,CLIC
2002-06-25,0,CLIC
2002-06-26,0,CLIC
2002-06-27,0,CLIC
2002-06-28,9.5,CLIC
2002-06-29,0,CLIC
2002-06-30,0,CLIC
2002-07-01,0,CLIC
2002-07-02,0,CLIC
2002-07-03,0,CLIC
2002-07-04,0,CLIC
2002-07-05,0,CLIC
2002-07-06,0,CLIC
2002-07-07,0,CLIC
2002-07-08,0,CLIC
2002-07-09,0,CLIC
2002-07-10,0,CLIC
2002-07-11,0,CLIC
2002-07-12,0,CLIC
2002-07-13,0,CLIC
2002-07-14,0,CLIC
2002-07-15,0,CLIC
2002-07-16,0,CLIC
2002-07-17,0,CLIC
2002-07-18,0,CLIC
2002-07-19,0,CLIC
2002-07-20,0,CLIC
2002-07-21,0,CLIC
2002-07-22,0,CLIC
2002-07-23,0,CLIC
2002-07-24,0,CLIC
2002-07-25,0,CLIC
2002-07-26,0,CLIC
2002-07-27,0,CLIC
2002-07-28,0,CLIC
2002-07-29,0,CLIC
2002-07-30,0,CLIC
2002-07-31,0,CLIC
2002-08-01,0,CLIC
2002-08-02,0,CLIC
2002-08-03,0,CLIC
2002-08-04,0,CLIC
2002-08-05,0,CLIC
2002-08-06,0,CLIC
2002-08-07,0,CLIC
2002-08-08,5,CLIC
2002-08-09,0,CLIC
2002-08-10,0,CLIC
2002-08-11,0,CLIC
2002-08-12,0,CLIC
2002-08-13,24,CLIC
2002-08-14,0,CLIC
2002-08-15,0,CLIC
2002-08-16,0,CLIC
2002-08-17,0,CLIC
2002-08-18,0,CLIC
2002-08-19,0,CLIC
2002-08-20,0,CLIC
2002-08-21,0,CLIC
2002-08-22,0,CLIC
2002-08-23,0,CLIC
2002-08-24,0,CLIC
2002-08-25,0,CLIC
2002-08-26,0,CLIC
2002-08-27,0,CLIC
2002-08-28,0,CLIC
2002-08-29,0,CLIC
2002-08-30,0,CLIC
2002-08-31,0,CLIC
2002-09-01,0,CLIC
2002-09-02,0,CLIC
2002-09-03,0,CLIC
2002-09-04,16,CLIC
2002-09-05,0,CLIC
2002-09-06,0,CLIC
2002-09-07,0,CLIC
2002-09-08,0,CLIC
2002-09-09,30,CLIC
2002-09-10,29,CLIC
2002-09-11,4,CLIC
2002-09-12,0,CLIC
2002-09-13,0,CLIC
2002-09-14,0,CLIC
2002-09-15,45,CLIC
2002-09-16,0,CLIC
2002-09-17,0,CLIC
2002-09-18,4,CLIC
2002-09-19,0,CLIC
2002-09-20,0,CLIC
2002-09-21,0,CLIC
2002-09-22,0,CLIC
2002-09-23,0,CLIC
2002-09-24,0,CLIC
2002-09-25,0,CLIC
2002-09-26,0,CLIC
2002-09-27,0,CLIC
2002-09-28,0,CLIC
2002-09-29,0,CLIC
2002-10-01,0,CLIC
2002-10-02,0,CLIC
2002-10-03,0,CLIC
2002-10-04,0,CLIC
2002-10-05,0,CLIC
2002-10-06,0,CLIC
2002-10-07,0,CLIC
2002-10-08,0,CLIC
2002-10-09,0,CLIC
2002-10-10,0,CLIC
2002-10-11,0,CLIC
2002-10-12,0,CLIC
2002-10-13,0,CLIC
2002-10-14,0,CLIC
2002-10-15,0,CLIC
2002-10-16,0,CLIC
2002-10-17,0,CLIC
2002-10-18,0,CLIC
2002-10-19,0,CLIC
2002-10-20,0,CLIC
2002-10-21,0,CLIC
2002-10-22,0,CLIC
2002-10-23,0,CLIC
2002-10-24,0,CLIC
2002-10-25,0,CLIC
2002-10-26,0,CLIC
2002-10-27,0,CLIC
2002-10-28,0,CLIC
2002-10-29,0,CLIC
2002-10-30,0,CLIC
2002-11-01,37,CLIC
2002-11-02,12,CLIC
2002-11-03,0,CLIC
2002-11-04,8,CLIC
2002-11-05,0,CLIC
2002-11-06,0,CLIC
2002-11-07,0,CLIC
2002-11-08,0,CLIC
2002-11-09,0,CLIC
2002-11-10,0,CLIC
2002-11-11,0,CLIC
2002-11-12,0,CLIC
2002-11-13,0,CLIC
2002-11-14,0,CLIC
2002-11-15,0,CLIC
2002-11-16,0,CLIC
2002-11-17,0,CLIC
2002-11-18,0,CLIC
2002-11-19,0,CLIC
2002-11-20,0,CLIC
2002-11-21,0,CLIC
2002-11-22,0,CLIC
2002-11-23,0,CLIC
2002-11-24,0,CLIC
2002-11-25,0,CLIC
2002-11-26,0,CLIC
2002-11-27,0,CLIC
2002-11-28,0,CLIC
2002-11-29,0,CLIC
2002-11-30,0,CLIC
2002-12-01,0,CLIC
2002-12-02,0,CLIC
2002-12-03,0,CLIC
2002-12-04,0,CLIC
2002-12-05,0,CLIC
2002-12-06,0,CLIC
2002-12-07,0,CLIC
2002-12-08,0,CLIC
2002-12-09,0,CLIC
2002-12-10,0,CLIC
2002-12-11,0,CLIC
2002-12-12,0,CLIC
2002-12-13,0,CLIC
2002-12-14,0,CLIC
2002-12-15,0,CLIC
2002-12-16,0,CLIC
2002-12-17,0,CLIC
2002-12-18,0,CLIC
2002-12-19,0,CLIC
2002-12-20,0,CLIC
2002-12-21,0,CLIC
2002-12-22,0,CLIC
2002-12-23,0,CLIC
2002-12-24,0,CLIC
2002-12-25,0,CLIC
2002-12-26,0,CLIC
2002-12-27,0,CLIC
2002-12-28,0,CLIC
2002-12-29,0,CLIC
2002-12-30,0,CLIC
2002-12-31,0,CLIC
2003-01-01,0,CLIC
2003-01-02,0,CLIC
2003-01-03,0,CLIC
2003-01-04,0,CLIC
2003-01-05,0,CLIC
2003-01-06,15,CLIC
2003-01-07,0,CLIC
2003-01-08,0,CLIC
2003-01-09,0,CLIC
2003-01-10,0,CLIC
2003-01-11,6,CLIC
2003-01-12,0,CLIC
2003-01-13,0,CLIC
2003-01-14,0,CLIC
2003-01-15,0,CLIC
2003-01-16,0,CLIC
2003-01-17,0,CLIC
2003-01-18,0,CLIC
2003-01-19,0,CLIC
2003-01-20,0,CLIC
2003-01-21,0,CLIC
2003-01-22,0,CLIC
2003-01-23,0,CLIC
2003-01-24,0,CLIC
2003-01-25,0,CLIC
2003-01-26,0,CLIC
2003-01-27,0,CLIC
2003-01-28,0,CLIC
2003-01-29,0,CLIC
2003-01-30,0,CLIC
2003-01-31,0,CLIC
2003-02-01,0,CLIC
2003-02-02,0,CLIC
2003-02-03,0,CLIC
2003-02-04,0,CLIC
2003-02-05,0,CLIC
2003-02-06,0,CLIC
2003-02-07,15,CLIC
2003-02-08,0,CLIC
2003-02-09,0,CLIC
2003-02-10,0,CLIC
2003-02-11,0,CLIC
2003-02-12,0,CLIC
2003-02-13,0,CLIC
2003-02-14,10,CLIC
2003-02-15,7,CLIC
2003-02-16,0,CLIC
2003-02-17,0,CLIC
2003-02-18,0,CLIC
2003-02-19,0,CLIC
2003-02-20,0,CLIC
2003-02-21,0,CLIC
2003-02-22,0,CLIC
2003-02-23,0,CLIC
2003-02-24,0,CLIC
2003-02-25,0,CLIC
2003-02-26,0,CLIC
2003-02-27,0,CLIC
2003-02-28,0,CLIC
2003-03-01,0,CLIC
2003-03-02,0,CLIC
2003-03-03,0,CLIC
2003-03-04,0,CLIC
2003-03-05,0,CLIC
2003-03-06,0,CLIC
2003-03-07,0,CLIC
2003-03-08,0,CLIC
2003-03-09,0,CLIC
2003-03-10,0,CLIC
2003-03-11,0,CLIC
2003-03-12,0,CLIC
2003-03-13,0,CLIC
2003-03-14,0,CLIC
2003-03-15,0,CLIC
2003-03-16,0,CLIC
2003-03-17,0,CLIC
2003-03-18,0,CLIC
2003-03-19,0,CLIC
2003-03-20,0,CLIC
2003-03-21,0,CLIC
2003-03-22,0,CLIC
2003-03-23,0,CLIC
2003-03-24,0,CLIC
2003-03-25,0,CLIC
2003-03-26,0,CLIC
2003-03-27,0,CLIC
2003-03-28,0,CLIC
2003-03-29,0,CLIC
2003-03-30,0,CLIC
2003-03-31,0,CLIC
2003-04-01,0,CLIC
2003-04-02,0,CLIC
2003-04-03,0,CLIC
2003-04-04,0,CLIC
2003-04-05,0,CLIC
2003-04-06,0,CLIC
2003-04-07,0,CLIC
2003-04-08,0,CLIC
2003-04-09,0,CLIC
2003-04-10,0,CLIC
2003-04-11,0,CLIC
2003-04-12,0,CLIC
2003-04-13,0,CLIC
2003-04-14,0,CLIC
2003-04-15,0,CLIC
2003-04-16,0,CLIC
2003-04-17,0,CLIC
2003-04-18,0,CLIC
2003-04-19,0,CLIC
2003-04-20,0,CLIC
2003-04-21,0,CLIC
2003-04-22,0,CLIC
2003-04-23,0,CLIC
2003-04-24,0,CLIC
2003-04-25,0,CLIC
2003-04-26,0,CLIC
2003-04-27,0,CLIC
2003-04-28,0,CLIC
2003-04-29,0,CLIC
