Estación: ,C19259,LAS ENRAMADAS II
2011-01-21,2.38,CLIC
2011-01-22,2.92,CLIC
2011-01-23,4.59,CLIC
2011-01-24,0.45,CLIC
2011-01-25,4.49,CLIC
2011-01-26,2.68,CLIC
2011-01-27,0.99,CLIC
2011-01-28,1.47,CLIC
2011-01-29,1.32,CLIC
2011-01-30,2.85,CLIC
2011-01-31,3.26,CLIC
2011-02-01,4.43,CLIC
2011-02-02,2.87,CLIC
2011-02-03,1.09,CLIC
2011-02-04,0.86,CLIC
2011-02-05,2.81,CLIC
2011-02-06,4.38,CLIC
2011-02-07,4.82,CLIC
2011-02-08,2.1,CLIC
2011-02-09,5.88,CLIC
2011-02-10,2.62,CLIC
2011-02-11,2.16,CLIC
2011-02-12,3.14,CLIC
2011-02-13,2.82,CLIC
2011-02-14,3.01,CLIC
2011-02-15,4.76,CLIC
2011-02-16,2.96,CLIC
2011-02-17,3.97,CLIC
2011-02-18,5.09,CLIC
2011-02-19,1.53,CLIC
2011-02-20,8.75,CLIC
2011-02-21,4.04,CLIC
2011-02-22,0.98,CLIC
2011-02-23,3.4,CLIC
2011-02-24,5.93,CLIC
2011-02-25,5.88,CLIC
2011-02-26,5.69,CLIC
2011-02-27,7.05,CLIC
2011-02-28,7.03,CLIC
2011-03-01,2.33,CLIC
2011-03-02,5.15,CLIC
2011-03-03,3.88,CLIC
2011-03-04,3.02,CLIC
2011-03-05,3.8,CLIC
2011-03-06,3.97,CLIC
2011-03-07,3.59,CLIC
2011-03-08,7.1,CLIC
2011-03-09,6.55,CLIC
2011-03-10,5.22,CLIC
2011-03-11,3.25,CLIC
2011-03-12,4.92,CLIC
2011-03-13,4.58,CLIC
2011-03-14,2.3,CLIC
2011-03-15,3.95,CLIC
2011-03-16,4.22,CLIC
2011-03-17,3.91,CLIC
2011-03-18,6.68,CLIC
2011-03-19,3.6,CLIC
2011-03-20,5.93,CLIC
2011-03-21,4.74,CLIC
2011-03-22,5.69,CLIC
2011-03-23,3.31,CLIC
2011-03-24,6.58,CLIC
2011-03-25,4.49,CLIC
2011-03-26,5.65,CLIC
2011-03-27,6.34,CLIC
2011-03-28,1.58,CLIC
2011-03-29,2.81,CLIC
2011-03-30,3.44,CLIC
2011-03-31,4.39,CLIC
2011-04-01,4.05,CLIC
2011-04-02,5.17,CLIC
2011-04-03,6.5,CLIC
2011-04-04,10.22,CLIC
2011-04-05,5.54,CLIC
2011-04-06,4.2,CLIC
2011-04-07,6.64,CLIC
2011-04-08,6.66,CLIC
2011-04-09,6.84,CLIC
2011-04-10,6.43,CLIC
2011-04-11,9.47,CLIC
2011-04-12,8.61,CLIC
2011-04-13,3.89,CLIC
2011-04-14,6.5,CLIC
2011-04-15,7.18,CLIC
2011-04-16,6.9,CLIC
2011-04-17,6.1,CLIC
2011-04-18,6.46,CLIC
2011-04-19,6.99,CLIC
2011-04-20,6.49,CLIC
2011-04-21,6.39,CLIC
2011-04-22,6.59,CLIC
2011-04-23,5.58,CLIC
2011-04-24,5.83,CLIC
2011-04-25,7.73,CLIC
2011-04-26,7.22,CLIC
2011-04-27,9.28,CLIC
2011-04-28,6.03,CLIC
2011-04-29,8.46,CLIC
2011-04-30,8.49,CLIC
2011-05-01,9.84,CLIC
2011-05-02,6.16,CLIC
2011-05-03,4.7,CLIC
2011-05-04,5.26,CLIC
2011-05-05,4.02,CLIC
2011-05-06,5.71,CLIC
2011-05-07,7.22,CLIC
2011-05-08,7.93,CLIC
2011-05-09,8.18,CLIC
2011-05-10,6.68,CLIC
2011-05-11,7.54,CLIC
2011-05-12,5.21,CLIC
2011-05-13,5.82,CLIC
2011-05-14,6.02,CLIC
2011-05-15,1.41,CLIC
2011-05-16,1.18,CLIC
2011-05-17,2.98,CLIC
2011-05-18,6.45,CLIC
2011-05-19,7.83,CLIC
2011-05-20,8.08,CLIC
2011-05-21,7.73,CLIC
2011-05-22,9.19,CLIC
2011-05-23,6.8,CLIC
2011-05-24,9.08,CLIC
2011-05-25,7.24,CLIC
2011-05-26,7.82,CLIC
2011-05-27,8.52,CLIC
2011-05-28,8.09,CLIC
2011-05-29,8.85,CLIC
2011-05-30,8.64,CLIC
2011-05-31,3.95,CLIC
2011-06-01,9.58,CLIC
2011-06-02,9.01,CLIC
2011-06-03,7.38,CLIC
2011-06-04,5.63,CLIC
2011-06-05,8.31,CLIC
2011-06-06,8.44,CLIC
2011-06-07,8.2,CLIC
2011-06-08,9.04,CLIC
2011-06-09,7.32,CLIC
2011-06-10,10.03,CLIC
2011-06-11,9.3,CLIC
2011-06-12,9.19,CLIC
2011-06-13,9.45,CLIC
2011-06-14,8.08,CLIC
2011-06-15,9.93,CLIC
2011-06-16,9.6,CLIC
2011-06-17,9.94,CLIC
2011-06-18,11.19,CLIC
2011-06-19,10.24,CLIC
2011-06-20,10.43,CLIC
2011-06-21,9.08,CLIC
2011-06-22,4.15,CLIC
2011-06-23,4.97,CLIC
2011-06-24,8.12,CLIC
2011-06-25,7.43,CLIC
2011-06-26,9.58,CLIC
2011-06-27,8.55,CLIC
2011-06-28,6.92,CLIC
2011-06-29,4.5,CLIC
2011-06-30,3.51,CLIC
2011-07-01,4.87,CLIC
2011-07-02,1.96,CLIC
2011-07-03,7.89,CLIC
2011-07-04,6.76,CLIC
2011-07-05,7.56,CLIC
2011-07-06,7.9,CLIC
2011-07-07,6.41,CLIC
2011-07-08,7.27,CLIC
2011-07-09,7.26,CLIC
2011-07-10,6.38,CLIC
2011-07-11,6.34,CLIC
2011-07-12,8,CLIC
2011-07-13,6.71,CLIC
2011-07-14,7.1,CLIC
2011-07-15,7.25,CLIC
2011-07-16,7.61,CLIC
2011-07-17,6.34,CLIC
2011-07-18,7.95,CLIC
2011-07-19,9.15,CLIC
2011-07-20,7.21,CLIC
2011-07-21,6.05,CLIC
2011-07-22,5.72,CLIC
2011-07-23,4.95,CLIC
2011-07-24,8.36,CLIC
2011-07-25,7.17,CLIC
2011-07-26,7.64,CLIC
2011-07-27,7.04,CLIC
2011-07-28,6.07,CLIC
2011-07-29,5.6,CLIC
2011-08-25,7.15,CLIC
2011-08-26,3.96,CLIC
2011-08-27,4.95,CLIC
2011-08-28,7.08,CLIC
2011-08-29,6.55,CLIC
2011-08-30,7.72,CLIC
2011-08-31,7.03,CLIC
2011-09-01,4.58,CLIC
2011-09-02,5.72,CLIC
2011-09-03,5.04,CLIC
2011-09-04,9.72,CLIC
2011-09-05,6.1,CLIC
2011-09-06,7.53,CLIC
2011-09-07,6.97,CLIC
2011-09-08,6.43,CLIC
2011-09-09,6.84,CLIC
2011-09-10,6.96,CLIC
2011-09-11,7.97,CLIC
2011-09-12,5.49,CLIC
2011-09-13,9.37,CLIC
2011-09-14,5.27,CLIC
2011-09-15,5.9,CLIC
2011-09-16,5.99,CLIC
2011-09-17,6.66,CLIC
2011-09-18,1.16,CLIC
2011-09-19,5.35,CLIC
2011-09-20,5.24,CLIC
2011-09-21,5.96,CLIC
2011-09-22,5.75,CLIC
2011-09-23,4.56,CLIC
2011-09-24,6.59,CLIC
2011-09-25,7.16,CLIC
2011-09-26,4.23,CLIC
2011-09-27,5.98,CLIC
2011-09-28,4.88,CLIC
2011-09-29,7.6,CLIC
2011-09-30,5.08,CLIC
2011-10-01,4.74,CLIC
2011-10-02,5.05,CLIC
2011-10-03,4.31,CLIC
2011-10-04,2.89,CLIC
2011-10-05,4.84,CLIC
2011-10-06,7.16,CLIC
2011-10-07,6.75,CLIC
2011-10-08,4.36,CLIC
2011-10-09,6.24,CLIC
2011-10-10,1.75,CLIC
2011-10-11,3.42,CLIC
2011-10-12,3.94,CLIC
2011-10-13,4.97,CLIC
2011-10-14,5.49,CLIC
2011-10-15,4.55,CLIC
2011-10-16,4.29,CLIC
2011-10-17,5.17,CLIC
2011-10-18,8.46,CLIC
2011-10-19,9.57,CLIC
2011-10-20,2.73,CLIC
2011-10-21,3.21,CLIC
2011-10-22,6.98,CLIC
2011-10-23,5.06,CLIC
2011-10-24,5.09,CLIC
2011-10-25,5.11,CLIC
2011-10-26,4.32,CLIC
2011-10-27,8.16,CLIC
2011-10-28,4.89,CLIC
2011-10-29,1.41,CLIC
2011-10-30,4.19,CLIC
2011-10-31,3.88,CLIC
2011-11-01,5.62,CLIC
2011-11-02,6.57,CLIC
2011-11-03,5.09,CLIC
2011-11-04,4.52,CLIC
2011-11-05,2.15,CLIC
2011-11-06,3.94,CLIC
2011-11-07,5.48,CLIC
2011-11-08,6.71,CLIC
2011-11-09,4.63,CLIC
2011-11-10,2.23,CLIC
2011-11-11,2.97,CLIC
2011-11-12,4.15,CLIC
2011-11-13,3.38,CLIC
2011-11-14,3.53,CLIC
2011-11-15,6.69,CLIC
2011-11-16,4.2,CLIC
2011-11-17,2.88,CLIC
2011-11-18,3.28,CLIC
2011-11-19,3.6,CLIC
2011-11-20,5.41,CLIC
2011-11-21,3.53,CLIC
2011-11-22,6.86,CLIC
2011-11-23,4.5,CLIC
2011-11-24,2.62,CLIC
2011-11-25,2.08,CLIC
2011-11-26,7.87,CLIC
2011-11-27,5.71,CLIC
2011-11-28,1.13,CLIC
2011-11-29,5.79,CLIC
2011-11-30,2.14,CLIC
2012-01-01,2.93,CLIC
2012-01-02,4.08,CLIC
2012-01-03,2.69,CLIC
2012-01-04,4.15,CLIC
2012-01-05,0.66,CLIC
2012-01-06,2.01,CLIC
2012-01-07,5,CLIC
2012-01-08,1.52,CLIC
2012-01-09,4.13,CLIC
2012-01-10,2.33,CLIC
2012-01-11,5.31,CLIC
2012-01-12,1.55,CLIC
2012-01-13,3.44,CLIC
2012-01-14,1.31,CLIC
2012-01-15,0.27,CLIC
2012-01-16,4.62,CLIC
2012-01-17,5.06,CLIC
2012-01-18,1.42,CLIC
2012-01-19,2.82,CLIC
2012-01-20,3.17,CLIC
2012-01-21,2.93,CLIC
2012-01-22,2.57,CLIC
2012-01-23,1.62,CLIC
2012-01-24,1.27,CLIC
2012-01-25,6.46,CLIC
2012-01-26,5.54,CLIC
2012-01-27,3.91,CLIC
2012-01-28,1.03,CLIC
2012-01-29,0.67,CLIC
2012-01-30,2.56,CLIC
2012-01-31,0.97,CLIC
2012-02-01,3.89,CLIC
2012-02-02,4.77,CLIC
2012-02-03,2.7,CLIC
2012-02-04,2.62,CLIC
2012-02-05,2.69,CLIC
2012-02-06,2.21,CLIC
2012-02-07,0.67,CLIC
2012-02-08,1.49,CLIC
2012-02-09,1.87,CLIC
2012-02-10,0.87,CLIC
2012-02-11,3.06,CLIC
2012-02-12,0.3,CLIC
2012-02-13,2.19,CLIC
2012-02-14,2.06,CLIC
2012-02-15,2.46,CLIC
2012-02-16,0.37,CLIC
2012-02-17,1.06,CLIC
2012-02-18,5.15,CLIC
2012-02-19,2.74,CLIC
2012-02-20,2.86,CLIC
2012-02-21,2.21,CLIC
2012-02-22,4.14,CLIC
2012-02-23,1.36,CLIC
2012-02-24,4.78,CLIC
2012-02-25,1.76,CLIC
2012-02-26,3.03,CLIC
2012-02-27,2.69,CLIC
2012-02-28,4.32,CLIC
2012-02-29,5.57,CLIC
2012-03-01,2.15,CLIC
2012-03-02,3.03,CLIC
2012-03-03,9.89,CLIC
2012-03-04,5.48,CLIC
2012-03-05,4.4,CLIC
2012-03-06,4.24,CLIC
2012-03-07,5.65,CLIC
2012-03-08,6.96,CLIC
2012-03-09,1.48,CLIC
2012-03-10,2.64,CLIC
2012-03-11,2.4,CLIC
2012-03-12,3.29,CLIC
2012-03-13,4.71,CLIC
2012-03-14,5.04,CLIC
2012-03-15,2.92,CLIC
2012-03-16,4.9,CLIC
2012-03-17,4.07,CLIC
2012-03-18,2.81,CLIC
2012-03-19,6.41,CLIC
2012-03-20,7.92,CLIC
2012-03-21,5.2,CLIC
2012-03-22,6.41,CLIC
2012-03-23,3.25,CLIC
2012-03-24,4.72,CLIC
2012-03-25,5.11,CLIC
2012-03-26,2.09,CLIC
2012-03-27,2.8,CLIC
2012-03-28,3.98,CLIC
2012-03-29,4.46,CLIC
2012-03-30,6.73,CLIC
2012-03-31,2.38,CLIC
2012-04-01,5.55,CLIC
2012-04-02,2.36,CLIC
2012-04-03,7.25,CLIC
2012-04-04,4.12,CLIC
2012-04-05,3.54,CLIC
2012-04-06,5.29,CLIC
2012-04-07,4.01,CLIC
2012-04-08,2.28,CLIC
2012-04-09,4.32,CLIC
2012-04-10,3.38,CLIC
2012-04-11,1.81,CLIC
2012-04-12,3.36,CLIC
2012-04-13,4.41,CLIC
2012-04-14,3.11,CLIC
2012-04-15,5.36,CLIC
2012-04-16,5.71,CLIC
2012-04-17,5.84,CLIC
2012-04-18,4.78,CLIC
2012-04-19,3.55,CLIC
2012-04-20,5.03,CLIC
2012-04-21,8.7,CLIC
2012-04-22,4.8,CLIC
2012-04-23,6.11,CLIC
2012-04-24,5.76,CLIC
2012-04-25,5.12,CLIC
2012-04-29,3.51,CLIC
2012-04-30,3.7,CLIC
2012-05-01,4,CLIC
2012-05-02,1.12,CLIC
2012-05-03,3.85,CLIC
2012-05-04,5.45,CLIC
2012-05-05,7.5,CLIC
2012-05-06,4.41,CLIC
2012-05-07,5.88,CLIC
2012-05-08,9.25,CLIC
2012-05-09,1.27,CLIC
2012-05-10,2.69,CLIC
2012-05-11,6.13,CLIC
2012-05-12,5.03,CLIC
2012-05-13,4.74,CLIC
2012-05-14,7.26,CLIC
2012-05-15,2.04,CLIC
2012-05-16,5.78,CLIC
2012-05-17,6.18,CLIC
2012-05-18,7.02,CLIC
2012-05-19,6.77,CLIC
2012-05-20,7.69,CLIC
2012-05-21,4.28,CLIC
2012-05-22,9.66,CLIC
2012-05-23,7.3,CLIC
2012-05-24,7.39,CLIC
2012-05-25,8.63,CLIC
2012-05-26,5.48,CLIC
2012-05-27,6.97,CLIC
2012-05-28,7.73,CLIC
2012-05-29,7.86,CLIC
2012-05-30,8.3,CLIC
2012-05-31,8.29,CLIC
2012-06-01,4.18,CLIC
2012-06-02,8.39,CLIC
2012-06-03,6.88,CLIC
2012-06-04,6.48,CLIC
2012-06-05,3.37,CLIC
2012-06-06,5.8,CLIC
2012-06-07,7.13,CLIC
2012-06-08,6.87,CLIC
2012-06-09,7.76,CLIC
2012-06-10,8.91,CLIC
2012-06-11,8.38,CLIC
2012-06-12,6.94,CLIC
2012-06-13,10.63,CLIC
2012-06-14,10.12,CLIC
2012-06-15,10.13,CLIC
2012-06-16,7.46,CLIC
2012-06-17,9.13,CLIC
2012-06-18,7.96,CLIC
2012-06-19,7.34,CLIC
2012-06-20,6.64,CLIC
2012-06-21,2.53,CLIC
2012-06-22,5.11,CLIC
2012-06-23,7.18,CLIC
2012-06-24,7.04,CLIC
2012-06-25,7.16,CLIC
2012-06-26,9.87,CLIC
2012-06-27,8.19,CLIC
2012-06-28,5.84,CLIC
2012-06-29,8.25,CLIC
2012-06-30,5.91,CLIC
2012-07-01,2.42,CLIC
2012-07-02,7.97,CLIC
2012-07-03,8.63,CLIC
2012-07-04,8.26,CLIC
2012-07-05,7.87,CLIC
2012-07-06,8.88,CLIC
2012-07-07,8.88,CLIC
2012-07-08,8.76,CLIC
2012-07-09,9.14,CLIC
2012-07-10,0.64,CLIC
2012-07-11,5.79,CLIC
2012-07-12,4.37,CLIC
2012-07-13,5.94,CLIC
2012-07-14,9,CLIC
2012-07-15,8.33,CLIC
2012-07-16,7.91,CLIC
2012-07-17,5.8,CLIC
2012-07-18,1.62,CLIC
2012-07-19,6.63,CLIC
2012-07-20,8.23,CLIC
2012-07-21,10.18,CLIC
2012-07-22,7.83,CLIC
2012-07-23,8.74,CLIC
2012-07-24,9.93,CLIC
2012-07-25,8.69,CLIC
2012-07-26,7.64,CLIC
2012-07-27,7.71,CLIC
2012-07-28,9.01,CLIC
2012-07-29,3.79,CLIC
2012-07-30,8.26,CLIC
2012-07-31,7.93,CLIC
2012-08-01,9.78,CLIC
2012-08-02,8.72,CLIC
2012-08-03,9.01,CLIC
2012-08-04,8.28,CLIC
2012-08-05,5.55,CLIC
2012-08-06,6.91,CLIC
2012-08-07,7.72,CLIC
2012-08-08,7.88,CLIC
2012-08-09,7.26,CLIC
2012-08-10,7.33,CLIC
2012-08-11,6.49,CLIC
2012-08-12,8.07,CLIC
2012-08-13,3.84,CLIC
2012-08-14,6.71,CLIC
2012-08-15,8.68,CLIC
2012-08-16,9.06,CLIC
2012-08-17,7.83,CLIC
2012-08-18,6.98,CLIC
2012-08-19,6.29,CLIC
2012-08-20,3.94,CLIC
2012-08-21,6.46,CLIC
2012-08-22,2.88,CLIC
2012-08-23,6.73,CLIC
2012-08-24,6.73,CLIC
2012-08-25,7.07,CLIC
2012-08-26,5.49,CLIC
2012-08-27,7.8,CLIC
2012-08-28,5.83,CLIC
2012-08-29,7.09,CLIC
2012-08-30,3.75,CLIC
2012-08-31,4.8,CLIC
2012-10-01,6.11,CLIC
2012-10-02,4.3,CLIC
2012-10-03,5.86,CLIC
2012-10-04,8.67,CLIC
2012-10-05,4.42,CLIC
2012-10-06,6.54,CLIC
2012-10-07,6.81,CLIC
2012-10-08,0.98,CLIC
2012-10-09,3.71,CLIC
2012-10-10,6.4,CLIC
2012-10-11,5.49,CLIC
2012-10-12,5.2,CLIC
2012-10-13,8.21,CLIC
2012-10-14,4.02,CLIC
2012-10-15,4.9,CLIC
2012-10-16,4.69,CLIC
2012-10-17,4.05,CLIC
2012-10-18,7.15,CLIC
2012-10-19,3.04,CLIC
2012-10-20,4.68,CLIC
2012-10-21,5.29,CLIC
2012-10-22,5.01,CLIC
2012-10-23,8.03,CLIC
2012-10-24,1.73,CLIC
2012-10-25,4.91,CLIC
2012-10-26,6.14,CLIC
2012-10-27,2.66,CLIC
2012-10-28,0.92,CLIC
2012-10-29,5.82,CLIC
2012-10-30,4.16,CLIC
2012-10-31,2.69,CLIC
2012-11-01,6.32,CLIC
2012-11-02,2.21,CLIC
2012-11-03,4.96,CLIC
2012-11-04,1.28,CLIC
2012-11-05,5.64,CLIC
2012-11-06,3.2,CLIC
2012-11-07,5.19,CLIC
2012-11-08,5.64,CLIC
2012-11-09,5.72,CLIC
2012-11-10,2.88,CLIC
2012-11-11,6.49,CLIC
2012-11-12,5.92,CLIC
2012-11-13,0.73,CLIC
2012-11-14,0.57,CLIC
2012-11-15,1.01,CLIC
2012-11-16,0.24,CLIC
2012-11-17,0.5,CLIC
2012-11-18,0.27,CLIC
2012-11-19,1.89,CLIC
2012-11-20,0.88,CLIC
2012-11-21,1.88,CLIC
2012-11-22,2.22,CLIC
2012-11-23,1.9,CLIC
2012-11-24,1.92,CLIC
2012-11-25,1.93,CLIC
2012-11-26,2.16,CLIC
2012-11-27,2.22,CLIC
2012-11-28,3.1,CLIC
2012-11-29,0.82,CLIC
2012-11-30,1.21,CLIC
2013-01-04,0.55,CLIC
2013-01-05,0.31,CLIC
2013-01-06,1.81,CLIC
2013-01-07,2.58,CLIC
2013-01-08,0.48,CLIC
2013-01-09,0.96,CLIC
2013-01-10,2.99,CLIC
2013-01-11,2.13,CLIC
2013-01-12,2.22,CLIC
2013-01-13,2.66,CLIC
2013-01-14,0.41,CLIC
2013-01-15,6.01,CLIC
2013-01-16,1.68,CLIC
2013-01-17,2.08,CLIC
2013-01-18,2.72,CLIC
2013-01-19,2.63,CLIC
2013-01-20,1.86,CLIC
2013-01-21,1.22,CLIC
2013-01-22,2.22,CLIC
2013-01-23,2.4,CLIC
2013-01-24,3.29,CLIC
2013-01-25,2.4,CLIC
2013-01-26,4.33,CLIC
2013-01-27,3.93,CLIC
2013-01-28,3.76,CLIC
2013-01-29,6.19,CLIC
2013-01-30,5.53,CLIC
2013-01-31,4.86,CLIC
2013-02-01,2.71,CLIC
2013-02-02,2.45,CLIC
2013-02-03,5.36,CLIC
2013-02-04,4.3,CLIC
2013-02-05,3.36,CLIC
2013-02-06,4.36,CLIC
2013-02-07,3.85,CLIC
2013-02-08,3,CLIC
2013-02-09,2.91,CLIC
2013-02-10,7.48,CLIC
2013-02-11,3.28,CLIC
2013-02-12,5.59,CLIC
2013-02-13,5.11,CLIC
2013-02-14,5.73,CLIC
2013-02-15,2.96,CLIC
2013-02-16,3.48,CLIC
2013-02-17,4.26,CLIC
2013-02-18,6.02,CLIC
2013-02-19,4.34,CLIC
2013-02-20,3.18,CLIC
2013-02-21,7.57,CLIC
2013-02-22,4.83,CLIC
2013-02-23,4.27,CLIC
2013-02-24,2.95,CLIC
2013-02-25,8.9,CLIC
2013-02-26,5.12,CLIC
2013-02-27,8.32,CLIC
2013-02-28,4.9,CLIC
2013-03-01,9.78,CLIC
2013-03-02,5.05,CLIC
2013-03-03,4.82,CLIC
2013-03-04,5.97,CLIC
2013-03-05,7.44,CLIC
2013-03-06,3.39,CLIC
2013-03-07,4.99,CLIC
2013-03-08,3.48,CLIC
2013-03-09,7.32,CLIC
2013-03-10,11.55,CLIC
2013-03-11,3.11,CLIC
2013-03-12,5.18,CLIC
2013-03-13,6.34,CLIC
2013-03-14,4.82,CLIC
2013-03-15,4.88,CLIC
2013-03-16,4.67,CLIC
2013-03-17,6.99,CLIC
2013-03-18,10.34,CLIC
2013-03-19,6.26,CLIC
2013-03-20,1.1,CLIC
2013-03-21,1.58,CLIC
2013-03-22,4.45,CLIC
2013-03-23,7.18,CLIC
2013-03-24,8.25,CLIC
2013-03-25,5.39,CLIC
2013-03-26,2.2,CLIC
2013-03-27,1.8,CLIC
2013-03-28,1.83,CLIC
2013-03-29,3.01,CLIC
2013-03-30,5.09,CLIC
2013-03-31,6.57,CLIC
2013-04-01,4.4,CLIC
2013-04-02,3.36,CLIC
2013-04-03,2.44,CLIC
2013-04-04,3.01,CLIC
2013-04-05,7.15,CLIC
2013-04-06,3.69,CLIC
2013-04-07,6.81,CLIC
2013-04-08,7.27,CLIC
2013-04-09,7.67,CLIC
2013-04-10,8.87,CLIC
2013-04-11,6.8,CLIC
2013-04-12,7.81,CLIC
2013-04-13,2.25,CLIC
2013-04-14,5.89,CLIC
2013-04-15,7.31,CLIC
2013-04-16,5.63,CLIC
2013-04-17,6.62,CLIC
2013-04-18,12.64,CLIC
2013-04-19,4.64,CLIC
2013-04-20,6.86,CLIC
2013-04-21,5.62,CLIC
2013-04-22,5.52,CLIC
2013-04-23,6.69,CLIC
2013-04-24,2.64,CLIC
2013-04-25,0.87,CLIC
2013-04-26,3.75,CLIC
2013-04-27,4.12,CLIC
2013-04-28,3.41,CLIC
2013-04-29,1.89,CLIC
2013-04-30,4.3,CLIC
2013-05-01,7.86,CLIC
2013-05-02,6.68,CLIC
2013-05-03,6.23,CLIC
2013-05-04,5.32,CLIC
2013-05-05,6.57,CLIC
2013-05-06,7.74,CLIC
2013-05-07,4.47,CLIC
2013-05-08,7.52,CLIC
2013-05-09,6.18,CLIC
2013-05-10,8.86,CLIC
2013-05-11,2.73,CLIC
2013-05-12,1.27,CLIC
2013-05-13,1.58,CLIC
2013-05-14,2.26,CLIC
2013-05-15,5.5,CLIC
2013-05-16,6.82,CLIC
2013-05-17,6.41,CLIC
2013-05-18,6.56,CLIC
2013-05-19,7.96,CLIC
2013-05-20,6.65,CLIC
2013-05-21,4.01,CLIC
2013-05-22,3.85,CLIC
2013-05-23,6.34,CLIC
2013-05-24,6.36,CLIC
2013-05-25,4.83,CLIC
2013-05-26,3.56,CLIC
2013-05-27,5.88,CLIC
2013-05-28,7.35,CLIC
2013-05-29,5.7,CLIC
2013-05-30,5.72,CLIC
2013-05-31,7.87,CLIC
2013-06-01,7.87,CLIC
2013-06-02,4.05,CLIC
2013-06-03,6.62,CLIC
2013-06-04,8.01,CLIC
2013-06-05,7.77,CLIC
2013-06-06,7.29,CLIC
2013-06-07,8.43,CLIC
2013-06-08,4.29,CLIC
2013-06-09,7.56,CLIC
2013-06-10,5.73,CLIC
2013-06-11,2.05,CLIC
2013-06-12,4.68,CLIC
2013-06-13,2.74,CLIC
2013-06-14,7.75,CLIC
2013-06-15,6,CLIC
2013-06-16,8.36,CLIC
2013-06-17,6.74,CLIC
2013-06-18,8.8,CLIC
2013-06-19,9.19,CLIC
2013-06-20,8.11,CLIC
2013-06-21,9.01,CLIC
2013-06-22,6.84,CLIC
2013-06-23,9.87,CLIC
2013-06-24,10.69,CLIC
2013-06-25,8.85,CLIC
2013-06-26,8.61,CLIC
2013-06-27,9.16,CLIC
2013-06-28,8.33,CLIC
2013-06-29,9.55,CLIC
2013-06-30,5.66,CLIC
2013-07-01,7.76,CLIC
2013-07-02,4.01,CLIC
2013-07-03,8.39,CLIC
2013-07-04,4.02,CLIC
2013-07-05,7.78,CLIC
2013-07-06,6.59,CLIC
2013-07-07,2.83,CLIC
2013-07-08,4.71,CLIC
2013-07-09,5.56,CLIC
2013-07-10,6.34,CLIC
2013-07-11,9.83,CLIC
2013-07-12,8.22,CLIC
2013-07-13,7.21,CLIC
2013-07-14,10.76,CLIC
2013-07-15,7.79,CLIC
2013-07-16,6.37,CLIC
2013-07-17,1.19,CLIC
2013-07-18,4.86,CLIC
2013-07-19,5.78,CLIC
2013-07-20,4.92,CLIC
2013-07-21,4.48,CLIC
2013-07-22,7.94,CLIC
2013-07-23,8.84,CLIC
2013-07-24,8.04,CLIC
2013-07-25,8,CLIC
2013-07-26,9.34,CLIC
2013-07-27,5.67,CLIC
2013-07-28,9.26,CLIC
2013-07-29,11.27,CLIC
2013-07-30,8.49,CLIC
2013-07-31,8.19,CLIC
2013-08-01,8.02,CLIC
2013-08-02,9.43,CLIC
2013-08-03,10.98,CLIC
2013-08-04,9.52,CLIC
2013-08-05,10.25,CLIC
2013-08-06,10.81,CLIC
2013-08-07,7.77,CLIC
2013-08-08,8.37,CLIC
2013-08-09,3.43,CLIC
2013-08-10,2.26,CLIC
2013-08-11,2.6,CLIC
2013-08-12,5.51,CLIC
2013-08-13,9.24,CLIC
2013-08-14,6.64,CLIC
2013-08-15,7.88,CLIC
2013-08-16,8.51,CLIC
2013-08-17,6.27,CLIC
2013-08-18,8.75,CLIC
2013-08-19,8.53,CLIC
2013-08-20,5.19,CLIC
2013-08-21,6.71,CLIC
2013-08-22,1.76,CLIC
2013-08-23,4.63,CLIC
2013-08-24,4.18,CLIC
2013-08-25,1.77,CLIC
2013-08-26,2.44,CLIC
2013-08-27,0.75,CLIC
2013-08-28,6.65,CLIC
2013-08-29,6.18,CLIC
2013-08-30,6.87,CLIC
2013-08-31,7.28,CLIC
2013-09-01,8.42,CLIC
2013-09-02,4.8,CLIC
2013-09-03,5.16,CLIC
2013-09-04,4.99,CLIC
2013-09-05,0.77,CLIC
2013-09-06,1.01,CLIC
2013-09-07,3.46,CLIC
2013-09-08,2.85,CLIC
2013-09-09,5.18,CLIC
2013-09-10,2.88,CLIC
2013-09-11,7.25,CLIC
2013-09-12,2.09,CLIC
2013-09-13,2.57,CLIC
2013-09-14,3.65,CLIC
2013-09-15,1.12,CLIC
2013-09-16,2.49,CLIC
2013-09-17,2.13,CLIC
2013-09-18,1.33,CLIC
2013-09-19,3.2,CLIC
2013-09-20,3.79,CLIC
2013-09-21,2.84,CLIC
2013-09-22,5.45,CLIC
2013-09-23,5.18,CLIC
2013-09-24,4.02,CLIC
2013-09-25,3.99,CLIC
2013-09-26,4.09,CLIC
2013-09-27,4.21,CLIC
2013-09-28,5.08,CLIC
2013-09-29,3.6,CLIC
2013-09-30,2.92,CLIC
2013-10-01,2.7,CLIC
2013-10-02,3,CLIC
2013-10-03,4.44,CLIC
2013-10-04,4.44,CLIC
2013-10-05,4.13,CLIC
2013-10-06,0.75,CLIC
2013-10-07,4.62,CLIC
2013-10-08,5.14,CLIC
2013-10-09,3.85,CLIC
2013-10-10,2.28,CLIC
2013-10-11,3.73,CLIC
2013-10-12,2.98,CLIC
2013-10-13,1.63,CLIC
2013-10-14,4.52,CLIC
