Estación: ,C19126,LA LAJA. HUALAHUISES
1992-04-14,3.4,CLIC
1992-04-15,1.8,CLIC
1992-04-16,2.77,CLIC
1992-04-17,2.3,CLIC
1992-04-18,5.63,CLIC
1992-04-19,6.42,CLIC
1992-04-20,6.87,CLIC
1992-04-21,8.31,CLIC
1992-04-22,4.01,CLIC
1992-04-23,4.3,CLIC
1992-04-24,4.76,CLIC
1992-04-25,5.29,CLIC
1992-04-26,3.91,CLIC
1992-04-27,2.21,CLIC
1992-04-28,5.36,CLIC
1992-04-29,6.95,CLIC
1992-04-30,3.06,CLIC
1992-05-01,3.8,CLIC
1992-05-02,3.65,CLIC
1992-05-03,5.55,CLIC
1992-05-04,1.6,CLIC
1992-05-05,1.27,CLIC
1992-05-06,4.23,CLIC
1992-05-07,2.36,CLIC
1992-05-08,5.9,CLIC
1992-05-09,4.8,CLIC
1992-05-10,5.47,CLIC
1992-05-11,5.07,CLIC
1992-05-12,6.15,CLIC
1992-05-13,9.39,CLIC
1992-05-14,3.1,CLIC
1992-05-15,3.9,CLIC
1992-05-16,2.45,CLIC
1992-05-17,4.8,CLIC
1992-05-18,3.93,CLIC
1992-05-19,4.47,CLIC
1992-05-20,8.1,CLIC
1992-05-21,4.95,CLIC
1992-05-22,2.7,CLIC
1992-05-23,7.1,CLIC
1992-05-24,1.3,CLIC
1992-05-25,0.3,CLIC
1992-05-26,8,CLIC
1992-05-27,3.71,CLIC
1992-05-28,7.27,CLIC
1992-05-29,6.4,CLIC
1992-05-30,3.35,CLIC
1992-05-31,0.8,CLIC
1992-06-01,5.39,CLIC
1992-06-02,1.59,CLIC
1992-06-03,2.67,CLIC
1992-06-04,5.8,CLIC
1992-06-05,3.69,CLIC
1992-06-06,10.93,CLIC
1992-06-07,3.95,CLIC
1992-06-08,1.87,CLIC
1992-06-09,3.43,CLIC
1992-06-10,5.62,CLIC
1992-06-11,8.2,CLIC
1992-06-12,5.95,CLIC
1992-06-13,5.4,CLIC
1992-06-14,9.5,CLIC
1992-06-15,6.33,CLIC
1992-06-16,8.87,CLIC
1992-06-17,5.69,CLIC
1992-06-18,6.98,CLIC
1992-06-19,4.03,CLIC
1992-06-20,4.1,CLIC
1992-06-21,4.45,CLIC
1992-06-22,8.45,CLIC
1992-06-23,6.85,CLIC
1992-06-24,9.13,CLIC
1992-06-25,5.97,CLIC
1992-06-26,6.82,CLIC
1992-06-27,8.28,CLIC
1992-06-28,5.42,CLIC
1992-06-29,7,CLIC
1992-06-30,6.8,CLIC
1992-07-01,9.96,CLIC
1992-07-02,11.75,CLIC
1992-07-03,8.45,CLIC
1992-07-04,6.3,CLIC
1992-07-05,10.03,CLIC
1992-07-06,10.75,CLIC
1992-07-07,9.2,CLIC
1992-07-08,7.92,CLIC
1992-07-09,10.35,CLIC
1992-07-10,12.9,CLIC
1992-07-11,7.31,CLIC
1992-07-12,8.4,CLIC
1992-07-13,4.82,CLIC
1992-07-14,8.68,CLIC
1992-07-15,10.26,CLIC
1992-07-16,11.24,CLIC
1992-07-17,8.7,CLIC
1992-07-18,7.4,CLIC
1992-07-19,6.38,CLIC
1992-07-20,5.79,CLIC
1992-07-21,4.99,CLIC
1992-07-22,7.64,CLIC
1992-07-23,10.41,CLIC
1992-07-24,7.99,CLIC
1992-07-25,7.52,CLIC
1992-07-26,9.13,CLIC
1992-07-27,8.43,CLIC
1992-07-28,7.65,CLIC
1992-07-29,8.22,CLIC
1992-07-30,3.35,CLIC
1992-07-31,7.9,CLIC
1992-08-01,4.4,CLIC
1992-08-02,11.78,CLIC
1992-08-03,8.72,CLIC
1992-08-04,1.8,CLIC
1992-08-05,5.6,CLIC
1992-08-06,7.42,CLIC
1992-08-07,10.17,CLIC
1992-08-08,7.43,CLIC
1992-08-09,5.72,CLIC
1992-08-10,6.95,CLIC
1992-08-11,9,CLIC
1992-08-12,8.1,CLIC
1992-08-13,6.3,CLIC
1992-08-14,3.5,CLIC
1992-08-15,1.2,CLIC
1992-08-16,2.1,CLIC
1992-08-17,5.42,CLIC
1992-08-18,4.58,CLIC
1992-08-19,6.7,CLIC
1992-08-20,4.2,CLIC
1992-08-21,2.5,CLIC
1992-08-22,5.9,CLIC
1992-08-23,5.85,CLIC
1992-08-24,5.08,CLIC
1992-08-25,7.15,CLIC
1992-08-26,6.42,CLIC
1992-08-27,5.25,CLIC
1992-08-28,1.33,CLIC
1992-08-29,5.07,CLIC
1992-08-30,4.95,CLIC
1992-08-31,7.1,CLIC
1992-09-01,7.3,CLIC
1992-09-02,5.74,CLIC
1992-09-03,6.46,CLIC
1992-09-04,3.1,CLIC
1992-09-05,4.25,CLIC
1992-09-06,6.05,CLIC
1992-09-07,7,CLIC
1992-09-08,7.4,CLIC
1992-09-09,8.1,CLIC
1992-09-10,9.62,CLIC
1992-09-11,8.03,CLIC
1992-09-12,4.55,CLIC
1992-09-13,2.5,CLIC
1992-09-14,4.6,CLIC
1992-09-15,7.65,CLIC
1992-09-16,3,CLIC
1992-09-17,9.03,CLIC
1992-09-18,4.97,CLIC
1992-09-19,4.25,CLIC
1992-09-20,6.3,CLIC
1992-09-21,5.3,CLIC
1992-09-22,5,CLIC
1992-09-23,5.48,CLIC
1992-09-24,2,CLIC
1992-09-25,4.12,CLIC
1992-09-26,1.83,CLIC
1992-09-27,9.72,CLIC
1992-09-28,2.35,CLIC
1992-09-29,6.48,CLIC
1992-09-30,4.67,CLIC
1992-10-01,7.43,CLIC
1992-10-02,3.22,CLIC
1992-10-03,5.2,CLIC
1992-10-04,4.5,CLIC
1992-10-05,8.08,CLIC
1992-10-06,2.22,CLIC
1992-10-07,4.15,CLIC
1992-10-08,6.1,CLIC
1992-10-09,9.06,CLIC
1992-10-10,1.04,CLIC
1992-10-11,3.9,CLIC
1992-10-12,3.7,CLIC
1992-10-13,4.65,CLIC
1992-10-14,4.45,CLIC
1992-10-15,2.9,CLIC
1992-10-16,4.2,CLIC
1992-10-17,3.7,CLIC
1992-10-18,2,CLIC
1992-10-19,2.8,CLIC
1992-10-20,7.1,CLIC
1992-10-21,5.66,CLIC
1992-10-22,4.74,CLIC
1992-10-23,4.15,CLIC
1992-10-24,2.9,CLIC
1992-10-25,1.7,CLIC
1992-10-26,3.58,CLIC
1992-10-27,1.92,CLIC
1992-10-28,3.45,CLIC
1992-10-29,3.53,CLIC
1992-10-30,2.66,CLIC
1992-10-31,2.94,CLIC
1992-11-01,3.46,CLIC
1992-11-02,1.69,CLIC
1992-11-03,4.48,CLIC
1992-11-04,2.12,CLIC
1992-11-05,1.8,CLIC
1992-11-06,1.61,CLIC
1992-11-07,1.27,CLIC
1992-11-08,1.2,CLIC
1992-11-09,1.32,CLIC
1992-11-10,2.78,CLIC
1992-11-11,3.75,CLIC
1992-11-12,4.87,CLIC
1992-11-13,0.61,CLIC
1992-11-14,2.32,CLIC
1992-11-15,3.08,CLIC
1992-11-16,1.5,CLIC
1992-11-17,1.73,CLIC
1992-11-18,1.03,CLIC
1992-11-19,4.09,CLIC
1992-11-20,1.8,CLIC
1992-11-21,3.44,CLIC
1992-11-22,0.63,CLIC
1992-11-23,0.03,CLIC
1992-11-24,3.1,CLIC
1992-11-25,2.4,CLIC
1992-11-26,0.85,CLIC
1992-11-27,2.5,CLIC
1992-11-28,1.8,CLIC
1992-11-29,0.96,CLIC
1992-11-30,0.4,CLIC
1992-12-01,2.76,CLIC
1992-12-02,0.81,CLIC
1992-12-03,1.27,CLIC
1992-12-04,3.76,CLIC
1992-12-05,0.9,CLIC
1992-12-06,2.1,CLIC
1992-12-07,1.5,CLIC
1992-12-08,0.1,CLIC
1992-12-09,2.6,CLIC
1992-12-10,1.95,CLIC
1992-12-11,1.8,CLIC
1992-12-12,2.55,CLIC
1992-12-13,1,CLIC
1992-12-14,0.75,CLIC
1992-12-15,0.25,CLIC
1992-12-16,0.7,CLIC
1992-12-17,0.3,CLIC
1992-12-18,1.54,CLIC
1992-12-19,2.46,CLIC
1992-12-20,0.48,CLIC
1992-12-21,1.4,CLIC
1992-12-22,0.96,CLIC
1992-12-23,0.07,CLIC
1992-12-24,0.15,CLIC
1992-12-25,1.93,CLIC
1992-12-26,1.86,CLIC
1992-12-27,0.95,CLIC
1992-12-28,0.38,CLIC
1992-12-29,0.89,CLIC
1992-12-30,1.54,CLIC
1992-12-31,1.9,CLIC
1993-02-01,3,CLIC
1993-02-02,1.9,CLIC
1993-02-03,0.99,CLIC
1993-02-04,4.21,CLIC
1993-02-05,0.88,CLIC
1993-02-06,1.25,CLIC
1993-02-07,1.1,CLIC
1993-02-08,2.55,CLIC
1993-02-09,1.84,CLIC
1993-02-10,2.74,CLIC
1993-02-11,3.4,CLIC
1993-02-12,3.42,CLIC
1993-02-13,2.2,CLIC
1993-02-14,3.2,CLIC
1993-02-15,3.95,CLIC
1993-02-16,0.99,CLIC
1993-02-17,1.77,CLIC
1993-02-18,1.85,CLIC
1993-02-19,0.89,CLIC
1993-02-20,2.56,CLIC
1993-02-21,2.2,CLIC
1993-02-22,4,CLIC
1993-02-23,2.85,CLIC
1993-02-24,2.2,CLIC
1993-02-25,3.65,CLIC
1993-02-26,1.8,CLIC
1993-03-01,1.08,CLIC
1993-03-02,2.92,CLIC
1993-03-03,1.9,CLIC
1993-03-04,0.78,CLIC
1993-03-05,2.32,CLIC
1993-03-06,1.25,CLIC
1993-03-07,2.56,CLIC
1993-03-08,2.02,CLIC
1993-03-09,0.91,CLIC
1993-03-10,4.74,CLIC
1993-03-11,1.9,CLIC
1993-03-12,2.32,CLIC
1993-03-13,0.8,CLIC
1993-03-14,3.5,CLIC
1993-03-15,1.85,CLIC
1993-03-16,1.85,CLIC
1993-03-17,2.22,CLIC
1993-03-18,2.95,CLIC
1993-03-19,2.15,CLIC
1993-03-20,0.25,CLIC
1993-03-21,3.3,CLIC
1993-03-22,2.4,CLIC
1993-03-23,1.6,CLIC
1993-03-24,1.9,CLIC
1993-03-25,2.2,CLIC
1993-03-26,2.3,CLIC
1993-03-27,1.7,CLIC
1993-03-28,1.6,CLIC
1993-03-29,2.95,CLIC
1993-03-30,4.9,CLIC
1993-03-31,5.95,CLIC
1994-05-01,3.58,CLIC
1994-05-02,3.39,CLIC
1994-05-03,4.35,CLIC
1994-05-04,1,CLIC
1994-05-05,1.8,CLIC
1994-05-06,4.79,CLIC
1994-05-07,4.55,CLIC
1994-05-08,5.28,CLIC
1994-05-09,5.38,CLIC
1994-05-10,3.49,CLIC
1994-05-11,5.67,CLIC
1994-05-12,4,CLIC
1994-05-13,3.24,CLIC
1994-05-14,6.71,CLIC
1994-05-15,4.71,CLIC
1994-05-16,5.47,CLIC
1994-05-17,1.43,CLIC
1994-05-18,6.89,CLIC
1994-05-19,2.76,CLIC
1994-05-20,3.28,CLIC
1994-05-21,3.8,CLIC
1994-05-22,2.8,CLIC
1994-05-23,3.65,CLIC
1994-05-24,6.21,CLIC
1994-05-25,5.24,CLIC
1994-05-26,7.75,CLIC
1994-05-27,5.25,CLIC
1994-05-28,7.72,CLIC
1994-05-29,7.83,CLIC
1994-05-30,7.05,CLIC
1994-05-31,5.37,CLIC
1994-06-01,6.62,CLIC
1994-06-02,4.95,CLIC
1994-06-03,4.82,CLIC
1994-06-04,6.88,CLIC
1994-06-05,3.6,CLIC
1994-06-06,4.6,CLIC
1994-06-07,5.5,CLIC
1994-06-08,11.73,CLIC
1994-06-09,10.44,CLIC
1994-06-10,3.47,CLIC
1994-06-11,5.78,CLIC
1994-06-12,7.62,CLIC
1994-06-13,2.31,CLIC
1994-06-14,3.91,CLIC
1994-06-15,6.15,CLIC
1994-06-16,3.51,CLIC
1994-06-17,7.18,CLIC
1994-06-18,5.08,CLIC
1994-06-19,8.72,CLIC
1994-06-20,4.22,CLIC
1994-06-21,4.77,CLIC
1994-06-22,4.51,CLIC
1994-06-23,5.9,CLIC
1994-06-24,2.3,CLIC
1994-06-25,6.97,CLIC
1994-06-26,5.43,CLIC
1994-06-27,5.97,CLIC
1994-06-28,6.5,CLIC
1994-06-29,3.2,CLIC
1994-06-30,6.74,CLIC
1994-07-01,4.34,CLIC
1994-07-02,10.48,CLIC
1994-07-03,7.86,CLIC
1994-07-04,9.56,CLIC
1994-07-05,9.13,CLIC
1994-07-06,8.69,CLIC
1994-07-07,8.81,CLIC
1994-07-08,9.48,CLIC
1994-07-09,8.87,CLIC
1994-07-10,8.99,CLIC
1994-07-11,8.59,CLIC
1994-07-12,6.88,CLIC
1994-07-13,6.3,CLIC
1994-07-14,4.69,CLIC
1994-07-15,6.98,CLIC
1994-07-16,9.3,CLIC
1994-07-17,11.89,CLIC
1994-07-18,11.46,CLIC
1994-07-19,10.65,CLIC
1994-07-20,7.65,CLIC
1994-07-21,9.67,CLIC
1994-07-22,10.01,CLIC
1994-07-23,8.31,CLIC
1994-07-24,6.62,CLIC
1994-07-25,7.03,CLIC
1994-07-26,10.9,CLIC
1994-07-27,7.96,CLIC
1994-07-28,5.46,CLIC
1994-07-29,6.26,CLIC
1994-07-30,6.42,CLIC
1994-07-31,6.58,CLIC
1994-08-01,6.74,CLIC
1994-08-02,6.9,CLIC
1994-08-03,5.25,CLIC
1994-08-04,2.99,CLIC
1994-08-05,3.9,CLIC
1994-08-06,6.8,CLIC
1994-08-07,10.76,CLIC
1994-08-08,4.42,CLIC
1994-08-09,5.16,CLIC
1994-08-10,7.16,CLIC
1994-08-11,6.49,CLIC
1994-08-12,3.12,CLIC
1994-08-13,4.76,CLIC
1994-08-14,1.63,CLIC
1994-08-15,9.98,CLIC
1994-08-16,7.44,CLIC
1994-08-17,7.31,CLIC
1994-08-18,7.18,CLIC
1994-08-19,11.32,CLIC
1994-08-20,4.8,CLIC
1994-08-21,8.96,CLIC
1994-08-22,8.61,CLIC
1994-08-23,4.3,CLIC
1994-08-24,2.99,CLIC
1994-08-25,7.34,CLIC
1994-08-26,4.75,CLIC
1994-08-27,5.97,CLIC
1994-08-28,6.41,CLIC
1994-08-29,6.46,CLIC
1994-08-30,5.91,CLIC
1994-08-31,5.35,CLIC
1994-09-01,4.14,CLIC
1994-09-02,5.65,CLIC
1994-09-03,7.13,CLIC
1994-09-04,8.81,CLIC
1994-09-05,8.17,CLIC
1994-09-06,5.73,CLIC
1994-09-07,5.64,CLIC
1994-09-08,8.03,CLIC
1994-09-09,5.17,CLIC
1994-09-10,4.35,CLIC
1994-09-11,1.2,CLIC
1994-09-12,5.23,CLIC
1994-09-13,3.27,CLIC
1994-09-14,4,CLIC
1994-09-15,7.7,CLIC
1994-09-16,5.8,CLIC
1994-09-17,5.4,CLIC
1994-09-18,4.9,CLIC
1994-09-19,7.33,CLIC
1994-09-20,9.76,CLIC
1994-09-21,4.62,CLIC
1994-09-22,3.9,CLIC
1994-09-23,3.48,CLIC
1994-09-24,2.54,CLIC
1994-09-25,4.28,CLIC
1994-09-26,5.22,CLIC
1994-09-27,2.44,CLIC
1994-09-28,4.86,CLIC
1994-09-29,2,CLIC
1994-09-30,1.8,CLIC
1994-10-01,3.35,CLIC
1994-10-02,3.61,CLIC
1994-10-03,4.94,CLIC
1994-10-04,1.65,CLIC
1994-10-05,5.78,CLIC
1994-10-06,7.14,CLIC
1994-10-07,8.5,CLIC
1994-10-08,8,CLIC
1994-10-09,3.5,CLIC
1994-10-10,8.33,CLIC
1994-10-11,6.4,CLIC
1994-10-12,4.74,CLIC
1994-10-13,4.24,CLIC
1994-10-14,1.75,CLIC
1994-10-15,4.4,CLIC
1994-10-16,3.4,CLIC
1994-10-17,2.39,CLIC
1994-10-18,1.96,CLIC
1994-10-19,2.81,CLIC
1994-10-20,3.04,CLIC
1994-10-21,2.08,CLIC
1994-10-22,3.35,CLIC
1994-10-23,3.22,CLIC
1994-10-24,3.01,CLIC
1994-10-25,3.77,CLIC
1994-10-26,3.39,CLIC
1994-10-27,2.62,CLIC
1994-10-28,1.84,CLIC
1994-10-29,2.01,CLIC
1994-10-30,1.54,CLIC
1994-10-31,1.78,CLIC
1994-11-01,2.7,CLIC
1994-11-02,1.47,CLIC
1994-11-03,4.31,CLIC
1994-11-04,3.16,CLIC
1994-11-05,2.77,CLIC
1994-11-06,2.99,CLIC
1994-11-07,3.19,CLIC
1994-11-08,1.38,CLIC
1994-11-09,3.19,CLIC
1994-11-10,3.31,CLIC
1994-11-11,3.68,CLIC
1994-11-12,1.52,CLIC
1994-11-13,1.51,CLIC
1994-11-14,2.01,CLIC
1994-11-15,2.5,CLIC
1994-11-16,3.71,CLIC
1994-11-17,2.62,CLIC
1994-11-18,2.87,CLIC
1994-11-19,3.4,CLIC
1994-11-20,1.6,CLIC
1994-11-21,2.81,CLIC
1994-11-22,4.02,CLIC
1994-11-23,2.43,CLIC
1994-11-24,1.74,CLIC
1994-11-25,1.36,CLIC
1994-11-26,2.09,CLIC
1994-11-27,3.15,CLIC
1994-11-28,3.47,CLIC
1994-11-29,1.2,CLIC
1994-11-30,4.12,CLIC
1994-12-01,1.12,CLIC
1994-12-02,1.5,CLIC
1994-12-03,1.55,CLIC
1994-12-04,2.01,CLIC
1994-12-05,1.58,CLIC
1994-12-06,3.18,CLIC
1994-12-07,1.16,CLIC
1994-12-08,1.16,CLIC
1994-12-09,9.03,CLIC
1994-12-10,2.3,CLIC
1994-12-11,1.52,CLIC
1994-12-12,0.26,CLIC
1994-12-13,2.09,CLIC
1994-12-14,2.03,CLIC
1994-12-15,1.96,CLIC
1994-12-16,1.48,CLIC
1994-12-17,1.95,CLIC
1994-12-18,0.63,CLIC
1994-12-19,0.21,CLIC
1994-12-20,1.01,CLIC
1994-12-21,7.17,CLIC
1994-12-22,2,CLIC
1994-12-23,0.24,CLIC
1994-12-24,0.23,CLIC
1994-12-25,1.31,CLIC
1994-12-26,1.77,CLIC
1994-12-27,3.36,CLIC
1994-12-28,0.29,CLIC
1994-12-29,1.02,CLIC
1994-12-30,1.7,CLIC
1994-12-31,1.7,CLIC
1995-01-01,1.22,CLIC
1995-01-02,1.68,CLIC
1995-01-03,0.92,CLIC
1995-01-04,1.47,CLIC
1995-01-05,1.66,CLIC
1995-01-06,1.7,CLIC
1995-01-07,1.39,CLIC
1995-01-08,1.37,CLIC
1995-01-09,1.32,CLIC
1995-01-10,1.57,CLIC
1995-01-11,1.13,CLIC
1995-01-12,2.35,CLIC
1995-01-13,2.24,CLIC
1995-01-14,4.14,CLIC
1995-01-15,2.6,CLIC
1995-01-16,2.59,CLIC
1995-01-17,2.22,CLIC
1995-01-18,2.68,CLIC
1995-01-19,4.37,CLIC
1995-01-20,2.99,CLIC
1995-01-21,1.94,CLIC
1995-01-22,2.09,CLIC
1995-01-23,3.32,CLIC
1995-01-24,3.62,CLIC
1995-01-25,0.73,CLIC
1995-01-26,1.05,CLIC
1995-01-27,2.55,CLIC
1995-01-28,3.8,CLIC
1995-01-29,1.75,CLIC
1995-01-30,2.78,CLIC
1995-01-31,2.26,CLIC
1995-02-01,3.01,CLIC
1995-02-02,4,CLIC
1995-02-03,6.21,CLIC
1995-02-04,3.25,CLIC
1995-02-05,4.62,CLIC
1995-02-06,2.69,CLIC
1995-02-07,1.27,CLIC
1995-02-08,2.31,CLIC
1995-02-09,2.6,CLIC
1995-02-10,2.37,CLIC
1995-02-11,2.32,CLIC
1995-02-12,1.69,CLIC
1995-02-13,2.3,CLIC
1995-02-14,1.31,CLIC
1995-02-15,3.72,CLIC
1995-02-16,3.17,CLIC
1995-02-17,1.9,CLIC
1995-02-18,0.94,CLIC
1995-02-19,3.98,CLIC
1995-02-20,2.93,CLIC
1995-02-21,3.95,CLIC
1995-02-22,5.28,CLIC
1995-02-23,5.02,CLIC
1995-02-24,3.81,CLIC
1995-02-25,5.45,CLIC
1995-02-26,1.13,CLIC
1995-02-27,5.15,CLIC
1995-02-28,3.13,CLIC
1995-06-01,7.98,CLIC
1995-06-02,6.42,CLIC
1995-06-03,6.15,CLIC
1995-06-04,6.54,CLIC
1995-06-05,3.95,CLIC
1995-06-06,4.85,CLIC
1995-06-07,6.5,CLIC
1995-06-08,7.11,CLIC
1995-06-09,7.72,CLIC
1995-06-10,8.35,CLIC
1995-06-11,2.19,CLIC
1995-06-12,5.18,CLIC
1995-06-13,4.54,CLIC
1995-06-14,6.26,CLIC
1995-06-15,7.94,CLIC
1995-06-16,5.28,CLIC
1995-06-17,3.87,CLIC
1995-06-18,7.94,CLIC
1995-06-19,5.46,CLIC
1995-06-20,7.83,CLIC
1995-06-21,10.2,CLIC
1995-06-22,2.41,CLIC
1995-06-23,3.26,CLIC
1995-06-24,4.35,CLIC
1995-06-25,8.84,CLIC
1995-06-26,7.84,CLIC
1995-06-27,7.2,CLIC
1995-06-28,5.25,CLIC
1995-06-29,2.7,CLIC
1995-06-30,4.11,CLIC
1995-07-01,5.4,CLIC
1995-07-02,5.88,CLIC
1995-07-03,4.19,CLIC
1995-07-04,5.14,CLIC
1995-07-05,6.43,CLIC
1995-07-06,6.43,CLIC
1995-07-07,7.72,CLIC
1995-07-08,8.76,CLIC
1995-07-09,6.76,CLIC
1995-07-10,7.26,CLIC
1995-07-11,8.74,CLIC
1995-07-12,9,CLIC
1995-07-13,8.38,CLIC
1995-07-14,6.1,CLIC
1995-07-15,7.13,CLIC
1995-07-16,8.72,CLIC
1995-07-17,5.52,CLIC
1995-07-18,4.17,CLIC
1995-07-19,4.46,CLIC
1995-07-20,9.76,CLIC
1995-07-21,11.35,CLIC
1995-07-22,6.9,CLIC
1995-07-23,11.8,CLIC
1995-07-24,10.08,CLIC
1995-07-25,11.3,CLIC
1995-07-26,8.65,CLIC
1995-07-27,4.86,CLIC
1995-07-28,5.13,CLIC
1995-07-29,5.4,CLIC
1995-07-30,4,CLIC
1995-07-31,4.55,CLIC
1995-08-01,2.86,CLIC
1995-08-02,6.29,CLIC
1995-08-03,5.04,CLIC
1995-08-04,7.66,CLIC
1995-08-05,6.28,CLIC
1995-08-06,3.97,CLIC
1995-08-07,3.86,CLIC
1995-08-08,1.46,CLIC
1995-08-09,6.93,CLIC
1995-08-10,6.15,CLIC
1995-08-11,1.95,CLIC
1995-08-12,4.43,CLIC
1995-08-13,6.91,CLIC
1995-08-14,4.14,CLIC
1995-08-15,10.81,CLIC
1995-08-16,1.64,CLIC
1995-08-17,6.8,CLIC
1995-08-18,5.25,CLIC
1995-08-19,7,CLIC
1995-08-20,7.41,CLIC
1995-08-21,6.46,CLIC
1995-08-22,7.68,CLIC
1995-08-23,3.63,CLIC
1995-08-24,4.38,CLIC
1995-08-25,4.65,CLIC
1995-08-26,3.44,CLIC
1995-08-27,6.33,CLIC
1995-08-28,5.13,CLIC
1995-08-29,5.6,CLIC
1995-08-30,6.02,CLIC
1995-08-31,5.44,CLIC
1995-10-01,3.97,CLIC
1995-10-02,4.05,CLIC
1995-10-03,4.55,CLIC
1995-10-04,6.02,CLIC
1995-10-05,1.73,CLIC
1995-10-06,3.4,CLIC
1995-10-07,1.4,CLIC
1995-10-08,3.03,CLIC
1995-10-09,3.56,CLIC
1995-10-10,4.45,CLIC
1995-10-11,6.66,CLIC
1995-10-12,5.86,CLIC
1995-10-13,3.54,CLIC
1995-10-14,8.89,CLIC
1995-10-15,7.95,CLIC
1995-10-16,2.07,CLIC
1995-10-17,2.53,CLIC
1995-10-18,3.4,CLIC
1995-10-19,6.1,CLIC
1995-10-20,4.2,CLIC
1995-10-21,2.95,CLIC
1995-10-22,7.09,CLIC
1995-10-23,2.09,CLIC
1995-10-24,4.79,CLIC
1995-10-25,1.81,CLIC
1995-10-26,2.37,CLIC
1995-10-27,1.34,CLIC
1995-10-28,1.04,CLIC
1995-10-29,1.11,CLIC
1995-10-30,1.3,CLIC
1995-10-31,2.5,CLIC
1995-11-01,0.98,CLIC
1995-11-02,4.13,CLIC
1995-11-03,0.51,CLIC
1995-11-04,0.32,CLIC
1995-11-05,0.26,CLIC
1995-11-06,1.35,CLIC
1995-11-07,2.8,CLIC
1995-11-08,1.25,CLIC
1995-11-09,1.88,CLIC
1995-11-10,5.52,CLIC
1995-11-11,2.13,CLIC
1995-11-12,1,CLIC
1995-11-13,2.66,CLIC
1995-11-14,0.92,CLIC
1995-11-15,2.16,CLIC
1995-11-16,2.08,CLIC
1995-11-17,1.63,CLIC
1995-11-18,4.05,CLIC
1995-11-19,2.97,CLIC
1995-11-20,2.46,CLIC
1995-11-21,1.15,CLIC
1995-11-22,0.84,CLIC
1995-11-23,0.82,CLIC
1995-11-24,3.91,CLIC
1995-11-25,1.65,CLIC
1995-11-26,1.37,CLIC
1995-11-27,1.02,CLIC
1995-11-28,0.8,CLIC
1995-11-29,1.1,CLIC
1995-11-30,1.92,CLIC
1995-12-01,1.52,CLIC
1995-12-02,1.89,CLIC
1995-12-03,1.39,CLIC
1995-12-04,1.89,CLIC
1995-12-05,2.38,CLIC
1995-12-06,0.74,CLIC
1995-12-07,0.65,CLIC
1995-12-08,0.9,CLIC
1995-12-09,0.48,CLIC
1995-12-10,0.52,CLIC
1995-12-11,0.36,CLIC
1995-12-12,2.14,CLIC
1995-12-13,0.76,CLIC
1995-12-14,1.64,CLIC
1995-12-15,0.61,CLIC
1995-12-16,0.46,CLIC
1995-12-17,2.09,CLIC
1995-12-18,0.89,CLIC
1995-12-19,2.21,CLIC
1995-12-20,1.64,CLIC
1995-12-21,1,CLIC
1995-12-22,0.6,CLIC
1995-12-23,1,CLIC
1995-12-24,1.3,CLIC
1995-12-25,2.98,CLIC
1995-12-26,0.22,CLIC
1995-12-27,0.8,CLIC
1995-12-28,1,CLIC
1995-12-29,1.65,CLIC
1995-12-30,1.16,CLIC
1995-12-31,0.68,CLIC
1996-02-01,0.3,CLIC
1996-02-02,1.35,CLIC
1996-02-03,0.43,CLIC
1996-02-04,1.16,CLIC
1996-02-05,3.57,CLIC
1996-02-06,1.41,CLIC
1996-02-07,1.97,CLIC
1996-02-08,1.81,CLIC
1996-02-09,1.93,CLIC
1996-02-10,3.88,CLIC
1996-02-11,1.5,CLIC
1996-02-12,0.74,CLIC
1996-02-13,2.26,CLIC
1996-02-14,2.91,CLIC
1996-02-15,6.98,CLIC
1996-02-16,3.04,CLIC
1996-02-17,3.3,CLIC
1996-02-18,3.44,CLIC
1996-02-19,5.24,CLIC
1996-02-20,5.1,CLIC
1996-02-21,5.81,CLIC
1996-02-22,1.34,CLIC
1996-02-23,4.71,CLIC
1996-02-24,2.64,CLIC
1996-02-25,5.85,CLIC
1996-02-26,3.56,CLIC
1996-02-27,6.76,CLIC
1996-02-28,3.82,CLIC
1996-02-29,5.29,CLIC
1996-03-01,2.39,CLIC
1996-03-02,4.99,CLIC
1996-03-03,3.3,CLIC
1996-03-04,6.69,CLIC
1996-03-05,4.9,CLIC
1996-03-06,8.62,CLIC
1996-03-07,3.37,CLIC
1996-03-08,3.63,CLIC
1996-03-09,3.9,CLIC
1996-03-10,4.66,CLIC
1996-03-11,3.71,CLIC
1996-03-12,2.49,CLIC
1996-03-13,3.97,CLIC
1996-03-14,5.45,CLIC
1996-03-15,7.23,CLIC
1996-03-16,4.9,CLIC
1996-03-17,5.55,CLIC
1996-03-18,5.54,CLIC
1996-03-19,5.63,CLIC
1996-03-20,5.26,CLIC
1996-03-21,5.34,CLIC
1996-03-22,5.51,CLIC
1996-03-23,5.17,CLIC
1996-03-24,6.87,CLIC
1996-03-25,6.98,CLIC
1996-03-26,1.47,CLIC
1996-03-27,2.77,CLIC
1996-03-28,4.88,CLIC
1996-03-29,5.26,CLIC
1996-03-30,3.96,CLIC
1996-03-31,3.59,CLIC
1996-04-01,5.41,CLIC
1996-04-02,5.93,CLIC
1996-04-03,2.41,CLIC
1996-04-04,5.1,CLIC
1996-04-05,3.37,CLIC
1996-04-06,4.34,CLIC
1996-04-07,5.3,CLIC
1996-04-08,5.7,CLIC
1996-04-09,5.65,CLIC
