Estación: ,C19147,LAS CRUCITAS. LINARES
1999-06-29,2.83,CLIC
1999-06-30,5.43,CLIC
1999-07-01,5.19,CLIC
1999-07-02,6.91,CLIC
1999-07-03,6.53,CLIC
1999-07-04,3.06,CLIC
1999-07-05,4.16,CLIC
1999-07-06,5.26,CLIC
1999-07-07,4.3,CLIC
1999-07-08,6.62,CLIC
1999-07-09,5.78,CLIC
1999-07-10,6.36,CLIC
1999-07-11,6.9,CLIC
1999-07-12,6.7,CLIC
1999-07-13,2.19,CLIC
1999-07-14,8.5,CLIC
1999-07-15,6.57,CLIC
1999-07-16,6.9,CLIC
1999-07-17,6.52,CLIC
1999-07-18,9.72,CLIC
1999-07-19,5.28,CLIC
1999-07-20,5.93,CLIC
1999-07-21,5.97,CLIC
1999-07-22,4.4,CLIC
1999-07-23,5.22,CLIC
1999-07-24,6.88,CLIC
1999-07-25,4.84,CLIC
1999-07-26,5.13,CLIC
1999-07-27,5.06,CLIC
1999-07-28,3.04,CLIC
1999-07-29,7.7,CLIC
1999-07-30,9.04,CLIC
1999-07-31,7.51,CLIC
1999-08-01,5.15,CLIC
1999-08-02,6.39,CLIC
1999-08-03,7.11,CLIC
1999-08-04,5.35,CLIC
1999-08-05,6.39,CLIC
1999-08-06,7.21,CLIC
1999-08-07,7.57,CLIC
1999-08-08,7.22,CLIC
1999-08-09,6.86,CLIC
1999-08-10,9.1,CLIC
1999-08-11,9.4,CLIC
1999-08-12,8.45,CLIC
1999-08-13,9.83,CLIC
1999-08-14,7.22,CLIC
1999-08-15,9.79,CLIC
1999-08-16,8.28,CLIC
1999-08-17,5.92,CLIC
1999-08-18,6.41,CLIC
1999-08-19,7.82,CLIC
1999-08-20,5.59,CLIC
1999-08-21,6.08,CLIC
1999-08-22,8.58,CLIC
1999-08-23,8.57,CLIC
1999-08-24,6.13,CLIC
1999-08-25,5.47,CLIC
1999-08-26,4.56,CLIC
1999-08-27,8.05,CLIC
1999-08-28,7.86,CLIC
1999-08-29,6.84,CLIC
1999-08-30,8.39,CLIC
1999-08-31,8.52,CLIC
1999-09-01,7.74,CLIC
1999-09-02,7.05,CLIC
1999-09-03,6.22,CLIC
1999-09-04,9.66,CLIC
1999-09-05,7.18,CLIC
1999-09-06,3.9,CLIC
1999-09-08,3.1,CLIC
1999-09-09,5.31,CLIC
1999-09-10,4.14,CLIC
1999-09-11,6.9,CLIC
1999-09-12,6.15,CLIC
1999-09-13,5.96,CLIC
1999-09-14,4.24,CLIC
1999-09-15,3.16,CLIC
1999-09-16,4.64,CLIC
1999-09-17,5.27,CLIC
1999-09-18,5.6,CLIC
1999-09-19,3.25,CLIC
1999-09-20,4.36,CLIC
1999-09-21,5.02,CLIC
1999-09-22,7.02,CLIC
1999-09-23,1.48,CLIC
1999-09-24,4.16,CLIC
1999-09-25,3.65,CLIC
1999-09-26,4.73,CLIC
1999-09-27,3.57,CLIC
1999-09-28,4.44,CLIC
1999-09-29,3.46,CLIC
1999-09-30,1.29,CLIC
1999-10-01,4.71,CLIC
1999-10-02,2.13,CLIC
1999-10-03,4.71,CLIC
1999-10-04,4.48,CLIC
1999-10-05,2.34,CLIC
1999-10-06,4.6,CLIC
1999-10-07,4.23,CLIC
1999-10-08,3.31,CLIC
1999-10-09,4.7,CLIC
1999-10-10,2.41,CLIC
1999-10-11,2.41,CLIC
1999-10-12,3.89,CLIC
1999-10-13,2.48,CLIC
1999-10-14,4.26,CLIC
1999-10-15,3.26,CLIC
1999-10-16,3.08,CLIC
1999-10-17,3.97,CLIC
1999-10-18,2.83,CLIC
1999-10-19,0.77,CLIC
1999-10-20,2,CLIC
1999-10-21,3.95,CLIC
1999-10-22,4.59,CLIC
1999-10-23,4.43,CLIC
1999-10-24,1.84,CLIC
1999-10-25,3.82,CLIC
1999-10-26,3.87,CLIC
1999-10-27,3.24,CLIC
1999-10-28,3.4,CLIC
1999-10-29,4.72,CLIC
1999-10-30,2.85,CLIC
1999-10-31,2.9,CLIC
1999-11-01,3.3,CLIC
1999-11-02,4.1,CLIC
1999-11-03,4.49,CLIC
1999-11-04,3.32,CLIC
1999-11-05,3.68,CLIC
1999-11-06,2.94,CLIC
1999-11-07,4.01,CLIC
1999-11-08,2.86,CLIC
1999-11-09,4.09,CLIC
1999-11-10,3.06,CLIC
1999-11-11,3.18,CLIC
1999-11-12,0.62,CLIC
1999-11-13,1.37,CLIC
1999-11-14,4.29,CLIC
1999-11-15,3.44,CLIC
1999-11-16,2.35,CLIC
1999-11-17,4.65,CLIC
1999-11-18,2.32,CLIC
1999-11-19,4.33,CLIC
1999-11-20,2.1,CLIC
1999-11-21,3.24,CLIC
1999-11-22,2.19,CLIC
1999-11-23,2.78,CLIC
1999-11-24,3.17,CLIC
1999-11-25,1.36,CLIC
1999-11-26,1.78,CLIC
1999-11-27,3.09,CLIC
1999-11-28,3.79,CLIC
1999-11-29,3.4,CLIC
1999-11-30,2.86,CLIC
1999-12-01,3.49,CLIC
1999-12-02,2.82,CLIC
1999-12-03,3.93,CLIC
1999-12-04,1.48,CLIC
1999-12-05,3.95,CLIC
1999-12-06,3.96,CLIC
1999-12-07,2.34,CLIC
1999-12-08,3.37,CLIC
1999-12-09,3.15,CLIC
1999-12-10,3.67,CLIC
1999-12-11,2.91,CLIC
1999-12-12,3.79,CLIC
1999-12-13,3.35,CLIC
1999-12-14,3.41,CLIC
1999-12-15,2.68,CLIC
1999-12-16,2.67,CLIC
1999-12-17,3.65,CLIC
1999-12-18,2.8,CLIC
1999-12-19,2.45,CLIC
1999-12-20,2.61,CLIC
1999-12-21,2.88,CLIC
1999-12-22,0.54,CLIC
1999-12-23,2.21,CLIC
1999-12-24,1.94,CLIC
1999-12-25,0.11,CLIC
1999-12-26,0.36,CLIC
1999-12-27,0.64,CLIC
1999-12-28,0.64,CLIC
1999-12-29,2.88,CLIC
1999-12-30,2.26,CLIC
1999-12-31,2.92,CLIC
2000-01-01,2.08,CLIC
2000-01-02,3.06,CLIC
2000-01-03,2.41,CLIC
2000-01-04,4.48,CLIC
2000-01-05,1.35,CLIC
2000-01-06,3.83,CLIC
2000-01-07,3.08,CLIC
2000-01-08,1.32,CLIC
2000-01-09,2.28,CLIC
2000-01-10,1.49,CLIC
2000-01-11,4.72,CLIC
2000-01-12,3.98,CLIC
2000-01-13,3.15,CLIC
2000-01-14,3.21,CLIC
2000-01-15,1.07,CLIC
2000-01-16,2.02,CLIC
2000-01-17,2.76,CLIC
2000-01-18,2.59,CLIC
2000-01-19,4.43,CLIC
2000-01-20,3.34,CLIC
2000-01-21,2.65,CLIC
2000-01-22,2.78,CLIC
2000-01-23,4.5,CLIC
2000-01-24,3.92,CLIC
2000-01-25,2.23,CLIC
2000-01-26,2.59,CLIC
2000-01-27,1.49,CLIC
2000-01-28,3.57,CLIC
2000-01-29,0.42,CLIC
2000-01-30,0.19,CLIC
2000-01-31,1.39,CLIC
2000-02-01,0.6,CLIC
2000-02-02,0.7,CLIC
2000-02-03,0.33,CLIC
2000-02-04,3.02,CLIC
2000-02-05,2.99,CLIC
2000-02-06,2.99,CLIC
2000-02-07,3.08,CLIC
2000-02-08,4.79,CLIC
2000-02-09,3.4,CLIC
2000-02-10,4.87,CLIC
2000-02-11,4.88,CLIC
2000-02-12,4.03,CLIC
2000-02-13,5.87,CLIC
2000-02-14,5.6,CLIC
2000-02-15,3.02,CLIC
2000-02-16,4.97,CLIC
2000-02-17,6.34,CLIC
2000-02-18,4.59,CLIC
2000-02-19,0,CLIC
2000-02-20,0.48,CLIC
2000-02-21,4.09,CLIC
2000-02-22,4.63,CLIC
2000-02-23,2.45,CLIC
2000-02-24,4,CLIC
2000-02-25,5.16,CLIC
2000-02-26,5.16,CLIC
2000-02-27,3.56,CLIC
2000-02-28,5.46,CLIC
2000-02-29,4.23,CLIC
2000-03-01,4.71,CLIC
2000-03-02,5.02,CLIC
2000-03-03,3.1,CLIC
2000-03-04,1.26,CLIC
2000-03-05,1.27,CLIC
2000-03-06,0.79,CLIC
2000-03-07,5.83,CLIC
2000-03-08,3.73,CLIC
2000-03-09,5.15,CLIC
2000-03-10,3.32,CLIC
2000-03-11,3.93,CLIC
2000-03-12,5.01,CLIC
2000-03-13,4.21,CLIC
2000-03-14,4.68,CLIC
2000-03-15,2.05,CLIC
2000-03-16,5.2,CLIC
2000-03-17,4.99,CLIC
2000-03-18,4.99,CLIC
2000-03-19,5.67,CLIC
2000-03-20,5.37,CLIC
2000-03-21,6.15,CLIC
2000-03-22,4.27,CLIC
2000-03-23,5.12,CLIC
2000-03-24,5.3,CLIC
2000-03-25,5.04,CLIC
2000-03-26,5.05,CLIC
2000-03-27,6.35,CLIC
2000-03-28,7.55,CLIC
2000-03-29,9.9,CLIC
2000-03-30,7.69,CLIC
2000-03-31,5.95,CLIC
2000-04-01,3.54,CLIC
2000-04-02,5.62,CLIC
2000-04-03,7.79,CLIC
2000-04-04,5.98,CLIC
2000-04-05,7.75,CLIC
2000-04-06,7.38,CLIC
2000-04-07,7.77,CLIC
2000-04-08,4.77,CLIC
2000-04-09,6.11,CLIC
2000-04-10,6.94,CLIC
2000-04-11,5.64,CLIC
2000-04-12,3.75,CLIC
2000-04-13,1.67,CLIC
2000-04-14,6.87,CLIC
2000-04-15,4.34,CLIC
2000-04-16,4.34,CLIC
2000-04-17,1.88,CLIC
2000-04-18,7.09,CLIC
2000-04-19,8.26,CLIC
2000-04-20,6.2,CLIC
2000-04-21,3.8,CLIC
2000-04-22,5.96,CLIC
2000-04-23,5.97,CLIC
2000-04-24,4.07,CLIC
2000-04-25,11.8,CLIC
2000-04-26,5.82,CLIC
2000-04-27,5.03,CLIC
2000-04-28,7.35,CLIC
2000-04-29,6.39,CLIC
2000-04-30,4.77,CLIC
2000-05-01,7.94,CLIC
2000-05-02,2.56,CLIC
2000-05-03,7.06,CLIC
2000-05-04,9.75,CLIC
2000-05-05,8.99,CLIC
2000-05-06,5.87,CLIC
2000-05-07,8.78,CLIC
2000-05-08,4.35,CLIC
2000-05-09,9.62,CLIC
2000-05-10,4.44,CLIC
2000-05-11,8.56,CLIC
2000-05-12,8.59,CLIC
2000-05-13,11.59,CLIC
2000-05-14,7.95,CLIC
2000-05-15,6.08,CLIC
2000-05-16,10.05,CLIC
2000-05-17,9.97,CLIC
2000-05-18,10.13,CLIC
2000-05-19,5.74,CLIC
2000-05-20,5.23,CLIC
2000-05-21,3.97,CLIC
2000-05-22,8.67,CLIC
2000-05-23,4.35,CLIC
2000-05-24,8.59,CLIC
2000-05-25,7.69,CLIC
2000-05-26,7.26,CLIC
2000-05-27,6.44,CLIC
2000-05-28,6.45,CLIC
2000-05-29,6.69,CLIC
2000-05-30,8.17,CLIC
2000-05-31,8.08,CLIC
2000-06-01,6.97,CLIC
2000-06-02,9.18,CLIC
2000-06-03,9.55,CLIC
2000-06-04,8.32,CLIC
2000-06-05,2.75,CLIC
2000-06-06,3.86,CLIC
2000-06-07,1.8,CLIC
2000-06-08,3.37,CLIC
2000-06-09,4.05,CLIC
2000-06-10,3.21,CLIC
2000-06-11,4.13,CLIC
2000-06-12,5.71,CLIC
2000-06-13,7.73,CLIC
2000-06-14,3.5,CLIC
2000-06-15,2.23,CLIC
2000-06-16,5.04,CLIC
2000-06-17,5.39,CLIC
2000-06-18,5.4,CLIC
2000-06-19,7.44,CLIC
2000-06-20,9.65,CLIC
2000-06-21,8.15,CLIC
2000-06-22,7.6,CLIC
2000-06-23,8.98,CLIC
2000-06-24,9.45,CLIC
2000-06-25,9.2,CLIC
2000-06-26,9.8,CLIC
2000-06-27,9.91,CLIC
2000-06-28,10.03,CLIC
2000-06-29,9.68,CLIC
2000-06-30,8.95,CLIC
2000-07-01,9.57,CLIC
2000-07-02,10.69,CLIC
2000-07-03,10.4,CLIC
2000-07-04,11.45,CLIC
2000-07-05,10.53,CLIC
2000-07-06,9.41,CLIC
2000-07-07,8.84,CLIC
2000-07-08,9.6,CLIC
2000-07-09,9.6,CLIC
2000-07-10,8.05,CLIC
2000-07-11,12.72,CLIC
2000-07-12,10.06,CLIC
2000-07-13,9.72,CLIC
2000-07-14,8.71,CLIC
2000-07-15,11.62,CLIC
2000-07-16,9.2,CLIC
2000-07-17,11.3,CLIC
2000-07-18,11.2,CLIC
2000-07-19,10.83,CLIC
2000-07-20,11.27,CLIC
2000-07-21,8.35,CLIC
2000-07-22,11.87,CLIC
2000-07-23,9.78,CLIC
2000-07-24,10.34,CLIC
2000-07-25,10.13,CLIC
2000-07-26,10.77,CLIC
2000-07-27,11.29,CLIC
2000-07-28,9.87,CLIC
2000-07-29,9.22,CLIC
2000-07-30,5.78,CLIC
2000-07-31,6.94,CLIC
2000-08-01,6.94,CLIC
2000-08-02,10.5,CLIC
2000-08-03,7.37,CLIC
2000-08-04,9.58,CLIC
2000-08-05,2.85,CLIC
2000-08-08,9.58,CLIC
2000-08-09,6.01,CLIC
2000-08-10,7.35,CLIC
2000-08-11,6.05,CLIC
2000-08-12,6.58,CLIC
2000-08-16,1.36,CLIC
2000-08-17,7.16,CLIC
2000-08-18,7.41,CLIC
2000-08-19,7.88,CLIC
2000-08-20,6.85,CLIC
2000-08-21,6.48,CLIC
2000-08-22,8.84,CLIC
2000-08-23,5.58,CLIC
2000-08-24,7.43,CLIC
2000-08-25,7.22,CLIC
2000-08-26,8.11,CLIC
2000-08-27,6.98,CLIC
2000-08-28,8.02,CLIC
2000-08-29,7.48,CLIC
2000-08-30,5.85,CLIC
2000-08-31,9.72,CLIC
2000-09-01,7.28,CLIC
2000-09-02,9.68,CLIC
2000-09-05,9.13,CLIC
2000-09-06,9.49,CLIC
2000-09-07,5.34,CLIC
2000-09-08,6.67,CLIC
2000-09-09,6.28,CLIC
2000-09-10,5.46,CLIC
2000-09-11,7.93,CLIC
2000-09-12,6.76,CLIC
2000-09-13,7.72,CLIC
2000-09-15,2.63,CLIC
2000-09-16,2.94,CLIC
2000-09-17,3.31,CLIC
2000-09-18,7.72,CLIC
2000-09-19,4.77,CLIC
2000-09-20,5.91,CLIC
2000-09-21,4.27,CLIC
2000-09-22,4.92,CLIC
2000-09-25,3.6,CLIC
2000-09-26,4.24,CLIC
2000-09-27,4.87,CLIC
2000-09-28,4.57,CLIC
2000-09-29,4.2,CLIC
2000-09-30,5.2,CLIC
2000-10-01,4.28,CLIC
2000-10-02,4.39,CLIC
2000-10-03,4.12,CLIC
2000-10-04,4.01,CLIC
2000-10-05,5.02,CLIC
2000-10-06,2.84,CLIC
2000-10-08,3.35,CLIC
2000-10-09,0.23,CLIC
2000-10-10,1.16,CLIC
2000-10-11,0.14,CLIC
2000-10-12,0.35,CLIC
2000-10-13,0.43,CLIC
2000-10-14,2.01,CLIC
2000-10-17,2.24,CLIC
2000-10-18,2.26,CLIC
2000-10-19,2.49,CLIC
2000-10-20,1.81,CLIC
2000-10-21,1.84,CLIC
2000-10-22,1.5,CLIC
2000-10-23,2.75,CLIC
2000-10-24,0.57,CLIC
2000-10-25,5.25,CLIC
2000-10-26,2.13,CLIC
2000-10-27,0.46,CLIC
2000-10-28,2.44,CLIC
2000-10-29,2.38,CLIC
2000-10-30,1.28,CLIC
2000-10-31,1.77,CLIC
2000-11-01,2.98,CLIC
2000-11-02,3.71,CLIC
2000-11-03,1.07,CLIC
2000-11-04,0.81,CLIC
2000-11-05,0.12,CLIC
2000-11-06,0.5,CLIC
2000-11-07,3.35,CLIC
2000-11-08,1.97,CLIC
2000-11-09,2.89,CLIC
2000-11-10,5.82,CLIC
2000-11-14,1.79,CLIC
2000-11-15,1.23,CLIC
2000-11-16,3.7,CLIC
2000-11-17,1.39,CLIC
2000-11-18,1.93,CLIC
2000-11-19,0.81,CLIC
2000-11-20,0.97,CLIC
2000-11-21,0.66,CLIC
2000-11-22,0.81,CLIC
2000-11-23,1.47,CLIC
2000-11-24,3.55,CLIC
2000-11-25,2.97,CLIC
2000-11-26,2.67,CLIC
2000-11-27,1.84,CLIC
2000-11-28,0.97,CLIC
2000-11-29,2.47,CLIC
2000-11-30,1.83,CLIC
2000-12-01,0.98,CLIC
2000-12-02,1.13,CLIC
2000-12-03,0.41,CLIC
2000-12-04,0.38,CLIC
2000-12-05,0.29,CLIC
2000-12-06,0.09,CLIC
2000-12-07,1.98,CLIC
2000-12-08,0.77,CLIC
2000-12-09,2.67,CLIC
2000-12-10,2.56,CLIC
2000-12-11,2.33,CLIC
2000-12-12,2.13,CLIC
2000-12-13,1.48,CLIC
2000-12-14,1.34,CLIC
2000-12-15,0.03,CLIC
2000-12-16,0.02,CLIC
2000-12-17,1.13,CLIC
2000-12-18,0.24,CLIC
2000-12-19,2.94,CLIC
2000-12-20,4.25,CLIC
2000-12-21,3.56,CLIC
2000-12-22,2.56,CLIC
2000-12-23,1.98,CLIC
2000-12-24,1.15,CLIC
2000-12-25,2.47,CLIC
2000-12-26,1.38,CLIC
2000-12-27,2.29,CLIC
2000-12-28,0.94,CLIC
2000-12-29,1.1,CLIC
2000-12-30,3.85,CLIC
2000-12-31,1.68,CLIC
2001-01-03,1.77,CLIC
2001-01-04,1.66,CLIC
2001-01-05,1.88,CLIC
2001-01-06,3.35,CLIC
2001-01-07,2.99,CLIC
2001-01-08,3.01,CLIC
2001-01-09,2.38,CLIC
2001-01-10,1.56,CLIC
2001-01-11,1.83,CLIC
2001-01-12,2.99,CLIC
2001-01-13,1.9,CLIC
2001-01-14,1.3,CLIC
2001-01-15,1.54,CLIC
2001-01-16,1.17,CLIC
2001-01-17,1.04,CLIC
2001-01-18,0.33,CLIC
2001-01-19,0.07,CLIC
2001-01-20,2.65,CLIC
2001-01-21,3.67,CLIC
2001-01-22,2.2,CLIC
2001-01-23,3.5,CLIC
2001-01-24,2.36,CLIC
2001-01-25,1.97,CLIC
2001-01-26,2.13,CLIC
2001-01-27,1.2,CLIC
2001-01-28,2.74,CLIC
2001-01-29,3.94,CLIC
2001-01-30,2.37,CLIC
2001-01-31,5,CLIC
2001-02-01,1.14,CLIC
2001-02-02,1.47,CLIC
2001-02-03,1.05,CLIC
2001-02-04,0.84,CLIC
2001-02-07,4.89,CLIC
2001-02-08,3.19,CLIC
2001-02-09,2.05,CLIC
2001-02-10,4.37,CLIC
2001-02-11,3.14,CLIC
2001-02-12,3.43,CLIC
2001-02-13,0.23,CLIC
2001-02-14,3.12,CLIC
2001-02-15,3.16,CLIC
2001-02-16,4.72,CLIC
2001-02-19,3.25,CLIC
2001-02-20,3.67,CLIC
2001-02-21,3.79,CLIC
2001-02-22,4.8,CLIC
2001-02-23,3.1,CLIC
2001-02-24,3.82,CLIC
2001-02-25,6.26,CLIC
2001-02-26,6.31,CLIC
2001-02-27,3.95,CLIC
2001-02-28,7.62,CLIC
2001-03-01,5.86,CLIC
2001-03-02,2.02,CLIC
2001-03-03,0.92,CLIC
2001-03-04,4.3,CLIC
2001-03-05,6.3,CLIC
2001-03-06,5.22,CLIC
2001-03-07,1.23,CLIC
2001-03-08,1.36,CLIC
2001-03-09,2.38,CLIC
2001-03-10,6.46,CLIC
2001-03-11,2.19,CLIC
2001-03-12,4.61,CLIC
2001-03-13,6.6,CLIC
2001-03-14,5.82,CLIC
2001-03-15,2.37,CLIC
2001-03-16,8.04,CLIC
2001-03-17,5.54,CLIC
2001-03-18,0.83,CLIC
2001-03-19,0.92,CLIC
2001-03-20,0.51,CLIC
2001-03-21,2.88,CLIC
2001-03-22,5.05,CLIC
2001-03-23,6.13,CLIC
2001-03-24,5.76,CLIC
2001-03-25,4.38,CLIC
2001-03-26,2.19,CLIC
2001-03-27,0.19,CLIC
2001-03-28,1.12,CLIC
2001-03-29,1.33,CLIC
2001-03-30,5.05,CLIC
2001-03-31,3.75,CLIC
2001-04-01,4.64,CLIC
2001-04-02,4.71,CLIC
2001-04-03,6.3,CLIC
2001-04-04,6.47,CLIC
2001-04-05,7.84,CLIC
2001-04-06,5.46,CLIC
2001-04-09,6.94,CLIC
2001-04-10,7.9,CLIC
2001-04-11,7.87,CLIC
2001-04-12,8.12,CLIC
2001-04-13,5.44,CLIC
2001-04-14,6.23,CLIC
2001-04-17,5.23,CLIC
2001-04-18,3.12,CLIC
2001-04-19,1.55,CLIC
2001-04-20,2.29,CLIC
2001-04-21,6.86,CLIC
2001-04-22,4.14,CLIC
2001-04-23,7.73,CLIC
2001-04-24,1.55,CLIC
2001-04-25,2.43,CLIC
2001-04-26,1.79,CLIC
2001-04-27,1.16,CLIC
2001-04-28,0.96,CLIC
2001-04-29,1.2,CLIC
2001-04-30,2.11,CLIC
2001-05-01,2.01,CLIC
2001-05-02,5.92,CLIC
2001-05-03,4.2,CLIC
2001-05-04,1.47,CLIC
2001-05-07,4.93,CLIC
2001-05-08,3.91,CLIC
2001-05-09,5.95,CLIC
2001-05-10,9.63,CLIC
2001-05-11,3.68,CLIC
2001-05-12,5.28,CLIC
2001-05-13,6.44,CLIC
2001-05-14,5.97,CLIC
2001-05-15,5.48,CLIC
2001-05-16,5.13,CLIC
2001-05-17,7.81,CLIC
2001-05-18,6.27,CLIC
2001-05-19,9.73,CLIC
2001-05-20,4.84,CLIC
2001-05-21,9.48,CLIC
2001-05-22,8.25,CLIC
2001-05-23,2.37,CLIC
2001-05-24,4.72,CLIC
2001-05-25,5.83,CLIC
2001-05-26,7.16,CLIC
2001-05-29,9.22,CLIC
2001-05-30,8.71,CLIC
2001-05-31,6.26,CLIC
2001-06-01,6.93,CLIC
2001-06-02,8.19,CLIC
2001-06-03,8.71,CLIC
2001-06-04,9.1,CLIC
2001-06-05,8.76,CLIC
2001-06-06,6.97,CLIC
2001-06-07,8.15,CLIC
2001-06-08,9.23,CLIC
2001-06-09,6.66,CLIC
2001-06-10,6.32,CLIC
2001-06-11,6.39,CLIC
2001-06-12,9.86,CLIC
2001-06-13,10.55,CLIC
2001-06-14,7.67,CLIC
2001-06-15,8.74,CLIC
2001-06-16,7.16,CLIC
2001-06-17,5.58,CLIC
2001-06-18,7.02,CLIC
2001-06-19,7.91,CLIC
2001-06-20,5.81,CLIC
2001-06-21,7.16,CLIC
2001-06-22,7.18,CLIC
2001-06-23,6.64,CLIC
2001-06-24,6.2,CLIC
2001-06-25,5.65,CLIC
2001-06-26,6.66,CLIC
2001-07-01,6.2,CLIC
2001-07-02,5.98,CLIC
2001-07-03,5.54,CLIC
2001-07-05,6.83,CLIC
2001-07-06,7.37,CLIC
2001-07-07,6.28,CLIC
2001-07-08,7.91,CLIC
2001-07-09,7.14,CLIC
2001-07-10,7.08,CLIC
2001-07-11,6.94,CLIC
2001-07-12,7.78,CLIC
2001-07-13,8,CLIC
2001-07-14,5.99,CLIC
2001-07-16,0,CLIC
2001-07-17,8.62,CLIC
2001-07-18,6.91,CLIC
2001-07-19,7.98,CLIC
2001-07-20,9.68,CLIC
2001-07-21,9.32,CLIC
2001-07-22,10.11,CLIC
2001-07-23,0,CLIC
2001-07-24,0,CLIC
2001-07-25,0,CLIC
2001-07-26,0,CLIC
2001-07-27,6.4,CLIC
2001-07-28,7.38,CLIC
2001-07-29,9.16,CLIC
2001-07-30,8.54,CLIC
2001-07-31,9.69,CLIC
2001-08-01,7.09,CLIC
2001-08-02,9.49,CLIC
2001-08-03,10.82,CLIC
2001-08-04,3.6,CLIC
2001-08-05,6.37,CLIC
2001-08-06,5.61,CLIC
2001-08-07,6.47,CLIC
2001-08-08,6.84,CLIC
2001-08-09,7.94,CLIC
2001-08-10,8.8,CLIC
2001-08-11,8.2,CLIC
2001-08-12,7.6,CLIC
2001-08-13,7.82,CLIC
2001-08-14,6.27,CLIC
2001-08-15,9.87,CLIC
2001-08-16,9.76,CLIC
2001-08-17,9.68,CLIC
2001-08-18,8.7,CLIC
2001-08-19,7.88,CLIC
2001-08-20,7.58,CLIC
2001-08-21,3.34,CLIC
2001-08-22,6.84,CLIC
2001-08-23,8.12,CLIC
2001-08-24,9.79,CLIC
2001-08-25,10.47,CLIC
2001-08-26,9.11,CLIC
2001-08-27,9.69,CLIC
2001-08-28,5.21,CLIC
2001-09-01,5.44,CLIC
2001-09-02,4.38,CLIC
2001-09-03,6.5,CLIC
2001-09-04,5.28,CLIC
2001-09-05,7.4,CLIC
2001-09-06,4.12,CLIC
2001-09-07,5.66,CLIC
2001-09-08,6.25,CLIC
2001-09-12,4.43,CLIC
2001-09-13,3.14,CLIC
2001-09-14,1.84,CLIC
2001-09-15,3.66,CLIC
2001-09-16,5.47,CLIC
2001-09-17,4.06,CLIC
2001-09-18,5.3,CLIC
2001-09-19,4.86,CLIC
2001-09-20,5.75,CLIC
2001-09-21,0.99,CLIC
2001-09-22,1.77,CLIC
2001-09-23,5.05,CLIC
2001-09-24,3.54,CLIC
2001-09-25,2.02,CLIC
2001-09-26,3.7,CLIC
2001-09-27,1.79,CLIC
2001-09-28,1.99,CLIC
2001-09-29,3.85,CLIC
2001-10-01,3.28,CLIC
2001-10-02,4.5,CLIC
2001-10-03,2.76,CLIC
2001-10-04,3.33,CLIC
2001-10-05,2.36,CLIC
2001-10-06,6.12,CLIC
2001-10-07,1.56,CLIC
2001-10-10,4.47,CLIC
2001-10-11,2.93,CLIC
2001-10-12,4.03,CLIC
2001-10-13,6.43,CLIC
2001-10-14,3.46,CLIC
2001-10-15,5.58,CLIC
2001-10-16,3.14,CLIC
2001-10-17,1.63,CLIC
2001-10-18,3.39,CLIC
2001-10-19,3.91,CLIC
2001-10-20,3.61,CLIC
2001-10-21,4.2,CLIC
2001-10-22,4.16,CLIC
2001-10-23,3.82,CLIC
2001-10-24,2.93,CLIC
2001-10-25,5.6,CLIC
2001-10-26,1.57,CLIC
2001-10-27,1.16,CLIC
2001-10-28,0.74,CLIC
2001-10-29,4.1,CLIC
2001-10-30,4.15,CLIC
2001-10-31,2.37,CLIC
2001-11-01,2.4,CLIC
2001-11-02,5.21,CLIC
2001-11-03,1.58,CLIC
2001-11-04,1.16,CLIC
2001-11-05,3.18,CLIC
2001-11-06,1.75,CLIC
2001-11-07,2.94,CLIC
2001-11-08,3.58,CLIC
2001-11-09,2.83,CLIC
2001-11-10,1.88,CLIC
2001-11-11,1.47,CLIC
2001-11-12,1.09,CLIC
2001-11-13,1.14,CLIC
2001-11-14,6.65,CLIC
2001-11-15,1.5,CLIC
2001-11-16,3.52,CLIC
2001-11-17,2.62,CLIC
2001-11-18,0.12,CLIC
2001-11-19,3.04,CLIC
2001-11-20,1.78,CLIC
2001-11-21,0.52,CLIC
2001-11-22,1.33,CLIC
2001-11-23,0.42,CLIC
2001-11-24,3.97,CLIC
2001-11-25,3.05,CLIC
2001-11-26,2.86,CLIC
2001-11-27,2.26,CLIC
2001-11-28,3.27,CLIC
2001-11-29,0.79,CLIC
2001-11-30,1.45,CLIC
2001-12-01,0.97,CLIC
2001-12-02,2.31,CLIC
2001-12-03,0.29,CLIC
2001-12-04,1.27,CLIC
2001-12-05,0.66,CLIC
2001-12-06,2.7,CLIC
2001-12-07,0.92,CLIC
2001-12-08,3.23,CLIC
2001-12-09,0.51,CLIC
2001-12-10,0.91,CLIC
2001-12-11,0.96,CLIC
2001-12-12,1.31,CLIC
2001-12-13,1.59,CLIC
2001-12-14,1.81,CLIC
2001-12-15,2.32,CLIC
2001-12-16,1.52,CLIC
2001-12-17,2.03,CLIC
2001-12-18,1.13,CLIC
2001-12-19,2.7,CLIC
2001-12-20,1.15,CLIC
2001-12-21,1.33,CLIC
2001-12-22,2.61,CLIC
2001-12-23,1.61,CLIC
2001-12-24,2.9,CLIC
2001-12-25,0,CLIC
2001-12-26,0,CLIC
2001-12-27,0,CLIC
2001-12-28,0,CLIC
2001-12-29,2.97,CLIC
2001-12-30,3.09,CLIC
2001-12-31,2.27,CLIC
2002-01-01,0.9,CLIC
2002-01-02,0.94,CLIC
2002-01-03,1.59,CLIC
2002-01-04,1.42,CLIC
