Estación: ,C19106,LA POMONA. LINARES
1981-05-08,4.4,CLIC
1981-05-09,6.1,CLIC
1981-05-10,6.2,CLIC
1981-05-11,4.7,CLIC
1981-05-12,4.6,CLIC
1981-05-13,1.4,CLIC
1981-05-14,0.2,CLIC
1981-05-15,4,CLIC
1981-05-16,7.5,CLIC
1981-05-17,7.3,CLIC
1981-05-18,7.9,CLIC
1981-05-19,3.6,CLIC
1981-05-20,0.3,CLIC
1981-05-21,3.8,CLIC
1981-05-22,4,CLIC
1981-05-23,6.9,CLIC
1981-05-24,5.2,CLIC
1981-05-25,7,CLIC
1981-05-26,6.5,CLIC
1981-05-27,5.7,CLIC
1981-05-28,6.6,CLIC
1981-05-29,9.1,CLIC
1981-05-31,5.4,CLIC
1981-06-01,2,CLIC
1981-06-02,1.5,CLIC
1981-06-03,0.5,CLIC
1981-06-04,7.2,CLIC
1981-06-05,5.3,CLIC
1981-06-06,6.8,CLIC
1981-06-07,5.1,CLIC
1981-06-08,7.4,CLIC
1981-06-09,7.6,CLIC
1981-06-10,8,CLIC
1981-06-11,8,CLIC
1981-06-12,1.6,CLIC
1981-06-13,6,CLIC
1981-06-14,4.9,CLIC
1981-06-15,5.1,CLIC
1981-06-16,4,CLIC
1981-06-17,7,CLIC
1981-06-18,5.2,CLIC
1981-06-19,8,CLIC
1981-06-20,5.2,CLIC
1981-06-21,5.6,CLIC
1981-06-22,7.3,CLIC
1981-06-23,7.7,CLIC
1981-06-24,5,CLIC
1981-06-25,2.5,CLIC
1981-06-26,3.9,CLIC
1981-06-27,6.2,CLIC
1981-06-28,4.5,CLIC
1981-06-29,6.9,CLIC
1981-06-30,3.7,CLIC
1981-07-01,6.1,CLIC
1981-07-02,7.4,CLIC
1981-07-03,1.2,CLIC
1981-07-04,6,CLIC
1981-07-05,2.6,CLIC
1981-07-06,1.8,CLIC
1981-07-07,9.2,CLIC
1981-07-08,11.6,CLIC
1981-07-09,14,CLIC
1981-07-10,11.3,CLIC
1981-07-11,10.1,CLIC
1981-07-12,6.9,CLIC
1981-07-13,9.5,CLIC
1981-07-14,8.5,CLIC
1981-07-15,7.4,CLIC
1981-07-16,7.1,CLIC
1981-07-17,6.1,CLIC
1981-07-18,7.3,CLIC
1981-07-19,6.5,CLIC
1981-07-20,4.2,CLIC
1981-07-21,9.8,CLIC
1981-07-22,8,CLIC
1981-07-23,8.8,CLIC
1981-07-24,8.3,CLIC
1981-07-25,7.2,CLIC
1981-07-26,0.2,CLIC
1981-07-27,8.4,CLIC
1981-07-28,7.3,CLIC
1981-07-29,8.8,CLIC
1981-07-30,7.6,CLIC
1981-07-31,9.4,CLIC
1981-08-01,3.2,CLIC
1981-08-02,5.5,CLIC
1981-08-03,7.4,CLIC
1981-08-04,8.4,CLIC
1981-08-05,8,CLIC
1981-08-06,7.6,CLIC
1981-08-07,7.8,CLIC
1981-08-08,7.6,CLIC
1981-08-09,7.9,CLIC
1981-08-10,6.8,CLIC
1981-08-11,7.9,CLIC
1981-08-12,6.7,CLIC
1981-08-13,7.5,CLIC
1981-08-14,7.9,CLIC
1981-08-15,8.9,CLIC
1981-08-16,7.9,CLIC
1981-08-17,8,CLIC
1981-08-18,8.9,CLIC
1981-08-19,5.5,CLIC
1981-08-20,5.5,CLIC
1981-08-21,6.7,CLIC
1981-08-22,6.9,CLIC
1981-08-23,5.2,CLIC
1981-08-24,6.3,CLIC
1981-08-25,5.6,CLIC
1981-08-26,7,CLIC
1981-08-27,7.4,CLIC
1981-08-28,7.6,CLIC
1981-08-29,5.7,CLIC
1981-08-30,7.2,CLIC
1981-08-31,5.9,CLIC
1981-09-01,7.2,CLIC
1981-09-02,5.7,CLIC
1981-09-03,7.2,CLIC
1981-09-04,7.2,CLIC
1981-09-05,6.1,CLIC
1981-09-06,7,CLIC
1981-09-07,7,CLIC
1981-09-08,7.1,CLIC
1981-09-09,5.3,CLIC
1981-09-10,5.8,CLIC
1981-09-11,6.5,CLIC
1981-09-12,6.7,CLIC
1981-09-13,7.3,CLIC
1981-09-14,7.9,CLIC
1981-09-15,6.3,CLIC
1981-09-16,4.2,CLIC
1981-09-17,6.7,CLIC
1981-09-18,4.6,CLIC
1981-09-19,5.4,CLIC
1981-09-20,5.1,CLIC
1981-09-21,4.9,CLIC
1981-09-22,4.6,CLIC
1981-09-23,6.4,CLIC
1981-09-24,6.3,CLIC
1981-09-25,6.8,CLIC
1981-09-26,5.5,CLIC
1981-09-27,6.3,CLIC
1981-09-28,4.5,CLIC
1981-09-29,4.1,CLIC
1981-10-01,5.9,CLIC
1981-10-02,4.8,CLIC
1981-10-03,4.9,CLIC
1981-10-04,5.6,CLIC
1981-10-05,5.1,CLIC
1981-10-06,5.8,CLIC
1981-10-07,4.3,CLIC
1981-10-08,2,CLIC
1981-10-09,3,CLIC
1981-10-10,6.5,CLIC
1981-10-11,8.5,CLIC
1981-10-12,9,CLIC
1981-10-13,5.8,CLIC
1981-10-14,6,CLIC
1981-10-15,4.3,CLIC
1981-10-16,6.6,CLIC
1981-10-17,5.9,CLIC
1981-10-18,0.3,CLIC
1981-10-19,3.2,CLIC
1981-10-20,4.8,CLIC
1981-10-21,3.3,CLIC
1981-10-22,5.2,CLIC
1981-10-23,1,CLIC
1981-10-24,1.1,CLIC
1981-10-25,3.3,CLIC
1981-10-26,5.7,CLIC
1981-10-27,3.9,CLIC
1981-10-28,1.9,CLIC
1981-10-29,3.8,CLIC
1981-10-30,3,CLIC
1981-10-31,8,CLIC
1981-11-01,5.2,CLIC
1981-11-02,1.3,CLIC
1981-11-03,1.8,CLIC
1981-11-04,3.9,CLIC
1981-11-05,4.1,CLIC
1981-11-06,3.8,CLIC
1981-11-07,2.9,CLIC
1981-11-08,3.8,CLIC
1981-11-09,7.8,CLIC
1981-11-10,6.6,CLIC
1981-11-11,4.1,CLIC
1981-11-12,0.6,CLIC
1981-11-13,3.1,CLIC
1981-11-14,3.3,CLIC
1981-11-15,3.1,CLIC
1981-11-16,4,CLIC
1981-11-17,3.6,CLIC
1981-11-18,2.1,CLIC
1981-11-19,4.5,CLIC
1981-11-20,1.8,CLIC
1981-11-21,1,CLIC
1981-11-22,2.3,CLIC
1981-11-23,4.1,CLIC
1981-11-24,4,CLIC
1981-11-25,3.5,CLIC
1981-11-26,4,CLIC
1981-11-27,2.9,CLIC
1981-11-28,6.8,CLIC
1981-11-29,0.9,CLIC
1981-11-30,1.5,CLIC
1981-12-01,4.1,CLIC
1981-12-02,3.2,CLIC
1981-12-03,2.7,CLIC
1981-12-04,1.7,CLIC
1981-12-05,0.3,CLIC
1981-12-06,1.7,CLIC
1981-12-07,2.1,CLIC
1981-12-08,0.4,CLIC
1981-12-09,3.4,CLIC
1981-12-10,0.5,CLIC
1981-12-11,2.5,CLIC
1981-12-12,5.1,CLIC
1981-12-13,4.7,CLIC
1981-12-14,2.8,CLIC
1981-12-15,1.4,CLIC
1981-12-16,1.8,CLIC
1981-12-17,3.5,CLIC
1981-12-18,3.7,CLIC
1981-12-19,5.9,CLIC
1981-12-20,3.1,CLIC
1981-12-21,2.7,CLIC
1981-12-22,1.3,CLIC
1981-12-23,1.4,CLIC
1981-12-24,3.3,CLIC
1981-12-25,1.4,CLIC
1981-12-26,4.3,CLIC
1981-12-27,3.4,CLIC
1981-12-28,2.7,CLIC
1981-12-29,1.4,CLIC
1981-12-30,3.3,CLIC
1981-12-31,0.2,CLIC
1982-01-01,2.8,CLIC
1982-01-02,1.8,CLIC
1982-01-03,5.9,CLIC
1982-01-04,4.6,CLIC
1982-01-05,4,CLIC
1982-01-06,1.6,CLIC
1982-01-07,2.9,CLIC
1982-01-08,4.6,CLIC
1982-01-09,1.6,CLIC
1982-01-10,3.8,CLIC
1982-01-11,2.9,CLIC
1982-01-12,1.2,CLIC
1982-01-13,1.1,CLIC
1982-01-14,2.3,CLIC
1982-01-15,1.5,CLIC
1982-01-16,3,CLIC
1982-01-17,5.8,CLIC
1982-01-18,1.7,CLIC
1982-01-19,4.5,CLIC
1982-01-20,5.2,CLIC
1982-01-21,4.2,CLIC
1982-01-22,5.2,CLIC
1982-01-23,3.8,CLIC
1982-01-24,3.6,CLIC
1982-01-25,2.8,CLIC
1982-01-26,2.9,CLIC
1982-01-27,5.4,CLIC
1982-01-28,4.5,CLIC
1982-01-29,5,CLIC
1982-01-30,5.8,CLIC
1982-01-31,4,CLIC
1982-02-01,4,CLIC
1982-02-02,3.4,CLIC
1982-02-03,3,CLIC
1982-02-04,3.7,CLIC
1982-02-05,0.1,CLIC
1982-02-06,4.1,CLIC
1982-02-07,2,CLIC
1982-02-08,2.8,CLIC
1982-02-09,3.7,CLIC
1982-02-10,0.9,CLIC
1982-02-11,1.8,CLIC
1982-02-12,1.8,CLIC
1982-02-13,2.8,CLIC
1982-02-14,2,CLIC
1982-02-15,4.9,CLIC
1982-02-16,3.3,CLIC
1982-02-17,9.4,CLIC
1982-02-18,1.7,CLIC
1982-02-19,0.6,CLIC
1982-02-20,2,CLIC
1982-02-21,4,CLIC
1982-02-22,4.3,CLIC
1982-02-23,4.3,CLIC
1982-02-24,2.5,CLIC
1982-02-25,1.8,CLIC
1982-02-26,3.6,CLIC
1982-02-27,1.7,CLIC
1982-02-28,2.9,CLIC
1982-03-01,4.4,CLIC
1982-03-02,5.3,CLIC
1982-03-03,4.5,CLIC
1982-03-04,4.9,CLIC
1982-03-05,5.6,CLIC
1982-03-06,1.1,CLIC
1982-03-07,4.2,CLIC
1982-03-08,5,CLIC
1982-03-09,3.8,CLIC
1982-03-10,4.6,CLIC
1982-03-11,6.6,CLIC
1982-03-12,5.8,CLIC
1982-03-13,5.4,CLIC
1982-03-14,5.8,CLIC
1982-03-15,5.5,CLIC
1982-03-16,5.9,CLIC
1982-03-17,7.5,CLIC
1982-03-18,6.6,CLIC
1982-03-19,7.2,CLIC
1982-03-20,5.8,CLIC
1982-03-21,5.4,CLIC
1982-03-22,5.7,CLIC
1982-03-23,4.2,CLIC
1982-03-24,3.6,CLIC
1982-03-26,2.2,CLIC
1982-03-27,3.6,CLIC
1982-03-28,2.5,CLIC
1982-03-29,3.6,CLIC
1982-03-30,4,CLIC
1982-03-31,3.3,CLIC
1982-04-01,7.2,CLIC
1982-04-02,8.1,CLIC
1982-04-03,5.6,CLIC
1982-04-04,6.9,CLIC
1982-04-05,6.8,CLIC
1982-04-06,6.5,CLIC
1982-04-07,7.6,CLIC
1982-04-08,6.8,CLIC
1982-04-09,6.8,CLIC
1982-04-10,5.7,CLIC
1982-04-11,7.7,CLIC
1982-04-12,7.1,CLIC
1982-04-13,6,CLIC
1982-04-14,5.9,CLIC
1982-04-15,5.5,CLIC
1982-04-16,6.2,CLIC
1982-04-17,6.6,CLIC
1982-04-18,4.7,CLIC
1982-04-19,6.7,CLIC
1982-04-20,6,CLIC
1982-04-21,5.2,CLIC
1982-04-22,3.7,CLIC
1982-04-23,3.6,CLIC
1982-04-24,3.9,CLIC
1982-04-25,4.7,CLIC
1982-04-26,4.4,CLIC
1982-04-27,4.6,CLIC
1982-04-28,3.3,CLIC
1982-04-29,3.9,CLIC
1982-04-30,5,CLIC
1982-05-01,7,CLIC
1982-05-02,6.8,CLIC
1982-05-03,5.4,CLIC
1982-05-04,5.8,CLIC
1982-05-05,6.8,CLIC
1982-05-06,4,CLIC
1982-05-07,3.5,CLIC
1982-05-08,3.9,CLIC
1982-05-09,2.9,CLIC
1982-05-10,5.6,CLIC
1982-05-11,3.3,CLIC
1982-05-12,2.3,CLIC
1982-05-13,8.3,CLIC
1982-05-14,9.9,CLIC
1982-05-15,2.8,CLIC
1982-05-16,2,CLIC
1982-05-17,2.2,CLIC
1982-05-19,2.8,CLIC
1982-05-20,4.1,CLIC
1982-05-21,4.7,CLIC
1982-05-22,5.4,CLIC
1982-05-23,6.1,CLIC
1982-05-24,4.8,CLIC
1982-05-25,6.7,CLIC
1982-05-26,6.1,CLIC
1982-05-27,6.5,CLIC
1982-05-28,5.6,CLIC
1982-05-29,5.8,CLIC
1982-05-30,5.8,CLIC
1982-05-31,5.9,CLIC
1982-06-01,12.5,CLIC
1982-06-02,8.2,CLIC
1982-06-03,7.4,CLIC
1982-06-04,6,CLIC
1982-06-05,5.7,CLIC
1982-06-06,4.9,CLIC
1982-06-07,9.2,CLIC
1982-06-08,10.3,CLIC
1982-06-09,2.1,CLIC
1982-06-10,6.9,CLIC
1982-06-11,9.7,CLIC
1982-06-12,9,CLIC
1982-06-13,4.1,CLIC
1982-06-14,8.8,CLIC
1982-06-15,7.6,CLIC
1982-06-16,8.4,CLIC
1982-06-17,8.5,CLIC
1982-06-18,8.2,CLIC
1982-06-19,9.5,CLIC
1982-06-20,4.8,CLIC
1982-06-21,7.6,CLIC
1982-06-22,10.7,CLIC
1982-06-23,10.6,CLIC
1982-06-24,9.9,CLIC
1982-06-25,7.5,CLIC
1982-06-26,5.5,CLIC
1982-06-27,6.7,CLIC
1982-06-28,8.8,CLIC
1982-06-29,10.1,CLIC
1982-06-30,9.6,CLIC
1982-07-01,9.6,CLIC
1982-07-02,7.4,CLIC
1982-07-03,4.6,CLIC
1982-07-04,4.7,CLIC
1982-07-05,8.3,CLIC
1982-07-06,12.5,CLIC
1982-07-07,9.4,CLIC
1982-07-08,9.8,CLIC
1982-07-09,8.6,CLIC
1982-07-10,9.8,CLIC
1982-07-11,7.7,CLIC
1982-07-12,12.3,CLIC
1982-07-13,7.4,CLIC
1982-07-14,7.3,CLIC
1982-07-15,5.9,CLIC
1982-07-16,4.9,CLIC
1982-07-17,8.6,CLIC
1982-07-18,8.5,CLIC
1982-07-19,9.5,CLIC
1982-07-20,7.8,CLIC
1982-07-21,7,CLIC
1982-07-22,5.9,CLIC
1982-07-23,7.5,CLIC
1982-07-24,2.9,CLIC
1982-07-25,6.6,CLIC
1982-07-26,9.5,CLIC
1982-07-27,8.1,CLIC
1982-07-28,9.7,CLIC
1982-07-29,3.5,CLIC
1982-07-30,8.3,CLIC
1982-07-31,5.4,CLIC
1982-08-01,7.5,CLIC
1982-08-02,7.5,CLIC
1982-08-03,10.3,CLIC
1982-08-04,9.4,CLIC
1982-08-05,8.9,CLIC
1982-08-06,7.7,CLIC
1982-08-07,7,CLIC
1982-08-08,5.3,CLIC
1982-08-09,7.3,CLIC
1982-08-10,7.8,CLIC
1982-08-11,6.9,CLIC
1982-08-12,8.1,CLIC
1982-08-13,6.2,CLIC
1982-08-14,8,CLIC
1982-08-15,7.9,CLIC
1982-08-16,9.4,CLIC
1982-08-17,7,CLIC
1982-08-18,9,CLIC
1982-08-19,8,CLIC
1982-08-20,6.7,CLIC
1982-08-21,8.2,CLIC
1982-08-22,7.7,CLIC
1982-08-23,6,CLIC
1982-08-24,8.5,CLIC
1982-08-25,7.4,CLIC
1982-08-26,10.8,CLIC
1982-08-27,7.8,CLIC
1982-08-28,6.7,CLIC
1982-08-29,8.1,CLIC
1982-08-30,9.1,CLIC
1982-08-31,8.9,CLIC
1982-09-01,12.7,CLIC
1982-09-02,10.7,CLIC
1982-09-03,7.5,CLIC
1982-09-04,12.7,CLIC
1982-09-05,5.7,CLIC
1982-09-06,7.6,CLIC
1982-09-07,5.8,CLIC
1982-09-08,7.2,CLIC
1982-09-09,5.8,CLIC
1982-09-10,6.4,CLIC
1982-09-11,6.4,CLIC
1982-09-12,5.6,CLIC
1982-09-13,3.1,CLIC
1982-09-14,6.7,CLIC
1982-09-15,5.7,CLIC
1982-09-16,2.9,CLIC
1982-09-17,10.4,CLIC
1982-09-18,8.3,CLIC
1982-09-19,4.9,CLIC
1982-09-20,8.1,CLIC
1982-09-21,1.3,CLIC
1982-09-22,7.2,CLIC
1982-09-23,5.8,CLIC
1982-09-24,3.8,CLIC
1982-09-25,6.5,CLIC
1982-09-26,2.4,CLIC
1982-09-27,7.7,CLIC
1982-09-28,7,CLIC
1982-09-29,7,CLIC
1982-09-30,7.3,CLIC
1982-10-01,6.2,CLIC
1982-10-02,8.2,CLIC
1982-10-03,6.5,CLIC
1982-10-04,7.6,CLIC
1982-10-05,6.7,CLIC
1982-10-06,6.6,CLIC
1982-10-07,6.6,CLIC
1982-10-08,4.3,CLIC
1982-10-09,2.9,CLIC
1982-10-10,2.7,CLIC
1982-10-11,5.1,CLIC
1982-10-12,2.7,CLIC
1982-10-13,4.6,CLIC
1982-10-14,4.4,CLIC
1982-10-15,3.7,CLIC
1982-10-16,4.5,CLIC
1982-10-17,5.2,CLIC
1982-10-18,6.2,CLIC
1982-10-19,4.8,CLIC
1982-10-20,3.6,CLIC
1982-10-21,4.1,CLIC
1982-10-22,3.2,CLIC
1982-10-23,5.6,CLIC
1982-10-24,4.6,CLIC
1982-10-25,5.5,CLIC
1982-10-26,4.7,CLIC
1982-10-27,4,CLIC
1982-10-28,4.1,CLIC
1982-10-29,5.7,CLIC
1982-10-30,4.4,CLIC
1982-10-31,5.7,CLIC
1982-11-01,5.5,CLIC
1982-11-02,7.4,CLIC
1982-11-03,3.5,CLIC
1982-11-04,2.8,CLIC
1982-11-05,4.3,CLIC
1982-11-06,4.3,CLIC
1982-11-07,5,CLIC
1982-11-08,5.6,CLIC
1982-11-09,2.9,CLIC
1982-11-10,3.7,CLIC
1982-11-11,2.7,CLIC
1982-11-12,5.5,CLIC
1982-11-13,3.4,CLIC
1982-11-14,3.4,CLIC
1982-11-15,4.3,CLIC
1982-11-16,4.3,CLIC
1982-11-17,1.6,CLIC
1982-11-18,1.4,CLIC
1982-11-19,2.5,CLIC
1982-11-20,5.1,CLIC
1982-11-21,3.2,CLIC
1982-11-22,4.6,CLIC
1982-11-23,5.1,CLIC
1982-11-24,1.4,CLIC
1982-11-25,2.1,CLIC
1982-11-26,1.2,CLIC
1982-11-27,2,CLIC
1982-11-28,2.2,CLIC
1982-11-29,1.8,CLIC
1982-11-30,2.4,CLIC
1982-12-01,6.1,CLIC
1982-12-02,5.6,CLIC
1982-12-03,5,CLIC
1982-12-04,6,CLIC
1982-12-05,6.1,CLIC
1982-12-06,7.3,CLIC
1982-12-07,3.9,CLIC
1982-12-08,3.5,CLIC
1982-12-09,1.5,CLIC
1982-12-10,0.3,CLIC
1982-12-11,1.2,CLIC
1982-12-12,1.4,CLIC
1982-12-13,3.4,CLIC
1982-12-14,2.1,CLIC
1982-12-15,2.5,CLIC
1982-12-16,2.4,CLIC
1982-12-17,2.3,CLIC
1982-12-18,1.8,CLIC
1982-12-19,2.3,CLIC
1982-12-20,2.7,CLIC
1982-12-21,3.4,CLIC
1982-12-22,2.2,CLIC
1982-12-23,2.9,CLIC
1982-12-24,2.6,CLIC
1982-12-25,3.3,CLIC
1982-12-26,5.8,CLIC
1982-12-27,2.1,CLIC
1982-12-28,0.4,CLIC
1982-12-29,0.8,CLIC
1982-12-30,2.1,CLIC
1982-12-31,2.8,CLIC
1983-01-01,0.8,CLIC
1983-01-02,1.1,CLIC
1983-01-03,0.6,CLIC
1983-01-04,2.5,CLIC
1983-01-05,1.3,CLIC
1983-01-06,1.1,CLIC
1983-01-07,2.7,CLIC
1983-01-08,1.3,CLIC
1983-01-09,3.6,CLIC
1983-01-10,1.9,CLIC
1983-01-11,2.2,CLIC
1983-01-12,2.7,CLIC
1983-01-13,0.7,CLIC
1983-01-14,1.9,CLIC
1983-01-15,2.6,CLIC
1983-01-16,1.2,CLIC
1983-01-17,0.9,CLIC
1983-01-18,0.1,CLIC
1983-01-19,0.3,CLIC
1983-01-20,1.5,CLIC
1983-01-21,0.5,CLIC
1983-01-22,2.2,CLIC
1983-01-23,2.2,CLIC
1983-01-24,3.1,CLIC
1983-01-25,2.7,CLIC
1983-01-26,3.2,CLIC
1983-01-27,4,CLIC
1983-01-28,0.8,CLIC
1983-01-29,3.8,CLIC
1983-01-30,2.4,CLIC
1983-01-31,2.3,CLIC
1983-02-01,4.6,CLIC
1983-02-02,5.4,CLIC
1983-02-03,0.4,CLIC
1983-02-04,2,CLIC
1983-02-05,1.9,CLIC
1983-02-06,1.5,CLIC
1983-02-07,4.8,CLIC
1983-02-08,3.9,CLIC
1983-02-09,5.8,CLIC
1983-02-10,5.7,CLIC
1983-02-11,0.5,CLIC
1983-02-12,2.4,CLIC
1983-02-13,3.7,CLIC
1983-02-14,3.5,CLIC
1983-02-15,4.3,CLIC
1983-02-16,3.9,CLIC
1983-02-17,4.1,CLIC
1983-02-18,1.8,CLIC
1983-02-19,7.4,CLIC
1983-02-20,4.3,CLIC
1983-02-21,6,CLIC
1983-02-22,5,CLIC
1983-02-23,3.2,CLIC
1983-02-24,3.9,CLIC
1983-02-25,0.9,CLIC
1983-02-26,1.8,CLIC
1983-02-27,2.3,CLIC
1983-02-28,2.6,CLIC
1983-03-01,2.4,CLIC
1983-03-02,8.5,CLIC
1983-03-03,7.1,CLIC
1983-03-04,7.9,CLIC
1983-03-05,6.7,CLIC
1983-03-06,5.2,CLIC
1983-03-07,6.9,CLIC
1983-03-08,6.5,CLIC
1983-03-09,3,CLIC
1983-03-10,3,CLIC
1983-03-11,4,CLIC
1983-03-12,4.3,CLIC
1983-03-13,2.7,CLIC
1983-03-14,7.7,CLIC
1983-03-15,1.3,CLIC
1983-03-16,7.2,CLIC
1983-03-17,4.2,CLIC
1983-03-18,4.7,CLIC
1983-03-19,7.2,CLIC
1983-03-20,7.1,CLIC
1983-03-21,7,CLIC
1983-03-22,5.4,CLIC
1983-03-23,5,CLIC
1983-03-24,7.9,CLIC
1983-03-25,6.3,CLIC
1983-03-26,6.1,CLIC
1983-03-27,5,CLIC
1983-03-28,5.4,CLIC
1983-03-29,6.5,CLIC
1983-03-30,3.1,CLIC
1983-03-31,7.3,CLIC
1983-04-01,5.3,CLIC
1983-04-02,3.7,CLIC
1983-04-03,8.3,CLIC
1983-04-04,3.7,CLIC
1983-04-05,4,CLIC
1983-04-06,7.8,CLIC
1983-04-07,6.2,CLIC
1983-04-08,3.5,CLIC
1983-04-09,1.9,CLIC
1983-04-10,4.9,CLIC
1983-04-11,6.8,CLIC
1983-04-12,7.2,CLIC
1983-04-13,3.7,CLIC
1983-04-14,2.8,CLIC
1983-04-15,4.9,CLIC
1983-04-16,7,CLIC
1983-04-17,5.1,CLIC
1983-04-18,6.1,CLIC
1983-04-19,8.9,CLIC
1983-04-20,1.5,CLIC
1983-04-21,9.6,CLIC
1983-04-22,6.1,CLIC
1983-04-23,13.8,CLIC
1983-04-24,5,CLIC
1983-04-25,4.8,CLIC
1983-04-26,7.7,CLIC
1983-04-27,5,CLIC
1983-04-28,2.6,CLIC
1983-04-29,2.4,CLIC
1983-04-30,4.9,CLIC
1983-05-01,7.2,CLIC
1983-05-02,5.4,CLIC
1983-05-03,7.7,CLIC
1983-05-04,2.7,CLIC
1983-05-05,6.4,CLIC
1983-05-06,6.8,CLIC
1983-05-07,8.9,CLIC
1983-05-08,5.5,CLIC
1983-05-09,4.4,CLIC
1983-05-10,4.9,CLIC
1983-05-11,4.7,CLIC
1983-05-12,8.4,CLIC
1983-05-13,7.8,CLIC
1983-05-14,9.6,CLIC
1983-05-15,4.9,CLIC
1983-05-16,8.9,CLIC
1983-05-17,4.5,CLIC
1983-05-18,3.6,CLIC
1983-05-19,6.9,CLIC
1983-05-20,7.5,CLIC
1983-05-21,9.6,CLIC
1983-05-22,2.3,CLIC
1983-05-23,2.3,CLIC
1983-05-24,2.5,CLIC
1983-05-25,3.7,CLIC
1983-05-29,5.6,CLIC
1983-05-30,7.8,CLIC
1983-05-31,6.9,CLIC
1983-06-01,0.8,CLIC
1983-06-02,4.6,CLIC
1983-06-03,9.8,CLIC
1983-06-04,4.4,CLIC
1983-06-05,3.2,CLIC
1983-06-06,10,CLIC
1983-06-07,1.9,CLIC
1983-06-08,5,CLIC
1983-06-09,5.7,CLIC
1983-06-10,6.6,CLIC
1983-06-11,8.5,CLIC
1983-06-12,7.7,CLIC
1983-06-13,7,CLIC
1983-06-14,8.7,CLIC
1983-06-15,2.7,CLIC
1983-06-16,8.7,CLIC
1983-06-17,4.8,CLIC
1983-06-18,7.6,CLIC
1983-06-19,3.8,CLIC
1983-06-20,9.8,CLIC
1983-06-21,9.7,CLIC
1983-06-22,7.5,CLIC
1983-06-23,6.6,CLIC
1983-06-24,5.1,CLIC
1983-06-25,7.6,CLIC
1983-06-26,8.3,CLIC
1983-06-27,9.2,CLIC
1983-06-28,7.8,CLIC
1983-06-29,10.4,CLIC
1983-06-30,3.2,CLIC
1983-07-01,6.7,CLIC
1983-07-02,3.8,CLIC
1983-07-03,4.5,CLIC
1983-07-04,9,CLIC
1983-07-05,3.1,CLIC
1983-07-06,5,CLIC
1983-07-07,7.2,CLIC
1983-07-08,8.3,CLIC
1983-07-09,5.8,CLIC
1983-07-10,5.8,CLIC
1983-07-11,6.2,CLIC
1983-07-12,5.6,CLIC
1983-07-13,2,CLIC
1983-07-14,5.2,CLIC
1983-07-15,2.7,CLIC
1983-07-16,10.3,CLIC
1983-07-17,6.9,CLIC
1983-07-18,1.9,CLIC
1983-07-19,1.3,CLIC
1983-07-20,3.2,CLIC
1983-07-21,4.9,CLIC
1983-07-22,6.6,CLIC
1983-07-23,6.4,CLIC
1983-07-24,10.5,CLIC
1983-07-25,11,CLIC
1983-07-26,6.4,CLIC
1983-07-27,11.5,CLIC
1983-07-28,3.1,CLIC
1983-07-29,11.5,CLIC
1983-07-30,11.6,CLIC
1983-07-31,5.6,CLIC
1983-08-01,7.1,CLIC
1983-08-02,6.5,CLIC
1983-08-03,6.9,CLIC
1983-08-04,6.9,CLIC
1983-08-05,3.9,CLIC
1983-08-06,3.6,CLIC
1983-08-07,2.9,CLIC
1983-08-08,6,CLIC
1983-08-09,8.2,CLIC
1983-08-10,6.3,CLIC
1983-08-11,8.7,CLIC
1983-08-12,6.9,CLIC
1983-08-13,7.5,CLIC
1983-08-14,2.3,CLIC
1983-08-15,3,CLIC
1983-08-16,1.9,CLIC
1983-08-17,3.6,CLIC
1983-08-18,8.1,CLIC
1983-08-19,10.3,CLIC
1983-08-20,7.7,CLIC
1983-08-21,8.9,CLIC
1983-08-22,6.2,CLIC
1983-08-23,6.6,CLIC
1983-08-24,6.6,CLIC
1983-08-25,6.8,CLIC
1983-08-26,7,CLIC
1983-08-27,7.1,CLIC
1983-08-29,2.7,CLIC
1983-08-30,7.5,CLIC
1983-08-31,6.6,CLIC
1983-09-01,4.9,CLIC
1983-09-02,5.6,CLIC
1983-09-03,6.3,CLIC
1983-09-04,7.1,CLIC
1983-09-05,3.9,CLIC
1983-09-06,6.9,CLIC
1983-09-07,7,CLIC
1983-09-08,7.6,CLIC
1983-09-09,0.7,CLIC
1983-09-10,6.4,CLIC
1983-09-11,3.5,CLIC
1983-09-12,3.9,CLIC
1983-09-13,4.5,CLIC
1983-09-14,2.4,CLIC
1983-09-15,4.1,CLIC
1983-09-16,3.2,CLIC
1983-09-17,10.9,CLIC
1983-09-18,5.4,CLIC
1983-09-19,6.6,CLIC
1983-09-20,8.9,CLIC
1983-09-21,1.4,CLIC
1983-09-22,2.9,CLIC
1983-09-23,3.1,CLIC
1983-09-24,6.1,CLIC
1983-09-25,7.2,CLIC
1983-09-26,2.6,CLIC
1983-09-27,1.9,CLIC
1983-09-28,4.3,CLIC
1983-09-29,3.5,CLIC
1983-09-30,1.6,CLIC
1983-10-01,4.2,CLIC
1983-10-02,4.5,CLIC
1983-10-03,3.8,CLIC
1983-10-04,5.8,CLIC
1983-10-05,4.9,CLIC
1983-10-06,5.1,CLIC
1983-10-07,6,CLIC
1983-10-08,3.5,CLIC
1983-10-09,2,CLIC
1983-10-10,2.7,CLIC
1983-10-11,5.3,CLIC
1983-10-12,1.3,CLIC
1983-10-13,4.2,CLIC
1983-10-14,3.2,CLIC
1983-10-15,5.2,CLIC
1983-10-16,3.5,CLIC
1983-10-17,4.2,CLIC
