Estación: ,C19185,EL CANADA
2000-03-29,11.05,CLIC
2000-03-30,8.96,CLIC
2000-03-31,8.77,CLIC
2000-04-01,8.95,CLIC
2000-04-02,6.05,CLIC
2000-04-03,9.62,CLIC
2000-04-04,8.12,CLIC
2000-04-05,8.05,CLIC
2000-04-06,9.41,CLIC
2000-04-07,11.12,CLIC
2000-04-08,6.36,CLIC
2000-04-09,7.42,CLIC
2000-04-10,7.17,CLIC
2000-04-11,8.89,CLIC
2000-04-12,5.06,CLIC
2000-04-13,6.48,CLIC
2000-04-14,9.41,CLIC
2000-04-15,9.01,CLIC
2000-04-16,7.35,CLIC
2000-04-17,8.27,CLIC
2000-04-18,9.76,CLIC
2000-04-19,11.45,CLIC
2000-04-20,10.82,CLIC
2000-04-21,4.38,CLIC
2000-04-22,6.08,CLIC
2000-04-23,11.17,CLIC
2000-04-24,11.48,CLIC
2000-04-25,9.9,CLIC
2000-04-26,7.85,CLIC
2000-04-27,9.13,CLIC
2000-04-28,10.52,CLIC
2000-04-29,10.41,CLIC
2000-04-30,9.02,CLIC
2000-05-01,7.35,CLIC
2000-05-02,7.8,CLIC
2000-05-03,11.15,CLIC
2000-05-04,12.45,CLIC
2000-05-05,11.25,CLIC
2000-05-06,10.24,CLIC
2000-05-07,9.93,CLIC
2000-05-08,9.75,CLIC
2000-05-09,11.06,CLIC
2000-05-10,9.53,CLIC
2000-05-11,11.08,CLIC
2000-05-12,9.75,CLIC
2000-05-13,7.3,CLIC
2000-05-14,9.65,CLIC
2000-05-15,9.35,CLIC
2000-05-16,9.81,CLIC
2000-05-17,11.23,CLIC
2000-05-18,11.29,CLIC
2000-05-19,9.45,CLIC
2000-05-20,7.26,CLIC
2000-05-21,8.11,CLIC
2000-05-22,10.15,CLIC
2000-05-23,10.8,CLIC
2000-05-24,10.95,CLIC
2000-05-25,10.6,CLIC
2000-05-26,6.2,CLIC
2000-05-27,5.3,CLIC
2000-05-28,7.69,CLIC
2000-05-29,10.05,CLIC
2000-05-30,9.2,CLIC
2000-05-31,9.14,CLIC
2000-06-01,10.11,CLIC
2000-06-02,10.7,CLIC
2000-06-03,9.05,CLIC
2000-06-04,5.5,CLIC
2000-06-05,3.94,CLIC
2000-06-06,5.98,CLIC
2000-06-07,5.02,CLIC
2000-06-08,3.95,CLIC
2000-06-09,5.01,CLIC
2000-06-10,7.3,CLIC
2000-06-11,6.37,CLIC
2000-06-12,5.43,CLIC
2000-06-13,7.7,CLIC
2000-06-14,8.42,CLIC
2000-06-15,7.98,CLIC
2000-06-16,9.05,CLIC
2000-06-17,6.45,CLIC
2000-06-18,11.09,CLIC
2000-06-19,8.53,CLIC
2000-06-20,8.48,CLIC
2000-06-21,8.94,CLIC
2000-06-22,9.31,CLIC
2000-06-23,9.95,CLIC
2000-06-24,9.3,CLIC
2000-06-25,8.89,CLIC
2000-06-26,11.66,CLIC
2000-06-27,11.25,CLIC
2000-06-28,10.1,CLIC
2000-06-29,10.95,CLIC
2000-06-30,11.25,CLIC
2000-07-01,11.4,CLIC
2000-07-02,11.24,CLIC
2000-07-03,10.96,CLIC
2000-07-04,10.2,CLIC
2000-07-05,10.74,CLIC
2000-07-06,10.09,CLIC
2000-07-07,11.17,CLIC
2000-07-08,11.4,CLIC
2000-07-09,10.2,CLIC
2000-07-10,10.09,CLIC
2000-07-11,0.3,CLIC
2000-07-12,10.9,CLIC
2000-07-13,10.75,CLIC
2000-07-14,11.04,CLIC
2000-07-15,11.01,CLIC
2000-07-16,10.99,CLIC
2000-07-17,9.98,CLIC
2000-07-18,10.92,CLIC
2000-07-19,10.49,CLIC
2000-07-20,12.6,CLIC
2000-07-21,9.01,CLIC
2000-07-22,10.5,CLIC
2000-07-23,11.29,CLIC
2000-07-24,11.1,CLIC
2000-07-25,10.61,CLIC
2000-07-26,10.29,CLIC
2000-07-27,11.66,CLIC
2000-07-28,10.2,CLIC
2000-07-29,1.04,CLIC
2000-07-30,8.4,CLIC
2000-07-31,8.88,CLIC
2000-08-01,9.92,CLIC
2000-08-02,9.91,CLIC
2000-08-03,8.63,CLIC
2000-08-10,10.1,CLIC
2000-08-11,9.85,CLIC
2000-08-12,4.73,CLIC
2000-08-13,5.3,CLIC
2000-08-14,4.32,CLIC
2000-08-15,2.3,CLIC
2000-08-16,8.35,CLIC
2000-08-17,7.95,CLIC
2000-08-18,7.34,CLIC
2000-08-19,10.9,CLIC
2000-08-20,11.09,CLIC
2000-08-21,10.16,CLIC
2000-08-22,10.3,CLIC
2000-08-23,10.19,CLIC
2000-08-24,9.46,CLIC
2000-08-25,10.5,CLIC
2000-08-26,10.49,CLIC
2000-08-27,9.16,CLIC
2000-09-02,10.4,CLIC
2000-09-03,11.36,CLIC
2000-09-04,11.1,CLIC
2000-09-05,11.75,CLIC
2000-09-06,11.33,CLIC
2000-09-07,10.08,CLIC
2000-09-08,10.35,CLIC
2000-09-09,9.81,CLIC
2000-09-10,9.8,CLIC
2000-09-11,10.98,CLIC
2000-09-12,11.16,CLIC
2000-09-13,10.21,CLIC
2000-09-14,3.7,CLIC
2000-09-15,2.68,CLIC
2000-09-16,2.22,CLIC
2000-09-17,6.05,CLIC
2000-09-19,6.54,CLIC
2000-09-20,4.54,CLIC
2000-09-21,6.42,CLIC
2000-09-22,6.85,CLIC
2000-09-23,7.41,CLIC
2000-09-24,8.13,CLIC
2000-09-25,5.11,CLIC
2000-09-26,5.09,CLIC
2000-09-27,5.68,CLIC
2000-09-28,7.78,CLIC
2000-09-29,6.24,CLIC
2000-09-30,7.01,CLIC
2000-10-01,7.66,CLIC
2000-10-02,8.07,CLIC
2000-10-03,9.22,CLIC
2000-10-04,11.66,CLIC
2000-10-05,8.72,CLIC
2000-10-06,2.08,CLIC
2000-10-07,5.13,CLIC
2000-10-08,2.61,CLIC
2000-10-09,3.31,CLIC
2000-10-10,2.1,CLIC
2000-10-11,1.5,CLIC
2000-10-12,1.12,CLIC
2000-10-13,2.53,CLIC
2000-10-14,3.1,CLIC
2000-10-15,4.25,CLIC
2000-10-16,5.75,CLIC
2000-10-17,6.05,CLIC
2000-10-18,4.04,CLIC
2000-10-19,2.96,CLIC
2000-10-20,3.57,CLIC
2000-10-21,2.43,CLIC
2000-10-22,6.17,CLIC
2000-10-23,7.5,CLIC
2000-10-24,5.71,CLIC
2000-10-25,7.11,CLIC
2000-10-26,7.01,CLIC
2000-10-27,7.5,CLIC
2000-10-28,7.69,CLIC
2000-10-29,6.5,CLIC
2000-10-30,7.05,CLIC
2000-10-31,8.15,CLIC
2000-11-01,8.5,CLIC
2000-11-02,5.87,CLIC
2000-11-03,3.22,CLIC
2000-11-04,2.05,CLIC
2000-11-05,1.94,CLIC
2000-11-06,4.4,CLIC
2000-11-07,5.47,CLIC
2000-11-08,4.8,CLIC
2000-11-09,4.75,CLIC
2000-11-10,4.34,CLIC
2000-11-11,5.23,CLIC
2000-11-12,6.45,CLIC
2000-11-13,4,CLIC
2000-11-14,4.85,CLIC
2000-11-15,4.69,CLIC
2000-11-16,4.25,CLIC
2000-11-17,1.71,CLIC
2000-11-18,1.19,CLIC
2000-11-19,3.06,CLIC
2000-11-20,1.29,CLIC
2000-11-21,3.81,CLIC
2000-11-22,2,CLIC
2000-11-23,5.45,CLIC
2000-11-24,4.99,CLIC
2000-11-25,4.69,CLIC
2000-11-26,4.06,CLIC
2000-11-27,5.75,CLIC
2000-11-28,6.04,CLIC
2000-11-29,6.21,CLIC
2000-11-30,1.04,CLIC
2000-12-01,1.66,CLIC
2000-12-02,4.55,CLIC
2000-12-03,0.79,CLIC
2000-12-04,3.01,CLIC
2000-12-05,1.45,CLIC
2000-12-06,2.94,CLIC
2000-12-07,7.39,CLIC
2000-12-08,9.02,CLIC
2000-12-09,4.2,CLIC
2000-12-10,6.45,CLIC
2000-12-11,3.04,CLIC
2000-12-12,2.5,CLIC
2000-12-13,2.11,CLIC
2000-12-14,3.09,CLIC
2000-12-15,4.81,CLIC
2000-12-16,4.95,CLIC
2000-12-17,4.55,CLIC
2000-12-18,5.49,CLIC
2000-12-19,4.38,CLIC
2000-12-20,4.13,CLIC
2000-12-21,5.17,CLIC
2000-12-22,4.99,CLIC
2000-12-23,4.81,CLIC
2000-12-24,4.1,CLIC
2000-12-25,4.05,CLIC
2000-12-26,4.05,CLIC
2000-12-27,5.07,CLIC
2000-12-28,4.16,CLIC
2000-12-29,3.72,CLIC
2000-12-30,2.9,CLIC
2000-12-31,4.15,CLIC
2001-01-01,2.44,CLIC
2001-01-02,0.43,CLIC
2001-01-03,2.42,CLIC
2001-01-04,3.25,CLIC
2001-01-05,5.53,CLIC
2001-01-06,6.7,CLIC
2001-01-07,7.08,CLIC
2001-01-08,4.33,CLIC
2001-01-09,5.14,CLIC
2001-01-10,5.16,CLIC
2001-01-11,4.65,CLIC
2001-01-12,2.85,CLIC
2001-01-13,4.5,CLIC
2001-01-14,5.44,CLIC
2001-01-15,4.29,CLIC
2001-01-16,4.42,CLIC
2001-01-17,2.05,CLIC
2001-01-18,3.77,CLIC
2001-01-19,5.22,CLIC
2001-01-20,5.05,CLIC
2001-01-21,5.1,CLIC
2001-01-22,5.06,CLIC
2001-01-23,5.69,CLIC
2001-01-24,0.29,CLIC
2001-01-25,4.13,CLIC
2001-01-26,4.13,CLIC
2001-01-27,6.05,CLIC
2001-01-28,5.45,CLIC
2001-01-29,4.87,CLIC
2001-01-30,5.32,CLIC
2001-01-31,5.05,CLIC
2001-02-01,2.51,CLIC
2001-02-02,1.19,CLIC
2001-02-03,5.06,CLIC
2001-02-04,5.27,CLIC
2001-02-05,4.23,CLIC
2001-02-06,6.72,CLIC
2001-02-07,7.02,CLIC
2001-02-08,6.91,CLIC
2001-02-09,5.01,CLIC
2001-02-10,4.84,CLIC
2001-02-11,4.27,CLIC
2001-02-12,3.95,CLIC
2001-02-13,4.3,CLIC
2001-02-14,4.22,CLIC
2001-02-15,6.02,CLIC
2001-02-16,3.8,CLIC
2001-02-17,4.28,CLIC
2001-02-18,5.22,CLIC
2001-02-19,6.21,CLIC
2001-02-20,6.25,CLIC
2001-02-21,6.15,CLIC
2001-02-22,5.18,CLIC
2001-02-23,5.95,CLIC
2001-02-24,8.79,CLIC
2001-02-25,6.33,CLIC
2001-02-26,8.7,CLIC
2001-02-27,8.51,CLIC
2001-02-28,9.7,CLIC
2001-03-01,6.41,CLIC
2001-03-02,5.28,CLIC
2001-03-03,6.45,CLIC
2001-03-04,5.35,CLIC
2001-03-05,6.25,CLIC
2001-03-06,4.65,CLIC
2001-03-07,5.05,CLIC
2001-03-08,4.32,CLIC
2001-03-09,5.92,CLIC
2001-03-10,4.69,CLIC
2001-03-11,7.12,CLIC
2001-03-12,7.26,CLIC
2001-03-13,8.25,CLIC
2001-03-14,8.81,CLIC
2001-03-15,7.24,CLIC
2001-03-16,5.29,CLIC
2001-03-17,1.9,CLIC
2001-03-18,4.71,CLIC
2001-03-19,4.01,CLIC
2001-03-20,5.97,CLIC
2001-03-21,6.09,CLIC
2001-03-22,6.13,CLIC
2001-03-23,6.37,CLIC
2001-03-24,4.13,CLIC
2001-03-25,3.54,CLIC
2001-03-26,3.13,CLIC
2001-03-27,2.56,CLIC
2001-03-28,5.09,CLIC
2001-03-29,6.41,CLIC
2001-03-30,6.1,CLIC
2001-03-31,5.86,CLIC
2001-04-01,5.61,CLIC
2001-04-02,8.1,CLIC
2001-04-03,9.05,CLIC
2001-04-04,9.54,CLIC
2001-04-05,8.03,CLIC
2001-04-06,9.27,CLIC
2001-04-07,9.09,CLIC
2001-04-08,8.83,CLIC
2001-04-09,5.07,CLIC
2001-04-10,1.7,CLIC
2001-04-11,7.51,CLIC
2001-04-12,9.08,CLIC
2001-04-13,9.41,CLIC
2001-04-14,8.3,CLIC
2001-04-15,9.07,CLIC
2001-04-16,8.77,CLIC
2001-04-17,0.96,CLIC
2001-04-18,1.85,CLIC
2001-04-19,2.15,CLIC
2001-04-20,2.18,CLIC
2001-04-21,6.79,CLIC
2001-04-22,6.92,CLIC
2001-04-23,6.41,CLIC
2001-04-24,2.2,CLIC
2001-04-25,5.28,CLIC
2001-04-26,0.82,CLIC
2001-04-27,6.05,CLIC
2001-04-28,6.67,CLIC
2001-04-29,5.1,CLIC
2001-04-30,6.18,CLIC
2001-05-01,8.67,CLIC
2001-05-02,6.04,CLIC
2001-05-03,2.51,CLIC
2001-05-04,7.28,CLIC
2001-05-05,5.21,CLIC
2001-05-06,7.58,CLIC
2001-05-07,7.23,CLIC
2001-05-08,6.39,CLIC
2001-05-09,7.81,CLIC
2001-05-10,8.07,CLIC
2001-05-11,6.93,CLIC
2001-05-12,5.19,CLIC
2001-05-13,7.68,CLIC
2001-05-14,7.53,CLIC
2001-05-15,8.68,CLIC
2001-05-16,10.29,CLIC
2001-05-17,9.71,CLIC
2001-05-18,8.7,CLIC
2001-05-19,7.69,CLIC
2001-05-20,11.6,CLIC
2001-05-21,9.97,CLIC
2001-05-22,5.19,CLIC
2001-05-23,9.51,CLIC
2001-05-24,10.6,CLIC
2001-05-25,8.87,CLIC
2001-05-26,10.23,CLIC
2001-05-27,9.74,CLIC
2001-05-28,11.12,CLIC
2001-05-29,8.95,CLIC
2001-05-30,8.75,CLIC
2001-05-31,8.59,CLIC
2001-06-01,9.46,CLIC
2001-06-02,8.94,CLIC
2001-06-03,8.5,CLIC
2001-06-04,9.58,CLIC
2001-06-05,10.07,CLIC
2001-06-06,11.15,CLIC
2001-06-07,10.19,CLIC
2001-06-08,10.08,CLIC
2001-06-09,10.05,CLIC
2001-06-10,8.5,CLIC
2001-06-11,7.89,CLIC
2001-06-12,10.75,CLIC
2001-06-13,9.96,CLIC
2001-06-14,9.39,CLIC
2001-06-15,8.49,CLIC
2001-06-16,8.6,CLIC
2001-06-17,7.54,CLIC
2001-06-18,8.86,CLIC
2001-06-19,8.68,CLIC
2001-06-20,9.12,CLIC
2001-06-21,7.19,CLIC
2001-06-22,7.61,CLIC
2001-06-23,8.54,CLIC
2001-06-24,6.39,CLIC
2001-06-25,6.11,CLIC
2001-06-26,8.04,CLIC
2001-06-27,8.06,CLIC
2001-06-28,8.77,CLIC
2001-06-29,9.23,CLIC
2001-06-30,9.08,CLIC
2001-07-01,7.69,CLIC
2001-07-02,3.91,CLIC
2001-07-03,4.19,CLIC
2001-07-04,6.35,CLIC
2001-07-05,8.15,CLIC
2001-07-06,8.68,CLIC
2001-07-07,8.83,CLIC
2001-07-08,8.05,CLIC
2001-07-09,7.42,CLIC
2001-07-10,8.15,CLIC
2001-07-11,8.93,CLIC
2001-07-12,11.22,CLIC
2001-07-13,9.67,CLIC
2001-07-14,10.07,CLIC
2001-07-15,11.91,CLIC
2001-07-16,10.05,CLIC
2001-07-17,9.55,CLIC
2001-07-18,10.19,CLIC
2001-07-19,9.91,CLIC
2001-07-20,9.27,CLIC
2001-07-21,10.93,CLIC
2001-07-22,9.15,CLIC
2001-07-23,10.82,CLIC
2001-07-24,8.33,CLIC
2001-07-25,9.09,CLIC
2001-07-26,9.11,CLIC
2001-07-27,9.4,CLIC
2001-07-28,8.74,CLIC
2001-07-29,9.23,CLIC
2001-07-30,8.95,CLIC
2001-07-31,8.33,CLIC
2001-08-01,10.7,CLIC
2001-08-02,4.83,CLIC
2001-08-03,7.52,CLIC
2001-08-04,8.75,CLIC
2001-08-05,8.14,CLIC
2001-08-06,8.93,CLIC
2001-08-07,7.92,CLIC
2001-08-08,7.25,CLIC
2001-08-09,8.86,CLIC
2001-08-10,9.2,CLIC
2001-08-11,9.2,CLIC
2001-08-12,9.19,CLIC
2001-08-13,8.6,CLIC
2001-08-14,10.4,CLIC
2001-08-15,7.29,CLIC
2001-08-16,11.71,CLIC
2001-08-17,11,CLIC
2001-08-18,10.7,CLIC
2001-08-19,7.4,CLIC
2001-08-20,7.55,CLIC
2001-08-21,6.3,CLIC
2001-08-22,10.99,CLIC
2001-08-23,8.26,CLIC
2001-08-24,8.89,CLIC
2001-08-25,8.81,CLIC
2001-08-26,9.07,CLIC
2001-08-27,6.44,CLIC
2001-08-28,8.66,CLIC
2001-08-29,5.39,CLIC
2001-08-30,10.01,CLIC
2001-08-31,2.93,CLIC
2001-09-01,8.1,CLIC
2001-09-02,7.06,CLIC
2001-09-03,9.79,CLIC
2001-09-04,7.69,CLIC
2001-09-05,8.72,CLIC
2001-09-06,9.3,CLIC
2001-09-07,10.34,CLIC
2001-09-08,8.68,CLIC
2001-09-09,1.92,CLIC
2001-09-10,1.14,CLIC
2001-09-11,1.4,CLIC
2001-09-12,3.8,CLIC
2001-09-13,5.59,CLIC
2001-09-14,6.65,CLIC
2001-09-15,6.3,CLIC
2001-09-16,8.13,CLIC
2001-09-17,9.29,CLIC
2001-09-18,8.11,CLIC
2001-09-19,7.93,CLIC
2001-09-20,2.09,CLIC
2001-09-21,3.11,CLIC
2001-09-22,1.85,CLIC
2001-09-23,3.74,CLIC
2001-09-24,4.52,CLIC
2001-09-25,5.42,CLIC
2001-09-26,5.12,CLIC
2001-09-27,6.05,CLIC
2001-09-28,7.05,CLIC
2001-09-29,7.74,CLIC
2001-09-30,6.66,CLIC
2001-10-01,8.4,CLIC
2001-10-02,6.59,CLIC
2001-10-03,7.71,CLIC
2001-10-04,6.59,CLIC
2001-10-05,7.1,CLIC
2001-10-06,5.71,CLIC
2001-10-07,4.14,CLIC
2001-10-08,5.05,CLIC
2001-10-09,5.95,CLIC
2001-10-10,5.16,CLIC
2001-10-11,7.74,CLIC
2001-10-12,7.23,CLIC
2001-10-13,7.87,CLIC
2001-10-14,6.15,CLIC
2001-10-15,2.8,CLIC
2001-10-16,5.05,CLIC
2001-10-17,4.15,CLIC
2001-10-18,4.11,CLIC
2001-10-19,4.8,CLIC
2001-10-20,6.04,CLIC
2001-10-21,7.33,CLIC
2001-10-22,6.77,CLIC
2001-10-23,6.36,CLIC
2001-10-24,8.68,CLIC
2001-10-25,3.81,CLIC
2001-10-26,2.91,CLIC
2001-10-27,4.09,CLIC
2001-10-28,5.11,CLIC
2001-10-29,3.39,CLIC
2001-10-30,5.09,CLIC
2001-10-31,5.69,CLIC
2001-11-01,5.23,CLIC
2001-11-02,5.07,CLIC
2001-11-03,2.93,CLIC
2001-11-04,5.34,CLIC
2001-11-05,4.65,CLIC
2001-11-06,6.08,CLIC
2001-11-07,4.62,CLIC
2001-11-08,5.31,CLIC
2001-11-09,4.3,CLIC
2001-11-10,3.7,CLIC
2001-11-11,4.05,CLIC
2001-11-12,4.95,CLIC
2001-11-13,3.1,CLIC
2001-11-14,3.44,CLIC
2001-11-15,5.36,CLIC
2001-11-16,3.19,CLIC
2001-11-17,3.35,CLIC
2001-11-18,4.16,CLIC
2001-11-19,2.57,CLIC
2001-11-20,1.65,CLIC
2001-11-21,4.28,CLIC
2001-11-22,3.84,CLIC
2001-11-23,3.96,CLIC
2001-11-24,5.19,CLIC
2001-11-25,5.11,CLIC
2001-11-26,4.64,CLIC
2001-11-27,4.1,CLIC
2001-11-28,0.36,CLIC
2001-11-29,4.4,CLIC
2001-11-30,4.07,CLIC
2001-12-01,3.86,CLIC
2001-12-02,3.21,CLIC
2001-12-03,4.16,CLIC
2002-01-03,2.37,CLIC
2002-01-04,4.43,CLIC
2002-01-05,3.1,CLIC
2002-01-06,4.5,CLIC
2002-01-07,4.28,CLIC
2002-01-08,5.72,CLIC
2002-01-09,5.37,CLIC
2002-01-10,6.58,CLIC
2002-01-11,4.25,CLIC
2002-01-12,13.19,CLIC
2002-01-13,4.51,CLIC
2002-01-14,6.19,CLIC
2002-01-15,5.08,CLIC
2002-01-16,6.33,CLIC
2002-01-17,7.09,CLIC
2002-01-18,5.3,CLIC
2002-01-19,6.8,CLIC
2002-01-20,5.35,CLIC
2002-01-21,5.96,CLIC
2002-01-22,6.05,CLIC
2002-01-23,6.14,CLIC
2002-01-24,7.96,CLIC
2002-01-25,6.58,CLIC
2002-01-26,5.12,CLIC
2002-01-27,5.47,CLIC
2002-01-28,5.13,CLIC
2002-01-29,6.7,CLIC
2002-01-30,6.84,CLIC
2002-01-31,6.19,CLIC
2002-02-01,4.91,CLIC
2002-02-02,4.26,CLIC
2002-02-03,5.29,CLIC
2002-02-04,4.11,CLIC
2002-02-05,2.79,CLIC
2002-02-06,4.28,CLIC
2002-02-07,4.53,CLIC
2002-02-08,4.04,CLIC
2002-02-09,4.24,CLIC
2002-02-10,2.81,CLIC
2002-02-11,2.41,CLIC
2002-02-12,4.87,CLIC
2002-02-13,3.96,CLIC
2002-02-14,5.21,CLIC
2002-02-15,4.16,CLIC
2002-02-16,4.58,CLIC
2002-02-17,4.12,CLIC
2002-02-18,5.07,CLIC
2002-02-19,5.14,CLIC
2002-02-20,5.16,CLIC
2002-02-21,7.4,CLIC
2002-02-22,4.3,CLIC
2002-02-23,4.8,CLIC
2002-02-24,4.05,CLIC
2002-02-25,6.12,CLIC
2002-02-26,2.93,CLIC
2002-02-27,3.9,CLIC
2002-02-28,4.18,CLIC
2002-03-01,3.71,CLIC
2002-03-02,3.2,CLIC
2002-03-03,4.04,CLIC
2002-03-04,4.1,CLIC
2002-03-05,3.92,CLIC
2002-03-06,5.13,CLIC
2002-03-07,4.8,CLIC
2002-03-08,5.01,CLIC
2002-03-09,3.8,CLIC
2002-03-10,4.19,CLIC
2002-03-11,4.98,CLIC
2002-03-12,5.02,CLIC
2002-03-13,4.97,CLIC
2002-03-14,8.74,CLIC
2002-03-15,9.69,CLIC
2002-03-16,7.01,CLIC
2002-03-17,7.6,CLIC
2002-03-18,5.84,CLIC
2002-03-19,8.16,CLIC
2002-03-20,5.7,CLIC
2002-03-21,5.06,CLIC
2002-03-22,4.04,CLIC
2002-03-23,6.06,CLIC
2002-03-24,8.24,CLIC
2002-03-25,6.37,CLIC
2002-03-26,2.63,CLIC
2002-03-27,5.6,CLIC
2002-03-28,5.33,CLIC
2002-03-29,5.81,CLIC
2002-03-30,6.95,CLIC
2002-03-31,5.31,CLIC
2002-04-01,6.8,CLIC
2002-04-02,8.1,CLIC
2002-04-03,6.54,CLIC
2002-04-04,1.96,CLIC
2002-04-05,1.89,CLIC
2002-04-06,0.99,CLIC
2002-04-07,6.06,CLIC
2002-04-08,6.1,CLIC
2002-04-09,5.46,CLIC
2002-04-10,7.94,CLIC
2002-04-11,5.91,CLIC
2002-04-12,7.02,CLIC
2002-04-13,5.13,CLIC
2002-04-14,5.19,CLIC
2002-04-15,6.15,CLIC
2002-04-16,7.15,CLIC
2002-04-17,6.69,CLIC
2002-04-18,6.98,CLIC
2002-04-19,6.12,CLIC
2002-04-20,8.45,CLIC
2002-04-21,6.61,CLIC
2002-04-22,6.82,CLIC
2002-04-23,7.9,CLIC
2002-04-24,8.05,CLIC
2002-04-25,8.92,CLIC
2002-04-26,8.23,CLIC
2002-04-27,11.03,CLIC
2002-04-28,9.17,CLIC
2002-04-29,10.2,CLIC
2002-04-30,11.04,CLIC
2002-05-01,9.86,CLIC
2002-05-02,11.1,CLIC
2002-05-03,10.84,CLIC
2002-05-04,8.2,CLIC
2002-05-05,7.9,CLIC
2002-05-06,9.04,CLIC
2002-05-07,8.89,CLIC
2002-05-08,9.11,CLIC
2002-05-09,10.89,CLIC
2002-05-10,10.09,CLIC
2002-05-11,9.9,CLIC
2002-05-12,8.31,CLIC
2002-05-13,5.1,CLIC
2002-05-14,6.9,CLIC
2002-05-15,7.09,CLIC
2002-05-16,7.85,CLIC
2002-05-17,8.16,CLIC
2002-05-18,7.24,CLIC
2002-05-19,5.1,CLIC
2002-05-20,6.17,CLIC
2002-05-21,7.03,CLIC
2002-05-22,6.1,CLIC
2002-05-23,7.83,CLIC
2002-05-24,7.6,CLIC
2002-05-25,7.54,CLIC
2002-05-26,6.93,CLIC
2002-05-27,6.34,CLIC
2002-05-28,9.86,CLIC
2002-05-29,8.07,CLIC
2002-05-30,10.03,CLIC
2002-05-31,10.3,CLIC
2002-06-01,9.4,CLIC
2002-06-02,10.04,CLIC
2002-06-03,8.37,CLIC
2002-06-04,8.73,CLIC
2002-06-05,7.25,CLIC
2002-06-06,8.79,CLIC
2002-06-07,9.93,CLIC
2002-06-08,10.33,CLIC
2002-06-09,11.3,CLIC
2002-06-10,8.09,CLIC
2002-06-11,8.25,CLIC
2002-06-12,7.1,CLIC
2002-06-13,10.04,CLIC
2002-06-14,9.16,CLIC
2002-06-15,9.74,CLIC
2002-06-16,10.35,CLIC
2002-06-17,9.71,CLIC
2002-06-18,9.96,CLIC
2002-06-19,8.14,CLIC
2002-06-20,4.7,CLIC
2002-06-21,6.6,CLIC
2002-06-22,6.39,CLIC
2002-06-23,8.71,CLIC
2002-06-24,7.15,CLIC
2002-06-25,7.8,CLIC
2002-06-26,7.35,CLIC
2002-06-27,9.1,CLIC
2002-06-28,6.14,CLIC
2002-06-29,7.8,CLIC
2002-06-30,8.26,CLIC
2002-07-01,8.84,CLIC
2002-07-02,8.23,CLIC
2002-07-03,9.77,CLIC
2002-07-04,6.16,CLIC
2002-07-05,6.69,CLIC
2002-07-06,6.31,CLIC
2002-07-07,8.8,CLIC
2002-07-08,5.2,CLIC
2002-07-09,1.69,CLIC
2002-07-10,4.31,CLIC
2002-07-11,7.07,CLIC
2002-07-12,5.93,CLIC
2002-07-13,4.07,CLIC
2002-07-14,3.93,CLIC
2002-07-15,5,CLIC
2002-07-16,5.4,CLIC
2002-07-17,6.25,CLIC
2002-07-18,5.65,CLIC
2002-07-19,7.07,CLIC
2002-07-20,7.93,CLIC
2002-07-21,7.64,CLIC
2002-07-22,5.59,CLIC
2002-07-23,6.79,CLIC
2002-07-24,6.8,CLIC
2002-07-25,8.3,CLIC
2002-07-26,9.14,CLIC
2002-07-27,9.16,CLIC
2002-07-28,9.3,CLIC
2002-07-29,7.29,CLIC
2002-07-30,7.5,CLIC
2002-07-31,8.07,CLIC
2002-08-01,8.43,CLIC
2002-08-02,8.54,CLIC
2002-08-03,9.09,CLIC
2002-08-04,3.17,CLIC
2002-08-05,7.04,CLIC
2002-08-06,8.35,CLIC
2002-08-07,8.08,CLIC
2002-08-08,3.39,CLIC
2002-08-09,7.91,CLIC
2002-08-10,8.7,CLIC
2002-08-11,6.07,CLIC
2002-08-12,6.92,CLIC
2002-08-13,6.31,CLIC
2002-08-14,8.84,CLIC
2002-08-15,8.16,CLIC
2002-08-16,6.69,CLIC
2002-08-17,7.25,CLIC
2002-08-18,7.04,CLIC
2002-08-19,8.16,CLIC
2002-08-20,9.1,CLIC
2002-08-21,9.8,CLIC
2002-08-22,10.3,CLIC
2002-08-23,8.4,CLIC
2002-08-24,8.04,CLIC
2002-08-25,8.05,CLIC
2002-08-26,9.26,CLIC
2002-08-27,9.95,CLIC
2002-08-28,9.09,CLIC
2002-08-29,8.91,CLIC
2002-08-30,8.04,CLIC
2002-08-31,7.26,CLIC
2002-09-01,5.84,CLIC
2002-09-02,8.96,CLIC
2002-09-03,9.14,CLIC
2002-09-04,8.06,CLIC
2002-09-05,8.1,CLIC
2002-09-06,6.09,CLIC
2002-09-07,8.7,CLIC
2002-09-08,2,CLIC
2002-09-09,3.94,CLIC
2002-09-10,3.87,CLIC
2002-09-11,1.4,CLIC
2002-09-12,5.9,CLIC
2002-09-13,7.1,CLIC
2002-09-14,7.83,CLIC
2002-09-15,4.07,CLIC
2002-09-16,4.6,CLIC
2002-09-17,6.04,CLIC
2002-09-18,6.65,CLIC
2002-09-19,7.1,CLIC
2002-09-20,6.65,CLIC
2002-09-21,7.26,CLIC
2002-09-22,6.59,CLIC
2002-09-23,6.1,CLIC
2002-09-24,6.14,CLIC
2002-09-25,7.1,CLIC
2002-09-26,8.89,CLIC
2002-09-27,7.17,CLIC
2002-09-28,7.05,CLIC
2002-09-29,7.07,CLIC
2002-09-30,6.53,CLIC
