Estación: ,C19029,LA ARENA. PESQUERIA
1974-06-21,6.9,CLIC
1974-06-22,8.6,CLIC
1974-06-23,9.2,CLIC
1974-06-24,7.7,CLIC
1974-06-25,7.2,CLIC
1974-06-26,5.4,CLIC
1974-06-27,8.1,CLIC
1974-06-28,11.8,CLIC
1974-06-29,7.8,CLIC
1974-06-30,9.8,CLIC
1974-07-01,6.9,CLIC
1974-07-02,10.7,CLIC
1974-07-03,9.7,CLIC
1974-07-04,5.5,CLIC
1974-07-05,4.5,CLIC
1974-07-06,1.9,CLIC
1974-07-07,10.5,CLIC
1974-07-08,12,CLIC
1974-07-09,12,CLIC
1974-07-10,12.8,CLIC
1974-07-11,13.7,CLIC
1974-07-12,6.9,CLIC
1974-07-13,8.7,CLIC
1974-07-14,8.3,CLIC
1974-07-15,9.8,CLIC
1974-07-16,13.2,CLIC
1974-07-17,11.7,CLIC
1974-07-18,9.7,CLIC
1974-07-19,8.9,CLIC
1974-07-20,12.4,CLIC
1974-07-21,8.5,CLIC
1974-07-22,10.3,CLIC
1974-07-23,10.6,CLIC
1974-07-24,12,CLIC
1974-07-25,10.4,CLIC
1974-07-26,14,CLIC
1974-07-27,12.7,CLIC
1974-07-28,11.9,CLIC
1974-07-29,12.2,CLIC
1974-07-30,11.3,CLIC
1974-07-31,12.5,CLIC
1974-08-01,14.5,CLIC
1974-08-02,12.1,CLIC
1974-08-03,9.5,CLIC
1974-08-04,13.5,CLIC
1974-08-05,11.8,CLIC
1974-08-06,10.6,CLIC
1974-08-07,5.5,CLIC
1974-08-08,6.5,CLIC
1974-08-09,7.7,CLIC
1974-08-10,11.3,CLIC
1974-08-11,12.2,CLIC
1974-08-12,12.3,CLIC
1974-08-13,8.4,CLIC
1974-08-14,13,CLIC
1974-08-15,13.8,CLIC
1974-08-16,11.3,CLIC
1974-08-17,12,CLIC
1974-08-18,12.8,CLIC
1974-08-19,14.1,CLIC
1974-08-20,13.4,CLIC
1974-08-21,13.8,CLIC
1974-08-22,11.7,CLIC
1974-08-23,12.2,CLIC
1974-08-24,11.4,CLIC
1974-08-25,10,CLIC
1974-08-26,9.3,CLIC
1974-08-27,9.4,CLIC
1974-08-28,8.7,CLIC
1974-08-29,14.1,CLIC
1974-08-30,6.2,CLIC
1974-08-31,10.8,CLIC
1974-09-01,11.9,CLIC
1974-09-02,12.6,CLIC
1974-09-03,10.6,CLIC
1974-09-04,1.1,CLIC
1974-09-05,2.5,CLIC
1974-09-06,3,CLIC
1974-09-07,8.8,CLIC
1974-09-08,9.1,CLIC
1974-09-09,8,CLIC
1974-09-10,9.9,CLIC
1974-09-11,12.7,CLIC
1974-09-12,7.1,CLIC
1974-09-13,9.4,CLIC
1974-09-14,9.1,CLIC
1974-09-15,2,CLIC
1974-09-16,2.3,CLIC
1974-09-17,10.1,CLIC
1974-09-18,9.1,CLIC
1974-09-19,8.9,CLIC
1974-09-20,8.9,CLIC
1974-09-21,7.6,CLIC
1974-09-24,0.3,CLIC
1974-09-25,0.8,CLIC
1974-09-26,1.8,CLIC
1974-09-27,3.2,CLIC
1974-09-28,4.9,CLIC
1974-09-29,6.7,CLIC
1974-09-30,5.3,CLIC
1974-10-01,5.1,CLIC
1974-10-02,6.7,CLIC
1974-10-03,4.9,CLIC
1974-10-04,8.1,CLIC
1974-10-05,6.6,CLIC
1974-10-06,6.4,CLIC
1974-10-07,6,CLIC
1974-10-08,6.1,CLIC
1974-10-09,3.3,CLIC
1974-10-10,5.9,CLIC
1974-10-11,8.4,CLIC
1974-10-12,6.1,CLIC
1974-10-13,4.2,CLIC
1974-10-14,4,CLIC
1974-10-15,4.2,CLIC
1974-10-16,2.1,CLIC
1974-10-17,3.2,CLIC
1974-10-18,4.1,CLIC
1974-10-19,1,CLIC
1974-10-20,5.5,CLIC
1974-10-21,3.3,CLIC
1974-10-22,3.9,CLIC
1974-10-23,2.1,CLIC
1974-10-24,4,CLIC
1974-10-25,3,CLIC
1974-10-26,2.3,CLIC
1974-10-27,2.2,CLIC
1974-10-28,3,CLIC
1974-10-29,4.8,CLIC
1974-10-30,2.9,CLIC
1974-10-31,1.4,CLIC
1974-11-01,4,CLIC
1974-11-02,3.6,CLIC
1974-11-03,1.6,CLIC
1974-11-04,4.1,CLIC
1974-11-05,5.3,CLIC
1974-11-06,1.7,CLIC
1974-11-07,0.8,CLIC
1974-11-08,2.5,CLIC
1974-11-09,1.5,CLIC
1974-11-10,1.2,CLIC
1974-11-11,1.9,CLIC
1974-11-12,4,CLIC
1974-11-13,4.6,CLIC
1974-11-14,2.8,CLIC
1974-11-15,4,CLIC
1974-11-16,2.5,CLIC
1974-11-17,2.2,CLIC
1974-11-18,3.1,CLIC
1974-11-19,1.5,CLIC
1974-11-20,2.6,CLIC
1974-11-21,2.9,CLIC
1974-11-22,3.6,CLIC
1974-11-23,1.8,CLIC
1974-11-24,3,CLIC
1974-11-25,3.3,CLIC
1974-11-26,3.2,CLIC
1974-11-27,3.7,CLIC
1974-11-28,3.9,CLIC
1974-11-29,2.3,CLIC
1974-11-30,6.5,CLIC
1974-12-01,2.9,CLIC
1974-12-02,0.6,CLIC
1974-12-03,2.9,CLIC
1974-12-04,2.6,CLIC
1974-12-05,1.4,CLIC
1974-12-06,2.1,CLIC
1974-12-07,2.8,CLIC
1974-12-08,3.9,CLIC
1974-12-09,3.2,CLIC
1974-12-10,0.4,CLIC
1974-12-11,1,CLIC
1974-12-12,1.4,CLIC
1974-12-13,2.3,CLIC
1974-12-14,1.2,CLIC
1974-12-15,1.5,CLIC
1974-12-16,3.3,CLIC
1974-12-17,3.8,CLIC
1974-12-18,3.1,CLIC
1974-12-19,2.2,CLIC
1974-12-20,3,CLIC
1974-12-21,2.4,CLIC
1974-12-22,3.1,CLIC
1974-12-23,2.7,CLIC
1974-12-24,1.2,CLIC
1974-12-25,1.5,CLIC
1974-12-26,1.3,CLIC
1974-12-27,0.2,CLIC
1974-12-28,0.9,CLIC
1974-12-29,1.2,CLIC
1974-12-30,1,CLIC
1974-12-31,1.5,CLIC
1975-01-01,2.5,CLIC
1975-01-02,1,CLIC
1975-01-03,1,CLIC
1975-01-04,0.9,CLIC
1975-01-05,2.7,CLIC
1975-01-06,1.3,CLIC
1975-01-07,2.7,CLIC
1975-01-08,3.1,CLIC
1975-01-09,5.8,CLIC
1975-01-10,4.2,CLIC
1975-01-11,5.9,CLIC
1975-01-12,3.7,CLIC
1975-01-13,4.8,CLIC
1975-01-14,1.9,CLIC
1975-01-15,2.5,CLIC
1975-01-16,2.7,CLIC
1975-01-17,2.9,CLIC
1975-01-18,3.2,CLIC
1975-01-19,2.8,CLIC
1975-01-20,3.3,CLIC
1975-01-21,3,CLIC
1975-01-22,3.1,CLIC
1975-01-23,0.7,CLIC
1975-01-24,1.2,CLIC
1975-01-25,1.2,CLIC
1975-01-26,5.1,CLIC
1975-01-27,6.5,CLIC
1975-01-28,4.3,CLIC
1975-01-29,4.7,CLIC
1975-01-30,3.7,CLIC
1975-01-31,3.7,CLIC
1975-02-01,3.7,CLIC
1975-02-02,1.1,CLIC
1975-02-03,0.7,CLIC
1975-02-04,0.6,CLIC
1975-02-05,1,CLIC
1975-02-06,1.8,CLIC
1975-02-07,1,CLIC
1975-02-08,0.5,CLIC
1975-02-09,3.4,CLIC
1975-02-10,5.1,CLIC
1975-02-11,3,CLIC
1975-02-12,6.3,CLIC
1975-02-13,3.3,CLIC
1975-02-14,5.8,CLIC
1975-02-15,3.7,CLIC
1975-02-16,7.8,CLIC
1975-02-17,9.4,CLIC
1975-02-18,4.7,CLIC
1975-02-19,6.5,CLIC
1975-02-20,4.3,CLIC
1975-02-21,5.8,CLIC
1975-02-22,6.2,CLIC
1975-02-23,9.6,CLIC
1975-02-24,6.2,CLIC
1975-02-25,6.3,CLIC
1975-02-26,5.2,CLIC
1975-02-27,6,CLIC
1975-02-28,5.8,CLIC
1975-03-01,6.1,CLIC
1975-03-02,6.5,CLIC
1975-03-03,7.9,CLIC
1975-03-04,8.4,CLIC
1975-03-05,2.9,CLIC
1975-03-06,1,CLIC
1975-03-07,4.5,CLIC
1975-03-08,4,CLIC
1975-03-09,2.6,CLIC
1975-03-10,3.3,CLIC
1975-03-11,5.9,CLIC
1975-03-12,5.1,CLIC
1975-03-13,10.8,CLIC
1975-03-14,6.6,CLIC
1975-03-15,6.3,CLIC
1975-03-16,5.3,CLIC
1975-03-17,5.1,CLIC
1975-03-18,5.3,CLIC
1975-03-19,4.4,CLIC
1975-03-20,9.3,CLIC
1975-03-21,7.8,CLIC
1975-03-22,7,CLIC
1975-03-23,3.3,CLIC
1975-03-24,12.9,CLIC
1975-03-25,14.4,CLIC
1975-03-26,10.4,CLIC
1975-03-27,7.3,CLIC
1975-03-28,8.7,CLIC
1975-03-29,6.2,CLIC
1975-03-30,5.6,CLIC
1975-03-31,2.9,CLIC
1975-04-01,6.2,CLIC
1975-04-02,5.9,CLIC
1975-04-03,15.9,CLIC
1975-04-04,10.2,CLIC
1975-04-05,4.9,CLIC
1975-04-06,5.9,CLIC
1975-04-07,6,CLIC
1975-04-08,6.6,CLIC
1975-04-09,7.5,CLIC
1975-04-10,7.7,CLIC
1975-04-12,1.7,CLIC
1975-04-13,1.1,CLIC
1975-04-14,3.4,CLIC
1975-04-15,9.1,CLIC
1975-04-16,6.7,CLIC
1975-04-17,2.3,CLIC
1975-04-18,8,CLIC
1975-04-19,10.7,CLIC
1975-04-20,7.5,CLIC
1975-04-21,6.5,CLIC
1975-04-22,3.3,CLIC
1975-04-23,10.5,CLIC
1975-04-24,9.3,CLIC
1975-04-25,8.9,CLIC
1975-04-26,10.2,CLIC
1975-04-27,9.7,CLIC
1975-04-28,5.2,CLIC
1975-04-29,5.6,CLIC
1975-04-30,8.1,CLIC
1975-05-01,7.8,CLIC
1975-05-02,4.3,CLIC
1975-05-04,6.6,CLIC
1975-05-05,5.4,CLIC
1975-05-06,10.6,CLIC
1975-05-07,10.5,CLIC
1975-05-08,10.7,CLIC
1975-05-09,6.1,CLIC
1975-05-10,2.5,CLIC
1975-05-11,1.4,CLIC
1975-05-12,2,CLIC
1975-05-13,5,CLIC
1975-05-14,6.5,CLIC
1975-05-15,5.9,CLIC
1975-05-16,9.1,CLIC
1975-05-17,6.5,CLIC
1975-05-18,1.6,CLIC
1975-05-19,4.4,CLIC
1975-05-20,5.6,CLIC
1975-05-21,8.1,CLIC
1975-05-22,9.1,CLIC
1975-05-23,7.1,CLIC
1975-05-24,6.3,CLIC
1975-05-25,9,CLIC
1975-05-26,5.9,CLIC
1975-05-27,6.5,CLIC
1975-05-28,5.6,CLIC
1975-05-29,4.9,CLIC
1975-05-30,10.1,CLIC
1975-05-31,9.3,CLIC
1975-06-01,8,CLIC
1975-06-02,8.8,CLIC
1975-06-03,8.2,CLIC
1975-06-04,7.4,CLIC
1975-06-05,9.6,CLIC
1975-06-06,9.9,CLIC
1975-06-07,6,CLIC
1975-06-08,5.3,CLIC
1975-06-09,8.2,CLIC
1975-06-10,9,CLIC
1975-06-11,7.3,CLIC
1975-06-12,6.7,CLIC
1975-06-13,8.4,CLIC
1975-06-14,8.9,CLIC
1975-06-15,7.4,CLIC
1975-06-16,10.3,CLIC
1975-06-17,11.1,CLIC
1975-06-18,9.9,CLIC
1975-06-19,11.9,CLIC
1975-06-20,6.7,CLIC
1975-06-21,5.9,CLIC
1975-06-22,6.2,CLIC
1975-06-23,10.6,CLIC
1975-06-24,9.6,CLIC
1975-06-25,9.6,CLIC
1975-06-26,11.2,CLIC
1975-06-27,11.5,CLIC
1975-06-28,9.4,CLIC
1975-06-29,8.5,CLIC
1975-06-30,8.9,CLIC
1975-07-01,10.3,CLIC
1975-07-02,9.9,CLIC
1975-07-03,9.4,CLIC
1975-07-04,11,CLIC
1975-07-05,0.1,CLIC
1975-07-06,10.5,CLIC
1975-07-07,12.5,CLIC
1975-07-08,14.1,CLIC
1975-07-09,12.3,CLIC
1975-07-10,13.6,CLIC
1975-07-11,12.6,CLIC
1975-07-12,12.1,CLIC
1975-07-13,3.2,CLIC
1975-07-16,0.2,CLIC
1975-07-17,1.5,CLIC
1975-07-18,4.6,CLIC
1975-07-19,7.5,CLIC
1975-07-20,5.8,CLIC
1975-07-21,8.1,CLIC
1975-07-22,8.1,CLIC
1975-07-23,8,CLIC
1975-07-24,7.3,CLIC
1975-07-25,7.4,CLIC
1975-07-26,10.4,CLIC
1975-07-27,1.7,CLIC
1975-07-28,4.6,CLIC
1975-07-29,7.9,CLIC
1975-07-30,8.1,CLIC
1975-07-31,8,CLIC
1975-08-01,7,CLIC
1975-08-02,6.9,CLIC
1975-08-03,5.1,CLIC
1975-08-04,6.9,CLIC
1975-08-05,6.2,CLIC
1975-08-06,1.3,CLIC
1975-08-07,5.5,CLIC
1975-08-08,4.3,CLIC
1975-08-09,4,CLIC
1975-08-10,3.8,CLIC
1975-08-11,1.5,CLIC
1975-08-12,4.1,CLIC
1975-08-13,5.9,CLIC
1975-08-14,6.2,CLIC
1975-08-15,6.9,CLIC
1975-08-16,5.4,CLIC
1975-08-17,5,CLIC
1975-08-18,4,CLIC
1975-08-19,3.7,CLIC
1975-08-20,9.4,CLIC
1975-08-21,8.8,CLIC
1975-08-22,6.7,CLIC
1975-08-23,8.8,CLIC
1975-08-24,8,CLIC
1975-08-25,8.4,CLIC
1975-08-26,8,CLIC
1975-08-27,6.6,CLIC
1975-08-28,4.4,CLIC
1975-08-29,5.6,CLIC
1975-08-30,6.7,CLIC
1975-08-31,6.2,CLIC
1975-09-01,2.4,CLIC
1975-09-03,4.1,CLIC
1975-09-04,6.5,CLIC
1975-09-05,5.1,CLIC
1975-09-06,5.4,CLIC
1975-09-07,4.5,CLIC
1975-09-08,1.7,CLIC
1975-09-09,2.5,CLIC
1975-09-10,3.4,CLIC
1975-09-11,4.1,CLIC
1975-09-12,3.2,CLIC
1975-09-13,3.1,CLIC
1975-09-14,1.3,CLIC
1975-09-15,3.2,CLIC
1975-09-16,4.7,CLIC
1975-09-17,4.4,CLIC
1975-09-18,6.7,CLIC
1975-09-19,5.1,CLIC
1975-09-20,5.2,CLIC
1975-09-21,2.6,CLIC
1975-09-22,5.2,CLIC
1975-09-23,6.9,CLIC
1975-09-24,6.1,CLIC
1975-09-25,5.1,CLIC
1975-09-26,5,CLIC
1975-09-27,5.2,CLIC
1975-09-28,4.9,CLIC
1975-09-29,5,CLIC
1975-09-30,4.2,CLIC
1975-10-01,3.2,CLIC
1975-10-02,7.6,CLIC
1975-10-03,1.3,CLIC
1975-10-04,4.6,CLIC
1975-10-05,4.7,CLIC
1975-10-06,3.8,CLIC
1975-10-07,2.5,CLIC
1975-10-08,4.8,CLIC
1975-10-09,7.2,CLIC
1975-10-10,0.6,CLIC
1975-10-11,4.3,CLIC
1975-10-12,4.8,CLIC
1975-10-13,6.1,CLIC
1975-10-14,4.4,CLIC
1975-10-15,6.8,CLIC
1975-10-16,5.1,CLIC
1975-10-17,3.2,CLIC
1975-10-18,5.9,CLIC
1975-10-19,3.9,CLIC
1975-10-20,4.1,CLIC
1975-10-21,3.9,CLIC
1975-10-22,5.1,CLIC
1975-10-23,4.8,CLIC
1975-10-24,3.1,CLIC
1975-10-25,6.6,CLIC
1975-10-26,1.1,CLIC
1975-10-27,0.9,CLIC
1975-10-28,1.4,CLIC
1975-10-29,2.1,CLIC
1975-10-30,2.3,CLIC
1975-10-31,2.9,CLIC
1975-11-01,3.8,CLIC
1975-11-02,4.3,CLIC
1975-11-03,3,CLIC
1975-11-04,5.7,CLIC
1975-11-05,3.7,CLIC
1975-11-06,4.3,CLIC
1975-11-07,3.9,CLIC
1975-11-08,6.1,CLIC
1975-11-09,5.1,CLIC
1975-11-10,3.7,CLIC
1975-11-11,2.5,CLIC
1975-11-12,3.9,CLIC
1975-11-13,7.8,CLIC
1975-11-14,4,CLIC
1975-11-15,3.8,CLIC
1975-11-16,3,CLIC
1975-11-17,4.1,CLIC
1975-11-18,4.1,CLIC
1975-11-19,4.3,CLIC
1975-11-20,5,CLIC
1975-11-21,2.4,CLIC
1975-11-22,4,CLIC
1975-11-23,2.1,CLIC
1975-11-24,2,CLIC
1975-11-25,3.1,CLIC
1975-11-26,3,CLIC
1975-11-27,4.8,CLIC
1975-11-28,3.1,CLIC
1975-11-29,2.8,CLIC
1975-11-30,5.5,CLIC
1975-12-01,3,CLIC
1975-12-02,2.7,CLIC
1975-12-03,2.2,CLIC
1975-12-04,2.8,CLIC
1975-12-05,2.4,CLIC
1975-12-06,3.9,CLIC
1975-12-07,3.1,CLIC
1975-12-08,2.7,CLIC
1975-12-09,3.1,CLIC
1975-12-10,2.2,CLIC
1975-12-11,3.5,CLIC
1975-12-12,2.2,CLIC
1975-12-13,3.9,CLIC
1975-12-14,4,CLIC
1975-12-15,3.4,CLIC
1975-12-16,4.8,CLIC
1975-12-17,2.1,CLIC
1975-12-18,2.7,CLIC
1975-12-19,0.3,CLIC
1975-12-20,0.5,CLIC
1975-12-21,2.1,CLIC
1975-12-22,2.8,CLIC
1975-12-23,3.6,CLIC
1975-12-24,3.6,CLIC
1975-12-25,4.1,CLIC
1975-12-26,2.2,CLIC
1975-12-27,2.8,CLIC
1975-12-28,2.9,CLIC
1975-12-29,2.2,CLIC
1975-12-30,0.9,CLIC
1975-12-31,1.9,CLIC
1976-01-01,2,CLIC
1976-01-02,3.2,CLIC
1976-01-03,2.8,CLIC
1976-01-04,1.1,CLIC
1976-01-05,1.5,CLIC
1976-01-06,2.1,CLIC
1976-01-07,1,CLIC
1976-01-08,2.5,CLIC
1976-01-09,0.9,CLIC
1976-01-10,2,CLIC
1976-01-11,4,CLIC
1976-01-12,5.5,CLIC
1976-01-13,3.2,CLIC
1976-01-14,3.7,CLIC
1976-01-15,1.5,CLIC
1976-01-16,1.2,CLIC
1976-01-17,4.2,CLIC
1976-01-18,3.1,CLIC
1976-01-19,2.5,CLIC
1976-01-20,6.2,CLIC
1976-01-21,1.4,CLIC
1976-01-22,2.2,CLIC
1976-01-23,2.9,CLIC
1976-01-24,3.1,CLIC
1976-01-25,4.2,CLIC
1976-01-26,5.1,CLIC
1976-01-27,4.7,CLIC
1976-01-28,2.3,CLIC
1976-01-29,2.8,CLIC
1976-01-30,2.8,CLIC
1976-01-31,1.7,CLIC
1976-02-01,5.7,CLIC
1976-02-02,3.8,CLIC
1976-02-03,3.4,CLIC
1976-02-04,4.5,CLIC
1976-02-05,2.4,CLIC
1976-02-06,5.1,CLIC
1976-02-07,0.4,CLIC
1976-02-08,4,CLIC
1976-02-09,3,CLIC
1976-02-10,3.1,CLIC
1976-02-11,4.9,CLIC
1976-02-12,4.1,CLIC
1976-02-13,5.4,CLIC
1976-02-14,5.5,CLIC
1976-02-15,5.2,CLIC
1976-02-16,5.2,CLIC
1976-02-17,5.2,CLIC
1976-02-18,8.7,CLIC
1976-02-19,8.8,CLIC
1976-02-20,3.5,CLIC
1976-02-21,7.6,CLIC
1976-02-22,9.1,CLIC
1976-02-23,6.5,CLIC
1976-02-24,5.3,CLIC
1976-02-25,3.3,CLIC
1976-02-26,6,CLIC
1976-02-27,5.9,CLIC
1976-02-28,6,CLIC
1976-02-29,6.8,CLIC
1976-03-01,5.9,CLIC
1976-03-02,5.1,CLIC
1976-03-03,6,CLIC
1976-03-04,7.9,CLIC
1976-03-05,7.3,CLIC
1976-03-06,9.2,CLIC
1976-03-07,0.3,CLIC
1976-03-08,0.3,CLIC
1976-03-09,1.8,CLIC
1976-03-10,1.7,CLIC
1976-03-11,0.4,CLIC
1976-03-12,3.8,CLIC
1976-03-13,5.4,CLIC
1976-03-14,3,CLIC
1976-03-15,2.3,CLIC
1976-03-16,3.2,CLIC
1976-03-17,7.9,CLIC
1976-03-18,5.2,CLIC
1976-03-19,4.9,CLIC
1976-03-20,7.8,CLIC
1976-03-21,8.2,CLIC
1976-03-22,1.8,CLIC
1976-03-23,0.2,CLIC
1976-03-24,0.1,CLIC
1976-03-25,4.5,CLIC
1976-03-26,5.6,CLIC
1976-03-27,8.7,CLIC
1976-03-28,3.9,CLIC
1976-03-29,7.2,CLIC
1976-03-30,7.4,CLIC
1976-03-31,6.7,CLIC
1976-04-01,6,CLIC
1976-04-02,6.5,CLIC
1976-04-03,6.3,CLIC
1976-04-04,6.5,CLIC
1976-04-05,2.2,CLIC
1976-04-06,5.2,CLIC
1976-04-07,4.5,CLIC
1976-04-08,6.9,CLIC
1976-04-09,7,CLIC
1976-04-10,5.7,CLIC
1976-04-11,2.2,CLIC
1976-04-12,1.5,CLIC
1976-04-13,1.4,CLIC
1976-04-14,3,CLIC
1976-04-15,5.4,CLIC
1976-04-16,5.7,CLIC
1976-04-17,6.8,CLIC
1976-04-18,11.9,CLIC
1976-04-19,7,CLIC
1976-04-20,7,CLIC
1976-04-21,8.2,CLIC
1976-04-22,6.4,CLIC
1976-04-23,3.7,CLIC
1976-04-24,5.1,CLIC
1976-04-25,6.3,CLIC
1976-04-26,6,CLIC
1976-04-27,9.4,CLIC
1976-04-28,5.6,CLIC
1976-04-29,4.7,CLIC
1976-04-30,4.4,CLIC
1976-05-01,3.2,CLIC
1976-05-02,3.5,CLIC
1976-05-03,4.4,CLIC
1976-05-04,6.4,CLIC
1976-05-05,4.5,CLIC
1976-05-06,6.6,CLIC
1976-05-07,7.6,CLIC
1976-05-08,6.2,CLIC
1976-05-09,2.1,CLIC
1976-05-10,1.9,CLIC
1976-05-11,4.8,CLIC
1976-05-12,5.8,CLIC
1976-05-13,7.6,CLIC
1976-05-14,6.7,CLIC
1976-05-15,9.9,CLIC
1976-05-16,12.3,CLIC
1976-05-17,7.6,CLIC
1976-05-18,5.8,CLIC
1976-05-19,1.1,CLIC
1976-05-20,1,CLIC
1976-05-21,2.9,CLIC
1976-05-22,3.8,CLIC
1976-05-23,7.1,CLIC
1976-05-24,7.9,CLIC
1976-05-25,7.8,CLIC
1976-05-26,6.8,CLIC
1976-05-27,7,CLIC
1976-05-28,8.1,CLIC
1976-05-29,5.8,CLIC
1976-05-30,6.8,CLIC
1976-05-31,8.2,CLIC
1976-06-01,9,CLIC
1976-06-02,8.4,CLIC
1976-06-03,7.9,CLIC
1976-06-04,9,CLIC
1976-06-05,6.4,CLIC
1976-06-06,9.8,CLIC
1976-06-07,8.2,CLIC
1976-06-08,6,CLIC
1976-06-09,8.6,CLIC
1976-06-10,7.4,CLIC
1976-06-11,7.9,CLIC
1976-06-12,6.9,CLIC
1976-06-13,7.1,CLIC
1976-06-14,8.2,CLIC
1976-06-15,9,CLIC
1976-06-16,12.3,CLIC
1976-06-17,10.6,CLIC
1976-06-19,4.3,CLIC
1976-06-20,8,CLIC
1976-06-21,7.1,CLIC
1976-06-22,8,CLIC
1976-06-23,10.4,CLIC
1976-06-24,11.5,CLIC
1976-06-25,6.2,CLIC
1976-06-26,14.8,CLIC
1976-06-27,5.8,CLIC
1976-06-28,4,CLIC
1976-06-29,8.5,CLIC
1976-06-30,9.3,CLIC
1976-07-01,9.3,CLIC
1976-07-02,9,CLIC
1976-07-03,7.1,CLIC
1976-07-04,5.9,CLIC
1976-07-05,1,CLIC
1976-07-07,7,CLIC
1976-07-09,1.3,CLIC
1976-07-10,3.9,CLIC
1976-07-11,2.2,CLIC
1976-07-12,4.4,CLIC
1976-07-13,2.7,CLIC
1976-07-14,9.1,CLIC
1976-07-15,5.2,CLIC
1976-07-16,0.9,CLIC
1976-07-17,7,CLIC
1976-07-18,6.8,CLIC
1976-07-19,7.5,CLIC
1976-07-20,6.7,CLIC
1976-07-21,5.1,CLIC
1976-07-22,4.1,CLIC
1976-07-23,3.7,CLIC
1976-07-24,6.6,CLIC
1976-07-25,9.3,CLIC
1976-07-26,4.8,CLIC
1976-07-27,8.4,CLIC
1976-07-28,8.2,CLIC
1976-07-29,7.7,CLIC
1976-07-30,7.6,CLIC
1976-07-31,7.6,CLIC
1976-08-01,7.5,CLIC
1976-08-02,7.3,CLIC
1976-08-03,7.8,CLIC
1976-08-04,5.3,CLIC
1976-08-05,4.2,CLIC
1976-08-06,7.1,CLIC
1976-08-07,7.4,CLIC
1976-08-08,11.8,CLIC
1976-08-09,6.2,CLIC
1976-08-10,11.7,CLIC
1976-08-11,8.2,CLIC
1976-08-12,7.4,CLIC
1976-08-13,8.5,CLIC
1976-08-14,8.3,CLIC
1976-08-15,9.7,CLIC
1976-08-16,9,CLIC
1976-08-17,8.4,CLIC
1976-08-18,4.7,CLIC
1976-08-19,5.3,CLIC
1976-08-20,4.4,CLIC
1976-08-21,1.1,CLIC
1976-08-22,8.1,CLIC
1976-08-23,8.7,CLIC
1976-08-24,4.8,CLIC
1976-08-25,5.9,CLIC
1976-08-26,6.4,CLIC
1976-08-27,5.9,CLIC
1976-08-28,4.8,CLIC
1976-08-29,5.6,CLIC
1976-08-30,7.2,CLIC
1976-08-31,5.4,CLIC
1976-09-01,6.8,CLIC
1976-09-02,5.9,CLIC
1976-09-03,10.3,CLIC
1976-09-04,11,CLIC
1976-09-05,7.4,CLIC
1976-09-06,6.7,CLIC
1976-09-07,8,CLIC
1976-09-08,9.3,CLIC
1976-09-09,7.8,CLIC
1976-09-10,9.1,CLIC
1976-09-11,9.1,CLIC
1976-09-12,7.4,CLIC
1976-09-13,7.6,CLIC
1976-09-14,5.3,CLIC
1976-09-15,4.9,CLIC
1976-09-16,4.7,CLIC
1976-09-17,3.4,CLIC
1976-09-18,2.1,CLIC
1976-09-19,2.4,CLIC
1976-09-20,1.5,CLIC
1976-09-21,2.3,CLIC
1976-09-22,4.8,CLIC
1976-09-23,6.9,CLIC
1976-09-24,7.2,CLIC
1976-09-25,4.4,CLIC
1976-09-26,6.7,CLIC
1976-09-27,6.7,CLIC
1976-09-28,6.4,CLIC
1976-09-29,2.2,CLIC
1976-09-30,2.5,CLIC
1976-10-01,1.3,CLIC
1976-10-02,5.1,CLIC
1976-10-03,4.1,CLIC
1976-10-04,6,CLIC
1976-10-05,4.7,CLIC
1976-10-06,6.7,CLIC
1976-10-07,4.5,CLIC
1976-10-08,3.3,CLIC
1976-10-09,6,CLIC
1976-10-10,4,CLIC
1976-10-11,5.9,CLIC
1976-10-12,5.6,CLIC
1976-10-13,2.5,CLIC
1976-10-14,3.2,CLIC
1976-10-15,4.6,CLIC
1976-10-16,5.8,CLIC
1976-10-17,6.3,CLIC
1976-10-18,4.6,CLIC
1976-10-19,3.4,CLIC
1976-10-20,3.1,CLIC
1976-10-21,2.5,CLIC
1976-10-22,5.6,CLIC
1976-10-23,2.3,CLIC
1976-10-24,10.4,CLIC
1976-10-25,3.6,CLIC
1976-10-26,4.5,CLIC
1976-10-27,0.5,CLIC
1976-10-28,3.7,CLIC
1976-10-29,5.5,CLIC
1976-10-30,3.1,CLIC
1976-10-31,4.5,CLIC
1976-11-01,1,CLIC
1976-11-02,0.9,CLIC
1976-11-03,3.4,CLIC
1976-11-04,3.7,CLIC
1976-11-05,2.5,CLIC
1976-11-06,5.4,CLIC
1976-11-07,3.9,CLIC
1976-11-08,0.1,CLIC
1976-11-09,2.9,CLIC
1976-11-10,0.9,CLIC
1976-11-11,3.1,CLIC
1976-11-12,3.5,CLIC
1976-11-13,0.5,CLIC
1976-11-14,0.5,CLIC
1976-11-15,1,CLIC
1976-11-16,0.4,CLIC
1976-11-18,0.8,CLIC
1976-11-19,0.7,CLIC
1976-11-20,0.5,CLIC
1976-11-21,1,CLIC
1976-11-22,3.9,CLIC
1976-11-23,0.5,CLIC
1976-11-24,0.7,CLIC
1976-11-25,0.7,CLIC
1976-11-26,0.5,CLIC
1976-11-27,0.6,CLIC
1976-11-30,0.5,CLIC
1976-12-01,3,CLIC
1976-12-02,4.1,CLIC
1976-12-03,3.2,CLIC
1976-12-04,5.2,CLIC
1976-12-05,1,CLIC
