Estación: ,C19098,GENERAL TREVIÑO. GRAL.T.
1979-02-25,5.6,CLIC
1979-02-26,5.3,CLIC
1979-02-27,4,CLIC
1979-02-28,5.9,CLIC
1979-03-01,7.7,CLIC
1979-03-02,7,CLIC
1979-03-03,7.1,CLIC
1979-03-04,4.9,CLIC
1979-03-05,2.2,CLIC
1979-03-06,2.3,CLIC
1979-03-07,6.3,CLIC
1979-03-08,8,CLIC
1979-03-09,7,CLIC
1979-03-10,3.3,CLIC
1979-03-11,1.4,CLIC
1979-03-12,2.6,CLIC
1979-03-13,2.3,CLIC
1979-03-14,1.1,CLIC
1979-03-15,3.8,CLIC
1979-03-16,1.7,CLIC
1979-03-17,1.4,CLIC
1979-03-18,6.7,CLIC
1979-03-20,2.6,CLIC
1979-03-21,7,CLIC
1979-03-22,6.2,CLIC
1979-03-23,7.9,CLIC
1979-03-24,6.1,CLIC
1979-03-25,7.2,CLIC
1979-03-26,6.2,CLIC
1979-03-27,3.9,CLIC
1979-03-28,4.9,CLIC
1979-03-29,5.9,CLIC
1979-03-30,5,CLIC
1979-03-31,2.8,CLIC
1979-04-01,6.3,CLIC
1979-04-02,6.3,CLIC
1979-04-03,5,CLIC
1979-04-04,5.8,CLIC
1979-04-05,7.1,CLIC
1979-04-06,2.6,CLIC
1979-04-07,3.6,CLIC
1979-04-08,5.8,CLIC
1979-04-09,4.3,CLIC
1979-04-10,6.8,CLIC
1979-04-11,8.9,CLIC
1979-04-12,5.9,CLIC
1979-04-13,6.8,CLIC
1979-04-14,6.6,CLIC
1979-04-15,3.7,CLIC
1979-04-16,3.9,CLIC
1979-04-17,5.1,CLIC
1979-04-18,4.3,CLIC
1979-04-19,2.7,CLIC
1979-04-20,6.7,CLIC
1979-04-21,6.4,CLIC
1979-04-22,4.1,CLIC
1979-04-23,5.1,CLIC
1979-04-24,6.6,CLIC
1979-04-25,7.5,CLIC
1979-04-26,7.1,CLIC
1979-04-27,2.9,CLIC
1979-04-28,5.8,CLIC
1979-04-29,1.5,CLIC
1979-04-30,0.6,CLIC
1979-05-01,4.1,CLIC
1979-05-02,5.3,CLIC
1979-05-03,9,CLIC
1979-05-04,6.2,CLIC
1979-05-05,4.9,CLIC
1979-05-06,6.2,CLIC
1979-05-07,7.9,CLIC
1979-05-08,6.4,CLIC
1979-05-09,8.2,CLIC
1979-05-10,8.1,CLIC
1979-05-11,7.7,CLIC
1979-05-12,3.8,CLIC
1979-05-13,7.4,CLIC
1979-05-14,7.1,CLIC
1979-05-15,8,CLIC
1979-05-16,6.2,CLIC
1979-05-17,7.1,CLIC
1979-05-18,7.2,CLIC
1979-05-19,7.1,CLIC
1979-05-20,5,CLIC
1979-05-21,7.8,CLIC
1979-05-22,8,CLIC
1979-05-23,8.8,CLIC
1979-05-24,8.2,CLIC
1979-05-25,8.2,CLIC
1979-05-26,5.1,CLIC
1979-05-27,6.3,CLIC
1979-05-28,7.2,CLIC
1979-05-29,8.6,CLIC
1979-05-30,3.4,CLIC
1979-05-31,7.5,CLIC
1979-06-02,8.7,CLIC
1979-06-03,3.4,CLIC
1979-06-04,4.8,CLIC
1979-06-05,5,CLIC
1979-06-06,5,CLIC
1979-06-07,4.7,CLIC
1979-06-08,6,CLIC
1979-06-09,7.1,CLIC
1979-06-10,9.3,CLIC
1979-06-11,8.3,CLIC
1979-06-12,7.3,CLIC
1979-06-13,8.5,CLIC
1979-06-14,7.5,CLIC
1979-06-15,7.5,CLIC
1979-06-16,7.1,CLIC
1979-06-17,8.6,CLIC
1979-06-18,8.9,CLIC
1979-06-19,7.9,CLIC
1979-06-20,9.1,CLIC
1979-06-21,10.8,CLIC
1979-06-22,9.5,CLIC
1979-06-23,9.1,CLIC
1979-06-24,7.3,CLIC
1979-06-25,7.7,CLIC
1979-06-26,14,CLIC
1979-06-27,16.2,CLIC
1979-06-28,7.5,CLIC
1979-06-29,9.7,CLIC
1979-06-30,8.2,CLIC
1979-07-01,8,CLIC
1979-07-02,8.7,CLIC
1979-07-03,10.2,CLIC
1979-07-04,9.7,CLIC
1979-07-05,7.5,CLIC
1979-07-06,7.6,CLIC
1979-07-07,8,CLIC
1979-07-08,7.7,CLIC
1979-07-09,7.7,CLIC
1979-07-10,9.8,CLIC
1979-07-11,9.8,CLIC
1979-07-12,8.7,CLIC
1979-07-13,11,CLIC
1979-07-14,7.4,CLIC
1979-07-15,8.9,CLIC
1979-07-16,10.4,CLIC
1979-07-17,9.9,CLIC
1979-07-18,9.9,CLIC
1979-07-19,8.9,CLIC
1979-07-20,9.7,CLIC
1979-07-21,8.3,CLIC
1979-07-22,8.6,CLIC
1979-07-23,9.2,CLIC
1979-07-24,9.9,CLIC
1979-07-25,8.3,CLIC
1979-07-26,4.5,CLIC
1979-07-27,6.3,CLIC
1979-07-28,10.3,CLIC
1979-07-29,9,CLIC
1979-07-30,6.1,CLIC
1979-07-31,9.4,CLIC
1979-08-01,9.2,CLIC
1979-08-02,8,CLIC
1979-08-03,10.5,CLIC
1979-08-04,8.1,CLIC
1979-08-05,6.9,CLIC
1979-08-06,6.6,CLIC
1979-08-07,9.1,CLIC
1979-08-08,8.5,CLIC
1979-08-09,8.2,CLIC
1979-08-10,9.7,CLIC
1979-08-11,10,CLIC
1979-08-12,6.9,CLIC
1979-08-13,8.9,CLIC
1979-08-14,8.7,CLIC
1979-08-15,7.4,CLIC
1979-08-16,7.4,CLIC
1979-08-17,8.1,CLIC
1979-08-18,7.2,CLIC
1979-08-19,7.9,CLIC
1979-08-20,9.7,CLIC
1979-08-21,9.4,CLIC
1979-08-22,12.2,CLIC
1979-08-23,5.2,CLIC
1979-08-24,7.5,CLIC
1979-08-25,7.4,CLIC
1979-08-26,4.4,CLIC
1979-08-28,5.2,CLIC
1979-08-29,4.8,CLIC
1979-08-30,6.6,CLIC
1979-08-31,6.8,CLIC
1979-09-01,7.2,CLIC
1979-09-02,6.9,CLIC
1979-09-03,5.6,CLIC
1979-09-04,4.2,CLIC
1979-09-05,7.4,CLIC
1979-09-10,4.2,CLIC
1979-09-11,4.5,CLIC
1979-09-12,5.4,CLIC
1979-09-13,4.9,CLIC
1979-09-14,5.1,CLIC
1979-09-15,4.7,CLIC
1979-09-16,8.5,CLIC
1979-09-17,6.8,CLIC
1979-09-18,1.2,CLIC
1979-09-19,2.6,CLIC
1979-09-20,5.6,CLIC
1979-09-21,6.1,CLIC
1979-09-22,5.9,CLIC
1979-09-23,5.7,CLIC
1979-09-24,4.9,CLIC
1979-09-25,4.8,CLIC
1979-09-26,6.4,CLIC
1979-09-27,5.9,CLIC
1979-09-28,8.6,CLIC
1979-09-29,5.6,CLIC
1979-09-30,5.9,CLIC
1979-10-01,6.2,CLIC
1979-10-02,7,CLIC
1979-10-03,6.9,CLIC
1979-10-04,6.8,CLIC
1979-10-05,6.5,CLIC
1979-10-06,4.3,CLIC
1979-10-07,4.1,CLIC
1979-10-08,8,CLIC
1979-10-09,9.5,CLIC
1979-10-10,6,CLIC
1979-10-11,5.7,CLIC
1979-10-12,5.1,CLIC
1979-10-13,5.1,CLIC
1979-10-14,5.8,CLIC
1979-10-15,7,CLIC
1979-10-16,5.5,CLIC
1979-10-17,6.2,CLIC
1979-10-18,5.5,CLIC
1979-10-19,6.5,CLIC
1979-10-20,6.4,CLIC
1979-10-21,5.9,CLIC
1979-10-22,6.9,CLIC
1979-10-23,6.8,CLIC
1979-10-24,4.5,CLIC
1979-10-25,4.8,CLIC
1979-10-26,5.2,CLIC
1979-10-27,5.4,CLIC
1979-10-28,4.9,CLIC
1979-10-29,4.5,CLIC
1979-10-30,10,CLIC
1979-10-31,5.5,CLIC
1979-11-01,4.4,CLIC
1979-11-02,2.1,CLIC
1979-11-03,4.4,CLIC
1979-11-04,1.6,CLIC
1979-11-05,4,CLIC
1979-11-06,6.6,CLIC
1979-11-07,1.4,CLIC
1979-11-08,5.4,CLIC
1979-11-09,6.3,CLIC
1979-11-10,3.7,CLIC
1979-11-11,3.3,CLIC
1979-11-12,2.9,CLIC
1979-11-13,2.4,CLIC
1979-11-14,1.4,CLIC
1979-11-15,1.3,CLIC
1979-11-16,0.9,CLIC
1979-11-17,2.8,CLIC
1979-11-18,3.9,CLIC
1979-11-19,4.6,CLIC
1979-11-20,4.3,CLIC
1979-11-21,7.3,CLIC
1979-11-22,4.1,CLIC
1979-11-23,4.7,CLIC
1979-11-24,2.9,CLIC
1979-11-25,8,CLIC
1979-11-26,1,CLIC
1979-11-27,5.8,CLIC
1979-11-28,4,CLIC
1979-11-29,3.9,CLIC
1979-11-30,4,CLIC
1979-12-01,3.3,CLIC
1979-12-04,2.8,CLIC
1979-12-05,3.9,CLIC
1979-12-06,3.7,CLIC
1979-12-07,2.4,CLIC
1979-12-08,0.5,CLIC
1979-12-09,1.4,CLIC
1979-12-10,1.4,CLIC
1979-12-11,0.8,CLIC
1979-12-12,0.8,CLIC
1979-12-13,0.5,CLIC
1979-12-14,1.9,CLIC
1979-12-15,1.3,CLIC
1979-12-16,2.7,CLIC
1979-12-17,1.3,CLIC
1979-12-18,1.5,CLIC
1979-12-19,1.2,CLIC
1979-12-20,1.8,CLIC
1979-12-21,1.8,CLIC
1979-12-22,3.1,CLIC
1979-12-23,3.5,CLIC
1979-12-24,3.4,CLIC
1979-12-25,4.2,CLIC
1979-12-26,2.2,CLIC
1979-12-27,2.8,CLIC
1979-12-28,2,CLIC
1979-12-29,2.2,CLIC
1979-12-30,2,CLIC
1979-12-31,8.5,CLIC
1980-01-01,0.6,CLIC
1980-01-02,2.8,CLIC
1980-01-03,3.6,CLIC
1980-01-04,4.4,CLIC
1980-01-05,3,CLIC
1980-01-06,3,CLIC
1980-01-07,3.6,CLIC
1980-01-08,2.5,CLIC
1980-01-09,0.3,CLIC
1980-01-10,2.8,CLIC
1980-01-11,5.4,CLIC
1980-01-12,4.3,CLIC
1980-01-13,6.2,CLIC
1980-01-14,4.5,CLIC
1980-01-15,2.4,CLIC
1980-01-16,1.4,CLIC
1980-01-17,2.3,CLIC
1980-01-18,3.1,CLIC
1980-01-19,2.3,CLIC
1980-01-20,4.3,CLIC
1980-01-21,0.1,CLIC
1980-01-22,5.1,CLIC
1980-01-23,3.2,CLIC
1980-01-24,2.1,CLIC
1980-01-25,1.8,CLIC
1980-01-26,3.5,CLIC
1980-01-27,1.6,CLIC
1980-01-28,0.8,CLIC
1980-01-29,0.7,CLIC
1980-01-30,1.5,CLIC
1980-01-31,1.3,CLIC
1980-02-01,1.3,CLIC
1980-02-02,1.3,CLIC
1980-02-03,1.8,CLIC
1980-02-04,4.8,CLIC
1980-02-05,2.1,CLIC
1980-02-06,0.6,CLIC
1980-02-07,3.9,CLIC
1980-02-08,5.6,CLIC
1980-02-09,4.3,CLIC
1980-02-10,1.9,CLIC
1980-02-11,1.9,CLIC
1980-02-12,0.4,CLIC
1980-02-13,1.3,CLIC
1980-02-14,2,CLIC
1980-02-15,2.5,CLIC
1980-02-16,2.8,CLIC
1980-02-17,2.4,CLIC
1980-02-18,2.6,CLIC
1980-02-19,4.5,CLIC
1980-02-20,2.7,CLIC
1980-02-21,5.8,CLIC
1980-02-22,6.2,CLIC
1980-02-23,2.2,CLIC
1980-02-24,4.5,CLIC
1980-02-25,4.9,CLIC
1980-02-26,4.3,CLIC
1980-02-27,3.1,CLIC
1980-02-28,5.1,CLIC
1980-02-29,6.5,CLIC
1980-03-01,6,CLIC
1980-03-02,3.9,CLIC
1980-03-03,3.8,CLIC
1980-03-04,5.2,CLIC
1980-03-05,7.9,CLIC
1980-03-06,0.7,CLIC
1980-03-07,4.8,CLIC
1980-03-08,7.3,CLIC
1980-03-09,2.8,CLIC
1980-03-10,6,CLIC
1980-03-11,5.9,CLIC
1980-03-12,7.6,CLIC
1980-03-13,6.1,CLIC
1980-03-14,4.4,CLIC
1980-03-15,5.5,CLIC
1980-03-16,7.2,CLIC
1980-03-17,7.5,CLIC
1980-03-18,5.1,CLIC
1980-03-19,10.5,CLIC
1980-03-20,4.2,CLIC
1980-03-21,8,CLIC
1980-03-22,11.2,CLIC
1980-03-23,8.1,CLIC
1980-03-24,8.6,CLIC
1980-03-25,5,CLIC
1980-03-26,1.6,CLIC
1980-03-27,2.3,CLIC
1980-03-28,3.4,CLIC
1980-03-29,10.6,CLIC
1980-03-30,7.5,CLIC
1980-03-31,6.7,CLIC
1980-04-01,5.2,CLIC
1980-04-02,6.5,CLIC
1980-04-03,7.5,CLIC
1980-04-04,4.4,CLIC
1980-04-05,3.2,CLIC
1980-04-06,7.1,CLIC
1980-04-07,8.8,CLIC
1980-04-08,8,CLIC
1980-04-09,8,CLIC
1980-04-10,6.5,CLIC
1980-04-11,5.3,CLIC
1980-04-12,7.9,CLIC
1980-04-13,5.1,CLIC
1980-04-14,5,CLIC
1980-04-15,6.3,CLIC
1980-04-16,5.2,CLIC
1980-04-17,6.4,CLIC
1980-04-18,8,CLIC
1980-04-19,7.8,CLIC
1980-04-20,6.1,CLIC
1980-04-21,4.9,CLIC
1980-04-22,5.6,CLIC
1980-04-23,8.6,CLIC
1980-04-24,10.5,CLIC
1980-04-25,10.9,CLIC
1980-04-26,8.4,CLIC
1980-04-27,6.6,CLIC
1980-04-28,9.4,CLIC
1980-04-29,9,CLIC
1980-04-30,7.1,CLIC
1980-05-01,4.4,CLIC
1980-05-02,6.4,CLIC
1980-05-03,5.5,CLIC
1980-05-04,7.3,CLIC
1980-05-05,6.2,CLIC
1980-05-06,3.5,CLIC
1980-05-07,5.8,CLIC
1980-05-08,7.3,CLIC
1980-05-09,5.9,CLIC
1980-05-10,8.2,CLIC
1980-05-11,6.8,CLIC
1980-05-12,8.1,CLIC
1980-05-13,7.2,CLIC
1980-05-14,6.9,CLIC
1980-05-15,6.6,CLIC
1980-05-16,8.3,CLIC
1980-05-17,7.2,CLIC
1980-05-18,6.6,CLIC
1980-05-19,6.7,CLIC
1980-05-20,8.9,CLIC
1980-05-21,8.3,CLIC
1980-05-22,7.8,CLIC
1980-05-23,7.9,CLIC
1980-05-24,8.9,CLIC
1980-05-25,7.9,CLIC
1980-05-26,8.9,CLIC
1980-05-27,8.9,CLIC
1980-05-28,7.9,CLIC
1980-05-29,7.8,CLIC
1980-05-30,8.6,CLIC
1980-05-31,7.3,CLIC
1980-06-01,9.6,CLIC
1980-06-02,10.4,CLIC
1980-06-03,8.9,CLIC
1980-06-04,9.2,CLIC
1980-06-05,10.3,CLIC
1980-06-06,8.9,CLIC
1980-06-07,10.4,CLIC
1980-06-08,9.2,CLIC
1980-06-09,9.6,CLIC
1980-06-10,9.1,CLIC
1980-06-11,7.6,CLIC
1980-06-12,6.3,CLIC
1980-06-13,6.4,CLIC
1980-06-14,11.7,CLIC
1980-06-15,11.3,CLIC
1980-06-16,10.2,CLIC
1980-06-17,10.1,CLIC
1980-06-18,9.2,CLIC
1980-06-19,12.5,CLIC
1980-06-20,11.6,CLIC
1980-06-21,13,CLIC
1980-06-22,10.4,CLIC
1980-06-23,11.7,CLIC
1980-06-24,10.6,CLIC
1980-06-25,10.3,CLIC
1980-06-26,10.7,CLIC
1980-06-27,11.6,CLIC
1980-06-28,11,CLIC
1980-06-29,10.3,CLIC
1980-06-30,11,CLIC
1980-07-01,10.8,CLIC
1980-07-02,10.3,CLIC
1980-07-03,10.1,CLIC
1980-07-04,9.4,CLIC
1980-07-05,12.5,CLIC
1980-07-06,9.6,CLIC
1980-07-07,6.7,CLIC
1980-07-08,10.6,CLIC
1980-07-09,12.3,CLIC
1980-07-10,8.8,CLIC
1980-07-11,12.1,CLIC
1980-07-12,10.9,CLIC
1980-07-13,10.6,CLIC
1980-07-14,10.9,CLIC
1980-07-15,12,CLIC
1980-07-16,11.3,CLIC
1980-07-17,10.4,CLIC
1980-07-18,13.3,CLIC
1980-07-19,10,CLIC
1980-07-20,8.1,CLIC
1980-07-21,4.2,CLIC
1980-07-22,7.8,CLIC
1980-07-23,6,CLIC
1980-07-24,8.5,CLIC
1980-07-25,8.7,CLIC
1980-07-26,9.8,CLIC
1980-07-27,9.7,CLIC
1980-07-28,11.6,CLIC
1980-07-29,10.6,CLIC
1980-07-30,11.7,CLIC
1980-07-31,10.9,CLIC
1980-08-01,10.6,CLIC
1980-08-02,10.1,CLIC
1980-08-03,8.7,CLIC
1980-08-04,10.3,CLIC
1980-08-05,12,CLIC
1980-08-06,7.5,CLIC
1980-08-07,4.5,CLIC
1980-08-08,9.4,CLIC
1980-08-09,7.8,CLIC
1980-08-10,8.9,CLIC
1980-08-12,7,CLIC
1980-08-13,5.2,CLIC
1980-08-14,6.5,CLIC
1980-08-15,7.2,CLIC
1980-08-16,6.8,CLIC
1980-08-17,8.1,CLIC
1980-08-18,6.8,CLIC
1980-08-19,8.4,CLIC
1980-08-20,5.3,CLIC
1980-08-21,6.6,CLIC
1980-08-22,6,CLIC
1980-08-23,8,CLIC
1980-08-24,7.4,CLIC
1980-08-25,8.3,CLIC
1980-08-26,8.4,CLIC
1980-08-27,7.9,CLIC
1980-08-28,7.1,CLIC
1980-08-29,8.9,CLIC
1980-08-30,9.7,CLIC
1980-08-31,10,CLIC
1980-09-01,9.6,CLIC
1980-09-02,5.6,CLIC
1980-09-03,7.2,CLIC
1980-09-04,8.2,CLIC
1980-09-05,7.4,CLIC
1980-09-06,8,CLIC
1980-09-07,9,CLIC
1980-09-08,9.4,CLIC
1980-09-09,9.1,CLIC
1980-09-10,6.4,CLIC
1980-09-11,8,CLIC
1980-09-12,9.6,CLIC
1980-09-13,8.1,CLIC
1980-09-14,7.7,CLIC
1980-09-15,6,CLIC
1980-09-16,8.2,CLIC
1980-09-17,8,CLIC
1980-09-18,8.6,CLIC
1980-09-19,7.7,CLIC
1980-09-20,7.7,CLIC
1980-09-21,7.3,CLIC
1980-09-22,9.1,CLIC
1980-09-23,7.1,CLIC
1980-09-24,4.6,CLIC
1980-09-25,5.1,CLIC
1980-09-27,2.5,CLIC
1980-09-28,4.8,CLIC
1980-09-29,5.8,CLIC
1980-09-30,3.7,CLIC
1980-10-01,5.4,CLIC
1980-10-02,5.4,CLIC
1980-10-03,5.3,CLIC
1980-10-04,6.5,CLIC
1980-10-05,7.1,CLIC
1980-10-06,6.9,CLIC
1980-10-07,6.1,CLIC
1980-10-08,5.6,CLIC
1980-10-09,6,CLIC
1980-10-10,3.9,CLIC
1980-10-11,4.7,CLIC
1980-10-12,5.1,CLIC
1980-10-13,5.2,CLIC
1980-10-14,6.9,CLIC
1980-10-15,7,CLIC
1980-10-16,4.8,CLIC
1980-10-17,6.6,CLIC
1980-10-18,6.3,CLIC
1980-10-19,2.4,CLIC
1980-10-20,1.6,CLIC
1980-10-21,2,CLIC
1980-10-22,1,CLIC
1980-10-23,0.8,CLIC
1980-10-24,2.3,CLIC
1980-10-25,1.4,CLIC
1980-10-26,6.3,CLIC
1980-10-27,4.7,CLIC
1980-10-28,5.3,CLIC
1980-10-29,2.3,CLIC
1980-10-30,2.7,CLIC
1980-10-31,1.5,CLIC
1980-11-01,3.1,CLIC
1980-11-02,3.2,CLIC
1980-11-03,4,CLIC
1980-11-04,4.4,CLIC
1980-11-05,5.6,CLIC
1980-11-06,4.2,CLIC
1980-11-07,4.4,CLIC
1980-11-08,5.2,CLIC
1980-11-09,3.6,CLIC
1980-11-10,2.4,CLIC
1980-11-11,2,CLIC
1980-11-12,2,CLIC
1980-11-13,4.4,CLIC
1980-11-14,4.4,CLIC
1980-11-15,1.8,CLIC
1980-11-16,1.6,CLIC
1980-11-17,4.2,CLIC
1980-11-18,2.4,CLIC
1980-11-19,2.3,CLIC
1980-11-20,0.4,CLIC
1980-11-21,1,CLIC
1980-11-22,1.5,CLIC
1980-11-23,1.4,CLIC
1980-11-24,2.9,CLIC
1980-11-25,2.2,CLIC
1980-11-26,2.3,CLIC
1980-11-27,3.2,CLIC
1980-11-28,3,CLIC
1980-11-29,1.5,CLIC
1980-11-30,2.7,CLIC
1980-12-01,1.9,CLIC
1980-12-02,2.2,CLIC
1980-12-03,0.9,CLIC
1980-12-04,0.5,CLIC
1980-12-05,0.8,CLIC
1980-12-06,3.4,CLIC
1980-12-07,1.9,CLIC
1980-12-08,4.5,CLIC
1980-12-09,1.5,CLIC
1980-12-10,1.8,CLIC
1980-12-11,3.3,CLIC
1980-12-12,3.3,CLIC
1980-12-13,1.8,CLIC
1980-12-14,1.4,CLIC
1980-12-15,1.7,CLIC
1980-12-16,0.9,CLIC
1980-12-17,0.6,CLIC
1980-12-18,3.7,CLIC
1980-12-19,2.8,CLIC
1980-12-20,1.2,CLIC
1980-12-21,0.8,CLIC
1980-12-22,0.5,CLIC
1980-12-23,0.5,CLIC
1980-12-24,2,CLIC
1980-12-25,1.3,CLIC
1980-12-26,1.9,CLIC
1980-12-27,2,CLIC
1980-12-28,2.9,CLIC
1980-12-29,1.8,CLIC
1980-12-30,2.5,CLIC
1980-12-31,2.9,CLIC
1981-01-01,2.5,CLIC
1981-01-02,2.4,CLIC
1981-01-03,2.2,CLIC
1981-01-04,2.4,CLIC
1981-01-05,1.3,CLIC
1981-01-06,1.9,CLIC
1981-01-07,2,CLIC
1981-01-08,1,CLIC
1981-01-10,1.2,CLIC
1981-01-14,1.2,CLIC
1981-01-15,2.2,CLIC
1981-01-19,3.5,CLIC
1981-01-20,2.8,CLIC
1981-01-21,4.2,CLIC
1981-01-22,1.9,CLIC
1981-01-23,3.1,CLIC
1981-01-24,3.8,CLIC
1981-01-25,2.6,CLIC
1981-01-26,1.5,CLIC
1981-01-27,3.6,CLIC
1981-01-28,4.5,CLIC
1981-01-29,2.8,CLIC
1981-01-30,1.4,CLIC
1981-01-31,3.7,CLIC
1981-02-01,5.5,CLIC
1981-02-02,3,CLIC
1981-02-03,0.7,CLIC
1981-02-04,0.7,CLIC
1981-02-05,1.6,CLIC
1981-02-06,2.5,CLIC
1981-02-07,2.4,CLIC
1981-02-08,2.2,CLIC
1981-02-09,2.6,CLIC
1981-02-10,7.4,CLIC
1981-02-11,3.3,CLIC
1981-02-12,0.6,CLIC
1981-02-13,1,CLIC
1981-02-14,0.1,CLIC
1981-02-15,2.5,CLIC
1981-02-16,1,CLIC
1981-02-17,1,CLIC
1981-02-18,1.2,CLIC
1981-02-19,1.8,CLIC
1981-02-20,2.7,CLIC
1981-02-21,3.5,CLIC
1981-02-22,4.3,CLIC
1981-02-23,4.4,CLIC
1981-02-24,2.5,CLIC
1981-02-25,3.1,CLIC
1981-02-26,2.9,CLIC
1981-02-27,2.7,CLIC
1981-02-28,2.9,CLIC
1981-03-01,3.2,CLIC
1981-03-02,5.6,CLIC
1981-03-03,2.1,CLIC
1981-03-04,4.8,CLIC
1981-03-05,5,CLIC
1981-03-06,4.6,CLIC
1981-03-07,5.4,CLIC
1981-03-08,2.6,CLIC
1981-03-09,8,CLIC
1981-03-10,4.8,CLIC
1981-03-11,3.9,CLIC
1981-03-12,4.2,CLIC
1981-03-13,3.2,CLIC
1981-03-14,4.9,CLIC
1981-03-15,5,CLIC
1981-03-16,4,CLIC
1981-03-17,4.4,CLIC
1981-03-18,4.8,CLIC
1981-03-19,5.9,CLIC
1981-03-20,5.2,CLIC
1981-03-21,5,CLIC
1981-03-22,5.3,CLIC
1981-03-23,5.7,CLIC
1981-03-24,6.3,CLIC
1981-03-25,5.2,CLIC
1981-03-26,5.7,CLIC
1981-03-27,6.1,CLIC
1981-03-28,6.2,CLIC
1981-03-29,4.6,CLIC
1981-03-30,5.1,CLIC
1981-03-31,6.8,CLIC
1981-04-01,6.8,CLIC
1981-04-02,3.3,CLIC
1981-04-03,7.4,CLIC
1981-04-04,5.3,CLIC
1981-04-05,6.5,CLIC
1981-04-06,6.8,CLIC
1981-04-07,6.3,CLIC
1981-04-08,5.6,CLIC
1981-04-09,4.6,CLIC
1981-04-10,6.7,CLIC
1981-04-11,4.2,CLIC
1981-04-12,4.4,CLIC
1981-04-13,4.5,CLIC
1981-04-14,4.3,CLIC
1981-04-16,6.5,CLIC
1981-04-18,4,CLIC
1981-04-19,5.4,CLIC
1981-04-20,6,CLIC
1981-04-21,7.7,CLIC
1981-04-23,2.5,CLIC
1981-04-24,9.2,CLIC
1981-04-26,5,CLIC
1981-04-27,3.1,CLIC
1981-04-28,1.8,CLIC
1981-04-29,3.2,CLIC
1981-04-30,3.1,CLIC
1981-05-01,4.6,CLIC
1981-05-03,1.1,CLIC
1981-05-04,4.2,CLIC
1981-05-05,4.2,CLIC
1981-05-06,5.1,CLIC
1981-05-07,5.2,CLIC
1981-05-08,1.4,CLIC
1981-05-09,5.6,CLIC
1981-05-10,5.8,CLIC
1981-05-11,5.4,CLIC
1981-05-12,3.8,CLIC
1981-05-13,5.9,CLIC
1981-05-15,4.7,CLIC
1981-05-16,4.1,CLIC
1981-05-17,6.7,CLIC
1981-05-18,5.9,CLIC
1981-05-19,5.4,CLIC
1981-05-20,3,CLIC
1981-05-21,3.2,CLIC
1981-05-22,6.6,CLIC
1981-05-23,4.9,CLIC
1981-05-24,7.6,CLIC
1981-05-25,6.4,CLIC
1981-05-26,7.1,CLIC
1981-05-27,6.7,CLIC
1981-05-28,6.2,CLIC
1981-05-29,6,CLIC
1981-05-30,3.6,CLIC
1981-05-31,3,CLIC
1981-06-01,5.3,CLIC
1981-06-02,5.4,CLIC
1981-06-03,6.4,CLIC
1981-06-04,6,CLIC
1981-06-05,6.3,CLIC
1981-06-06,6.4,CLIC
1981-06-07,6,CLIC
1981-06-08,7.8,CLIC
1981-06-09,7,CLIC
1981-06-10,10.2,CLIC
1981-06-11,6.1,CLIC
1981-06-12,6,CLIC
1981-06-13,9.2,CLIC
1981-06-14,5.6,CLIC
1981-06-15,6.4,CLIC
1981-06-17,3.5,CLIC
1981-06-18,6.6,CLIC
1981-06-19,6.4,CLIC
1981-06-20,5.3,CLIC
1981-06-21,7.4,CLIC
1981-06-22,11.2,CLIC
1981-06-23,1.3,CLIC
1981-06-24,5,CLIC
1981-06-25,5.1,CLIC
1981-06-26,4,CLIC
1981-06-27,4.5,CLIC
1981-06-28,6.8,CLIC
1981-06-29,7.8,CLIC
1981-06-30,6.8,CLIC
1981-07-01,7.4,CLIC
1981-07-02,6.6,CLIC
1981-07-03,7.4,CLIC
1981-07-04,7,CLIC
1981-07-05,8.3,CLIC
1981-07-06,4.7,CLIC
1981-07-07,3.6,CLIC
1981-07-08,4.9,CLIC
1981-07-09,3.9,CLIC
1981-07-10,4.9,CLIC
1981-07-11,7.6,CLIC
1981-07-12,8,CLIC
1981-07-13,8.6,CLIC
1981-07-14,10.7,CLIC
1981-07-15,8.3,CLIC
1981-07-16,8.6,CLIC
1981-07-17,10,CLIC
1981-07-18,8,CLIC
1981-07-19,9.9,CLIC
1981-07-20,9.3,CLIC
1981-07-21,10.3,CLIC
1981-07-22,7.5,CLIC
1981-07-23,8.2,CLIC
1981-07-24,4.8,CLIC
1981-07-25,5.1,CLIC
1981-07-27,6.6,CLIC
1981-07-28,9,CLIC
1981-07-29,11.1,CLIC
1981-07-30,5,CLIC
1981-07-31,7.8,CLIC
1981-08-01,10.3,CLIC
1981-08-02,9.6,CLIC
1981-08-03,9.9,CLIC
1981-08-04,9.5,CLIC
1981-08-05,7.9,CLIC
1981-08-06,7.1,CLIC
1981-08-07,6.4,CLIC
1981-08-08,10,CLIC
1981-08-09,7.6,CLIC
1981-08-10,8.5,CLIC
1981-08-11,9.4,CLIC
1981-08-12,10,CLIC
1981-08-13,4.4,CLIC
1981-08-14,7.3,CLIC
1981-08-15,8.7,CLIC
1981-08-16,8.9,CLIC
1981-08-17,8.8,CLIC
1981-08-18,6.8,CLIC
1981-08-19,8,CLIC
1981-08-20,5.2,CLIC
1981-08-21,5.4,CLIC
1981-08-22,4.1,CLIC
1981-08-23,7.2,CLIC
1981-08-24,5.8,CLIC
