Estación: ,C19121,GATOS GUEROS. LINARES
1999-04-18,9.1,CLIC
1999-04-19,8.5,CLIC
1999-04-20,9.4,CLIC
1999-04-21,8.8,CLIC
1999-04-22,11.2,CLIC
1999-04-23,11.7,CLIC
1999-04-24,6.1,CLIC
1999-04-25,8.8,CLIC
1999-04-26,8.4,CLIC
1999-04-27,10.25,CLIC
1999-04-28,11.35,CLIC
1999-04-29,8.6,CLIC
1999-04-30,0,CLIC
1999-05-02,4.8,CLIC
1999-05-03,4.55,CLIC
1999-05-04,10.01,CLIC
1999-05-05,9.99,CLIC
1999-05-06,10.03,CLIC
1999-05-07,9.97,CLIC
1999-05-08,9.39,CLIC
1999-05-09,7.01,CLIC
1999-05-10,6.99,CLIC
1999-05-11,5.99,CLIC
1999-05-12,10.01,CLIC
1999-05-13,9.95,CLIC
1999-05-14,6.38,CLIC
1999-05-15,5.57,CLIC
1999-05-16,8.1,CLIC
1999-05-17,7.35,CLIC
1999-05-18,4.39,CLIC
1999-05-19,4.01,CLIC
1999-05-20,10.99,CLIC
1999-05-21,9.99,CLIC
1999-05-22,10.01,CLIC
1999-05-23,9.9,CLIC
1999-05-24,10.15,CLIC
1999-05-25,9.94,CLIC
1999-05-26,2.01,CLIC
1999-05-27,4.75,CLIC
1999-05-28,4.74,CLIC
1999-05-29,10.18,CLIC
1999-05-30,9.82,CLIC
1999-05-31,10.26,CLIC
2004-06-01,11.95,CLIC
2004-06-02,9.45,CLIC
2004-06-03,7.86,CLIC
2004-06-04,11.19,CLIC
2004-06-05,4.45,CLIC
2004-06-06,9.79,CLIC
2004-06-07,6.97,CLIC
2004-06-08,5.59,CLIC
2004-06-09,6.05,CLIC
2004-06-10,3.8,CLIC
2004-06-11,7.9,CLIC
2004-06-12,7.1,CLIC
2004-06-13,6.15,CLIC
2004-06-14,6.65,CLIC
2004-06-15,10.06,CLIC
2004-06-16,5.86,CLIC
2004-06-17,6.84,CLIC
2004-06-18,8.35,CLIC
2004-06-19,8.65,CLIC
2004-06-20,10.25,CLIC
2004-06-21,7.95,CLIC
2004-06-22,11.15,CLIC
2004-06-23,8.55,CLIC
2004-06-24,6.02,CLIC
2004-06-25,5.86,CLIC
2004-06-26,6.43,CLIC
2004-06-27,7.8,CLIC
2004-06-28,3.4,CLIC
2004-06-29,5.44,CLIC
2004-06-30,3.96,CLIC
2004-07-01,7.68,CLIC
2004-07-02,6.9,CLIC
2004-07-03,8.25,CLIC
2004-07-04,9.15,CLIC
2004-07-05,8.9,CLIC
2004-07-06,10,CLIC
2004-07-07,10.46,CLIC
2004-07-08,8.35,CLIC
2004-07-09,8.45,CLIC
2004-07-10,9.1,CLIC
2004-07-11,6.2,CLIC
2004-07-12,4.9,CLIC
2004-07-13,9.7,CLIC
2004-07-14,10.05,CLIC
2004-07-15,12.05,CLIC
2004-07-16,10.45,CLIC
2004-07-17,8.9,CLIC
2004-07-18,7.7,CLIC
2004-07-19,7.5,CLIC
2004-07-20,10.55,CLIC
2004-07-21,8.65,CLIC
2004-07-22,8.15,CLIC
2004-07-23,8.1,CLIC
2004-07-24,9.75,CLIC
2004-07-25,9.2,CLIC
2004-07-26,6.25,CLIC
2004-07-27,8.35,CLIC
2004-07-28,8.85,CLIC
2004-07-29,11.1,CLIC
2004-07-30,7,CLIC
2004-07-31,8.35,CLIC
2004-08-01,5.61,CLIC
2004-08-02,8.1,CLIC
2004-08-03,4.6,CLIC
2004-08-04,11.67,CLIC
2004-08-05,9.68,CLIC
2004-08-06,10.35,CLIC
2004-08-07,10.6,CLIC
2004-08-08,11.06,CLIC
2004-08-09,10.44,CLIC
2004-08-10,11.75,CLIC
2004-08-11,9.8,CLIC
2004-08-12,5.9,CLIC
2004-08-13,7.6,CLIC
2004-08-14,9.1,CLIC
2004-08-15,7.25,CLIC
2004-08-16,8.35,CLIC
2004-08-17,9.65,CLIC
2004-08-18,10.6,CLIC
2004-08-19,10.55,CLIC
2004-08-20,4.19,CLIC
2004-08-21,10.38,CLIC
2004-08-22,10.08,CLIC
2004-08-23,16.24,CLIC
2004-08-24,9.75,CLIC
2004-08-25,11.25,CLIC
2004-08-26,9.2,CLIC
2004-08-27,10.14,CLIC
2004-08-28,9.9,CLIC
2004-08-29,9.15,CLIC
2004-08-30,8.75,CLIC
2004-08-31,8.14,CLIC
2004-09-01,4.15,CLIC
2004-09-03,5.1,CLIC
2004-09-04,4.93,CLIC
2004-09-05,4.7,CLIC
2004-09-06,5.1,CLIC
2004-09-07,4.75,CLIC
2004-09-08,6.15,CLIC
2004-09-09,3.6,CLIC
2004-09-10,4.7,CLIC
2004-09-11,5.77,CLIC
2004-09-12,7.25,CLIC
2004-09-13,8.7,CLIC
2004-09-14,8.2,CLIC
2004-09-15,4.8,CLIC
2004-09-16,4.3,CLIC
2004-09-17,5.8,CLIC
2004-09-18,4.16,CLIC
2004-09-19,6.75,CLIC
2004-09-20,4.3,CLIC
2004-09-21,6.7,CLIC
2004-09-22,8.05,CLIC
2004-09-23,6.97,CLIC
2004-09-24,7.8,CLIC
2004-09-25,7.65,CLIC
2004-09-26,6.35,CLIC
2004-09-27,4.23,CLIC
2004-09-28,2.78,CLIC
2004-09-29,3.34,CLIC
2004-09-30,5.1,CLIC
2004-10-01,6.61,CLIC
2004-10-02,2.98,CLIC
2004-10-03,3.05,CLIC
2004-10-04,3.07,CLIC
2004-10-05,4.75,CLIC
2004-10-06,3.65,CLIC
2004-10-07,5.7,CLIC
2004-10-08,4.15,CLIC
2004-10-09,3.65,CLIC
2004-10-10,2.3,CLIC
2004-10-11,4.48,CLIC
2004-10-12,4.15,CLIC
2004-10-13,2.84,CLIC
2004-10-14,2.93,CLIC
2004-10-15,1.18,CLIC
2004-10-16,1.93,CLIC
2004-10-17,6.97,CLIC
2004-10-18,4.4,CLIC
2004-10-19,7.75,CLIC
2004-10-20,8.95,CLIC
2004-10-21,8.6,CLIC
2004-10-22,9.3,CLIC
2004-10-23,4.42,CLIC
2004-10-24,8.7,CLIC
2004-10-25,8.05,CLIC
2004-10-26,7.75,CLIC
2004-10-27,5.57,CLIC
2004-10-28,4.19,CLIC
2004-10-29,7.4,CLIC
2004-10-30,6.2,CLIC
2004-10-31,3.8,CLIC
2004-11-01,7.5,CLIC
2004-11-02,4.5,CLIC
2004-11-03,5.4,CLIC
2004-11-04,5.6,CLIC
2004-11-05,4.2,CLIC
2004-11-06,5.45,CLIC
2004-11-07,6.15,CLIC
2004-11-08,6.2,CLIC
2004-11-09,5.6,CLIC
2004-11-10,6.8,CLIC
2004-11-11,5.55,CLIC
2004-11-12,4.75,CLIC
2004-11-13,4.5,CLIC
2004-11-14,4.4,CLIC
2004-11-15,5.6,CLIC
2004-11-16,3.2,CLIC
2004-11-17,4.55,CLIC
2004-11-18,3.7,CLIC
2004-11-19,5.1,CLIC
2004-11-20,4.8,CLIC
2004-11-21,4.6,CLIC
2004-11-22,5.4,CLIC
2004-11-23,5.8,CLIC
2004-11-24,4.1,CLIC
2004-11-25,4.1,CLIC
2004-11-26,4.6,CLIC
2004-11-27,4.4,CLIC
2004-11-28,3.7,CLIC
2004-11-29,5.15,CLIC
2004-11-30,3.9,CLIC
2004-12-01,4.5,CLIC
2004-12-02,4.1,CLIC
2004-12-03,2.7,CLIC
2004-12-04,5.45,CLIC
2004-12-05,4.15,CLIC
2004-12-06,4.1,CLIC
2004-12-07,5.8,CLIC
2004-12-08,3.7,CLIC
2004-12-09,4.05,CLIC
2004-12-10,3.65,CLIC
2004-12-11,4.6,CLIC
2004-12-12,3.2,CLIC
2004-12-13,4.8,CLIC
2004-12-14,2.6,CLIC
2004-12-15,2.63,CLIC
2004-12-16,2.8,CLIC
2004-12-17,2.4,CLIC
2004-12-18,1.3,CLIC
2004-12-19,1.75,CLIC
2004-12-20,2.33,CLIC
2004-12-21,3.8,CLIC
2004-12-22,3,CLIC
2004-12-23,0.45,CLIC
2004-12-24,0.1,CLIC
2004-12-25,0.31,CLIC
2004-12-26,1.85,CLIC
2004-12-27,1.95,CLIC
2004-12-28,1.4,CLIC
2004-12-29,2.8,CLIC
2004-12-30,3.28,CLIC
2004-12-31,1.93,CLIC
2005-01-01,2.9,CLIC
2005-01-02,2.1,CLIC
2005-01-03,3.8,CLIC
2005-01-04,3.2,CLIC
2005-01-05,4.4,CLIC
2005-01-06,4.25,CLIC
2005-01-07,4.1,CLIC
2005-01-08,3.45,CLIC
2005-01-09,4.3,CLIC
2005-01-10,4.2,CLIC
2005-01-11,4.5,CLIC
2005-01-12,4.6,CLIC
2005-01-13,4.2,CLIC
2005-01-14,4.75,CLIC
2005-01-15,2.65,CLIC
2005-01-16,3.8,CLIC
2005-01-17,3.6,CLIC
2005-01-18,2.35,CLIC
2005-01-19,4.75,CLIC
2005-01-20,4.6,CLIC
2005-01-21,6.25,CLIC
2005-01-22,4.75,CLIC
2005-01-23,2.8,CLIC
2005-01-24,2.9,CLIC
2005-01-25,4.6,CLIC
2005-01-26,4.15,CLIC
2005-01-27,3.85,CLIC
2005-01-28,3.6,CLIC
2005-01-29,4.2,CLIC
2005-01-30,5.3,CLIC
2005-01-31,3.5,CLIC
2005-02-01,4.75,CLIC
2005-02-02,3.05,CLIC
2005-02-03,4.35,CLIC
2005-02-04,2.95,CLIC
2005-02-05,2.4,CLIC
2005-02-06,2.95,CLIC
2005-02-07,4.8,CLIC
2005-02-08,3.85,CLIC
2005-02-09,1.33,CLIC
2005-02-10,2.3,CLIC
2005-02-11,1.85,CLIC
2005-02-12,2.6,CLIC
2005-02-13,1.2,CLIC
2005-02-14,5.5,CLIC
2005-02-15,6.05,CLIC
2005-02-16,5.85,CLIC
2005-02-17,2.49,CLIC
2005-02-18,2.38,CLIC
2005-02-19,3.5,CLIC
2005-02-20,5.4,CLIC
2005-02-21,2.45,CLIC
2005-02-22,3.8,CLIC
2005-02-23,4.5,CLIC
2005-02-24,2.75,CLIC
2005-02-25,0.6,CLIC
2005-02-26,0.9,CLIC
2005-02-27,1.83,CLIC
2005-02-28,3.1,CLIC
2005-03-01,4.85,CLIC
2005-03-02,3.85,CLIC
2005-03-03,3.6,CLIC
2005-03-04,5.1,CLIC
2005-03-05,5.45,CLIC
2005-03-06,5.1,CLIC
2005-03-07,4.8,CLIC
2005-03-08,2.31,CLIC
2005-03-09,5.7,CLIC
2005-03-10,5.5,CLIC
2005-03-11,4.55,CLIC
2005-03-12,3.85,CLIC
2005-03-13,5,CLIC
2005-03-14,4.5,CLIC
2005-03-15,2.8,CLIC
2005-03-16,3,CLIC
2005-03-17,3.2,CLIC
2005-03-18,2.85,CLIC
2005-03-19,2.45,CLIC
2005-03-20,4.75,CLIC
2005-03-21,2.75,CLIC
2005-03-22,2.65,CLIC
2005-03-23,3.9,CLIC
2005-03-24,3.8,CLIC
2005-03-25,3.5,CLIC
2005-03-26,4.65,CLIC
2005-03-27,3.25,CLIC
2005-03-28,5.7,CLIC
2005-03-29,8.6,CLIC
2005-03-30,8.45,CLIC
2005-03-31,7.55,CLIC
2005-04-01,3.6,CLIC
2005-04-02,5.64,CLIC
2005-04-03,3.91,CLIC
2005-04-04,6.32,CLIC
2005-04-05,8.3,CLIC
2005-04-06,6.43,CLIC
2005-04-07,5.83,CLIC
2005-04-08,7.23,CLIC
2005-04-09,6.49,CLIC
2005-04-10,4.52,CLIC
2005-04-11,12.65,CLIC
2005-04-12,8.13,CLIC
2005-04-13,8.39,CLIC
2005-04-14,10.18,CLIC
2005-04-15,7.52,CLIC
2005-04-16,7.57,CLIC
2005-04-17,6.33,CLIC
2005-04-18,6.9,CLIC
2005-04-19,6.3,CLIC
2005-04-20,9.06,CLIC
2005-04-21,8.64,CLIC
2005-04-22,9.74,CLIC
2005-04-23,1.34,CLIC
2005-04-24,2.3,CLIC
2005-04-25,5.5,CLIC
2005-04-26,6.25,CLIC
2005-04-27,8.43,CLIC
2005-04-28,6.25,CLIC
2005-04-29,13.8,CLIC
2005-04-30,5.62,CLIC
2005-05-01,4.9,CLIC
2005-05-02,4.6,CLIC
2005-05-03,3.1,CLIC
2005-05-04,1.3,CLIC
2005-05-05,1.95,CLIC
2005-05-06,2.14,CLIC
2005-05-07,3.25,CLIC
2005-05-08,6.35,CLIC
2005-05-09,6.7,CLIC
2005-05-10,6.85,CLIC
2005-05-11,8.15,CLIC
2005-05-12,5.5,CLIC
2005-05-13,6.9,CLIC
2005-05-14,7.9,CLIC
2005-05-15,6.18,CLIC
2005-05-16,7.6,CLIC
2005-05-17,3.5,CLIC
2005-05-18,7.1,CLIC
2005-05-19,6.75,CLIC
2005-05-20,6.65,CLIC
2005-05-21,7.3,CLIC
2005-05-22,8.74,CLIC
2005-05-23,9.1,CLIC
2005-05-24,8.15,CLIC
2005-05-25,8.9,CLIC
2005-05-26,6.7,CLIC
2005-05-27,9.4,CLIC
2005-05-28,6.35,CLIC
2005-05-29,7.3,CLIC
2005-05-30,8.14,CLIC
2005-05-31,10.39,CLIC
2005-06-01,7.1,CLIC
2005-06-02,9.31,CLIC
2005-06-03,7.72,CLIC
2005-06-04,12.14,CLIC
2005-06-05,5.17,CLIC
2005-06-06,6.27,CLIC
2005-06-07,8.39,CLIC
2005-06-08,9.38,CLIC
2005-06-09,8.57,CLIC
2005-06-10,7.05,CLIC
2005-06-11,8.75,CLIC
2005-06-12,9.15,CLIC
2005-06-13,9.8,CLIC
2005-06-14,9.25,CLIC
2005-06-15,11.8,CLIC
2005-06-16,9.1,CLIC
2005-06-17,9.73,CLIC
2005-06-18,8.17,CLIC
2005-06-19,9.67,CLIC
2005-06-20,9.9,CLIC
2005-06-21,9.7,CLIC
2005-06-22,9.5,CLIC
2005-06-23,10.3,CLIC
2005-06-24,9.66,CLIC
2005-06-25,6.64,CLIC
2005-06-26,9.4,CLIC
2005-06-27,8.9,CLIC
2005-06-28,10.14,CLIC
2005-06-29,11.35,CLIC
2005-06-30,9.5,CLIC
2005-07-01,9.25,CLIC
2005-07-02,8.45,CLIC
2005-07-03,10.5,CLIC
2005-07-04,9.75,CLIC
2005-07-05,8.95,CLIC
2005-07-06,6.64,CLIC
2005-07-07,10.84,CLIC
2005-07-08,11.11,CLIC
2005-07-09,12.83,CLIC
2005-07-10,12.17,CLIC
2005-07-11,7.68,CLIC
2005-07-12,8.51,CLIC
2005-07-13,9.94,CLIC
2005-07-14,9.9,CLIC
2005-07-15,10.15,CLIC
2005-07-16,4.75,CLIC
2005-07-17,8.25,CLIC
2005-07-18,8.3,CLIC
2005-07-19,4.95,CLIC
2005-07-20,0,CLIC
2005-07-21,3.35,CLIC
2005-07-22,2.1,CLIC
2005-07-23,5.8,CLIC
2005-07-24,5.7,CLIC
2005-07-25,5.04,CLIC
2005-07-26,4.88,CLIC
2005-07-27,5.1,CLIC
2005-07-28,5.7,CLIC
2005-07-29,4.8,CLIC
2005-07-30,4.3,CLIC
2005-07-31,6.5,CLIC
2005-08-01,7.6,CLIC
2005-08-02,5.23,CLIC
2005-08-03,5.26,CLIC
2005-08-04,5.92,CLIC
2005-08-05,7.68,CLIC
2005-08-06,5.3,CLIC
2005-08-07,4.1,CLIC
2005-08-08,7.25,CLIC
2005-08-09,9.4,CLIC
2005-08-10,7.7,CLIC
2005-08-11,7.9,CLIC
2005-08-12,7.5,CLIC
2005-08-13,8.5,CLIC
2005-08-14,8.3,CLIC
2005-08-15,9.6,CLIC
2005-08-16,10.6,CLIC
2005-08-17,11.5,CLIC
2005-08-18,10.14,CLIC
2005-08-19,7.43,CLIC
2005-08-20,9.92,CLIC
2005-08-21,7.6,CLIC
2005-08-22,6.95,CLIC
2005-08-23,8.9,CLIC
2005-08-24,7.85,CLIC
2005-08-25,6.05,CLIC
2005-08-26,11.75,CLIC
2005-08-27,10.6,CLIC
2005-08-28,9.3,CLIC
2005-08-29,10.4,CLIC
2005-08-30,14.3,CLIC
2005-08-31,9.85,CLIC
2005-09-01,6.85,CLIC
2005-09-02,5.7,CLIC
2005-09-03,4.35,CLIC
2005-09-04,6.48,CLIC
2005-09-05,6.7,CLIC
2005-09-06,5.41,CLIC
2005-09-07,4.25,CLIC
2005-09-08,3.6,CLIC
2005-09-09,4.33,CLIC
2005-09-10,5.4,CLIC
2005-09-11,3.95,CLIC
2005-09-12,4.55,CLIC
2005-09-13,6.2,CLIC
2005-09-14,6.5,CLIC
2005-09-15,9.6,CLIC
2005-09-16,6.1,CLIC
2005-09-17,6.85,CLIC
2005-09-18,8.4,CLIC
2005-09-19,7.9,CLIC
2005-09-20,9.8,CLIC
2005-09-21,7.69,CLIC
2005-09-22,8.55,CLIC
2005-09-23,8.75,CLIC
2005-09-24,10.7,CLIC
2005-09-25,11.9,CLIC
2005-09-26,12.8,CLIC
2005-09-27,12.01,CLIC
2005-09-28,10.6,CLIC
2005-09-29,9.5,CLIC
2005-09-30,9.15,CLIC
2005-10-01,8.9,CLIC
2005-10-02,9.7,CLIC
2005-10-03,5.7,CLIC
2005-10-04,3.9,CLIC
2005-10-05,6.16,CLIC
2005-10-06,5.8,CLIC
2005-10-07,1.13,CLIC
2005-10-08,3.6,CLIC
2005-10-09,4.9,CLIC
2005-10-10,3.63,CLIC
2005-10-11,7.6,CLIC
2005-10-12,5.9,CLIC
2005-10-13,3.5,CLIC
2005-10-14,0,CLIC
2005-10-15,4.7,CLIC
2005-10-16,5.6,CLIC
2005-10-17,4.4,CLIC
2005-10-18,2.53,CLIC
2005-10-19,3.7,CLIC
2005-10-20,4.78,CLIC
2005-10-21,4.7,CLIC
2005-10-22,4.5,CLIC
2005-10-23,5.9,CLIC
2005-10-24,1.3,CLIC
2005-10-25,1.75,CLIC
2005-10-26,1.1,CLIC
2005-10-27,2.3,CLIC
2005-10-28,3.75,CLIC
2005-10-29,4.1,CLIC
2005-10-30,4.75,CLIC
2005-10-31,4.7,CLIC
2005-11-01,6.09,CLIC
2005-11-02,3.41,CLIC
2005-11-03,4.75,CLIC
2005-11-04,3.01,CLIC
2005-11-05,4.3,CLIC
2005-11-06,4.85,CLIC
2005-11-07,4.6,CLIC
2005-11-08,5.5,CLIC
2005-11-09,5.8,CLIC
2005-11-10,3.2,CLIC
2005-11-11,6.7,CLIC
2005-11-12,4.98,CLIC
2005-11-13,3.65,CLIC
2005-11-14,4.65,CLIC
2005-11-15,5.8,CLIC
2005-11-16,1.05,CLIC
2005-11-17,2.14,CLIC
2005-11-18,0.23,CLIC
2005-11-19,0.3,CLIC
2005-11-20,2.03,CLIC
2005-11-21,2.16,CLIC
2005-11-22,2,CLIC
2005-11-23,3.8,CLIC
2005-11-24,2.66,CLIC
2005-11-25,3.84,CLIC
2005-11-26,2.6,CLIC
2005-11-27,3.9,CLIC
2005-11-28,2.67,CLIC
2005-11-29,1.1,CLIC
2005-11-30,1.48,CLIC
2005-12-01,3.82,CLIC
2005-12-02,3.61,CLIC
2005-12-03,4.03,CLIC
2005-12-04,3.41,CLIC
2005-12-05,2.9,CLIC
2005-12-06,2.7,CLIC
2005-12-07,2.8,CLIC
2005-12-08,1.7,CLIC
2005-12-09,0.4,CLIC
2005-12-10,0.1,CLIC
2005-12-11,2.6,CLIC
2005-12-12,3.5,CLIC
2005-12-13,1.9,CLIC
2005-12-14,2.41,CLIC
2005-12-15,2.92,CLIC
2005-12-16,2.85,CLIC
2005-12-17,2.55,CLIC
2005-12-18,1.68,CLIC
2005-12-19,0.8,CLIC
2005-12-20,1.2,CLIC
2005-12-21,0.5,CLIC
2005-12-22,1.9,CLIC
2005-12-23,2.7,CLIC
2005-12-24,1.4,CLIC
2005-12-25,3.3,CLIC
2005-12-26,2.2,CLIC
2005-12-27,2.8,CLIC
2005-12-28,1.5,CLIC
2005-12-29,3.7,CLIC
2005-12-30,2.8,CLIC
2005-12-31,3.5,CLIC
2006-01-01,4.05,CLIC
2006-01-02,4.55,CLIC
2006-01-03,3.8,CLIC
2006-01-04,4.65,CLIC
2006-01-05,3.65,CLIC
2006-01-06,1.8,CLIC
2006-01-07,2.85,CLIC
2006-01-08,3.8,CLIC
2006-01-09,3.5,CLIC
2006-01-10,1.65,CLIC
2006-01-11,2.55,CLIC
2006-01-12,2.8,CLIC
2006-01-13,1.75,CLIC
2006-01-14,1.75,CLIC
2006-01-15,4.5,CLIC
2006-01-16,5.5,CLIC
2006-01-17,2.7,CLIC
2006-01-18,2.8,CLIC
2006-01-19,4.25,CLIC
2006-01-20,3.9,CLIC
2006-01-21,2.35,CLIC
2006-01-22,0.6,CLIC
2006-01-23,1.9,CLIC
2006-01-24,2.55,CLIC
2006-01-25,3.65,CLIC
2006-01-26,1.75,CLIC
2006-01-27,3.65,CLIC
2006-01-28,4.7,CLIC
2006-01-29,4.45,CLIC
2006-01-30,4.95,CLIC
2006-01-31,5.75,CLIC
2006-02-01,3.25,CLIC
2006-02-02,3.6,CLIC
2006-02-03,8.8,CLIC
2006-02-04,4.17,CLIC
2006-02-05,3.38,CLIC
2006-02-06,3.39,CLIC
2006-02-07,1.51,CLIC
2006-02-08,1.22,CLIC
2006-02-09,3.1,CLIC
2006-02-10,5.7,CLIC
2006-02-11,0.85,CLIC
2006-02-12,1.95,CLIC
2006-02-13,2.85,CLIC
2006-02-14,4.6,CLIC
2006-02-15,4.8,CLIC
2006-02-16,7.05,CLIC
2006-02-17,3.8,CLIC
2006-02-18,2.8,CLIC
2006-02-19,0.6,CLIC
2006-02-20,0.7,CLIC
2006-02-21,0.63,CLIC
2006-02-22,4.72,CLIC
2006-02-23,4.65,CLIC
2006-02-24,8.17,CLIC
2006-02-25,3.5,CLIC
2006-02-26,5.8,CLIC
2006-02-27,2.75,CLIC
2006-02-28,3.75,CLIC
2006-03-01,3.75,CLIC
2006-03-02,3.75,CLIC
2006-03-03,5.8,CLIC
2006-03-04,4.6,CLIC
2006-03-05,3.5,CLIC
2006-03-06,3.85,CLIC
2006-03-07,4.2,CLIC
2006-03-08,7.15,CLIC
2006-03-09,9.62,CLIC
2006-03-10,7.75,CLIC
2006-03-11,7.65,CLIC
2006-03-12,8.57,CLIC
2006-03-13,4.23,CLIC
2006-03-14,3.9,CLIC
2006-03-15,2.5,CLIC
2006-03-16,4.6,CLIC
2006-03-17,4,CLIC
2006-03-18,8.45,CLIC
2006-03-19,6.8,CLIC
2006-03-20,3.9,CLIC
2006-03-21,4.5,CLIC
2006-03-22,4.15,CLIC
2006-03-23,3.8,CLIC
2006-03-24,4.45,CLIC
2006-03-25,2.2,CLIC
2006-03-26,4.37,CLIC
2006-03-27,2.53,CLIC
2006-03-28,4.6,CLIC
2006-03-29,5.7,CLIC
2006-03-30,4.4,CLIC
2006-03-31,3.45,CLIC
2006-04-01,6.6,CLIC
2006-04-02,7.8,CLIC
2006-04-03,7.15,CLIC
2006-04-04,6.2,CLIC
2006-04-05,6.9,CLIC
2006-04-06,6.1,CLIC
2006-04-07,5.8,CLIC
2006-04-08,13.19,CLIC
2006-04-09,5.17,CLIC
2006-04-10,6.13,CLIC
2006-04-11,5.75,CLIC
2006-04-12,6.38,CLIC
2006-04-13,7.02,CLIC
2006-04-14,9.9,CLIC
2006-04-15,5,CLIC
2006-04-16,11.2,CLIC
2006-04-17,9.87,CLIC
2006-04-18,13.89,CLIC
2006-04-19,8.7,CLIC
2006-04-20,8.92,CLIC
2006-04-21,3.2,CLIC
2006-04-22,2.95,CLIC
2006-04-23,4.6,CLIC
2006-04-24,6.45,CLIC
2006-04-25,9.15,CLIC
2006-04-26,6.6,CLIC
2006-04-27,2.45,CLIC
2006-04-28,5.9,CLIC
2006-04-29,8.65,CLIC
2006-04-30,6.3,CLIC
2006-05-01,5.26,CLIC
2006-05-02,7.81,CLIC
2006-05-03,4.98,CLIC
2006-05-04,7.57,CLIC
2006-05-05,7.64,CLIC
2006-05-06,6.98,CLIC
2006-05-07,8.6,CLIC
2006-05-08,8.65,CLIC
2006-05-09,7.8,CLIC
2006-05-10,6.7,CLIC
2006-05-11,2.1,CLIC
2006-05-12,4.16,CLIC
2006-05-13,5.7,CLIC
2006-05-14,8.5,CLIC
2006-05-15,6.13,CLIC
2006-05-16,4.42,CLIC
2006-05-17,7.12,CLIC
2006-05-18,4.96,CLIC
2006-05-19,8.81,CLIC
2006-05-20,8.45,CLIC
2006-05-21,9.32,CLIC
2006-05-22,5.6,CLIC
2006-05-23,8.92,CLIC
2006-05-24,9.31,CLIC
2006-05-25,10.41,CLIC
2006-05-26,9.55,CLIC
2006-05-27,6.4,CLIC
2006-05-28,9.3,CLIC
2006-05-29,3.75,CLIC
2006-05-30,8.12,CLIC
2006-05-31,7.21,CLIC
2006-06-01,6.34,CLIC
2006-06-02,4.82,CLIC
2006-06-03,9.2,CLIC
2006-06-04,3.63,CLIC
2006-06-05,5.77,CLIC
2006-06-06,3.43,CLIC
2006-06-07,5.64,CLIC
2006-06-08,8.82,CLIC
2006-06-09,9.89,CLIC
2006-06-10,9.28,CLIC
2006-06-11,8.26,CLIC
2006-06-12,10.71,CLIC
2006-06-13,7.85,CLIC
2006-06-14,10.1,CLIC
2006-06-15,11.23,CLIC
2006-06-16,14.68,CLIC
2006-06-17,9.19,CLIC
2006-06-18,8.74,CLIC
2006-06-19,10.4,CLIC
2006-06-20,6.18,CLIC
2006-06-21,10.75,CLIC
2006-06-22,11.69,CLIC
2006-06-23,12.35,CLIC
2006-06-24,3.64,CLIC
2006-06-25,10.19,CLIC
2006-06-26,9.34,CLIC
2006-06-27,3.72,CLIC
2006-06-28,7.79,CLIC
2006-06-29,8.54,CLIC
2006-06-30,8.75,CLIC
2006-07-01,7.81,CLIC
2006-07-02,5.15,CLIC
2006-07-03,8.46,CLIC
2006-07-04,5.79,CLIC
2006-07-05,6.1,CLIC
2006-07-06,8.35,CLIC
2006-07-07,3.2,CLIC
2006-07-08,3.3,CLIC
2006-07-09,7.43,CLIC
2006-07-10,10.02,CLIC
2006-07-11,9.69,CLIC
2006-07-12,11.52,CLIC
2006-07-13,10.47,CLIC
2006-07-14,10.18,CLIC
2006-07-15,6.45,CLIC
2006-07-16,10.12,CLIC
2006-07-17,8.82,CLIC
2006-07-18,7.55,CLIC
2006-07-19,8.8,CLIC
2006-07-20,7.31,CLIC
2006-07-21,6.1,CLIC
2006-07-22,7.45,CLIC
2006-07-23,8.61,CLIC
2006-07-24,9.74,CLIC
2006-07-25,7.9,CLIC
2006-07-26,7.45,CLIC
2006-07-27,9.98,CLIC
2006-07-28,7.04,CLIC
2006-07-29,7.26,CLIC
2006-07-30,5.77,CLIC
2006-07-31,6.12,CLIC
2006-08-01,7.5,CLIC
2006-08-02,8.55,CLIC
2006-08-03,5.6,CLIC
2006-08-04,6.35,CLIC
2006-08-05,5.18,CLIC
2006-08-06,6.16,CLIC
2006-08-07,5.46,CLIC
2006-08-08,3.33,CLIC
2006-08-09,4.3,CLIC
2006-08-10,8.5,CLIC
2006-08-11,10.1,CLIC
2006-08-12,7.04,CLIC
2006-08-13,9.18,CLIC
2006-08-14,6.7,CLIC
2006-08-15,10.45,CLIC
2006-08-16,10.02,CLIC
2006-08-17,8.99,CLIC
2006-08-18,10.37,CLIC
2006-08-19,8.2,CLIC
2006-08-20,7.43,CLIC
2006-08-21,7.45,CLIC
2006-08-22,4.36,CLIC
2006-08-23,7.07,CLIC
2006-08-24,6.92,CLIC
2006-08-25,8.49,CLIC
2006-08-26,5.33,CLIC
2006-08-27,4.96,CLIC
2006-08-28,9.81,CLIC
2006-08-29,9.36,CLIC
2006-08-30,8.4,CLIC
2006-08-31,7.15,CLIC
2006-09-01,9.49,CLIC
2006-09-02,6.66,CLIC
2006-09-03,10.11,CLIC
2006-09-04,9.39,CLIC
2006-09-05,9.19,CLIC
2006-09-06,4,CLIC
2006-09-07,1.4,CLIC
2006-09-08,5.2,CLIC
2006-09-09,2.53,CLIC
2006-09-10,3,CLIC
2006-09-11,8.72,CLIC
