Estación: ,C19112,BENITEZ. LINARES
1983-03-07,2.7,CLIC
1983-03-08,7.1,CLIC
1983-03-09,8,CLIC
1983-03-10,0.9,CLIC
1983-03-11,2,CLIC
1983-03-13,4.7,CLIC
1983-03-14,1.8,CLIC
1983-03-15,3.4,CLIC
1983-03-16,2.3,CLIC
1983-03-17,6.8,CLIC
1983-03-18,4.5,CLIC
1983-03-19,2.7,CLIC
1983-03-20,7.7,CLIC
1983-03-21,4.4,CLIC
1983-03-22,4.6,CLIC
1983-03-23,1.6,CLIC
1983-03-24,4.4,CLIC
1983-03-25,2.2,CLIC
1983-03-26,5.4,CLIC
1983-03-27,5.5,CLIC
1983-03-28,0.7,CLIC
1983-03-29,2,CLIC
1983-03-30,3.6,CLIC
1983-03-31,4.9,CLIC
1983-04-01,6,CLIC
1983-04-02,5.5,CLIC
1983-04-03,6.9,CLIC
1983-04-04,6.6,CLIC
1983-04-05,5.4,CLIC
1983-04-06,7.9,CLIC
1983-04-07,7.2,CLIC
1983-04-08,4.8,CLIC
1983-04-09,3.5,CLIC
1983-04-10,6.3,CLIC
1983-04-11,4.5,CLIC
1983-04-12,3.7,CLIC
1983-04-13,2.9,CLIC
1983-04-14,4.4,CLIC
1983-04-15,4.8,CLIC
1983-04-16,4.9,CLIC
1983-04-17,3.4,CLIC
1983-04-18,5.9,CLIC
1983-04-19,3.9,CLIC
1983-04-20,2.9,CLIC
1983-04-21,4.9,CLIC
1983-04-22,5.3,CLIC
1983-04-23,6.1,CLIC
1983-04-24,4.4,CLIC
1983-04-25,3.5,CLIC
1983-04-26,4,CLIC
1983-04-27,5.5,CLIC
1983-04-28,4.3,CLIC
1983-04-29,7.9,CLIC
1983-04-30,5.9,CLIC
1983-07-01,12.3,CLIC
1983-07-02,5.6,CLIC
1983-07-03,6.4,CLIC
1983-07-04,7.4,CLIC
1983-07-05,2.3,CLIC
1983-07-06,3.9,CLIC
1983-07-07,6.2,CLIC
1983-07-08,7,CLIC
1983-07-09,7.6,CLIC
1983-07-10,8.4,CLIC
1983-07-12,4.8,CLIC
1983-07-13,5.9,CLIC
1983-07-15,6.1,CLIC
1983-07-16,7.2,CLIC
1983-07-17,6.3,CLIC
1983-07-18,7.8,CLIC
1983-07-19,6.8,CLIC
1983-07-20,8.1,CLIC
1983-07-21,6.8,CLIC
1983-07-22,8.3,CLIC
1983-07-23,6.2,CLIC
1983-07-24,7.9,CLIC
1983-07-25,8.1,CLIC
1983-07-26,7.8,CLIC
1983-07-27,7.2,CLIC
1983-07-28,6.2,CLIC
1983-07-29,8.6,CLIC
1983-07-30,7.3,CLIC
1983-07-31,10,CLIC
1983-11-01,1,CLIC
1983-11-02,1.9,CLIC
1983-11-03,3.8,CLIC
1983-11-04,0.6,CLIC
1983-11-05,3.6,CLIC
1983-11-06,2.4,CLIC
1983-11-07,2.6,CLIC
1983-11-08,3.3,CLIC
1983-11-09,1.1,CLIC
1983-11-10,2.6,CLIC
1983-11-11,2.9,CLIC
1983-11-12,2.4,CLIC
1983-11-13,1.8,CLIC
1983-11-14,3.1,CLIC
1983-11-15,2.2,CLIC
1983-11-16,3.8,CLIC
1983-11-17,0.9,CLIC
1983-11-18,3.1,CLIC
1983-11-19,3.2,CLIC
1983-11-20,5.1,CLIC
1983-11-21,3,CLIC
1983-11-22,5.6,CLIC
1983-11-23,3.8,CLIC
1983-11-24,7,CLIC
1983-11-25,4.7,CLIC
1983-11-26,4.9,CLIC
1983-11-27,7.2,CLIC
1983-11-28,7.5,CLIC
1983-11-29,2.8,CLIC
1983-11-30,3.9,CLIC
1983-12-01,3,CLIC
1983-12-02,5.2,CLIC
1983-12-03,4.9,CLIC
1983-12-04,1.8,CLIC
1983-12-05,2.2,CLIC
1983-12-06,0.6,CLIC
1983-12-07,5.3,CLIC
1983-12-08,5.3,CLIC
1983-12-09,4.7,CLIC
1983-12-10,3.1,CLIC
1983-12-11,3.8,CLIC
1983-12-12,3.2,CLIC
1983-12-13,6.4,CLIC
1983-12-14,4.8,CLIC
1983-12-15,3.9,CLIC
1983-12-16,4.5,CLIC
1983-12-17,4.9,CLIC
1983-12-18,6,CLIC
1983-12-19,2.7,CLIC
1983-12-20,1.8,CLIC
1983-12-28,2,CLIC
1983-12-29,3.7,CLIC
1983-12-30,0.7,CLIC
1983-12-31,2.1,CLIC
1997-07-01,9.85,CLIC
1997-07-02,10.45,CLIC
1997-07-03,10.56,CLIC
1997-07-04,14.06,CLIC
1997-07-05,13.17,CLIC
1997-07-06,7.99,CLIC
1997-07-07,11.6,CLIC
1997-07-08,9.13,CLIC
1997-07-09,10.65,CLIC
1997-07-10,11.4,CLIC
1997-07-11,6.57,CLIC
1997-07-12,8.78,CLIC
1997-07-13,11.97,CLIC
1997-07-14,11.4,CLIC
1997-07-15,13.06,CLIC
1997-07-16,10.79,CLIC
1997-07-17,11.83,CLIC
1997-07-18,11.07,CLIC
1997-07-19,8.87,CLIC
1997-07-20,10.09,CLIC
1997-07-21,8.53,CLIC
1997-07-22,9.51,CLIC
1997-07-23,10.93,CLIC
1997-07-24,10.44,CLIC
1997-07-25,9.22,CLIC
1997-07-26,8,CLIC
1997-07-27,11.52,CLIC
1997-07-28,10.91,CLIC
1997-07-29,11.68,CLIC
1997-07-30,12.25,CLIC
1997-07-31,10.4,CLIC
1997-08-01,10.9,CLIC
1997-08-02,8.82,CLIC
1997-08-03,3.66,CLIC
1997-08-04,7.54,CLIC
1997-08-05,9.96,CLIC
1997-08-06,8.18,CLIC
1997-08-07,11.26,CLIC
1997-08-08,11.08,CLIC
1997-08-09,11.48,CLIC
1997-08-10,15.06,CLIC
1997-08-11,11.62,CLIC
1997-08-12,12.31,CLIC
1997-08-13,10.86,CLIC
1997-08-14,7.38,CLIC
1997-08-15,11.15,CLIC
1997-08-16,7.75,CLIC
1997-08-17,11.69,CLIC
1997-08-18,10.91,CLIC
1997-08-19,11.56,CLIC
1997-08-20,11.44,CLIC
1997-08-21,10.77,CLIC
1997-08-22,10.91,CLIC
1997-08-23,11.31,CLIC
1997-08-24,12.34,CLIC
1997-08-25,4.46,CLIC
1997-08-26,4.46,CLIC
1997-08-27,5.77,CLIC
1997-08-28,9.18,CLIC
1997-08-29,9.03,CLIC
1997-08-30,7.05,CLIC
1997-08-31,5.33,CLIC
1997-09-01,4.48,CLIC
1997-09-02,6.11,CLIC
1997-09-03,7.06,CLIC
1997-09-04,7.61,CLIC
1997-09-05,4.85,CLIC
1997-09-06,5.89,CLIC
1997-09-07,5.87,CLIC
1997-09-08,4.52,CLIC
1997-09-09,6.19,CLIC
1997-09-10,7.52,CLIC
1997-09-11,8.67,CLIC
1997-09-12,8.34,CLIC
1997-09-13,9.58,CLIC
1997-09-14,7.4,CLIC
1997-09-15,9.72,CLIC
1997-09-16,9.89,CLIC
1997-09-17,9.12,CLIC
1997-09-18,9.93,CLIC
1997-09-19,8.33,CLIC
1997-09-20,4.64,CLIC
1997-09-21,10.46,CLIC
1997-09-22,6.03,CLIC
1997-09-23,2.46,CLIC
1997-09-24,7.89,CLIC
1997-09-25,2.46,CLIC
1997-09-26,3.93,CLIC
1997-09-27,9.89,CLIC
1997-09-28,7.02,CLIC
1997-09-29,7.55,CLIC
1997-09-30,4.72,CLIC
1997-10-01,7.46,CLIC
1997-10-02,6.82,CLIC
1997-10-03,3.35,CLIC
1997-10-04,5.22,CLIC
1997-10-05,6.02,CLIC
1997-10-06,10.7,CLIC
1997-10-07,3.43,CLIC
1997-10-08,5.12,CLIC
1997-10-09,5.15,CLIC
1997-10-10,4.4,CLIC
1997-10-11,2.98,CLIC
1997-10-12,4.76,CLIC
1997-10-13,0.7,CLIC
1997-10-14,2.2,CLIC
1997-10-15,3.7,CLIC
1997-10-16,4,CLIC
1997-10-17,4.08,CLIC
1997-10-18,3.88,CLIC
1997-10-19,3.62,CLIC
1997-10-20,5.44,CLIC
1997-10-21,3.61,CLIC
1997-10-22,4.77,CLIC
1997-10-23,5.19,CLIC
1997-10-24,5.28,CLIC
1997-10-25,4.67,CLIC
1997-10-26,3.69,CLIC
1997-10-27,4.51,CLIC
1997-10-28,5.58,CLIC
1997-10-29,3.42,CLIC
1997-10-30,1.85,CLIC
1997-10-31,2.4,CLIC
1997-11-01,4.74,CLIC
1997-11-02,7.25,CLIC
1997-11-03,3.72,CLIC
1997-11-04,1.6,CLIC
1997-11-05,3.32,CLIC
1997-11-06,5.59,CLIC
1997-11-07,1.3,CLIC
1997-11-08,1.33,CLIC
1997-11-09,1.56,CLIC
1997-11-10,3.22,CLIC
1997-11-11,0.8,CLIC
1997-11-12,0.35,CLIC
1997-11-13,0.13,CLIC
1997-11-14,2.56,CLIC
1997-11-15,4.17,CLIC
1997-11-16,3.37,CLIC
1997-11-17,1.89,CLIC
1997-11-18,0.4,CLIC
1997-11-19,0.91,CLIC
1997-11-20,1.86,CLIC
1997-11-21,2.79,CLIC
1997-11-22,1.33,CLIC
1997-11-23,0.62,CLIC
1997-11-24,2.23,CLIC
1997-11-25,0.83,CLIC
1997-11-26,3.85,CLIC
1997-11-27,5.44,CLIC
1997-11-28,3.93,CLIC
1997-11-29,1.7,CLIC
1997-11-30,4.38,CLIC
1997-12-01,7.88,CLIC
1997-12-02,5.21,CLIC
1997-12-03,3.15,CLIC
1997-12-04,3.12,CLIC
1997-12-05,2.19,CLIC
1997-12-06,1.3,CLIC
1997-12-07,0.21,CLIC
1997-12-08,1.05,CLIC
1997-12-09,2.62,CLIC
1997-12-10,4.74,CLIC
1997-12-11,4.93,CLIC
1997-12-12,2.21,CLIC
1997-12-13,0.35,CLIC
1997-12-14,0.28,CLIC
1997-12-15,3.3,CLIC
1997-12-16,3.53,CLIC
1997-12-17,1.67,CLIC
1997-12-18,2.06,CLIC
1997-12-19,3.15,CLIC
1997-12-20,4.78,CLIC
1997-12-21,3.73,CLIC
1997-12-22,2.41,CLIC
1997-12-23,1.48,CLIC
1997-12-24,4.54,CLIC
1997-12-25,3.66,CLIC
1997-12-26,2.05,CLIC
1997-12-27,2.8,CLIC
1997-12-28,1.88,CLIC
1997-12-29,2.28,CLIC
1997-12-30,3.88,CLIC
1997-12-31,4.33,CLIC
1998-01-01,2.76,CLIC
1998-01-02,4.2,CLIC
1998-01-03,5.54,CLIC
1998-01-04,5.46,CLIC
1998-01-05,2.82,CLIC
1998-01-06,4.2,CLIC
1998-01-07,3.74,CLIC
1998-01-08,1.7,CLIC
1998-01-09,3.55,CLIC
1998-01-10,3.61,CLIC
1998-01-11,3.93,CLIC
1998-01-12,4.79,CLIC
1998-01-13,4.3,CLIC
1998-01-14,1.08,CLIC
1998-01-15,1.64,CLIC
1998-01-16,4.12,CLIC
1998-01-17,4,CLIC
1998-01-18,1.29,CLIC
1998-01-19,5.3,CLIC
1998-01-20,1.86,CLIC
1998-01-21,5.39,CLIC
1998-01-22,4.32,CLIC
1998-01-23,3.08,CLIC
1998-01-24,3,CLIC
1998-01-25,3.14,CLIC
1998-01-26,3.71,CLIC
1998-01-27,4.33,CLIC
1998-01-28,4.1,CLIC
1998-01-29,4.54,CLIC
1998-01-30,5.06,CLIC
1998-01-31,2.62,CLIC
1998-02-01,4.21,CLIC
1998-02-02,5.18,CLIC
1998-02-03,5.49,CLIC
1998-02-04,4.11,CLIC
1998-02-05,3.64,CLIC
1998-02-06,4.23,CLIC
1998-02-07,2.2,CLIC
1998-02-08,3.89,CLIC
1998-02-09,5.83,CLIC
1998-02-10,4.11,CLIC
1998-02-11,5.49,CLIC
1998-02-12,5.69,CLIC
1998-02-13,4.25,CLIC
1998-02-14,4.17,CLIC
1998-02-15,3.56,CLIC
1998-02-16,3.84,CLIC
1998-02-17,4.59,CLIC
1998-02-18,4.33,CLIC
1998-02-19,5.16,CLIC
1998-02-20,9.11,CLIC
1998-02-21,4.66,CLIC
1998-02-22,7.88,CLIC
1998-02-23,7,CLIC
1998-02-24,5.74,CLIC
1998-02-25,8.2,CLIC
1998-02-26,8.48,CLIC
1998-02-27,7.38,CLIC
1998-02-28,4.98,CLIC
1998-03-01,5.04,CLIC
1998-03-02,4.2,CLIC
1998-03-03,2.29,CLIC
1998-03-04,0.92,CLIC
1998-03-05,5.93,CLIC
1998-03-06,7.87,CLIC
1998-03-07,1.72,CLIC
1998-03-08,9.06,CLIC
1998-03-09,7.44,CLIC
1998-03-10,5.18,CLIC
1998-03-11,3.9,CLIC
1998-03-12,2.05,CLIC
1998-03-13,2.46,CLIC
1998-03-14,0.28,CLIC
1998-03-15,5.46,CLIC
1998-03-16,11.24,CLIC
1998-03-17,2.79,CLIC
1998-03-18,6.38,CLIC
1998-03-19,6.78,CLIC
1998-03-20,5.38,CLIC
1998-03-21,5.94,CLIC
1998-03-22,1.93,CLIC
1998-03-23,5.29,CLIC
1998-03-24,8.56,CLIC
1998-03-25,10.31,CLIC
1998-03-26,7.15,CLIC
1998-03-27,10.51,CLIC
1998-03-28,6.99,CLIC
1998-03-29,3.56,CLIC
1998-03-30,5.28,CLIC
1998-03-31,10.81,CLIC
1998-04-01,8.09,CLIC
1998-04-02,9.63,CLIC
1998-04-03,7.02,CLIC
1998-04-04,2.5,CLIC
1998-04-05,4.84,CLIC
1998-04-06,6.61,CLIC
1998-04-07,7.42,CLIC
1998-04-08,9.44,CLIC
1998-04-09,9.06,CLIC
1998-04-10,8.36,CLIC
1998-04-11,10.82,CLIC
1998-04-12,12.61,CLIC
1998-04-13,8.39,CLIC
1998-04-14,10.15,CLIC
1998-04-15,6.86,CLIC
1998-04-16,11.05,CLIC
1998-04-17,11.49,CLIC
1998-04-18,7.35,CLIC
1998-04-19,3.88,CLIC
1998-04-20,7.15,CLIC
1998-04-21,6.48,CLIC
1998-04-22,3.62,CLIC
1998-04-23,3.36,CLIC
1998-04-24,6.56,CLIC
1998-04-25,10.9,CLIC
1998-04-26,9.92,CLIC
1998-04-27,10.93,CLIC
1998-04-28,4.74,CLIC
1998-04-29,3.88,CLIC
1998-04-30,6.29,CLIC
1998-05-01,7.59,CLIC
1998-05-02,9.04,CLIC
1998-05-03,13.6,CLIC
1998-05-04,11.31,CLIC
1998-05-05,6.77,CLIC
1998-05-06,7.83,CLIC
1998-05-07,10.15,CLIC
1998-05-08,10.73,CLIC
1998-05-09,15.44,CLIC
1998-05-10,11.02,CLIC
1998-05-11,14.95,CLIC
1998-05-12,11.7,CLIC
1998-05-13,6.59,CLIC
1998-05-14,4.93,CLIC
1998-05-15,11.48,CLIC
1998-05-16,6.89,CLIC
1998-05-17,7.6,CLIC
1998-05-18,11.9,CLIC
1998-05-19,10.48,CLIC
1998-05-20,11.68,CLIC
1998-05-21,11.01,CLIC
1998-05-22,12.49,CLIC
1998-05-23,12.46,CLIC
1998-05-24,11.65,CLIC
1998-05-25,13.05,CLIC
1998-05-26,6.45,CLIC
1998-05-27,7.06,CLIC
1998-05-28,7.67,CLIC
1998-05-29,10.11,CLIC
1998-05-30,8.8,CLIC
1998-05-31,11.76,CLIC
1998-06-01,12.7,CLIC
1998-06-02,11.15,CLIC
1998-06-03,12.32,CLIC
1998-06-04,11.94,CLIC
1998-06-05,11.2,CLIC
1998-06-06,12.08,CLIC
1998-06-07,1.67,CLIC
1998-06-08,10.45,CLIC
1998-06-09,10.73,CLIC
1998-06-10,13.78,CLIC
1998-06-11,12.48,CLIC
1998-06-12,4.88,CLIC
1998-06-13,12.97,CLIC
1998-06-14,13.5,CLIC
1998-06-15,12.18,CLIC
1998-06-16,13.39,CLIC
1998-06-17,13.45,CLIC
1998-06-18,12.78,CLIC
1998-06-19,13.37,CLIC
1998-06-20,13.88,CLIC
1998-06-21,15.6,CLIC
1998-06-22,13.43,CLIC
1998-06-23,12.44,CLIC
1998-06-24,14.45,CLIC
1998-06-25,11.7,CLIC
1998-06-26,10.96,CLIC
1998-06-27,10.05,CLIC
1998-06-28,10.61,CLIC
1998-06-29,8.01,CLIC
1998-06-30,3.55,CLIC
1998-07-01,8.4,CLIC
1998-07-02,11.27,CLIC
1998-07-03,8.85,CLIC
1998-07-04,11.17,CLIC
1998-07-05,12.39,CLIC
1998-07-06,14.23,CLIC
1998-07-07,11.92,CLIC
1998-07-08,11.21,CLIC
1998-07-09,11.61,CLIC
1998-07-10,10.25,CLIC
1998-07-11,8.36,CLIC
1998-07-12,14.63,CLIC
1998-07-13,11.48,CLIC
1998-07-14,13.4,CLIC
1998-07-15,11.18,CLIC
1998-07-16,8.65,CLIC
1998-07-17,7.22,CLIC
1998-07-18,10.51,CLIC
1998-07-19,12.24,CLIC
1998-07-20,11.23,CLIC
1998-07-21,12.46,CLIC
1998-07-22,14.66,CLIC
1998-07-23,13.78,CLIC
1998-07-24,12.68,CLIC
1998-07-25,13.38,CLIC
1998-07-26,11.17,CLIC
1998-07-27,11.53,CLIC
1998-07-28,11.34,CLIC
1998-07-29,9.39,CLIC
1998-07-30,8.96,CLIC
1998-07-31,13.48,CLIC
1998-08-01,9.98,CLIC
1998-08-02,6.58,CLIC
1998-08-03,9.97,CLIC
1998-08-04,8.17,CLIC
1998-08-05,11.99,CLIC
1998-08-06,10.47,CLIC
1998-08-07,12.2,CLIC
1998-08-08,11.1,CLIC
1998-08-09,9.51,CLIC
1998-08-10,10.82,CLIC
1998-08-11,13.18,CLIC
1998-08-12,11.08,CLIC
1998-08-13,9.36,CLIC
1998-08-14,15.64,CLIC
1998-08-15,6.25,CLIC
1998-08-16,9.36,CLIC
1998-08-17,6.38,CLIC
1998-08-18,11.76,CLIC
1998-08-19,7.43,CLIC
1998-08-20,4.6,CLIC
1998-08-21,9.53,CLIC
1998-08-22,6.42,CLIC
1998-08-23,12.35,CLIC
1998-08-24,9.24,CLIC
1998-08-25,9.24,CLIC
1998-08-26,6.95,CLIC
1998-08-27,7.3,CLIC
1998-08-28,5.46,CLIC
1998-08-29,8.73,CLIC
1998-08-30,6.63,CLIC
1998-08-31,8.24,CLIC
1998-09-01,8.24,CLIC
1998-09-02,6.09,CLIC
1998-09-03,4.32,CLIC
1998-09-04,8.23,CLIC
1998-09-05,6.53,CLIC
1998-09-06,5.57,CLIC
1998-09-08,4.66,CLIC
1998-09-09,4.84,CLIC
1998-09-10,5.43,CLIC
1998-09-11,4.98,CLIC
1998-09-12,4.83,CLIC
1998-09-13,4.42,CLIC
1998-09-14,6.12,CLIC
1998-09-15,6.32,CLIC
1998-09-16,7.91,CLIC
1998-09-17,2.64,CLIC
1998-09-19,3.05,CLIC
1998-09-20,3.71,CLIC
1998-09-21,5.97,CLIC
1998-09-22,5.57,CLIC
1998-09-23,7.8,CLIC
1998-09-24,3.04,CLIC
1998-09-25,4.66,CLIC
1998-09-26,4.15,CLIC
1998-09-27,5.75,CLIC
1998-09-28,2.76,CLIC
1998-09-29,6.7,CLIC
1998-09-30,6.21,CLIC
1998-10-01,6.11,CLIC
1998-10-02,7.5,CLIC
1998-10-03,6.12,CLIC
1998-10-04,5.87,CLIC
1998-10-05,8.21,CLIC
1998-10-06,4.39,CLIC
1998-10-07,3.25,CLIC
1998-10-08,6.6,CLIC
1998-10-09,1.78,CLIC
1998-10-10,3.37,CLIC
1998-10-11,5.04,CLIC
1998-10-12,6.41,CLIC
1998-10-13,3.28,CLIC
1998-10-14,2.6,CLIC
1998-10-15,2.44,CLIC
1998-10-16,5.34,CLIC
1998-10-17,5.06,CLIC
1998-10-18,5.93,CLIC
1998-10-19,8.03,CLIC
1998-10-20,0.96,CLIC
1998-10-21,1.66,CLIC
1998-10-22,1.52,CLIC
1998-10-23,1.68,CLIC
1998-10-24,1.72,CLIC
1998-10-25,4.66,CLIC
1998-10-26,3.08,CLIC
1998-10-27,4.26,CLIC
1998-10-28,2.37,CLIC
1998-10-29,4.73,CLIC
1998-10-30,5.41,CLIC
1998-10-31,5.62,CLIC
1998-11-01,4.65,CLIC
1998-11-02,2.81,CLIC
1998-11-03,1.23,CLIC
1998-11-04,1.02,CLIC
1998-11-05,1.12,CLIC
1998-11-06,0.8,CLIC
1998-11-07,0.96,CLIC
1998-11-08,0.66,CLIC
1998-11-09,2.7,CLIC
1998-11-10,4.85,CLIC
1998-11-11,2.47,CLIC
1998-11-12,2.2,CLIC
1998-11-13,1.75,CLIC
1998-11-14,3.04,CLIC
1998-11-15,0.23,CLIC
1998-11-16,3.5,CLIC
1998-11-17,1.87,CLIC
1998-11-18,2.67,CLIC
1998-11-19,3.69,CLIC
1998-11-20,2.78,CLIC
1998-11-21,3.23,CLIC
1998-11-22,0.63,CLIC
1998-11-23,0.8,CLIC
1998-11-24,0.99,CLIC
1998-11-25,2.97,CLIC
1998-11-26,1.98,CLIC
1998-11-27,2.99,CLIC
1998-11-28,3.85,CLIC
1998-11-29,2.67,CLIC
1998-11-30,5.78,CLIC
1998-12-01,2.99,CLIC
1998-12-02,4.16,CLIC
1998-12-03,4.34,CLIC
1998-12-04,3.11,CLIC
1998-12-05,3.93,CLIC
1998-12-06,3.21,CLIC
1998-12-07,5.31,CLIC
1998-12-08,1.78,CLIC
1998-12-09,3.56,CLIC
1998-12-10,2.24,CLIC
1998-12-11,0.36,CLIC
1998-12-12,1.22,CLIC
1998-12-13,3.2,CLIC
1998-12-14,2.55,CLIC
1998-12-15,1.68,CLIC
1998-12-16,2.49,CLIC
1998-12-17,1.61,CLIC
1998-12-18,3.67,CLIC
1998-12-19,1.35,CLIC
1998-12-20,0.82,CLIC
1998-12-21,5.55,CLIC
1998-12-22,3.31,CLIC
1998-12-23,1.24,CLIC
1998-12-24,0.69,CLIC
1998-12-25,1.1,CLIC
1998-12-26,2.25,CLIC
1998-12-27,1.08,CLIC
1998-12-28,2.99,CLIC
1998-12-29,2.4,CLIC
1998-12-30,3.76,CLIC
1998-12-31,2.25,CLIC
1999-01-01,3.39,CLIC
1999-01-02,4.19,CLIC
1999-01-03,3.3,CLIC
1999-01-04,1.3,CLIC
1999-01-05,1.97,CLIC
1999-01-06,4.1,CLIC
1999-01-07,4.08,CLIC
1999-01-08,2.65,CLIC
1999-01-09,2.33,CLIC
1999-01-10,1.91,CLIC
1999-01-11,5.11,CLIC
1999-01-12,4.03,CLIC
1999-01-13,2.8,CLIC
1999-01-14,4.44,CLIC
1999-01-15,3.23,CLIC
1999-01-16,3.61,CLIC
1999-01-17,4.73,CLIC
1999-01-18,3.44,CLIC
1999-01-19,4.7,CLIC
1999-01-20,5.33,CLIC
1999-01-21,6.66,CLIC
1999-01-22,4.32,CLIC
1999-01-23,3.51,CLIC
1999-01-24,4.33,CLIC
1999-01-25,5.22,CLIC
1999-01-26,5.93,CLIC
1999-01-27,5.93,CLIC
1999-01-28,3.05,CLIC
1999-01-29,6.13,CLIC
1999-01-30,4.02,CLIC
1999-01-31,5.53,CLIC
1999-02-01,2.84,CLIC
1999-02-02,4.24,CLIC
1999-02-03,2.57,CLIC
1999-02-04,2.99,CLIC
1999-02-05,6.27,CLIC
1999-02-06,6.73,CLIC
1999-02-07,4.45,CLIC
1999-02-08,5.35,CLIC
1999-02-09,4.22,CLIC
1999-02-10,8.47,CLIC
1999-02-11,7.05,CLIC
1999-02-12,9.02,CLIC
1999-02-13,4.72,CLIC
1999-02-14,4.4,CLIC
1999-02-15,5.9,CLIC
1999-02-16,5.66,CLIC
1999-02-17,3.63,CLIC
1999-02-18,4.44,CLIC
1999-02-19,6.93,CLIC
1999-02-20,7.05,CLIC
1999-02-21,3.18,CLIC
1999-02-22,4.9,CLIC
1999-02-23,3.5,CLIC
1999-02-24,4.41,CLIC
1999-02-25,5.54,CLIC
1999-02-26,3.8,CLIC
1999-02-27,7.22,CLIC
1999-02-28,5.05,CLIC
1999-03-01,4.98,CLIC
1999-03-02,7.95,CLIC
1999-03-03,5.93,CLIC
1999-03-04,6.47,CLIC
1999-03-05,6.95,CLIC
1999-03-06,5.77,CLIC
1999-03-07,8.27,CLIC
1999-03-08,7.32,CLIC
1999-03-09,8.33,CLIC
1999-03-10,4.42,CLIC
1999-03-11,4.77,CLIC
1999-03-12,7.59,CLIC
1999-03-13,8.03,CLIC
1999-03-14,5.82,CLIC
1999-03-15,6.92,CLIC
1999-03-16,6.45,CLIC
1999-03-17,7.09,CLIC
1999-03-18,4.53,CLIC
1999-03-19,3.78,CLIC
1999-03-20,1.97,CLIC
1999-03-21,0.75,CLIC
1999-03-22,2.04,CLIC
1999-03-23,6.46,CLIC
1999-03-24,3.16,CLIC
1999-03-25,2.49,CLIC
1999-03-26,1.46,CLIC
1999-03-27,7.79,CLIC
1999-03-28,4.03,CLIC
1999-03-29,6.01,CLIC
1999-03-30,2.69,CLIC
1999-03-31,6.93,CLIC
1999-04-01,5.56,CLIC
1999-04-02,6.01,CLIC
1999-04-03,9.21,CLIC
1999-04-04,7.29,CLIC
1999-04-05,10.18,CLIC
1999-04-06,8.89,CLIC
1999-04-07,9.9,CLIC
1999-04-08,11.49,CLIC
1999-04-09,12.28,CLIC
1999-04-10,8.06,CLIC
1999-04-11,9.23,CLIC
1999-04-12,4.87,CLIC
1999-04-13,10.12,CLIC
1999-04-14,10.59,CLIC
1999-04-15,7.98,CLIC
1999-04-16,3.22,CLIC
1999-04-17,5.93,CLIC
1999-04-18,9.37,CLIC
1999-04-19,9.95,CLIC
1999-04-20,9.99,CLIC
1999-04-21,9.12,CLIC
1999-04-22,10.51,CLIC
1999-04-23,10.43,CLIC
1999-04-24,10.69,CLIC
1999-04-25,1.75,CLIC
1999-04-26,7.8,CLIC
1999-04-27,8.09,CLIC
1999-04-28,8.59,CLIC
1999-04-29,6.41,CLIC
1999-04-30,5.84,CLIC
1999-05-01,5.84,CLIC
1999-05-02,2.58,CLIC
1999-05-03,1.55,CLIC
1999-05-04,7.71,CLIC
1999-05-05,11.31,CLIC
1999-05-06,11.76,CLIC
1999-05-07,8.17,CLIC
1999-05-08,8.91,CLIC
1999-05-09,6.97,CLIC
1999-05-10,7.34,CLIC
1999-05-11,8.95,CLIC
1999-05-12,9.09,CLIC
1999-05-13,5.24,CLIC
1999-05-14,4.82,CLIC
1999-05-15,8.97,CLIC
1999-05-16,9.41,CLIC
1999-05-17,10.37,CLIC
1999-05-18,8.07,CLIC
1999-05-19,10.46,CLIC
1999-05-20,6.93,CLIC
1999-05-21,9.24,CLIC
1999-05-22,10.49,CLIC
1999-05-23,11.49,CLIC
1999-05-24,7.27,CLIC
1999-05-25,8.35,CLIC
1999-05-26,8.85,CLIC
1999-05-27,3.82,CLIC
1999-05-28,8.44,CLIC
1999-05-29,8.73,CLIC
1999-05-30,7.85,CLIC
1999-05-31,7.23,CLIC
1999-06-01,9.04,CLIC
1999-06-02,10.41,CLIC
1999-06-03,10.64,CLIC
1999-06-04,12.5,CLIC
1999-06-05,13.26,CLIC
1999-06-06,9.02,CLIC
1999-06-07,8.29,CLIC
1999-06-08,10.71,CLIC
1999-06-09,9.53,CLIC
1999-06-10,10.44,CLIC
1999-06-11,9.75,CLIC
1999-06-12,8.59,CLIC
1999-06-13,0,CLIC
1999-06-14,0,CLIC
1999-06-15,5.78,CLIC
1999-06-16,0,CLIC
1999-06-17,5.64,CLIC
1999-06-18,7,CLIC
1999-06-19,7.28,CLIC
1999-06-20,6.46,CLIC
1999-06-21,7.12,CLIC
1999-06-22,9.02,CLIC
1999-06-23,9.81,CLIC
1999-06-24,9.09,CLIC
1999-06-25,10.06,CLIC
1999-06-26,7.38,CLIC
1999-06-27,9.08,CLIC
1999-06-28,9.99,CLIC
1999-06-29,9.1,CLIC
1999-06-30,11.6,CLIC
1999-07-01,11.58,CLIC
1999-07-02,12.58,CLIC
1999-07-03,3.96,CLIC
1999-07-05,3.5,CLIC
1999-07-06,3.77,CLIC
1999-07-07,6.28,CLIC
1999-07-08,8.89,CLIC
1999-07-09,6.44,CLIC
1999-07-10,3.26,CLIC
1999-07-11,8.76,CLIC
1999-07-12,6.4,CLIC
