Estación: ,C19144,CIENEGUILLAS Y CRUCITAS
1989-02-06,2.58,CLIC
1989-02-07,3.31,CLIC
1989-02-08,3.31,CLIC
1989-02-09,3.8,CLIC
1989-02-10,4.05,CLIC
1989-02-11,3.95,CLIC
1989-02-12,2.89,CLIC
1989-02-13,4.39,CLIC
1989-02-14,4.51,CLIC
1989-02-15,4.3,CLIC
1989-02-16,5.19,CLIC
1989-02-17,4.33,CLIC
1989-02-18,5.42,CLIC
1989-02-19,3.3,CLIC
1989-02-20,4.78,CLIC
1989-02-21,2.38,CLIC
1989-02-22,3.39,CLIC
1989-02-23,4.08,CLIC
1989-02-24,4.93,CLIC
1989-02-25,5.39,CLIC
1989-02-26,3.61,CLIC
1989-02-27,4.39,CLIC
1989-02-28,5.18,CLIC
1989-03-01,5.4,CLIC
1989-03-02,5.85,CLIC
1989-03-03,4.13,CLIC
1989-03-04,3.21,CLIC
1989-03-05,5.64,CLIC
1989-03-06,3.27,CLIC
1989-03-07,3.69,CLIC
1989-03-08,5.3,CLIC
1989-03-09,5.89,CLIC
1989-03-10,5.61,CLIC
1989-03-11,4.28,CLIC
1989-03-12,5.39,CLIC
1989-03-13,5.95,CLIC
1989-03-14,5.41,CLIC
1989-03-15,6.27,CLIC
1989-03-16,4.09,CLIC
1989-03-17,3.21,CLIC
1989-03-18,5.4,CLIC
1989-03-19,1.29,CLIC
1989-03-20,3.98,CLIC
1989-03-21,3.6,CLIC
1989-03-22,4.73,CLIC
1989-03-23,5.47,CLIC
1989-03-24,3.77,CLIC
1989-03-25,3.43,CLIC
1989-03-26,2.61,CLIC
1989-03-27,1.28,CLIC
1989-03-28,3.3,CLIC
1989-03-29,4.51,CLIC
1989-03-30,5.17,CLIC
1989-03-31,5.06,CLIC
1989-04-01,2.56,CLIC
1989-04-02,3.92,CLIC
1989-04-03,3.22,CLIC
1989-04-04,3.1,CLIC
1989-04-05,3.24,CLIC
1989-04-06,3.8,CLIC
1989-04-07,4.13,CLIC
1989-04-08,4.84,CLIC
1989-04-09,4.85,CLIC
1989-04-10,3.47,CLIC
1989-04-11,3.73,CLIC
1989-04-12,3.9,CLIC
1989-04-13,4.53,CLIC
1989-04-14,3.72,CLIC
1989-04-15,4.12,CLIC
1989-04-16,4.86,CLIC
1989-04-17,4.34,CLIC
1989-04-18,3.3,CLIC
1989-04-19,4.66,CLIC
1989-04-20,3.49,CLIC
1989-04-21,5.51,CLIC
1989-04-22,4.42,CLIC
1989-04-23,4.43,CLIC
1989-04-24,4.8,CLIC
1989-04-25,2.57,CLIC
1989-04-26,4.7,CLIC
1989-04-27,4.9,CLIC
1989-04-28,3.23,CLIC
1989-04-29,2.4,CLIC
1989-04-30,3.3,CLIC
1989-05-01,4.53,CLIC
1989-05-02,3.8,CLIC
1989-05-03,2.77,CLIC
1989-05-04,3.95,CLIC
1989-05-05,3.39,CLIC
1989-05-06,4.19,CLIC
1989-05-07,5.08,CLIC
1989-05-08,3.42,CLIC
1989-05-09,3.06,CLIC
1989-05-10,5.1,CLIC
1989-05-11,4.19,CLIC
1989-05-12,3.4,CLIC
1989-05-13,6.5,CLIC
1989-05-14,5.24,CLIC
1989-05-15,7.29,CLIC
1989-05-16,5.47,CLIC
1989-05-17,9.22,CLIC
1989-05-18,5.85,CLIC
1989-05-19,6.13,CLIC
1989-05-20,3.87,CLIC
1989-05-21,3.01,CLIC
1989-05-22,7.89,CLIC
1989-05-23,9.26,CLIC
1989-05-24,9.88,CLIC
1989-05-25,9.6,CLIC
1989-05-26,6.45,CLIC
1989-05-27,4.65,CLIC
1989-05-28,6.82,CLIC
1989-05-29,4.16,CLIC
1989-05-30,6.4,CLIC
1989-06-01,5.56,CLIC
1989-06-02,4.91,CLIC
1989-06-03,4.95,CLIC
1989-06-04,4.76,CLIC
1989-06-05,5.46,CLIC
1989-06-06,2.59,CLIC
1989-06-07,6.82,CLIC
1989-06-08,6.09,CLIC
1989-06-09,5.2,CLIC
1989-06-10,6.55,CLIC
1989-06-11,4.95,CLIC
1989-06-12,4.9,CLIC
1989-06-13,5.16,CLIC
1989-06-14,4.7,CLIC
1989-06-15,3.54,CLIC
1989-06-16,2.13,CLIC
1989-06-17,4.98,CLIC
1989-06-18,7.42,CLIC
1989-06-19,4.32,CLIC
1989-06-20,3.88,CLIC
1989-06-21,6.03,CLIC
1989-06-22,7.15,CLIC
1989-06-23,5.96,CLIC
1989-06-24,6.15,CLIC
1989-06-25,4.85,CLIC
1989-06-26,2.34,CLIC
1989-06-27,3.66,CLIC
1989-06-28,4.32,CLIC
1989-06-29,6.68,CLIC
1989-06-30,6.95,CLIC
1989-07-01,8.23,CLIC
1989-07-02,2.98,CLIC
1989-07-03,3.91,CLIC
1989-07-04,4.76,CLIC
1989-07-05,3.88,CLIC
1989-07-06,5.47,CLIC
1989-07-07,1.27,CLIC
1989-07-08,3.68,CLIC
1989-07-09,3.23,CLIC
1989-07-10,4.41,CLIC
1989-07-11,4.72,CLIC
1989-07-12,3.17,CLIC
1989-07-13,4.14,CLIC
1989-07-14,2.69,CLIC
1989-07-15,4.18,CLIC
1989-07-16,4.06,CLIC
1989-07-17,3.23,CLIC
1989-07-18,7.87,CLIC
1989-07-19,4.82,CLIC
1989-07-20,3.56,CLIC
1989-07-21,4.96,CLIC
1989-07-22,4.85,CLIC
1989-07-23,2.62,CLIC
1989-07-24,4.84,CLIC
1989-07-25,1.78,CLIC
1989-07-26,3.58,CLIC
1989-07-27,4.14,CLIC
1989-07-28,4.06,CLIC
1989-07-29,4.66,CLIC
1989-07-30,4.75,CLIC
1989-07-31,2.99,CLIC
1989-08-01,0.12,CLIC
1989-08-02,0.18,CLIC
1989-08-03,2.65,CLIC
1989-08-04,2.7,CLIC
1989-08-05,4.7,CLIC
1989-08-06,3.69,CLIC
1989-08-07,4.56,CLIC
1989-08-08,1.38,CLIC
1989-08-09,1.39,CLIC
1989-08-10,4.54,CLIC
1989-08-11,3.24,CLIC
1989-08-12,2.16,CLIC
1989-08-13,5.78,CLIC
1989-08-14,2.6,CLIC
1989-08-15,4.19,CLIC
1989-08-16,3.22,CLIC
1989-08-17,0.2,CLIC
1989-08-18,4.18,CLIC
1989-08-19,3.71,CLIC
1989-08-20,3.6,CLIC
1989-08-21,4.49,CLIC
1989-08-22,3.64,CLIC
1989-08-23,3.04,CLIC
1989-08-24,4.2,CLIC
1989-08-25,4.48,CLIC
1989-08-26,3.35,CLIC
1989-08-27,2.39,CLIC
1989-08-28,4.16,CLIC
1989-08-29,4.8,CLIC
1989-08-30,4.85,CLIC
1989-08-31,2.3,CLIC
1989-09-01,5.26,CLIC
1989-09-02,3.22,CLIC
1989-09-03,3.98,CLIC
1989-09-04,6.13,CLIC
1989-09-05,4.08,CLIC
1989-09-06,4.03,CLIC
1989-09-07,1.24,CLIC
1989-09-08,1.3,CLIC
1989-09-09,4.06,CLIC
1989-09-10,1.38,CLIC
1989-09-11,2.07,CLIC
1989-09-12,3.89,CLIC
1989-09-13,3.15,CLIC
1989-09-14,2.75,CLIC
1989-09-15,4.7,CLIC
1989-09-16,3.36,CLIC
1989-09-17,2.77,CLIC
1989-09-18,2.87,CLIC
1989-09-19,4.1,CLIC
1989-09-20,4.28,CLIC
1989-09-21,3.56,CLIC
1989-09-22,4.1,CLIC
1989-09-23,2.2,CLIC
1989-09-24,4.13,CLIC
1989-09-25,3.33,CLIC
1989-09-26,4.89,CLIC
1989-09-27,4.94,CLIC
1989-09-28,4.5,CLIC
1989-09-29,5.6,CLIC
1989-09-30,3.52,CLIC
1989-10-01,3.82,CLIC
1989-10-02,3.39,CLIC
1989-10-03,5.26,CLIC
1989-10-04,5.85,CLIC
1989-10-05,5,CLIC
1989-10-06,2.34,CLIC
1989-10-07,4.16,CLIC
1989-10-08,0.83,CLIC
1989-10-09,5.1,CLIC
1989-10-10,2.36,CLIC
1989-10-11,5.03,CLIC
1989-10-12,4.58,CLIC
1989-10-13,6.35,CLIC
1989-10-14,4.53,CLIC
1989-10-15,4.65,CLIC
1989-10-16,4.49,CLIC
1989-10-17,6.51,CLIC
1989-10-18,3.78,CLIC
1989-10-19,3.1,CLIC
1989-10-20,2.14,CLIC
1989-10-21,3.8,CLIC
1989-10-22,3.67,CLIC
1989-10-23,7.31,CLIC
1989-10-24,4.44,CLIC
1989-10-25,4.72,CLIC
1989-10-26,3.12,CLIC
1989-10-27,5.24,CLIC
1989-10-28,4.09,CLIC
1989-10-29,3.76,CLIC
1989-10-30,2.5,CLIC
1989-10-31,4.13,CLIC
1989-11-01,3.16,CLIC
1989-11-02,5.76,CLIC
1989-11-03,1.66,CLIC
1989-11-04,3.27,CLIC
1989-11-05,3.55,CLIC
1989-11-06,1.37,CLIC
1989-11-07,3.06,CLIC
1989-11-08,4.07,CLIC
1989-11-09,5.26,CLIC
1989-11-10,2.34,CLIC
1989-11-11,4.36,CLIC
1989-11-12,4.14,CLIC
1989-11-13,3.29,CLIC
1989-11-14,2.87,CLIC
1989-11-15,4.3,CLIC
1989-11-16,2.7,CLIC
1989-11-17,3.3,CLIC
1989-11-18,3.96,CLIC
1989-11-19,3.95,CLIC
1989-11-20,2.39,CLIC
1989-11-21,3.66,CLIC
1989-11-22,4.43,CLIC
1989-11-23,4.4,CLIC
1989-11-24,3.97,CLIC
1989-11-25,4.63,CLIC
1989-11-26,3.4,CLIC
1989-11-27,1.57,CLIC
1989-11-28,5.03,CLIC
1989-11-29,4.4,CLIC
1989-11-30,1.7,CLIC
1989-12-01,1.32,CLIC
1989-12-02,1.62,CLIC
1989-12-03,3.3,CLIC
1989-12-04,3.31,CLIC
1989-12-05,1.61,CLIC
1989-12-06,2.45,CLIC
1989-12-07,1.31,CLIC
1989-12-08,4.15,CLIC
1989-12-09,3.48,CLIC
1989-12-10,2.23,CLIC
1989-12-11,2.08,CLIC
1989-12-12,2.92,CLIC
1989-12-13,3.33,CLIC
1989-12-14,3.77,CLIC
1989-12-15,4.17,CLIC
1989-12-16,4.76,CLIC
1989-12-17,1.48,CLIC
1989-12-18,2.08,CLIC
1989-12-19,4.62,CLIC
1989-12-20,2.82,CLIC
1989-12-21,3.38,CLIC
1989-12-22,1.09,CLIC
1989-12-23,2.14,CLIC
1989-12-24,2.63,CLIC
1989-12-25,4.47,CLIC
1989-12-26,3.57,CLIC
1989-12-27,4,CLIC
1989-12-28,2.63,CLIC
1989-12-29,3.07,CLIC
1989-12-30,2.42,CLIC
1989-12-31,3.84,CLIC
1990-01-01,1.46,CLIC
1990-01-02,4.4,CLIC
1990-01-03,1.07,CLIC
1990-01-04,1.99,CLIC
1990-01-05,2.54,CLIC
1990-01-06,2.8,CLIC
1990-01-07,1.55,CLIC
1990-01-08,3.16,CLIC
1990-01-09,3.16,CLIC
1990-01-10,3.73,CLIC
1990-01-11,3.23,CLIC
1990-01-12,3.19,CLIC
1990-01-13,3.39,CLIC
1990-01-14,2.61,CLIC
1990-01-15,2.96,CLIC
1990-01-16,3.24,CLIC
1990-01-17,2.58,CLIC
1990-01-18,2.84,CLIC
1990-01-19,2.66,CLIC
1990-01-20,3.67,CLIC
1990-01-21,3.38,CLIC
1990-01-22,4.29,CLIC
1990-01-23,3.8,CLIC
1990-01-24,3.45,CLIC
1990-01-25,3.5,CLIC
1990-01-26,3.68,CLIC
1990-01-27,3.02,CLIC
1990-01-28,4.33,CLIC
1990-01-29,5.42,CLIC
1990-01-30,1.94,CLIC
1990-01-31,3.14,CLIC
1990-02-01,3.75,CLIC
1990-02-02,3.73,CLIC
1990-02-03,4.49,CLIC
1990-02-04,3.1,CLIC
1990-02-05,0.26,CLIC
1990-02-06,3.82,CLIC
1990-02-07,0.3,CLIC
1990-02-08,0.4,CLIC
1990-02-09,4.29,CLIC
1990-02-10,4.08,CLIC
1990-02-11,4.92,CLIC
1990-02-12,2.82,CLIC
1990-02-13,6.01,CLIC
1990-02-14,4.17,CLIC
1990-02-15,4.2,CLIC
1990-02-16,4.18,CLIC
1990-02-17,3.1,CLIC
1990-02-18,3.15,CLIC
1990-02-19,3.82,CLIC
1990-02-20,2.83,CLIC
1990-02-21,3.17,CLIC
1990-02-22,3.71,CLIC
1990-02-23,2.85,CLIC
1990-02-24,2.93,CLIC
1990-02-25,3.9,CLIC
1990-02-26,4.75,CLIC
1990-02-27,4.28,CLIC
1990-02-28,4.61,CLIC
1990-03-01,4.76,CLIC
1990-03-02,3.85,CLIC
1990-03-03,2.2,CLIC
1990-03-04,2.2,CLIC
1990-03-05,2.91,CLIC
1990-03-06,4.92,CLIC
1990-03-07,5.9,CLIC
1990-03-08,5.16,CLIC
1990-03-09,1.89,CLIC
1990-03-10,2.75,CLIC
1990-03-11,4.69,CLIC
1990-03-12,3.96,CLIC
1990-03-13,5.15,CLIC
1990-03-14,5.49,CLIC
1990-03-15,3.23,CLIC
1990-03-16,7.4,CLIC
1990-03-17,3.56,CLIC
1990-03-18,5.77,CLIC
1990-03-19,3.73,CLIC
1990-03-20,5.05,CLIC
1990-03-21,2.55,CLIC
1990-03-22,4.62,CLIC
1990-03-23,4.83,CLIC
1990-03-24,2.1,CLIC
1990-03-25,5.86,CLIC
1990-03-26,3.1,CLIC
1990-03-27,4.85,CLIC
1990-03-28,1,CLIC
1990-03-29,5.54,CLIC
1990-03-30,5.76,CLIC
1990-03-31,7.53,CLIC
1990-04-01,5.93,CLIC
1990-04-02,3.77,CLIC
1990-04-03,2.25,CLIC
1990-04-04,4.32,CLIC
1990-04-05,2.87,CLIC
1990-04-06,4.75,CLIC
1990-04-07,0.81,CLIC
1990-04-08,3.57,CLIC
1990-04-09,4.6,CLIC
1990-04-10,2.08,CLIC
1990-04-11,5.65,CLIC
1990-04-12,4.65,CLIC
1990-04-13,4.47,CLIC
1990-04-14,3.58,CLIC
1990-04-15,3.91,CLIC
1990-04-16,4.54,CLIC
1990-04-17,0.92,CLIC
1990-04-18,3.63,CLIC
1990-04-19,4.45,CLIC
1990-04-20,4.12,CLIC
1990-04-21,3.62,CLIC
1990-04-22,3.62,CLIC
1990-04-23,4.1,CLIC
1990-04-24,5.38,CLIC
1990-04-25,4.13,CLIC
1990-04-26,4.32,CLIC
1990-04-27,4.55,CLIC
1990-04-28,1.25,CLIC
1990-04-29,1.7,CLIC
1990-04-30,4.85,CLIC
1990-05-01,6.45,CLIC
1990-05-02,3.68,CLIC
1990-05-03,3.02,CLIC
1990-05-04,3.7,CLIC
1990-05-05,6.45,CLIC
1990-05-06,6.5,CLIC
1990-05-07,6.48,CLIC
1990-05-08,1.18,CLIC
1990-05-09,4.85,CLIC
1990-05-10,4.46,CLIC
1990-05-11,3.78,CLIC
1990-05-12,6.44,CLIC
1990-05-13,4.38,CLIC
1990-05-14,5.25,CLIC
1990-05-15,4.46,CLIC
1990-05-16,6.54,CLIC
1990-05-17,4.95,CLIC
1990-05-18,4.4,CLIC
1990-05-19,5.7,CLIC
1990-05-20,6.42,CLIC
1990-05-21,6.1,CLIC
1990-05-22,5.51,CLIC
1990-05-23,5.12,CLIC
1990-05-24,6.17,CLIC
1990-05-25,6.3,CLIC
1990-05-26,7.83,CLIC
1990-05-27,9.52,CLIC
1990-05-28,7.92,CLIC
1990-05-29,1.38,CLIC
1990-05-30,6.29,CLIC
1990-05-31,6.33,CLIC
1990-06-01,2.48,CLIC
1990-06-02,5.93,CLIC
1990-06-03,2.53,CLIC
1990-06-04,6.23,CLIC
1990-06-05,3.76,CLIC
1990-06-06,5.47,CLIC
1990-06-07,2.46,CLIC
1990-06-08,4.63,CLIC
1990-06-09,4.63,CLIC
1990-06-10,4.46,CLIC
1990-06-11,5.98,CLIC
1990-06-12,6.36,CLIC
1990-06-13,5.19,CLIC
1990-06-14,6.36,CLIC
1990-06-15,6.48,CLIC
1990-06-16,6.36,CLIC
1990-06-17,5.17,CLIC
1990-06-18,6.08,CLIC
1990-06-19,5.43,CLIC
1990-06-20,6.34,CLIC
1990-06-21,5.41,CLIC
1990-06-22,4.84,CLIC
1990-06-23,4.73,CLIC
1990-06-24,6.4,CLIC
1990-06-25,5.78,CLIC
1990-06-26,5.84,CLIC
1990-06-27,5.82,CLIC
1990-06-28,5.43,CLIC
1990-06-29,4.76,CLIC
1990-06-30,3.79,CLIC
1990-07-01,3.4,CLIC
1990-07-02,2.97,CLIC
1990-07-03,2.8,CLIC
1990-07-04,1.96,CLIC
1990-07-05,3.09,CLIC
1990-07-06,3.45,CLIC
1990-07-07,2.6,CLIC
1990-07-08,4.83,CLIC
1990-07-09,1.18,CLIC
1990-07-10,6.37,CLIC
1990-07-11,6.6,CLIC
1990-07-12,5.15,CLIC
1990-07-13,5.42,CLIC
1990-07-14,5.15,CLIC
1990-07-15,3.15,CLIC
1990-07-16,5.85,CLIC
1990-07-17,4.1,CLIC
1990-07-18,2.53,CLIC
1990-07-19,3.88,CLIC
1990-07-20,1.63,CLIC
1990-07-21,4.17,CLIC
1990-07-22,5.55,CLIC
1990-07-23,5.12,CLIC
1990-07-24,3.15,CLIC
1990-07-25,5.26,CLIC
1990-07-26,6.38,CLIC
1990-07-27,5.85,CLIC
1990-07-28,4.88,CLIC
1990-07-29,3.08,CLIC
1990-07-30,5.23,CLIC
1990-07-31,2.1,CLIC
1990-08-01,3.18,CLIC
1990-08-02,4.91,CLIC
1990-08-03,4.16,CLIC
1990-08-04,2.1,CLIC
1990-08-05,5.76,CLIC
1990-08-06,6.47,CLIC
1990-08-07,4.26,CLIC
1990-08-08,1.78,CLIC
1990-08-09,4.22,CLIC
1990-08-10,2.19,CLIC
1990-08-11,3.78,CLIC
1990-08-12,4.3,CLIC
1990-08-13,6.1,CLIC
1990-08-14,2.16,CLIC
1990-08-15,2.31,CLIC
1990-08-16,5.44,CLIC
1990-08-17,2.15,CLIC
1990-08-18,4.2,CLIC
1990-08-19,5.03,CLIC
1990-08-20,4.8,CLIC
1990-08-21,4.79,CLIC
1990-08-22,4.27,CLIC
1990-08-23,3.52,CLIC
1990-08-24,4.1,CLIC
1990-08-25,5.51,CLIC
1990-08-26,4.12,CLIC
1990-08-27,4.67,CLIC
1990-08-28,4.67,CLIC
1990-08-29,3.71,CLIC
1990-08-30,3.27,CLIC
1990-08-31,3.28,CLIC
1990-09-01,2.2,CLIC
1990-09-02,1.9,CLIC
1990-09-03,3.1,CLIC
1990-09-04,3.21,CLIC
1990-09-05,2.4,CLIC
1990-09-06,2.6,CLIC
1990-09-07,4.04,CLIC
1990-09-08,2.4,CLIC
1990-09-09,2.52,CLIC
1990-09-10,4.42,CLIC
1990-09-11,3.8,CLIC
1990-09-12,6.5,CLIC
1990-09-13,2.5,CLIC
1990-09-14,3.08,CLIC
1990-09-15,3.95,CLIC
1990-09-16,2.2,CLIC
1990-09-17,4.27,CLIC
1990-09-18,1.13,CLIC
1990-09-19,0.76,CLIC
1990-09-20,3.59,CLIC
1990-09-21,3.61,CLIC
1990-09-22,2.24,CLIC
1990-09-23,2.48,CLIC
1990-09-24,3.48,CLIC
1990-09-25,3.88,CLIC
1990-09-26,4.31,CLIC
1990-09-27,4.36,CLIC
1990-09-28,4.43,CLIC
1990-09-29,4.62,CLIC
1990-09-30,3.67,CLIC
1990-10-01,5,CLIC
1990-10-02,3.71,CLIC
1990-10-03,3.85,CLIC
1990-10-04,3.9,CLIC
1990-10-05,4.2,CLIC
1990-10-06,4.63,CLIC
1990-10-07,5.22,CLIC
1990-10-08,3.88,CLIC
1990-10-09,1.33,CLIC
1990-10-10,4.94,CLIC
1990-10-11,3.58,CLIC
1990-10-12,3.6,CLIC
1990-10-13,3.5,CLIC
1990-10-14,4.2,CLIC
1990-10-15,5.78,CLIC
1990-10-16,2.1,CLIC
1990-10-17,4.3,CLIC
1990-10-18,5.28,CLIC
1990-10-19,3.2,CLIC
1990-10-20,4.21,CLIC
1990-10-21,3.4,CLIC
1990-10-22,3.34,CLIC
1990-10-23,3.4,CLIC
1990-10-24,3.04,CLIC
1990-10-25,3.12,CLIC
1990-10-26,3.04,CLIC
1990-10-27,3.43,CLIC
1990-10-28,3.71,CLIC
1990-10-29,3.19,CLIC
1990-10-30,1.62,CLIC
1990-10-31,3.02,CLIC
1990-11-01,2.43,CLIC
1990-11-02,1.38,CLIC
1990-11-03,4.62,CLIC
1990-11-04,3.12,CLIC
1990-11-05,3.33,CLIC
1990-11-06,3.75,CLIC
1990-11-07,2,CLIC
1990-11-08,3.2,CLIC
1990-11-09,3.49,CLIC
1990-11-10,3.36,CLIC
1990-11-11,4.58,CLIC
1990-11-12,2.82,CLIC
1990-11-13,3.74,CLIC
1990-11-14,2.57,CLIC
1990-11-15,2.32,CLIC
1990-11-16,3.97,CLIC
1990-11-17,2.1,CLIC
1990-11-18,4.98,CLIC
1990-11-19,3.4,CLIC
1990-11-20,4.3,CLIC
1990-11-21,2.51,CLIC
1990-11-22,2.76,CLIC
1990-11-23,1.34,CLIC
1990-11-24,2.86,CLIC
1990-11-25,4.53,CLIC
1990-11-26,2.76,CLIC
1990-11-27,4.98,CLIC
1990-11-28,2.87,CLIC
1990-11-29,3.5,CLIC
1990-11-30,2.84,CLIC
1990-12-01,2.74,CLIC
1990-12-02,4.03,CLIC
1990-12-03,2.73,CLIC
1990-12-04,3.09,CLIC
1990-12-05,1.73,CLIC
1990-12-06,2.44,CLIC
1990-12-07,3.49,CLIC
1990-12-08,2.1,CLIC
1990-12-09,3.26,CLIC
1990-12-10,3.46,CLIC
1990-12-11,2.28,CLIC
1990-12-12,3.99,CLIC
1990-12-13,4.18,CLIC
1990-12-14,4.06,CLIC
1990-12-15,2.32,CLIC
1990-12-16,4.6,CLIC
1990-12-17,4.22,CLIC
1990-12-18,5.09,CLIC
1990-12-19,4.26,CLIC
1990-12-20,4.69,CLIC
1990-12-21,4.8,CLIC
1990-12-22,4.58,CLIC
1990-12-23,3.33,CLIC
1990-12-24,2.68,CLIC
1990-12-25,3.39,CLIC
1990-12-26,2.61,CLIC
1990-12-27,4.09,CLIC
1990-12-28,4.27,CLIC
1990-12-29,2.73,CLIC
1990-12-30,3.71,CLIC
1990-12-31,4.18,CLIC
1991-01-01,2.5,CLIC
1991-01-02,4.31,CLIC
1991-01-03,4.29,CLIC
1991-01-04,3.08,CLIC
1991-01-05,3.82,CLIC
1991-01-06,3.8,CLIC
1991-01-07,1.8,CLIC
1991-01-08,2.15,CLIC
1991-01-09,2.73,CLIC
1991-01-10,2.8,CLIC
1991-01-11,2.13,CLIC
1991-01-12,3.65,CLIC
1991-01-13,2.31,CLIC
1991-01-14,1.73,CLIC
1991-01-15,2.7,CLIC
1991-01-16,4.06,CLIC
1991-01-17,3.62,CLIC
1991-01-18,2.12,CLIC
1991-01-19,3.58,CLIC
1991-01-20,4.78,CLIC
1991-01-21,3.17,CLIC
1991-01-22,2.89,CLIC
1991-01-23,2.46,CLIC
1991-01-24,4.23,CLIC
1991-01-25,3.57,CLIC
1991-01-26,4.43,CLIC
1991-01-27,2.81,CLIC
1991-01-28,3.72,CLIC
1991-01-29,2.94,CLIC
1991-01-30,3.44,CLIC
1991-01-31,3.87,CLIC
1991-02-01,1.8,CLIC
1991-02-02,3.32,CLIC
1991-02-03,2.9,CLIC
1991-02-04,3.5,CLIC
1991-02-05,3.3,CLIC
1991-02-06,1.53,CLIC
1991-02-07,3.32,CLIC
1991-02-08,2.83,CLIC
1991-02-09,2.85,CLIC
1991-02-10,2.42,CLIC
1991-02-11,1.68,CLIC
1991-02-12,3.21,CLIC
1991-02-13,2.79,CLIC
1991-02-14,4.75,CLIC
1991-02-15,3.71,CLIC
1991-02-16,3.86,CLIC
1991-02-17,2.68,CLIC
1991-02-18,3.22,CLIC
1991-02-19,4.06,CLIC
1991-02-20,3.32,CLIC
1991-02-21,4.67,CLIC
1991-02-22,3.84,CLIC
1991-02-23,3.9,CLIC
1991-02-24,4.34,CLIC
1991-02-25,4.06,CLIC
1991-02-26,3.06,CLIC
1991-02-27,3.73,CLIC
1991-02-28,3.18,CLIC
1991-03-01,4.2,CLIC
1991-03-02,3.7,CLIC
1991-03-03,4.58,CLIC
1991-03-04,3.07,CLIC
1991-03-05,3.93,CLIC
1991-03-06,3.8,CLIC
1991-03-07,5.55,CLIC
1991-03-08,4.12,CLIC
1991-03-09,3.43,CLIC
1991-03-10,4.17,CLIC
1991-03-11,3.96,CLIC
1991-03-12,4.74,CLIC
1991-03-13,3.36,CLIC
1991-03-14,5.19,CLIC
1991-03-15,4.88,CLIC
1991-03-16,5.48,CLIC
1991-03-17,5.29,CLIC
1991-03-18,5.88,CLIC
1991-03-19,4.82,CLIC
1991-03-20,4.3,CLIC
1991-03-21,4.8,CLIC
1991-03-22,5.3,CLIC
1991-03-23,4.9,CLIC
1991-03-24,5.2,CLIC
1991-03-25,4.5,CLIC
1991-03-26,3.3,CLIC
1991-03-27,3.95,CLIC
1991-03-28,3.03,CLIC
1991-03-29,1.88,CLIC
1991-03-30,4.11,CLIC
1991-03-31,3.22,CLIC
1991-04-01,2.95,CLIC
1991-04-02,4.34,CLIC
1991-04-03,3.28,CLIC
1991-04-04,3.22,CLIC
1991-04-05,4.03,CLIC
1991-04-06,5.45,CLIC
1991-04-07,4.97,CLIC
1991-04-08,4.35,CLIC
1991-04-09,4.13,CLIC
1991-04-10,5.47,CLIC
1991-04-11,3.5,CLIC
1991-04-12,4.6,CLIC
1991-04-13,4.14,CLIC
1991-04-14,4.96,CLIC
1991-04-15,4.47,CLIC
1991-04-16,3.3,CLIC
1991-04-17,5.58,CLIC
1991-04-18,5.33,CLIC
1991-04-19,5.6,CLIC
1991-04-20,5.42,CLIC
1991-04-21,5.87,CLIC
1991-04-22,6.11,CLIC
1991-04-23,5.06,CLIC
1991-04-24,5.6,CLIC
1991-04-25,6.86,CLIC
1991-04-26,6.71,CLIC
1991-04-27,5.48,CLIC
1991-04-28,5.77,CLIC
1991-04-29,5.49,CLIC
1991-04-30,5.51,CLIC
1991-05-01,5.35,CLIC
1991-05-02,5.73,CLIC
1991-05-03,6.62,CLIC
1991-05-04,6.25,CLIC
1991-05-05,5.53,CLIC
1991-05-06,2.47,CLIC
1991-05-07,4.75,CLIC
1991-05-08,5.38,CLIC
1991-05-09,5.84,CLIC
1991-05-10,4.45,CLIC
1991-05-11,1.13,CLIC
1991-05-12,5.4,CLIC
1991-05-13,6.82,CLIC
1991-05-14,2.78,CLIC
1991-05-15,5.27,CLIC
1991-05-16,5.27,CLIC
1991-05-17,4.78,CLIC
1991-05-18,5.78,CLIC
1991-05-19,5.47,CLIC
1991-05-20,4.97,CLIC
1991-05-21,5.88,CLIC
1991-05-22,6.28,CLIC
1991-05-23,5.34,CLIC
1991-05-24,2.2,CLIC
1991-05-25,5.04,CLIC
1991-05-26,5.26,CLIC
1991-05-27,3.93,CLIC
1991-05-28,3.31,CLIC
1991-05-29,4.79,CLIC
1991-05-30,4.65,CLIC
1991-05-31,4.75,CLIC
1991-06-01,2.75,CLIC
1991-06-02,1.97,CLIC
1991-06-03,5.98,CLIC
1991-06-04,3.21,CLIC
1991-06-05,1.75,CLIC
1991-06-06,4.24,CLIC
1991-06-07,5.86,CLIC
1991-06-08,2.95,CLIC
1991-06-09,4.95,CLIC
1991-06-10,2.98,CLIC
1991-06-11,3.48,CLIC
1991-06-12,3.47,CLIC
1991-06-13,4.35,CLIC
1991-06-14,2.73,CLIC
1991-06-15,2.81,CLIC
1991-06-16,1.55,CLIC
1991-06-17,4.21,CLIC
1991-06-18,4.85,CLIC
1991-06-19,5.1,CLIC
1991-06-20,5.71,CLIC
1991-06-21,3.49,CLIC
1991-06-22,4.8,CLIC
1991-06-23,3.9,CLIC
1991-06-24,1.13,CLIC
1991-06-25,1.61,CLIC
1991-06-26,3.24,CLIC
1991-06-27,3.55,CLIC
1991-06-28,5.53,CLIC
1991-06-29,3.87,CLIC
