Estación: ,C19083,EJIDO ACUÑA. DR. ARROYO
1977-01-09,3.9,CLIC
1977-01-10,3.2,CLIC
1977-01-11,3.6,CLIC
1977-01-12,2,CLIC
1977-01-13,2.5,CLIC
1977-01-14,0.7,CLIC
1977-01-15,3.2,CLIC
1977-01-16,4.7,CLIC
1977-01-17,4.6,CLIC
1977-01-18,1.6,CLIC
1977-01-19,3.4,CLIC
1977-01-20,2.7,CLIC
1977-01-21,3,CLIC
1977-01-22,1.4,CLIC
1977-01-23,1,CLIC
1977-01-24,1.4,CLIC
1977-01-25,3.9,CLIC
1977-01-26,1.8,CLIC
1977-01-27,4.9,CLIC
1977-01-28,3.4,CLIC
1977-01-29,4.6,CLIC
1977-01-30,3.4,CLIC
1977-01-31,5.1,CLIC
1977-02-01,3.4,CLIC
1977-02-02,1,CLIC
1977-02-03,1,CLIC
1977-02-04,7.7,CLIC
1977-02-05,2.9,CLIC
1977-02-06,3.6,CLIC
1977-02-07,4.4,CLIC
1977-02-08,3.1,CLIC
1977-02-09,3.4,CLIC
1977-02-10,5,CLIC
1977-02-11,7.5,CLIC
1977-02-12,1.7,CLIC
1977-02-13,4.2,CLIC
1977-02-14,1.3,CLIC
1977-02-15,5.1,CLIC
1977-02-16,1.8,CLIC
1977-02-17,10.4,CLIC
1977-02-18,3.3,CLIC
1977-02-19,3.8,CLIC
1977-02-20,6.4,CLIC
1977-02-21,4.2,CLIC
1977-02-22,3.6,CLIC
1977-02-23,3.6,CLIC
1977-02-24,8.6,CLIC
1977-02-25,9.9,CLIC
1977-02-26,10.9,CLIC
1977-02-27,9.1,CLIC
1977-02-28,5.8,CLIC
1977-03-01,3.6,CLIC
1977-03-02,9.3,CLIC
1977-03-03,5.5,CLIC
1977-03-04,7.9,CLIC
1977-03-05,4.6,CLIC
1977-03-06,11,CLIC
1977-03-07,4.8,CLIC
1977-03-08,3.7,CLIC
1977-03-09,5.5,CLIC
1977-03-10,4.5,CLIC
1977-03-11,9.4,CLIC
1977-03-12,7.5,CLIC
1977-03-13,10.3,CLIC
1977-03-14,8.8,CLIC
1977-03-15,9.3,CLIC
1977-03-16,7.4,CLIC
1977-03-17,7.3,CLIC
1977-03-18,10.5,CLIC
1977-03-19,12.4,CLIC
1977-03-20,10.6,CLIC
1977-03-21,8.6,CLIC
1977-03-22,5.9,CLIC
1977-03-23,5.8,CLIC
1977-03-24,4,CLIC
1977-03-25,3.6,CLIC
1977-03-26,7.7,CLIC
1977-03-27,6.5,CLIC
1977-03-28,7.6,CLIC
1977-03-29,7.3,CLIC
1977-03-30,5.7,CLIC
1977-03-31,6.5,CLIC
1977-04-01,7.2,CLIC
1977-04-02,8.2,CLIC
1977-04-03,7.3,CLIC
1977-04-04,7,CLIC
1977-04-05,6.1,CLIC
1977-04-06,6.4,CLIC
1977-04-07,8.2,CLIC
1977-04-08,7.6,CLIC
1977-04-09,6.4,CLIC
1977-04-10,5.8,CLIC
1977-04-11,7.4,CLIC
1977-04-12,5.5,CLIC
1977-04-14,1.9,CLIC
1977-04-15,4.7,CLIC
1977-04-16,6.6,CLIC
1977-04-17,8.1,CLIC
1977-04-18,7.4,CLIC
1977-04-19,1.1,CLIC
1977-04-20,1.1,CLIC
1977-04-21,2.3,CLIC
1977-04-22,1.2,CLIC
1977-04-23,3.8,CLIC
1977-04-24,0.4,CLIC
1977-04-25,2.8,CLIC
1977-04-26,0.9,CLIC
1977-04-27,3.5,CLIC
1977-04-28,2,CLIC
1977-04-29,4.2,CLIC
1977-04-30,8,CLIC
1977-05-01,5.8,CLIC
1977-05-02,8.1,CLIC
1977-05-03,6,CLIC
1977-05-04,8.4,CLIC
1977-05-05,8.3,CLIC
1977-05-06,8.5,CLIC
1977-05-07,3.3,CLIC
1977-05-08,2.8,CLIC
1977-05-09,3.8,CLIC
1977-05-10,6.2,CLIC
1977-05-11,4.4,CLIC
1977-05-12,4.5,CLIC
1977-05-13,3.6,CLIC
1977-05-14,2.1,CLIC
1977-05-15,3.7,CLIC
1977-05-16,6.6,CLIC
1977-05-17,6.7,CLIC
1977-05-18,6.9,CLIC
1977-05-19,6.1,CLIC
1977-05-20,4.9,CLIC
1977-05-21,5.7,CLIC
1977-05-22,7,CLIC
1977-05-23,5.2,CLIC
1977-05-24,2.3,CLIC
1977-05-25,0.5,CLIC
1977-05-26,6.5,CLIC
1977-05-27,3.2,CLIC
1977-05-28,5.8,CLIC
1977-05-29,6.8,CLIC
1977-05-30,4.7,CLIC
1977-05-31,4.3,CLIC
1977-06-01,3.7,CLIC
1977-06-02,5.9,CLIC
1977-06-03,9.5,CLIC
1977-06-04,6.4,CLIC
1977-06-05,3.9,CLIC
1977-06-06,7.8,CLIC
1977-06-07,7,CLIC
1977-06-08,6.1,CLIC
1977-06-09,4.9,CLIC
1977-06-10,3.6,CLIC
1977-06-11,1.4,CLIC
1977-06-12,9.1,CLIC
1977-06-13,9.8,CLIC
1977-06-14,5.4,CLIC
1977-06-15,5.5,CLIC
1977-06-16,4.6,CLIC
1977-06-17,7.5,CLIC
1977-06-18,4.4,CLIC
1977-06-19,5.4,CLIC
1977-06-20,3.1,CLIC
1977-06-21,5,CLIC
1977-06-22,8.3,CLIC
1977-06-23,1.8,CLIC
1977-06-24,6.5,CLIC
1977-06-25,4.9,CLIC
1977-06-26,5.3,CLIC
1977-06-27,1,CLIC
1977-06-28,7.2,CLIC
1977-06-29,3.7,CLIC
1977-06-30,5.8,CLIC
1977-07-01,2.7,CLIC
1977-07-02,1.5,CLIC
1977-07-03,6.6,CLIC
1977-07-04,7.4,CLIC
1977-07-05,4.2,CLIC
1977-07-06,3.2,CLIC
1977-07-07,1,CLIC
1977-07-08,1.9,CLIC
1977-07-09,2.7,CLIC
1977-07-10,9.6,CLIC
1977-07-11,5,CLIC
1977-07-12,9.4,CLIC
1977-07-13,6.3,CLIC
1977-07-14,5.4,CLIC
1977-07-15,3.8,CLIC
1977-07-16,5.9,CLIC
1977-07-17,6.1,CLIC
1977-07-18,6.5,CLIC
1977-07-19,4.7,CLIC
1977-07-20,7.3,CLIC
1977-07-21,3.5,CLIC
1977-07-22,6.3,CLIC
1977-07-23,5.1,CLIC
1977-07-24,6.9,CLIC
1977-07-25,5.9,CLIC
1977-07-26,4.9,CLIC
1977-07-27,4.8,CLIC
1977-07-28,1,CLIC
1977-07-29,5.1,CLIC
1977-07-30,1.4,CLIC
1977-07-31,5.1,CLIC
1977-08-01,8.6,CLIC
1977-08-02,7.4,CLIC
1977-08-03,8.1,CLIC
1977-08-04,8.4,CLIC
1977-08-05,6.8,CLIC
1977-08-06,7,CLIC
1977-08-07,7.7,CLIC
1977-08-08,2.4,CLIC
1977-08-09,3.2,CLIC
1977-08-10,1.3,CLIC
1977-08-11,4.8,CLIC
1977-08-12,6.4,CLIC
1977-08-13,6,CLIC
1977-08-14,4.8,CLIC
1977-08-15,4.2,CLIC
1977-08-16,5.6,CLIC
1977-08-17,3.7,CLIC
1977-08-18,5.1,CLIC
1977-08-19,3.4,CLIC
1977-08-20,3.2,CLIC
1977-08-21,4.1,CLIC
1977-08-22,5.1,CLIC
1977-08-23,5.5,CLIC
1977-08-24,3.9,CLIC
1977-08-25,3.4,CLIC
1977-08-26,3.2,CLIC
1977-08-27,7.4,CLIC
1977-08-28,7.1,CLIC
1977-08-29,5,CLIC
1977-08-30,4.9,CLIC
1977-08-31,5.3,CLIC
1977-09-01,5.3,CLIC
1977-09-02,3.9,CLIC
1977-09-03,3.8,CLIC
1977-09-04,2.5,CLIC
1977-09-05,6.5,CLIC
1977-09-06,6.6,CLIC
1977-09-08,5,CLIC
1977-09-09,5.4,CLIC
1977-09-10,5.3,CLIC
1977-09-11,3.7,CLIC
1977-09-12,4.9,CLIC
1977-09-13,4.7,CLIC
1977-09-14,5,CLIC
1977-09-15,4.2,CLIC
1977-09-16,5.9,CLIC
1977-09-17,5,CLIC
1977-09-18,5.1,CLIC
1977-09-19,5.3,CLIC
1977-09-20,7.3,CLIC
1977-09-21,5,CLIC
1977-09-22,7.4,CLIC
1977-09-23,3.4,CLIC
1977-09-24,3.3,CLIC
1977-09-25,6.1,CLIC
1977-09-26,6.3,CLIC
1977-09-27,5.9,CLIC
1977-09-28,5.8,CLIC
1977-09-29,6.7,CLIC
1977-09-30,5.3,CLIC
1977-10-01,5.9,CLIC
1977-10-02,6.1,CLIC
1977-10-03,6.7,CLIC
1977-10-04,6.9,CLIC
1977-10-05,4.3,CLIC
1977-10-06,4.2,CLIC
1977-10-07,3.2,CLIC
1977-10-08,5.6,CLIC
1977-10-09,5,CLIC
1977-10-10,6.5,CLIC
1977-10-11,5,CLIC
1977-10-12,3.8,CLIC
1977-10-13,7,CLIC
1977-10-14,5.4,CLIC
1977-10-15,4.9,CLIC
1977-10-16,5.6,CLIC
1977-10-17,4.6,CLIC
1977-10-18,5.4,CLIC
1977-10-19,5.9,CLIC
1977-10-20,2,CLIC
1977-10-21,5,CLIC
1977-10-22,5,CLIC
1977-10-23,3.9,CLIC
1977-10-24,4,CLIC
1977-10-25,2.5,CLIC
1977-10-26,2.6,CLIC
1977-10-27,2.5,CLIC
1977-10-28,1.9,CLIC
1977-10-29,4.2,CLIC
1977-10-30,3.2,CLIC
1977-10-31,4.4,CLIC
1977-11-01,3.2,CLIC
1977-11-02,3.7,CLIC
1977-11-03,5.6,CLIC
1977-11-04,5,CLIC
1977-11-05,7,CLIC
1977-11-06,3.1,CLIC
1977-11-07,3.3,CLIC
1977-11-08,7.4,CLIC
1977-11-09,4.3,CLIC
1977-11-10,3.1,CLIC
1977-11-11,4.8,CLIC
1977-11-12,4.1,CLIC
1977-11-13,3.4,CLIC
1977-11-14,3.4,CLIC
1977-11-15,3.4,CLIC
1977-11-16,4.2,CLIC
1977-11-17,5.9,CLIC
1977-11-18,3.3,CLIC
1977-11-19,3.9,CLIC
1977-11-20,3.1,CLIC
1977-11-21,3.7,CLIC
1977-11-22,5.4,CLIC
1977-11-23,3.1,CLIC
1977-11-24,4.1,CLIC
1977-11-25,4.7,CLIC
1977-11-26,4.6,CLIC
1977-11-27,4.1,CLIC
1977-11-28,4.7,CLIC
1977-11-29,3.9,CLIC
1977-11-30,5.1,CLIC
1977-12-01,7.3,CLIC
1977-12-02,3.4,CLIC
1977-12-03,2.2,CLIC
1977-12-04,3.3,CLIC
1977-12-05,4.1,CLIC
1977-12-06,2.1,CLIC
1977-12-07,6.5,CLIC
1977-12-08,3.2,CLIC
1977-12-09,3.9,CLIC
1977-12-10,3.8,CLIC
1977-12-11,4.9,CLIC
1977-12-12,2.8,CLIC
1977-12-13,5.1,CLIC
1977-12-14,5.3,CLIC
1977-12-15,3.4,CLIC
1977-12-16,6.3,CLIC
1977-12-17,7.6,CLIC
1977-12-18,5.1,CLIC
1977-12-19,4.9,CLIC
1977-12-20,5.9,CLIC
1977-12-21,5.1,CLIC
1977-12-22,5.7,CLIC
1977-12-23,4,CLIC
1977-12-24,3.1,CLIC
1977-12-25,5,CLIC
1977-12-26,4.2,CLIC
1977-12-27,3.9,CLIC
1977-12-28,4.3,CLIC
1977-12-29,7,CLIC
1977-12-30,7.1,CLIC
1977-12-31,4.2,CLIC
1978-01-01,6.5,CLIC
1978-01-02,4.1,CLIC
1978-01-03,4.9,CLIC
1978-01-04,1.8,CLIC
1978-01-05,3.3,CLIC
1978-01-06,3.4,CLIC
1978-01-07,4.6,CLIC
1978-01-08,4.9,CLIC
1978-01-09,4.1,CLIC
1978-01-10,2.4,CLIC
1978-01-11,5.3,CLIC
1978-01-12,4.2,CLIC
1978-01-13,5.5,CLIC
1978-01-14,4.4,CLIC
1978-01-15,4.1,CLIC
1978-01-16,4.3,CLIC
1978-01-17,4.6,CLIC
1978-01-18,4.8,CLIC
1978-01-19,4.3,CLIC
1978-01-20,4.3,CLIC
1978-01-21,5.5,CLIC
1978-01-22,4.2,CLIC
1978-01-23,4.1,CLIC
1978-01-24,4.9,CLIC
1978-01-25,5.6,CLIC
1978-01-26,6.7,CLIC
1978-01-27,4.9,CLIC
1978-01-28,2.8,CLIC
1978-01-29,4.8,CLIC
1978-01-30,3.3,CLIC
1978-01-31,3.3,CLIC
1978-02-01,5,CLIC
1978-02-02,5.4,CLIC
1978-02-03,4.5,CLIC
1978-02-04,3.5,CLIC
1978-02-05,0.4,CLIC
1978-02-06,3.5,CLIC
1978-02-07,3.7,CLIC
1978-02-08,6.2,CLIC
1978-02-09,4.3,CLIC
1978-02-10,5,CLIC
1978-02-11,6.2,CLIC
1978-02-12,7.6,CLIC
1978-02-13,7.1,CLIC
1978-02-14,4.5,CLIC
1978-02-15,3.9,CLIC
1978-02-16,7.7,CLIC
1978-02-17,6.2,CLIC
1978-02-18,0.5,CLIC
1978-02-19,3.6,CLIC
1978-02-20,3.1,CLIC
1978-02-21,2.7,CLIC
1978-02-22,1.6,CLIC
1978-02-23,3.4,CLIC
1978-02-24,4.3,CLIC
1978-02-25,2.8,CLIC
1978-02-26,3.8,CLIC
1978-02-27,4.5,CLIC
1978-02-28,3.9,CLIC
1978-03-01,3.7,CLIC
1978-03-02,4.3,CLIC
1978-03-03,9.3,CLIC
1978-03-04,9.1,CLIC
1978-03-05,7.4,CLIC
1978-03-06,7.1,CLIC
1978-03-07,10.3,CLIC
1978-03-08,6.7,CLIC
1978-03-09,7.1,CLIC
1978-03-10,4,CLIC
1978-03-11,2,CLIC
1978-03-12,5.8,CLIC
1978-03-13,9.2,CLIC
1978-03-14,9.5,CLIC
1978-03-15,9.5,CLIC
1978-03-16,9.5,CLIC
1978-03-17,5.6,CLIC
1978-03-18,7.3,CLIC
1978-03-19,3.9,CLIC
1978-03-20,5.2,CLIC
1978-03-21,5.6,CLIC
1978-03-22,5.1,CLIC
1978-03-23,7.3,CLIC
1978-03-24,8.7,CLIC
1978-03-25,3.4,CLIC
1978-03-26,1.6,CLIC
1978-03-27,0.8,CLIC
1978-03-28,5,CLIC
1978-03-29,6.9,CLIC
1978-03-30,5.4,CLIC
1978-03-31,2.3,CLIC
1978-04-02,4,CLIC
1978-04-03,8.3,CLIC
1978-04-04,8.1,CLIC
1978-04-05,3.7,CLIC
1978-04-06,5.8,CLIC
1978-04-07,2.9,CLIC
1978-04-08,6.3,CLIC
1978-04-09,6.1,CLIC
1978-04-10,7.6,CLIC
1978-04-11,7.9,CLIC
1978-04-12,1,CLIC
1978-04-13,7.3,CLIC
1978-04-14,7.7,CLIC
1978-04-15,6.8,CLIC
1978-04-16,9.1,CLIC
1978-04-17,5.3,CLIC
1978-04-18,7.4,CLIC
1978-04-19,6.6,CLIC
1978-04-20,9.5,CLIC
1978-04-21,9.1,CLIC
1978-04-22,6.1,CLIC
1978-04-23,5.7,CLIC
1978-04-24,8.2,CLIC
1978-04-25,6.6,CLIC
1978-04-26,7.6,CLIC
1978-04-27,7.6,CLIC
1978-04-28,7.2,CLIC
1978-04-29,6.9,CLIC
1978-04-30,7,CLIC
1978-05-01,7.1,CLIC
1978-05-02,6.9,CLIC
1978-05-03,7.9,CLIC
1978-05-04,7.4,CLIC
1978-05-05,4.3,CLIC
1978-05-06,3.4,CLIC
1978-05-07,4.2,CLIC
1978-05-08,4.2,CLIC
1978-05-09,5.9,CLIC
1978-05-10,5.3,CLIC
1978-05-11,1.4,CLIC
1978-05-12,6.6,CLIC
1978-05-13,6.5,CLIC
1978-05-14,5.1,CLIC
1978-05-15,6.4,CLIC
1978-05-16,2.5,CLIC
1978-05-17,5.1,CLIC
1978-05-18,5.7,CLIC
1978-05-19,4.7,CLIC
1978-05-20,1,CLIC
1978-05-21,2.5,CLIC
1978-05-22,4.5,CLIC
1978-05-23,4.3,CLIC
1978-05-24,4.7,CLIC
1978-05-25,6.2,CLIC
1978-05-26,5.9,CLIC
1978-05-27,6.5,CLIC
1978-05-28,5.1,CLIC
1978-05-29,5.7,CLIC
1978-05-30,6.4,CLIC
1978-05-31,6.2,CLIC
1978-06-01,4.5,CLIC
1978-06-02,5.3,CLIC
1978-06-03,5.8,CLIC
1978-06-04,6.8,CLIC
1978-06-05,4.4,CLIC
1978-06-06,5.1,CLIC
1978-06-07,4.1,CLIC
1978-06-08,9.1,CLIC
1978-06-09,6.8,CLIC
1978-06-10,7.3,CLIC
1978-06-11,9.4,CLIC
1978-06-12,7.2,CLIC
1978-06-13,7.1,CLIC
1978-06-14,5.2,CLIC
1978-06-15,6.3,CLIC
1978-06-16,6.7,CLIC
1978-06-17,7,CLIC
1978-06-18,8.3,CLIC
1978-06-19,6.5,CLIC
1978-06-20,7.3,CLIC
1978-06-21,7,CLIC
1978-06-22,7.5,CLIC
1978-06-23,7.2,CLIC
1978-06-24,7.1,CLIC
1978-06-25,6.3,CLIC
1978-06-26,12.6,CLIC
1978-06-27,7.9,CLIC
1978-06-28,6.6,CLIC
1978-06-29,3.7,CLIC
1978-06-30,3.4,CLIC
1978-07-01,5.6,CLIC
1978-07-02,5.8,CLIC
1978-07-03,4.9,CLIC
1978-07-04,6.4,CLIC
1978-07-05,7.2,CLIC
1978-07-06,6.6,CLIC
1978-07-07,7.3,CLIC
1978-07-08,8.5,CLIC
1978-07-09,7.9,CLIC
1978-07-10,5.3,CLIC
1978-07-11,6.9,CLIC
1978-07-12,5.9,CLIC
1978-07-13,8.4,CLIC
1978-07-14,3.4,CLIC
1978-07-15,4.5,CLIC
1978-07-16,5.8,CLIC
1978-07-17,4,CLIC
1978-07-18,5.2,CLIC
1978-07-19,7.9,CLIC
1978-07-20,7.4,CLIC
1978-07-21,7.2,CLIC
1978-07-22,7.1,CLIC
1978-07-23,7.1,CLIC
1978-07-24,7.6,CLIC
1978-07-25,5.5,CLIC
1978-07-26,6.1,CLIC
1978-07-27,5.3,CLIC
1978-07-28,5.1,CLIC
1978-07-29,3.8,CLIC
1978-07-30,3.6,CLIC
1978-07-31,2.4,CLIC
1978-08-01,0.9,CLIC
1978-08-02,4.6,CLIC
1978-08-03,8.8,CLIC
1978-08-04,6.5,CLIC
1978-08-05,4.3,CLIC
1978-08-06,7.2,CLIC
1978-08-07,7.7,CLIC
1978-08-08,4.6,CLIC
1978-08-09,4.9,CLIC
1978-08-10,4.1,CLIC
1978-08-11,6.4,CLIC
1978-08-12,3.1,CLIC
1978-08-13,3.7,CLIC
1978-08-14,3.1,CLIC
1978-08-15,7.2,CLIC
1978-08-16,6.9,CLIC
1978-08-17,5.7,CLIC
1978-08-18,9.9,CLIC
1978-08-19,8.6,CLIC
1978-08-20,4.9,CLIC
1978-08-21,3.5,CLIC
1978-08-22,3.1,CLIC
1978-08-23,4.3,CLIC
1978-08-24,3.5,CLIC
1978-08-25,5.5,CLIC
1978-08-26,8.9,CLIC
1978-08-27,6.5,CLIC
1978-08-28,5.4,CLIC
1978-08-29,3.6,CLIC
1978-08-30,2.7,CLIC
1978-08-31,5.2,CLIC
1978-09-01,4.2,CLIC
1978-09-02,3.5,CLIC
1978-09-03,2.7,CLIC
1978-09-04,3.5,CLIC
1978-09-05,6.5,CLIC
1978-09-06,6.6,CLIC
1978-09-07,7.5,CLIC
1978-09-08,2.3,CLIC
1978-09-09,3.2,CLIC
1978-09-10,3.3,CLIC
1978-09-11,4.5,CLIC
1978-09-12,5.6,CLIC
1978-09-13,6.4,CLIC
1978-09-14,5.5,CLIC
1978-09-15,5.2,CLIC
1978-09-16,5.1,CLIC
1978-09-17,6.1,CLIC
1978-09-18,5.5,CLIC
1978-09-19,5.6,CLIC
1978-09-20,5.3,CLIC
1978-09-21,5.2,CLIC
1978-09-22,3.3,CLIC
1978-09-23,3.3,CLIC
1978-09-24,2.3,CLIC
1978-09-25,2.5,CLIC
1978-09-26,1.6,CLIC
1978-09-27,2.1,CLIC
1978-09-29,0.4,CLIC
1978-09-30,2.5,CLIC
1978-10-01,5.9,CLIC
1978-10-02,4.6,CLIC
1978-10-03,3.8,CLIC
1978-10-04,3.1,CLIC
1978-10-05,5.1,CLIC
1978-10-06,4.6,CLIC
1978-10-07,5.7,CLIC
1978-10-08,4.3,CLIC
1978-10-09,5.7,CLIC
1978-10-10,9.9,CLIC
1978-10-11,8,CLIC
1978-10-12,6,CLIC
1978-10-13,5.7,CLIC
1978-10-14,5.3,CLIC
1978-10-15,7.5,CLIC
1978-10-16,6.6,CLIC
1978-10-17,5.9,CLIC
1978-10-18,6.8,CLIC
1978-10-19,6.1,CLIC
1978-10-20,7.1,CLIC
1978-10-21,7.5,CLIC
1978-10-22,6.2,CLIC
1978-10-23,6.3,CLIC
1978-10-24,5.7,CLIC
1978-10-25,5.4,CLIC
1978-10-26,4.6,CLIC
1978-10-27,3.7,CLIC
1978-10-28,3.7,CLIC
1978-10-29,5.5,CLIC
1978-10-30,6.2,CLIC
1978-10-31,4.4,CLIC
1978-11-01,3.8,CLIC
1978-11-02,2.6,CLIC
1978-11-03,2.9,CLIC
1978-11-04,4.1,CLIC
1978-11-05,4.3,CLIC
1978-11-06,3.6,CLIC
1978-11-07,3.7,CLIC
1978-11-08,2.4,CLIC
1978-11-09,2.1,CLIC
1978-11-10,1.4,CLIC
1978-11-11,2.8,CLIC
1978-11-12,2.8,CLIC
1978-11-13,4.8,CLIC
1978-11-14,4.9,CLIC
1978-11-15,4.6,CLIC
1978-11-16,2.4,CLIC
1978-11-17,3.6,CLIC
1978-11-18,3.4,CLIC
1978-11-19,4.5,CLIC
1978-11-20,3.6,CLIC
1978-11-21,2.8,CLIC
1978-11-22,2.2,CLIC
1978-11-23,1.5,CLIC
1978-11-24,1.7,CLIC
1978-11-25,3.8,CLIC
1978-11-26,1.3,CLIC
1978-11-27,2.9,CLIC
1978-11-28,0.9,CLIC
1978-11-29,1.9,CLIC
1978-11-30,3.4,CLIC
1978-12-01,1.5,CLIC
1978-12-02,2.5,CLIC
1978-12-03,1.7,CLIC
1978-12-04,3.2,CLIC
1978-12-05,2.1,CLIC
1978-12-06,1.7,CLIC
1978-12-07,4.8,CLIC
1978-12-08,3.2,CLIC
1978-12-09,2.3,CLIC
1978-12-10,1.3,CLIC
1978-12-11,5.2,CLIC
1978-12-12,4,CLIC
1978-12-13,3.3,CLIC
1978-12-14,2.8,CLIC
1978-12-15,1.7,CLIC
1978-12-16,3.3,CLIC
1978-12-17,2,CLIC
1978-12-18,2.4,CLIC
1978-12-19,4.8,CLIC
1978-12-20,1.3,CLIC
1978-12-21,3.5,CLIC
1978-12-22,4.3,CLIC
1978-12-23,2.7,CLIC
1978-12-24,6.4,CLIC
1978-12-25,1.8,CLIC
1978-12-26,3.7,CLIC
1978-12-27,0.9,CLIC
1978-12-28,0.4,CLIC
1978-12-29,1.9,CLIC
1978-12-30,3.3,CLIC
1979-01-01,3.1,CLIC
1979-01-02,4.1,CLIC
1979-01-03,0.6,CLIC
1979-01-04,2.7,CLIC
1979-01-05,1.7,CLIC
1979-01-06,3,CLIC
1979-01-07,2.8,CLIC
1979-01-08,4.5,CLIC
1979-01-09,3.9,CLIC
1979-01-10,1.1,CLIC
1979-01-11,4.5,CLIC
1979-01-12,1.3,CLIC
1979-01-13,4.9,CLIC
1979-01-14,5.7,CLIC
1979-01-15,4.7,CLIC
1979-01-16,4.3,CLIC
1979-01-17,1,CLIC
1979-01-18,2.8,CLIC
1979-01-19,4,CLIC
1979-01-20,3.2,CLIC
1979-01-21,2.2,CLIC
1979-01-22,4,CLIC
1979-01-23,3.1,CLIC
1979-01-24,5.4,CLIC
1979-01-25,4.2,CLIC
1979-01-26,2.8,CLIC
1979-01-27,5.1,CLIC
1979-01-28,2.4,CLIC
1979-01-29,4.3,CLIC
1979-01-30,5.5,CLIC
1979-01-31,6.2,CLIC
1979-02-01,3.2,CLIC
1979-02-02,2.1,CLIC
1979-02-03,2.5,CLIC
1979-02-04,1.4,CLIC
1979-02-05,0.7,CLIC
1979-02-06,0.6,CLIC
1979-02-07,3.8,CLIC
1979-02-08,3.3,CLIC
1979-02-09,2.5,CLIC
1979-02-10,2.3,CLIC
1979-02-11,1.7,CLIC
1979-02-12,1.8,CLIC
1979-02-13,2.5,CLIC
1979-02-14,4.6,CLIC
1979-02-15,10.6,CLIC
1979-02-16,3.8,CLIC
1979-02-17,6.2,CLIC
1979-02-18,2.3,CLIC
1979-02-19,3.3,CLIC
1979-02-20,1.2,CLIC
1979-02-21,3.6,CLIC
1979-02-22,2.5,CLIC
1979-02-23,8.3,CLIC
1979-02-24,6.7,CLIC
1979-02-25,3.4,CLIC
1979-02-26,3.3,CLIC
1979-02-27,3.6,CLIC
1979-02-28,2.2,CLIC
1979-12-01,2.7,CLIC
1979-12-02,1.4,CLIC
1979-12-04,3.9,CLIC
1979-12-05,3,CLIC
1979-12-06,2.1,CLIC
1979-12-07,3.1,CLIC
1979-12-08,2.1,CLIC
1979-12-09,2.6,CLIC
1979-12-10,3,CLIC
1979-12-11,2.3,CLIC
1979-12-12,1.3,CLIC
1979-12-13,4.5,CLIC
1979-12-14,5.7,CLIC
1979-12-15,4.6,CLIC
1979-12-16,3,CLIC
1979-12-17,0.5,CLIC
1979-12-18,1.1,CLIC
1979-12-19,1.5,CLIC
1979-12-20,2.7,CLIC
1979-12-21,2.9,CLIC
1979-12-22,3.7,CLIC
1979-12-23,3.9,CLIC
1979-12-24,5.5,CLIC
1979-12-25,5.5,CLIC
1979-12-26,4.6,CLIC
1979-12-27,0.2,CLIC
1979-12-28,6.3,CLIC
1979-12-29,4.5,CLIC
1979-12-30,2.9,CLIC
1979-12-31,2.8,CLIC
1981-04-01,4.8,CLIC
1981-04-02,5.1,CLIC
1981-04-03,6.1,CLIC
1981-04-04,5.3,CLIC
1981-04-05,7,CLIC
1981-04-06,5.9,CLIC
1981-04-07,5.6,CLIC
1981-04-08,5.7,CLIC
1981-04-09,5.2,CLIC
1981-04-10,4.7,CLIC
1981-04-11,5.9,CLIC
1981-04-12,4.9,CLIC
1981-04-13,4,CLIC
1981-04-14,5.9,CLIC
1981-04-15,7,CLIC
1981-04-16,3.3,CLIC
1981-04-17,5.2,CLIC
1981-04-18,6.5,CLIC
1981-04-19,4.1,CLIC
1981-04-20,3.4,CLIC
1981-04-21,5.7,CLIC
1981-04-22,5.4,CLIC
1981-04-23,4.8,CLIC
1981-04-24,5.3,CLIC
1981-04-25,5.2,CLIC
1981-04-26,5.9,CLIC
1981-04-27,6.3,CLIC
1981-04-28,5.7,CLIC
1981-04-29,6.1,CLIC
1981-04-30,6,CLIC
1981-06-01,6.4,CLIC
1981-06-02,5.7,CLIC
1981-06-03,5.6,CLIC
1981-06-04,7.2,CLIC
1981-06-05,6,CLIC
1981-06-06,6.2,CLIC
1981-06-07,5.4,CLIC
1981-06-08,5.2,CLIC
1981-06-09,6.8,CLIC
1981-06-10,6.8,CLIC
1981-06-11,6.3,CLIC
1981-06-12,5.2,CLIC
1981-06-13,5.7,CLIC
1981-06-14,6,CLIC
1981-06-15,5.2,CLIC
1981-06-16,6.4,CLIC
1981-06-17,5.3,CLIC
1981-06-18,6,CLIC
1981-06-19,6,CLIC
1981-06-20,6,CLIC
1981-06-21,6.8,CLIC
1981-06-22,6.2,CLIC
1981-06-23,5,CLIC
1981-06-24,5.2,CLIC
1981-06-25,5.7,CLIC
1981-06-26,5,CLIC
1981-06-27,6.8,CLIC
1981-06-28,6,CLIC
1981-06-29,6.1,CLIC
1981-06-30,6.1,CLIC
1982-01-01,2.6,CLIC
1982-01-02,4,CLIC
1982-01-03,4.1,CLIC
1982-01-04,4.3,CLIC
1982-01-05,4.5,CLIC
1982-01-06,4.8,CLIC
1982-01-07,3.9,CLIC
1982-01-08,4.3,CLIC
1982-01-09,3.9,CLIC
1982-01-10,4.1,CLIC
1982-01-11,4.4,CLIC
1982-01-12,3.8,CLIC
1982-01-13,5,CLIC
1982-01-14,6.3,CLIC
1982-01-15,5.4,CLIC
1982-01-16,3.5,CLIC
