Estación: ,C19261,LA CIENEGA
2000-10-23,1.71,CLIC
2000-10-24,0.81,CLIC
2000-10-25,3.4,CLIC
2000-10-26,1.56,CLIC
2000-10-27,1.04,CLIC
2000-10-28,2.2,CLIC
2000-10-29,1.26,CLIC
2000-10-30,1.95,CLIC
2000-10-31,2.53,CLIC
2000-11-01,1.66,CLIC
2000-11-02,0.76,CLIC
2000-11-03,0.2,CLIC
2000-11-04,6.12,CLIC
2000-11-05,0.52,CLIC
2000-11-06,2.52,CLIC
2000-11-07,4.59,CLIC
2000-11-08,1.97,CLIC
2000-11-09,1.4,CLIC
2000-11-10,1.05,CLIC
2000-11-11,3.25,CLIC
2000-11-12,2.1,CLIC
2000-11-13,2.34,CLIC
2000-11-14,1.56,CLIC
2000-11-15,1.79,CLIC
2000-11-16,1.99,CLIC
2000-11-17,1.82,CLIC
2000-11-18,0.5,CLIC
2000-11-19,0.8,CLIC
2000-11-20,1.39,CLIC
2000-11-21,1.27,CLIC
2000-11-22,1.14,CLIC
2000-11-23,0.6,CLIC
2000-11-24,3.28,CLIC
2000-11-25,2.57,CLIC
2000-11-26,2.36,CLIC
2000-11-27,1.19,CLIC
2000-11-28,0.11,CLIC
2000-11-29,1.59,CLIC
2000-11-30,0.86,CLIC
2000-12-01,0.44,CLIC
2000-12-02,1.73,CLIC
2000-12-03,0.27,CLIC
2000-12-04,0.4,CLIC
2000-12-05,0.6,CLIC
2000-12-06,0.4,CLIC
2000-12-07,2.32,CLIC
2000-12-08,2.1,CLIC
2000-12-09,1.78,CLIC
2000-12-10,1.7,CLIC
2000-12-11,0.8,CLIC
2000-12-12,0.9,CLIC
2000-12-13,0.9,CLIC
2000-12-14,0.32,CLIC
2000-12-15,1.67,CLIC
2000-12-16,1.28,CLIC
2000-12-17,1.14,CLIC
2000-12-18,5.02,CLIC
2000-12-19,3.67,CLIC
2000-12-20,2.65,CLIC
2000-12-21,2.39,CLIC
2000-12-22,1.66,CLIC
2000-12-23,1.3,CLIC
2000-12-24,0.64,CLIC
2000-12-25,0.36,CLIC
2000-12-26,1.48,CLIC
2000-12-27,1.34,CLIC
2000-12-28,0.28,CLIC
2000-12-29,0.99,CLIC
2000-12-30,2.73,CLIC
2000-12-31,0.87,CLIC
2001-01-01,0.9,CLIC
2001-01-02,1.77,CLIC
2001-01-03,0.53,CLIC
2001-01-04,0.95,CLIC
2001-01-05,1.9,CLIC
2001-01-06,0.7,CLIC
2001-01-07,3.92,CLIC
2001-01-08,1.49,CLIC
2001-01-09,2.77,CLIC
2001-01-10,1.95,CLIC
2001-01-11,1.46,CLIC
2001-01-12,2.05,CLIC
2001-01-13,1.62,CLIC
2001-01-14,3.25,CLIC
2001-01-15,1.03,CLIC
2001-01-16,1.72,CLIC
2001-01-17,1.57,CLIC
2001-01-18,1.41,CLIC
2001-01-19,1.7,CLIC
2001-01-20,0.9,CLIC
2001-01-21,2.25,CLIC
2001-01-22,2.64,CLIC
2001-01-23,2.21,CLIC
2001-01-24,1.2,CLIC
2001-01-25,0.9,CLIC
2001-01-26,2.39,CLIC
2001-01-27,1.44,CLIC
2001-01-28,2.39,CLIC
2001-01-29,2.06,CLIC
2001-01-30,2.69,CLIC
2001-01-31,3.23,CLIC
2001-02-01,1.62,CLIC
2001-02-02,1.26,CLIC
2001-02-03,1.11,CLIC
2001-02-04,1.75,CLIC
2001-02-05,3.15,CLIC
2001-02-06,2.99,CLIC
2001-02-07,2.12,CLIC
2001-02-08,2.89,CLIC
2001-02-09,3.1,CLIC
2001-02-10,1.19,CLIC
2001-02-11,2.63,CLIC
2001-02-12,1.1,CLIC
2001-02-13,0.68,CLIC
2001-02-14,1.3,CLIC
2001-02-15,1.78,CLIC
2001-02-16,3.99,CLIC
2001-02-17,0.53,CLIC
2001-02-18,2.42,CLIC
2001-02-19,2.52,CLIC
2001-02-20,3.39,CLIC
2001-02-21,3.43,CLIC
2001-02-22,1.71,CLIC
2001-02-23,2.28,CLIC
2001-02-24,4.21,CLIC
2001-02-25,7.53,CLIC
2001-02-26,4.1,CLIC
2001-02-27,4.2,CLIC
2001-02-28,0.88,CLIC
2001-03-01,3.98,CLIC
2001-03-02,1.34,CLIC
2001-03-03,1.73,CLIC
2001-03-04,2.31,CLIC
2001-03-05,2.96,CLIC
2001-03-06,2.07,CLIC
2001-03-07,1.99,CLIC
2001-03-08,3.8,CLIC
2001-03-09,2.14,CLIC
2001-03-10,2.03,CLIC
2001-03-11,5.27,CLIC
2001-03-12,6.59,CLIC
2001-03-13,3.31,CLIC
2001-03-14,4.8,CLIC
2001-03-15,3.89,CLIC
2001-03-16,2.61,CLIC
2001-03-17,4.1,CLIC
2001-03-18,4.71,CLIC
2001-03-19,9.62,CLIC
2001-03-20,7.7,CLIC
2001-03-21,5.08,CLIC
2001-03-22,4.08,CLIC
2001-03-23,4.23,CLIC
2001-03-24,6.01,CLIC
2001-03-25,4.39,CLIC
2001-03-26,6.47,CLIC
2001-03-27,2.99,CLIC
2001-03-28,1.25,CLIC
2001-03-29,2.37,CLIC
2001-03-30,3.17,CLIC
2001-03-31,3.8,CLIC
2001-04-01,2.4,CLIC
2001-04-02,5.02,CLIC
2001-04-03,3.6,CLIC
2001-04-04,5.22,CLIC
2001-04-05,3.87,CLIC
2001-04-06,3.79,CLIC
2001-04-07,3.98,CLIC
2001-04-08,5.15,CLIC
2001-04-09,4.99,CLIC
2001-04-10,5.3,CLIC
2001-04-11,4.63,CLIC
2001-04-12,5.98,CLIC
2001-04-13,4.79,CLIC
2001-04-14,4.24,CLIC
2001-04-15,5.19,CLIC
2001-04-16,3.8,CLIC
2001-04-17,0.22,CLIC
2001-04-18,1.99,CLIC
2001-04-19,3.06,CLIC
2001-04-20,2.88,CLIC
2001-04-21,4.7,CLIC
2001-04-22,5.45,CLIC
2001-04-23,1.83,CLIC
2001-04-24,2.32,CLIC
2001-04-25,1.5,CLIC
2001-04-26,1.7,CLIC
2001-04-27,2.1,CLIC
2001-04-28,3.36,CLIC
2001-04-29,1.35,CLIC
2001-04-30,3.68,CLIC
2001-05-01,2.96,CLIC
2001-05-02,3.17,CLIC
2001-05-03,1.88,CLIC
2001-05-04,1.15,CLIC
2001-05-05,1.61,CLIC
2001-05-06,1.87,CLIC
2001-05-07,3.39,CLIC
2001-05-08,2.32,CLIC
2001-05-09,6.7,CLIC
2001-05-10,5.2,CLIC
2001-05-11,5.94,CLIC
2001-05-12,4.12,CLIC
2001-05-13,2.54,CLIC
2001-05-14,2.62,CLIC
2001-05-15,4.04,CLIC
2001-05-16,6.94,CLIC
2001-05-17,7.63,CLIC
2001-05-18,8.03,CLIC
2001-05-19,3.84,CLIC
2001-05-20,4.37,CLIC
2001-05-21,3.85,CLIC
2001-05-22,2.16,CLIC
2001-05-23,3.92,CLIC
2001-05-24,7.14,CLIC
2001-05-25,5.05,CLIC
2001-05-26,4.51,CLIC
2001-05-27,7.7,CLIC
2001-05-28,8.73,CLIC
2001-05-29,6.93,CLIC
2001-05-30,5.12,CLIC
2001-05-31,5.42,CLIC
2001-06-01,6.36,CLIC
2001-06-02,7.4,CLIC
2001-06-03,4.61,CLIC
2001-06-04,5.83,CLIC
2001-06-05,6.72,CLIC
2001-06-06,5.85,CLIC
2001-06-07,5.09,CLIC
2001-06-08,10.39,CLIC
2001-06-09,5.53,CLIC
2001-06-10,4.42,CLIC
2001-06-11,6.46,CLIC
2001-06-12,8.5,CLIC
2001-06-13,4.4,CLIC
2001-06-14,5.6,CLIC
2001-06-16,2.09,CLIC
2001-06-17,6.62,CLIC
2001-06-18,6.19,CLIC
2001-06-19,5.65,CLIC
2001-06-20,6.06,CLIC
2001-06-21,4.99,CLIC
2001-06-22,2.91,CLIC
2001-06-23,8.04,CLIC
2001-06-24,8.14,CLIC
2001-06-25,5.41,CLIC
2001-06-26,5.08,CLIC
2001-06-27,7.42,CLIC
2001-06-28,3.8,CLIC
2001-06-29,5.03,CLIC
2001-06-30,4.42,CLIC
2001-07-01,5.19,CLIC
2001-07-02,2.86,CLIC
2001-07-03,1.98,CLIC
2001-07-04,3.93,CLIC
2001-07-05,3.52,CLIC
2001-07-06,6.06,CLIC
2001-07-07,6.61,CLIC
2001-07-08,5.47,CLIC
2001-07-09,6.85,CLIC
2001-07-10,6.65,CLIC
2001-07-11,8.97,CLIC
2001-07-12,6.12,CLIC
2001-07-13,7.01,CLIC
2001-07-14,7.84,CLIC
2001-07-15,8.45,CLIC
2001-07-16,7.04,CLIC
2001-07-17,8.38,CLIC
2001-07-18,5.55,CLIC
2001-07-19,7.66,CLIC
2001-07-20,8.1,CLIC
2001-07-21,9.58,CLIC
2001-07-22,8.86,CLIC
2001-07-23,8.07,CLIC
2001-07-24,6.44,CLIC
2001-07-25,8.95,CLIC
2001-07-26,1.53,CLIC
2001-07-27,4.96,CLIC
2001-07-28,6.97,CLIC
2001-07-29,8.74,CLIC
2001-07-30,5.1,CLIC
2001-07-31,5.7,CLIC
2001-08-01,5.9,CLIC
2001-08-02,5.29,CLIC
2001-08-03,2.08,CLIC
2001-08-04,6.02,CLIC
2001-08-05,6.34,CLIC
2001-08-06,7.75,CLIC
2001-08-07,5.72,CLIC
2001-08-08,5.17,CLIC
2001-08-09,6.21,CLIC
2001-08-10,7.42,CLIC
2001-08-11,5.7,CLIC
2001-08-12,5.79,CLIC
2001-08-13,6.65,CLIC
2001-08-14,7.26,CLIC
2001-08-15,8.28,CLIC
2001-08-16,7.41,CLIC
2001-08-17,8.91,CLIC
2001-08-18,6.68,CLIC
2001-08-19,1.44,CLIC
2001-08-20,1.88,CLIC
2001-08-21,3.53,CLIC
2001-08-22,7.12,CLIC
2001-08-23,7.61,CLIC
2001-08-24,4.89,CLIC
2001-08-25,3.54,CLIC
2001-08-26,7.81,CLIC
2001-08-27,5.04,CLIC
2001-08-28,2.05,CLIC
2001-08-29,3.62,CLIC
2001-08-30,2.38,CLIC
2001-08-31,2.6,CLIC
2001-09-01,3.06,CLIC
2001-09-02,5.1,CLIC
2001-09-03,5.6,CLIC
2001-09-04,2.06,CLIC
2001-09-05,5.73,CLIC
2001-09-06,5.18,CLIC
2001-09-07,8.62,CLIC
2001-09-08,6.14,CLIC
2001-09-09,5.06,CLIC
2001-09-12,2.86,CLIC
2001-09-13,3.14,CLIC
2001-09-14,4.7,CLIC
2001-09-15,4.64,CLIC
2001-09-16,4.46,CLIC
2001-09-17,4.85,CLIC
2001-09-18,5.04,CLIC
2001-09-19,5.98,CLIC
2001-09-21,4.02,CLIC
2001-09-24,1.59,CLIC
2001-09-25,2.91,CLIC
2001-09-26,1.03,CLIC
2001-09-27,3.68,CLIC
2001-09-28,2.09,CLIC
2001-09-29,1.73,CLIC
2001-09-30,2.57,CLIC
2004-05-01,5.99,CLIC
2004-05-02,6.65,CLIC
2004-05-03,4.45,CLIC
2004-05-04,5.51,CLIC
2004-05-05,4.27,CLIC
2004-05-06,1.13,CLIC
2004-05-07,2.02,CLIC
2004-05-08,3.86,CLIC
2004-05-09,3.37,CLIC
2004-05-10,4.73,CLIC
2004-05-11,4.21,CLIC
2004-05-12,3.84,CLIC
2004-05-13,2.56,CLIC
2004-05-14,2.3,CLIC
2004-05-15,2.59,CLIC
2004-05-16,3.63,CLIC
2004-05-17,4.89,CLIC
2004-05-18,4.29,CLIC
2004-05-19,4,CLIC
2004-05-20,2.69,CLIC
2004-05-21,2.01,CLIC
2004-05-22,2.49,CLIC
2004-05-23,4.06,CLIC
2004-05-24,4.79,CLIC
2004-05-25,5.21,CLIC
2004-05-26,3.57,CLIC
2004-05-27,4.04,CLIC
2004-05-28,5,CLIC
2004-05-29,4.74,CLIC
2004-05-30,5.47,CLIC
2004-05-31,7.27,CLIC
2004-06-01,7.52,CLIC
2004-06-02,7.11,CLIC
2004-06-03,6.15,CLIC
2004-06-04,5.87,CLIC
2004-06-05,6.16,CLIC
2004-06-06,2.05,CLIC
2004-06-07,3.15,CLIC
2004-06-08,0.1,CLIC
2004-06-09,4.08,CLIC
2004-06-10,5.66,CLIC
2004-06-11,5.46,CLIC
2004-06-12,4.68,CLIC
2004-06-13,7.07,CLIC
2004-06-14,5.6,CLIC
2004-06-15,5.85,CLIC
2004-06-16,7.1,CLIC
2004-06-17,7.46,CLIC
2004-06-18,8.14,CLIC
2004-06-19,8.69,CLIC
2004-06-20,7.79,CLIC
2004-06-21,4.73,CLIC
2004-06-22,3.14,CLIC
2004-06-23,3,CLIC
2004-06-24,4.19,CLIC
2004-06-25,5.05,CLIC
2004-06-26,4.76,CLIC
2004-06-27,2.07,CLIC
2004-06-28,1.97,CLIC
2004-06-29,2.46,CLIC
2004-06-30,2.18,CLIC
2004-07-01,5.06,CLIC
2004-07-02,5.11,CLIC
2004-07-03,7.3,CLIC
2004-07-04,6.24,CLIC
2004-07-05,6.33,CLIC
2004-07-06,7.69,CLIC
2004-07-07,7.06,CLIC
2004-07-08,5.91,CLIC
2004-07-09,7.52,CLIC
2004-07-10,3.86,CLIC
2004-07-11,3.74,CLIC
2004-07-12,2.16,CLIC
2004-07-13,5.07,CLIC
2004-07-14,6.73,CLIC
2004-07-15,9.09,CLIC
2004-07-16,5.85,CLIC
2004-07-17,8.28,CLIC
2004-07-18,8.94,CLIC
2004-07-19,9.17,CLIC
2004-07-20,7.61,CLIC
2004-07-21,2.8,CLIC
2004-07-22,1.69,CLIC
2004-07-23,3.51,CLIC
2004-07-24,6.64,CLIC
2004-07-25,4.99,CLIC
2004-07-26,8.22,CLIC
2004-07-27,8.76,CLIC
2004-07-28,6.79,CLIC
2004-07-29,6.22,CLIC
2004-07-30,5.22,CLIC
2004-07-31,6,CLIC
2004-08-01,4.6,CLIC
2004-08-02,5.88,CLIC
2004-08-03,6.01,CLIC
2004-08-04,6.71,CLIC
2004-08-05,8.48,CLIC
2004-08-06,6.33,CLIC
2004-08-07,5.44,CLIC
2004-08-08,6.02,CLIC
2004-08-09,6.21,CLIC
2004-08-10,3.99,CLIC
2004-08-11,2.81,CLIC
2004-08-12,0.91,CLIC
2004-08-13,3.17,CLIC
2004-08-14,4.89,CLIC
2004-08-15,3.83,CLIC
2004-08-16,6.41,CLIC
2004-08-17,3.99,CLIC
2004-08-18,4.36,CLIC
2004-08-19,7.62,CLIC
2004-08-20,5.55,CLIC
2004-08-21,6.46,CLIC
2004-08-22,3.99,CLIC
2004-08-23,7.3,CLIC
2004-08-24,12.54,CLIC
2004-08-25,6.16,CLIC
2004-08-26,7.04,CLIC
2004-08-27,2.86,CLIC
2004-08-28,2.4,CLIC
2004-08-29,2.77,CLIC
2004-08-30,2.22,CLIC
2004-08-31,3.65,CLIC
2004-09-04,3,CLIC
2004-09-05,2.84,CLIC
2004-09-07,2.9,CLIC
2004-09-08,4,CLIC
2004-09-09,5.99,CLIC
2004-09-10,5.49,CLIC
2004-09-11,5.52,CLIC
2004-09-12,4.57,CLIC
2004-09-13,5.93,CLIC
2004-09-14,5.6,CLIC
2004-09-15,1.82,CLIC
2004-09-16,2.08,CLIC
2004-09-17,3.83,CLIC
2004-09-18,0.28,CLIC
2004-09-19,2.02,CLIC
2004-09-21,1.66,CLIC
2004-09-22,4.14,CLIC
2004-09-23,3.9,CLIC
2004-09-25,0.8,CLIC
2004-09-26,1.03,CLIC
2004-09-27,2.17,CLIC
2004-09-28,1.82,CLIC
2004-09-29,0.98,CLIC
2004-09-30,1.09,CLIC
2004-10-01,4.98,CLIC
2004-10-02,1.66,CLIC
2004-10-03,4.97,CLIC
2004-10-04,3.39,CLIC
2004-10-05,3.73,CLIC
2004-10-06,4.2,CLIC
2004-10-07,2.64,CLIC
2004-10-08,1.56,CLIC
2004-10-09,2.41,CLIC
2004-10-10,4.43,CLIC
2004-10-11,3.72,CLIC
2004-10-12,3.16,CLIC
2004-10-13,1.94,CLIC
2004-10-14,1.21,CLIC
2004-10-15,3.11,CLIC
2004-10-16,3.81,CLIC
2004-10-17,5.07,CLIC
2004-10-18,4,CLIC
2004-10-19,3.82,CLIC
2004-10-20,4.04,CLIC
2004-10-21,4.69,CLIC
2004-10-22,3.45,CLIC
2004-10-23,1.98,CLIC
2004-10-24,2.88,CLIC
2004-10-25,2.26,CLIC
2004-10-26,2.51,CLIC
2004-10-27,2.25,CLIC
2004-10-28,2.99,CLIC
2004-10-29,2.25,CLIC
2004-10-30,1.57,CLIC
2004-10-31,2.25,CLIC
2004-11-01,2.88,CLIC
2004-11-02,2.2,CLIC
2004-11-03,2.2,CLIC
2004-11-04,3.72,CLIC
2004-11-05,2.9,CLIC
2004-11-06,3.78,CLIC
2004-11-07,3.32,CLIC
2004-11-08,2.7,CLIC
2004-11-09,0.4,CLIC
2004-11-10,2.64,CLIC
2004-11-11,2.01,CLIC
2004-11-12,1.41,CLIC
2004-11-13,1.19,CLIC
2004-11-14,0.75,CLIC
2004-11-15,0.4,CLIC
2004-11-16,0.38,CLIC
2004-11-17,1.12,CLIC
2004-11-18,1.71,CLIC
2004-11-19,0.9,CLIC
2004-11-20,0.89,CLIC
2004-11-21,0.02,CLIC
2004-11-22,1.92,CLIC
2004-11-23,3.26,CLIC
2004-11-24,3.8,CLIC
2004-11-25,2.4,CLIC
2004-11-26,2.72,CLIC
2004-11-27,3.38,CLIC
2004-11-28,1.04,CLIC
2004-11-29,4.77,CLIC
2004-11-30,3.98,CLIC
2004-12-01,1.3,CLIC
2004-12-02,0.78,CLIC
2004-12-03,0.3,CLIC
2004-12-04,1.6,CLIC
2004-12-05,0.62,CLIC
2004-12-06,0.5,CLIC
2004-12-07,2.08,CLIC
2004-12-08,1.75,CLIC
2004-12-09,2.27,CLIC
2004-12-10,3.59,CLIC
2004-12-11,2.21,CLIC
2004-12-12,3.94,CLIC
2004-12-13,5.94,CLIC
2004-12-14,1.32,CLIC
2004-12-15,3.5,CLIC
2004-12-16,1.41,CLIC
2004-12-17,2.87,CLIC
2004-12-18,1.72,CLIC
2004-12-19,3.72,CLIC
2004-12-20,3.06,CLIC
2004-12-21,3.22,CLIC
2004-12-22,3.69,CLIC
2004-12-23,1.17,CLIC
2004-12-24,0.84,CLIC
2004-12-25,1.14,CLIC
2004-12-26,2.04,CLIC
2004-12-27,1.86,CLIC
2004-12-28,2.15,CLIC
2004-12-29,1.85,CLIC
2004-12-30,1.74,CLIC
2004-12-31,1.53,CLIC
2005-01-01,2.39,CLIC
2005-01-02,2.44,CLIC
2005-01-03,2.03,CLIC
2005-01-04,1.69,CLIC
2005-01-05,3.94,CLIC
2005-01-06,2.4,CLIC
2005-01-07,0.93,CLIC
2005-01-08,1.79,CLIC
2005-01-09,0.58,CLIC
2005-01-10,1.31,CLIC
2005-01-11,3.34,CLIC
2005-01-12,2.8,CLIC
2005-01-13,3.14,CLIC
2005-01-14,3.61,CLIC
2005-01-15,1.36,CLIC
2005-01-16,1.68,CLIC
2005-01-17,0.17,CLIC
2005-01-18,0.69,CLIC
2005-01-19,0.86,CLIC
2005-01-20,0.54,CLIC
2005-01-21,0.6,CLIC
2005-01-22,0.9,CLIC
2005-01-23,0.27,CLIC
2005-01-24,0.82,CLIC
2005-01-25,0.41,CLIC
2005-01-26,1.68,CLIC
2005-01-27,0.62,CLIC
2005-01-28,0.99,CLIC
2005-01-29,1.86,CLIC
2005-01-30,1.02,CLIC
2005-01-31,1,CLIC
2005-02-01,1.58,CLIC
2005-02-02,0.69,CLIC
2005-02-03,2.43,CLIC
2005-02-04,1.7,CLIC
2005-02-05,1.95,CLIC
2005-02-06,2.28,CLIC
2005-02-07,1.99,CLIC
2005-02-08,3.04,CLIC
2005-02-09,1.92,CLIC
2005-02-10,2.3,CLIC
2005-02-11,3.31,CLIC
2005-02-12,0.79,CLIC
2005-02-13,3.22,CLIC
2005-02-14,4.77,CLIC
2005-02-15,5.19,CLIC
2005-02-16,1.22,CLIC
2005-02-17,2.12,CLIC
2005-02-18,4.26,CLIC
2005-02-19,0.95,CLIC
2005-02-20,2.89,CLIC
2005-02-21,2.35,CLIC
2005-02-22,2.13,CLIC
2005-02-23,1.52,CLIC
2005-02-24,1.29,CLIC
2005-02-25,1.04,CLIC
2005-02-26,2.09,CLIC
2005-02-27,1.83,CLIC
2005-02-28,1.81,CLIC
2005-03-01,3.47,CLIC
2005-03-02,1.7,CLIC
2005-03-03,3.71,CLIC
2005-03-04,4.09,CLIC
2005-03-05,3.12,CLIC
2005-03-06,1.41,CLIC
2005-03-07,1.98,CLIC
2005-03-09,3.72,CLIC
2005-03-10,4.03,CLIC
2005-03-11,3.02,CLIC
2005-03-12,2.63,CLIC
2005-03-13,7.5,CLIC
2005-03-14,3.97,CLIC
2005-03-15,1.12,CLIC
2005-03-16,1.96,CLIC
2005-03-17,3.74,CLIC
2005-03-18,4.28,CLIC
2005-03-19,4.13,CLIC
2005-03-20,4.66,CLIC
2005-03-21,5.34,CLIC
2005-03-22,7.65,CLIC
2005-03-23,6.87,CLIC
2005-03-24,2.51,CLIC
2005-03-25,4.51,CLIC
2005-03-26,7.88,CLIC
2005-03-27,6.02,CLIC
2005-03-28,4.86,CLIC
2005-03-29,4.26,CLIC
2005-03-30,8.8,CLIC
2005-03-31,8.86,CLIC
2005-04-01,8.08,CLIC
2005-04-02,7.1,CLIC
2005-04-03,4.46,CLIC
2005-04-04,5.51,CLIC
2005-04-05,7.21,CLIC
2005-04-06,6.8,CLIC
2005-04-07,9.1,CLIC
2005-04-08,5.87,CLIC
2005-04-09,3.24,CLIC
2005-04-10,6.89,CLIC
2005-04-11,8.1,CLIC
2005-04-12,6.06,CLIC
2005-04-13,8.51,CLIC
2005-04-14,7.2,CLIC
2005-04-15,3.83,CLIC
2005-04-16,2.96,CLIC
2005-04-17,1.43,CLIC
2005-04-18,2.11,CLIC
2005-04-19,2.4,CLIC
2005-04-20,4.67,CLIC
2005-04-21,3.22,CLIC
2005-04-22,2.96,CLIC
2005-04-23,2.38,CLIC
2005-04-24,3.03,CLIC
2005-04-25,3.76,CLIC
2005-04-26,4.58,CLIC
2005-04-27,4.51,CLIC
2005-04-28,3.24,CLIC
2005-04-29,8.25,CLIC
2005-04-30,6.7,CLIC
2005-05-01,4.7,CLIC
2005-05-02,1.44,CLIC
2005-05-07,4.75,CLIC
2005-05-08,5.25,CLIC
2005-05-09,4.78,CLIC
2005-05-10,3.54,CLIC
2005-05-11,2.08,CLIC
2005-05-12,3.8,CLIC
2005-05-13,3.55,CLIC
2005-05-14,2.91,CLIC
2005-05-15,1.73,CLIC
2005-05-16,0.99,CLIC
2005-05-17,5.21,CLIC
2005-05-18,3.12,CLIC
2005-05-19,7.41,CLIC
2005-05-20,5.11,CLIC
2005-05-21,5.08,CLIC
2005-05-22,7.98,CLIC
2005-05-23,5.25,CLIC
2005-05-24,2.74,CLIC
2005-05-25,2.94,CLIC
2005-05-26,2.76,CLIC
2005-05-27,2.96,CLIC
2005-05-28,1.8,CLIC
2005-05-29,4.59,CLIC
2005-05-30,7.75,CLIC
2005-05-31,6.95,CLIC
2005-06-01,5.25,CLIC
2005-06-02,4.4,CLIC
2005-06-03,5.63,CLIC
2005-06-04,3.78,CLIC
2005-06-05,2.16,CLIC
2005-06-06,1.96,CLIC
2005-06-07,3.88,CLIC
2005-06-08,5.48,CLIC
2005-06-09,8.47,CLIC
2005-06-10,4.7,CLIC
2005-06-11,3.01,CLIC
2005-06-12,2.84,CLIC
2005-06-13,2.99,CLIC
2005-06-14,2.85,CLIC
2005-06-15,5,CLIC
2005-06-16,8.06,CLIC
2005-06-17,6.2,CLIC
2005-06-18,9.35,CLIC
2005-06-19,6.28,CLIC
2005-06-20,1.52,CLIC
2005-06-21,7.02,CLIC
2005-06-22,7.08,CLIC
2005-06-23,5.69,CLIC
2005-06-24,7.9,CLIC
2005-06-25,9,CLIC
2005-06-26,5.1,CLIC
2005-06-27,6.38,CLIC
2005-06-28,8.53,CLIC
2005-06-29,5.41,CLIC
2005-06-30,6.55,CLIC
2005-07-01,8.93,CLIC
2005-07-02,7.37,CLIC
2005-07-03,9.07,CLIC
2005-07-04,8.3,CLIC
2005-07-05,8.4,CLIC
2005-07-06,7.96,CLIC
2005-07-07,9.02,CLIC
2005-07-08,11.42,CLIC
2005-07-09,7.41,CLIC
2005-07-10,7.49,CLIC
2005-07-11,6.4,CLIC
2005-07-12,8.2,CLIC
2005-07-13,7.43,CLIC
2005-07-14,7.23,CLIC
2005-07-17,5.75,CLIC
2005-07-18,1.93,CLIC
2005-07-19,2.4,CLIC
2005-07-21,2.66,CLIC
2005-07-22,2.33,CLIC
2005-07-23,5.75,CLIC
2005-07-24,0.67,CLIC
2005-07-26,2.42,CLIC
2005-07-27,3.1,CLIC
2005-07-28,6.16,CLIC
2005-07-29,6.13,CLIC
2005-07-30,5.96,CLIC
2005-08-01,3.3,CLIC
2005-08-02,2.42,CLIC
2005-08-03,4.48,CLIC
2005-08-04,2.71,CLIC
2005-08-05,4.87,CLIC
2005-08-06,3.33,CLIC
2005-08-07,4.03,CLIC
2005-08-08,5.95,CLIC
2005-08-09,5.84,CLIC
2005-08-10,3.97,CLIC
2005-08-11,4.7,CLIC
2005-08-12,6.17,CLIC
2005-08-13,6.13,CLIC
2005-08-14,4.26,CLIC
2005-08-15,3.64,CLIC
2005-08-16,5.53,CLIC
2005-08-17,5.79,CLIC
2005-08-18,6.93,CLIC
2005-08-19,4.88,CLIC
2005-08-20,5.98,CLIC
2005-08-21,6.42,CLIC
2005-08-22,4.59,CLIC
2005-08-23,6.09,CLIC
2005-08-24,5.03,CLIC
2005-08-25,5.91,CLIC
2005-08-26,5.89,CLIC
2005-08-27,6.28,CLIC
2005-08-28,4.71,CLIC
2005-08-29,4.55,CLIC
2005-08-30,3.1,CLIC
2005-08-31,6.9,CLIC
2005-09-01,4.37,CLIC
2005-09-04,4.1,CLIC
2005-09-05,5.9,CLIC
2005-09-06,4.42,CLIC
2005-09-07,0.78,CLIC
2005-09-08,3.6,CLIC
2005-09-09,3.82,CLIC
2005-09-10,2.99,CLIC
2005-09-11,1.06,CLIC
2005-09-12,3.44,CLIC
2005-09-13,4.79,CLIC
2005-09-14,4.12,CLIC
2005-09-15,4.74,CLIC
2005-09-16,3.74,CLIC
2005-09-17,5.12,CLIC
2005-09-18,5.28,CLIC
2005-09-19,5.84,CLIC
2005-09-20,4.33,CLIC
2005-09-21,6.53,CLIC
2005-09-22,6.46,CLIC
2005-09-23,11.95,CLIC
2005-09-24,3.48,CLIC
2005-09-25,4.57,CLIC
2005-09-26,7.68,CLIC
2005-09-27,5.21,CLIC
2005-09-28,7.81,CLIC
2005-09-29,7.17,CLIC
2005-09-30,6.69,CLIC
2005-10-01,5.44,CLIC
2005-10-02,4.72,CLIC
2005-10-03,0.3,CLIC
2005-10-04,2.28,CLIC
2005-10-05,2,CLIC
2005-10-06,2.76,CLIC
2005-10-07,1.74,CLIC
2005-10-08,1.26,CLIC
2005-10-09,1.18,CLIC
2005-10-10,2.06,CLIC
2005-10-15,1.72,CLIC
2005-10-16,1.17,CLIC
2005-10-17,2.01,CLIC
2005-10-18,3.93,CLIC
2005-10-19,3.07,CLIC
2005-10-20,2.92,CLIC
2005-10-21,2.74,CLIC
2005-10-22,3.07,CLIC
2005-10-23,2.37,CLIC
2005-10-24,0.89,CLIC
2005-10-25,1.9,CLIC
2005-10-26,2.08,CLIC
2005-10-30,0.9,CLIC
2005-10-31,3.15,CLIC
2005-11-01,3.15,CLIC
2005-11-02,2.84,CLIC
2005-11-03,3.35,CLIC
2005-11-04,2.18,CLIC
2005-11-05,2.97,CLIC
2005-11-06,3.15,CLIC
2005-11-07,1.83,CLIC
2005-11-08,3.21,CLIC
2005-11-09,1.17,CLIC
2005-11-10,2.1,CLIC
2005-11-11,1.87,CLIC
2005-11-12,2.98,CLIC
2005-11-13,1.73,CLIC
2005-11-14,2.07,CLIC
