Estación: ,C19086,MIER Y NORIEGA (DGE) usar 19046
1976-12-29,2.3,CLIC
1976-12-30,2.8,CLIC
1976-12-31,2.2,CLIC
1977-01-01,2.8,CLIC
1977-01-02,2.2,CLIC
1977-01-03,3,CLIC
1977-01-04,3.2,CLIC
1977-01-05,3.3,CLIC
1977-01-06,3.3,CLIC
1977-01-07,3.2,CLIC
1977-01-08,3.2,CLIC
1977-01-09,2.6,CLIC
1977-01-10,2.2,CLIC
1977-01-11,2.2,CLIC
1977-01-12,2.4,CLIC
1977-01-13,2.4,CLIC
1977-01-14,2.7,CLIC
1977-01-15,0.7,CLIC
1977-01-16,2.4,CLIC
1977-01-17,3.2,CLIC
1977-01-18,3.4,CLIC
1977-01-19,2.6,CLIC
1977-01-20,2.2,CLIC
1977-01-21,2.7,CLIC
1977-01-22,1.9,CLIC
1977-01-23,2.1,CLIC
1977-01-24,1.9,CLIC
1977-01-25,2.1,CLIC
1977-01-26,2.2,CLIC
1977-01-27,3.5,CLIC
1977-01-28,2.3,CLIC
1977-01-29,2.2,CLIC
1977-01-30,3.8,CLIC
1977-01-31,0.9,CLIC
1977-02-01,2.9,CLIC
1977-02-02,2.2,CLIC
1977-02-03,2.1,CLIC
1977-02-04,1.7,CLIC
1977-02-05,1.8,CLIC
1977-02-06,2.5,CLIC
1977-02-07,2.8,CLIC
1977-02-08,2.4,CLIC
1977-02-09,2.7,CLIC
1977-02-10,3.2,CLIC
1977-02-11,3.1,CLIC
1977-02-12,2.2,CLIC
1977-02-13,1.9,CLIC
1977-02-14,3.2,CLIC
1977-02-15,3.1,CLIC
1977-02-16,0.6,CLIC
1977-02-17,1.8,CLIC
1977-02-18,2.9,CLIC
1977-02-19,3.1,CLIC
1977-02-20,2.6,CLIC
1977-02-21,3.2,CLIC
1977-02-22,3.2,CLIC
1977-02-23,3.3,CLIC
1977-02-24,3.5,CLIC
1977-02-25,3.7,CLIC
1977-02-26,3.8,CLIC
1977-02-27,2.7,CLIC
1977-02-28,2.2,CLIC
1977-03-01,2.2,CLIC
1977-03-02,3.3,CLIC
1977-03-03,3.2,CLIC
1977-03-04,2.1,CLIC
1977-03-05,3.1,CLIC
1977-03-06,2.8,CLIC
1977-03-07,1.9,CLIC
1977-03-08,2.2,CLIC
1977-03-09,2.2,CLIC
1977-03-10,3.8,CLIC
1977-03-11,4.2,CLIC
1977-03-12,4.7,CLIC
1977-03-13,3.8,CLIC
1977-03-14,3.5,CLIC
1977-03-15,3.2,CLIC
1977-03-16,4.2,CLIC
1977-03-17,4.2,CLIC
1977-03-18,3.9,CLIC
1977-03-19,4.2,CLIC
1977-03-20,3.5,CLIC
1977-03-21,3.6,CLIC
1977-03-22,4.3,CLIC
1977-03-23,2.7,CLIC
1977-03-24,3.1,CLIC
1977-03-25,3.7,CLIC
1977-03-26,3.9,CLIC
1977-03-27,3.6,CLIC
1977-03-28,3.2,CLIC
1977-03-29,3.9,CLIC
1977-03-30,4.2,CLIC
1977-03-31,4.2,CLIC
1977-05-01,4.5,CLIC
1977-05-02,4.3,CLIC
1977-05-03,4.2,CLIC
1977-05-04,4,CLIC
1977-05-05,3.6,CLIC
1977-05-06,3.9,CLIC
1977-05-07,4.2,CLIC
1977-05-08,3.8,CLIC
1977-05-09,2.9,CLIC
1977-05-10,3.9,CLIC
1977-05-11,3.3,CLIC
1977-05-12,3.2,CLIC
1977-05-13,3.4,CLIC
1977-05-14,3.4,CLIC
1977-05-15,3.2,CLIC
1977-05-16,3.7,CLIC
1977-05-17,3.8,CLIC
1977-05-18,3.5,CLIC
1977-05-19,3.2,CLIC
1977-05-20,3.8,CLIC
1977-05-21,3.8,CLIC
1977-05-22,3.4,CLIC
1977-05-23,3.8,CLIC
1977-05-24,3.2,CLIC
1977-05-25,4.2,CLIC
1977-05-26,4.1,CLIC
1977-05-27,3.8,CLIC
1977-05-28,3.2,CLIC
1977-05-29,3.8,CLIC
1977-05-30,3.9,CLIC
1977-05-31,4.2,CLIC
1977-06-01,3.2,CLIC
1977-06-02,3.9,CLIC
1977-06-03,3.3,CLIC
1977-06-04,2.9,CLIC
1977-06-05,3.2,CLIC
1977-06-06,2.8,CLIC
1977-06-07,3.9,CLIC
1977-06-08,3.9,CLIC
1977-06-09,4.1,CLIC
1977-06-10,4.7,CLIC
1977-06-11,4.1,CLIC
1977-06-12,3.9,CLIC
1977-06-13,4.2,CLIC
1977-06-14,3.9,CLIC
1977-06-15,3.7,CLIC
1977-06-16,4.6,CLIC
1977-06-17,3.9,CLIC
1977-06-18,4.3,CLIC
1977-06-19,3.6,CLIC
1977-06-20,2.8,CLIC
1977-06-21,2.7,CLIC
1977-06-22,2.4,CLIC
1977-06-23,2.8,CLIC
1977-06-24,2.7,CLIC
1977-06-25,3.2,CLIC
1977-06-26,2.8,CLIC
1977-06-27,3.3,CLIC
1977-06-28,2.8,CLIC
1977-06-29,2.3,CLIC
1977-06-30,3.6,CLIC
1977-07-01,3.4,CLIC
1977-07-02,3.1,CLIC
1977-07-03,3.5,CLIC
1977-07-04,3.7,CLIC
1977-07-05,3.5,CLIC
1977-07-06,3.8,CLIC
1977-07-07,3.4,CLIC
1977-07-08,3.5,CLIC
1977-07-09,3.6,CLIC
1977-07-10,3.4,CLIC
1977-07-11,3.2,CLIC
1977-07-12,2.6,CLIC
1977-07-13,3.8,CLIC
1977-07-14,2.4,CLIC
1977-07-15,2.8,CLIC
1977-07-16,3.2,CLIC
1977-07-17,4.7,CLIC
1977-07-18,4.1,CLIC
1977-07-19,4.2,CLIC
1977-07-20,3.9,CLIC
1977-07-21,3.4,CLIC
1977-07-22,3.5,CLIC
1977-07-23,3.2,CLIC
1977-07-24,3.3,CLIC
1977-07-25,4.2,CLIC
1977-07-26,4.2,CLIC
1977-07-27,3.3,CLIC
1977-07-28,3.3,CLIC
1977-07-29,3.5,CLIC
1977-07-30,4.3,CLIC
1977-07-31,4.4,CLIC
1977-08-01,4.5,CLIC
1977-08-02,4.9,CLIC
1977-08-03,4.9,CLIC
1977-08-04,3.4,CLIC
1977-08-05,4.2,CLIC
1977-08-06,3.5,CLIC
1977-08-07,3.6,CLIC
1977-08-08,3.2,CLIC
1977-08-09,3.5,CLIC
1977-08-10,4.7,CLIC
1977-08-11,5.1,CLIC
1977-08-12,5.7,CLIC
1977-08-13,4.2,CLIC
1977-08-14,3.8,CLIC
1977-08-15,4.8,CLIC
1977-08-16,5,CLIC
1977-08-17,4.7,CLIC
1977-08-18,3.5,CLIC
1977-08-19,4,CLIC
1977-08-20,5.8,CLIC
1977-08-21,6.4,CLIC
1977-08-22,6.9,CLIC
1977-08-23,8.1,CLIC
1977-08-24,7.8,CLIC
1977-08-25,3.7,CLIC
1977-08-26,7.4,CLIC
1977-08-27,5.1,CLIC
1977-08-28,4.3,CLIC
1977-08-29,3.7,CLIC
1977-08-30,3.7,CLIC
1977-08-31,5.1,CLIC
1977-09-01,5.2,CLIC
1977-09-02,3.4,CLIC
1977-09-03,3.3,CLIC
1977-09-04,5.8,CLIC
1977-09-05,5.7,CLIC
1977-09-06,5.4,CLIC
1977-09-07,4.1,CLIC
1977-09-08,3.7,CLIC
1977-09-09,5.9,CLIC
1977-09-10,5.9,CLIC
1977-09-11,6,CLIC
1977-09-12,6,CLIC
1977-09-13,3.3,CLIC
1977-09-14,2.6,CLIC
1977-09-15,5.4,CLIC
1977-09-16,5.5,CLIC
1977-09-17,5.1,CLIC
1977-09-18,5.7,CLIC
1977-09-19,0.7,CLIC
1977-09-20,4,CLIC
1977-09-21,3.9,CLIC
1977-09-22,5.7,CLIC
1977-09-23,2.3,CLIC
1977-09-24,3.7,CLIC
1977-09-25,7.5,CLIC
1977-09-26,6.5,CLIC
1977-09-27,6.5,CLIC
1977-09-28,5.5,CLIC
1977-09-29,6.2,CLIC
1977-09-30,5.8,CLIC
1977-10-01,5.3,CLIC
1977-10-02,4.2,CLIC
1977-10-03,4.5,CLIC
1977-10-04,4.8,CLIC
1977-10-05,3.2,CLIC
1977-10-06,3.9,CLIC
1977-10-07,4.5,CLIC
1977-10-08,7.8,CLIC
1977-10-09,8.2,CLIC
1977-10-10,4.9,CLIC
1977-10-11,3.1,CLIC
1977-10-12,2.1,CLIC
1977-10-13,0.9,CLIC
1977-10-14,1.8,CLIC
1977-10-15,1.4,CLIC
1977-10-16,2.1,CLIC
1977-10-17,2.7,CLIC
1977-10-18,2.6,CLIC
1977-10-19,3.2,CLIC
1977-10-20,4.8,CLIC
1977-10-21,6.2,CLIC
1977-10-22,5.4,CLIC
1977-10-23,5.5,CLIC
1977-10-24,3.9,CLIC
1977-10-25,2.8,CLIC
1977-10-26,2.4,CLIC
1977-10-27,6.7,CLIC
1977-10-28,4.1,CLIC
1977-10-29,2.2,CLIC
1977-10-30,3.5,CLIC
1977-10-31,3.3,CLIC
1980-08-16,3.5,CLIC
1980-08-17,4.5,CLIC
1980-08-18,3,CLIC
1980-08-19,2.5,CLIC
1980-08-20,3.5,CLIC
1980-08-21,5.5,CLIC
1980-08-22,5.5,CLIC
1980-08-23,7.5,CLIC
1980-08-24,6.1,CLIC
1980-08-25,5.9,CLIC
1980-08-26,7.5,CLIC
1980-08-27,3,CLIC
1980-08-28,9.5,CLIC
1980-08-29,3,CLIC
1980-08-30,5,CLIC
1980-08-31,6.5,CLIC
