Estación: ,C19034,LINARES. LINARES (SMN)
1931-12-16,5.1,CLIC
1931-12-17,4.2,CLIC
1931-12-18,1.2,CLIC
1931-12-19,3,CLIC
1931-12-20,2.9,CLIC
1931-12-21,3.3,CLIC
1931-12-22,2.9,CLIC
1931-12-23,5.2,CLIC
1931-12-24,6.2,CLIC
1931-12-25,2.3,CLIC
1931-12-26,3.4,CLIC
1931-12-27,2,CLIC
1931-12-28,3.7,CLIC
1931-12-29,5,CLIC
1931-12-30,5.9,CLIC
1931-12-31,5.2,CLIC
1932-01-01,2.9,CLIC
1932-01-02,2.6,CLIC
1932-01-03,0.6,CLIC
1932-01-04,6.6,CLIC
1932-01-05,3.9,CLIC
1932-01-06,3.5,CLIC
1932-01-07,2.4,CLIC
1932-01-08,3.6,CLIC
1932-01-09,4.7,CLIC
1932-01-10,2.5,CLIC
1932-01-11,3.5,CLIC
1932-01-12,2.8,CLIC
1932-01-13,4.2,CLIC
1932-01-14,4.3,CLIC
1932-01-15,7.1,CLIC
1932-01-16,4.4,CLIC
1932-01-17,2.3,CLIC
1932-01-18,0.9,CLIC
1932-01-19,8,CLIC
1932-01-20,2.1,CLIC
1932-01-21,4.9,CLIC
1932-01-22,2.8,CLIC
1932-01-23,4,CLIC
1932-01-24,2.2,CLIC
1932-01-25,2.3,CLIC
1932-01-26,1.8,CLIC
1932-01-27,3.3,CLIC
1932-01-28,1.3,CLIC
1932-01-29,3.8,CLIC
1932-01-30,6.1,CLIC
1932-01-31,5.7,CLIC
1932-02-01,5.9,CLIC
1932-02-02,5.5,CLIC
1932-02-03,5.9,CLIC
1932-02-04,3.8,CLIC
1932-02-05,4.4,CLIC
1932-02-06,3.7,CLIC
1932-02-07,5.9,CLIC
1932-02-08,5.9,CLIC
1932-02-09,7.6,CLIC
1932-02-10,8.1,CLIC
1932-02-11,5.9,CLIC
1932-02-12,5.7,CLIC
1932-02-13,9.7,CLIC
1932-02-14,4.8,CLIC
1932-02-15,2.3,CLIC
1932-02-16,5.1,CLIC
1932-02-17,3.1,CLIC
1932-02-18,4.2,CLIC
1932-02-19,2.2,CLIC
1932-02-20,0.7,CLIC
1932-02-21,4,CLIC
1932-02-22,4.3,CLIC
1932-02-23,2.6,CLIC
1932-02-24,3.3,CLIC
1932-02-25,5.6,CLIC
1932-02-26,5.4,CLIC
1932-02-27,6.4,CLIC
1932-02-28,7.4,CLIC
1932-02-29,8.1,CLIC
1932-03-01,6.1,CLIC
1932-03-02,4.3,CLIC
1932-03-03,6.8,CLIC
1932-03-04,7.9,CLIC
1932-03-05,6.2,CLIC
1932-03-06,6.3,CLIC
1932-03-07,3.1,CLIC
1932-03-08,6,CLIC
1932-03-09,7.5,CLIC
1932-03-10,3,CLIC
1932-03-11,2.2,CLIC
1932-03-12,2,CLIC
1932-03-13,2.6,CLIC
1932-03-14,5.9,CLIC
1932-03-15,3.9,CLIC
1932-03-16,6.3,CLIC
1932-03-17,9.1,CLIC
1932-03-18,9.2,CLIC
1932-03-19,8.5,CLIC
1932-03-20,8.6,CLIC
1932-03-21,3,CLIC
1932-03-22,7.5,CLIC
1932-03-23,6.5,CLIC
1932-03-24,7.9,CLIC
1932-03-25,8.1,CLIC
1932-03-26,7.1,CLIC
1932-03-27,9.1,CLIC
1932-03-28,6.9,CLIC
1932-03-29,5.6,CLIC
1932-03-30,7.3,CLIC
1932-03-31,6.8,CLIC
1932-04-01,7.8,CLIC
1932-04-02,7.9,CLIC
1932-04-03,7.9,CLIC
1932-04-04,4.5,CLIC
1932-04-05,4.1,CLIC
1932-04-06,4.4,CLIC
1932-04-07,4.6,CLIC
1932-04-08,5.1,CLIC
1932-04-09,6.8,CLIC
1932-04-10,7.3,CLIC
1932-04-11,6.8,CLIC
1932-04-12,7.5,CLIC
1932-04-13,7.6,CLIC
1932-04-14,8,CLIC
1932-04-15,5.3,CLIC
1932-04-16,5.3,CLIC
1932-04-17,2.8,CLIC
1932-04-18,5,CLIC
1932-04-19,5,CLIC
1932-04-20,5.3,CLIC
1932-04-21,5.3,CLIC
1932-04-22,3.6,CLIC
1932-04-23,8,CLIC
1932-04-24,8.1,CLIC
1932-04-25,6.9,CLIC
1932-04-26,7.1,CLIC
1932-04-27,7.1,CLIC
1932-04-28,3.1,CLIC
1932-04-29,3.4,CLIC
1932-04-30,3.7,CLIC
1932-05-01,4,CLIC
1932-05-02,8.7,CLIC
1932-05-03,4.4,CLIC
1932-05-04,4,CLIC
1932-05-05,6.7,CLIC
1932-05-06,7.5,CLIC
1932-05-07,9.2,CLIC
1932-05-08,5.9,CLIC
1932-05-09,1.1,CLIC
1932-05-10,3.7,CLIC
1932-05-11,2.3,CLIC
1932-05-12,9.5,CLIC
1932-05-13,4,CLIC
1932-05-14,4.1,CLIC
1932-05-15,4.2,CLIC
1932-05-16,7.2,CLIC
1932-05-17,5.5,CLIC
1932-05-18,8.8,CLIC
1932-05-19,8.6,CLIC
1932-05-20,8.7,CLIC
1932-05-21,7.6,CLIC
1932-05-22,7,CLIC
1932-05-23,8.2,CLIC
1932-05-24,7.8,CLIC
1932-05-25,7.4,CLIC
1932-05-26,7.2,CLIC
1932-05-27,5.7,CLIC
1932-05-28,7.9,CLIC
1932-05-29,4.8,CLIC
1932-05-30,6.1,CLIC
1932-05-31,6.8,CLIC
1932-06-01,5.1,CLIC
1932-06-02,4.8,CLIC
1932-06-03,1.2,CLIC
1932-06-04,5,CLIC
1932-06-05,3.3,CLIC
1932-06-06,3.1,CLIC
1932-06-07,6.6,CLIC
1932-06-08,6.9,CLIC
1932-06-09,6.9,CLIC
1932-06-10,7.1,CLIC
1932-06-11,9,CLIC
1932-06-12,8.6,CLIC
1932-06-13,9.5,CLIC
1932-06-14,9.7,CLIC
1932-06-15,11.9,CLIC
1932-06-16,10.5,CLIC
1932-06-17,11.8,CLIC
1932-06-18,11.6,CLIC
1932-06-19,11.1,CLIC
1932-06-20,11.1,CLIC
1932-06-21,9.6,CLIC
1932-06-22,5.2,CLIC
1932-06-23,4.7,CLIC
1932-06-24,5.2,CLIC
1932-06-25,8.5,CLIC
1932-06-26,8.8,CLIC
1932-06-27,9.1,CLIC
1932-06-28,8.6,CLIC
1932-06-30,3.2,CLIC
1932-07-01,10.3,CLIC
1932-07-02,9,CLIC
1932-07-03,7.3,CLIC
1932-07-04,6.3,CLIC
1932-07-05,1.9,CLIC
1932-07-06,7.6,CLIC
1932-07-07,9.4,CLIC
1932-07-08,9.5,CLIC
1932-07-09,9.6,CLIC
1932-07-10,9.6,CLIC
1932-07-11,2.7,CLIC
1932-07-12,5.1,CLIC
1932-07-13,6.2,CLIC
1932-07-14,7.2,CLIC
1932-07-15,6,CLIC
1932-07-16,8.1,CLIC
1932-07-17,8.4,CLIC
1932-07-18,5.3,CLIC
1932-07-19,7.7,CLIC
1932-07-20,9.4,CLIC
1932-07-21,9.3,CLIC
1932-07-22,8.1,CLIC
1932-07-23,7.9,CLIC
1932-07-24,9.5,CLIC
1932-07-25,9.5,CLIC
1932-07-26,9.1,CLIC
1932-07-27,8.5,CLIC
1932-07-28,8.7,CLIC
1932-07-29,8,CLIC
1932-07-30,5,CLIC
1932-07-31,17.5,CLIC
1932-08-01,11.5,CLIC
1932-08-02,11.2,CLIC
1932-08-03,9.9,CLIC
1932-08-04,10.4,CLIC
1932-08-05,9.5,CLIC
1932-08-06,6.9,CLIC
1932-08-07,6.4,CLIC
1932-08-08,9.4,CLIC
1932-08-09,10.3,CLIC
1932-08-10,9.1,CLIC
1932-08-11,11.5,CLIC
1932-08-12,8.4,CLIC
1932-08-13,10.5,CLIC
1932-08-14,11.7,CLIC
1932-08-15,11.1,CLIC
1932-08-16,10.6,CLIC
1932-08-17,6.6,CLIC
1932-08-18,5.4,CLIC
1932-08-19,6.3,CLIC
1932-08-20,6.4,CLIC
1932-08-21,0.4,CLIC
1932-08-22,3.1,CLIC
1932-08-23,7.1,CLIC
1932-08-24,6.8,CLIC
1932-08-25,5.2,CLIC
1932-08-26,1.5,CLIC
1932-08-27,4.4,CLIC
1932-08-28,5.5,CLIC
1932-08-29,5.7,CLIC
1932-08-30,4.3,CLIC
1932-08-31,4,CLIC
1932-09-01,4.3,CLIC
1932-09-02,5,CLIC
1932-09-03,2.13,CLIC
1932-09-04,5.7,CLIC
1932-09-05,6,CLIC
1932-09-06,6.1,CLIC
1932-09-07,6.1,CLIC
1932-09-08,0.4,CLIC
1932-09-09,1.9,CLIC
1932-09-10,5.4,CLIC
1932-09-11,6.5,CLIC
1932-09-12,5.7,CLIC
1932-09-13,4.4,CLIC
1932-09-14,5.2,CLIC
1932-09-15,7,CLIC
1932-09-16,6.7,CLIC
1932-09-17,5.5,CLIC
1932-09-18,5.7,CLIC
1932-09-19,6.9,CLIC
1932-09-20,7,CLIC
1932-09-21,5.3,CLIC
1932-09-22,3.2,CLIC
1932-09-23,3.1,CLIC
1932-09-24,0.2,CLIC
1932-09-25,7.1,CLIC
1932-09-26,2.7,CLIC
1932-09-27,2.8,CLIC
1932-09-28,6,CLIC
1932-09-29,1.9,CLIC
1932-09-30,3.2,CLIC
1932-10-01,2.9,CLIC
1932-10-02,5.4,CLIC
1932-10-03,2.8,CLIC
1932-10-04,2.2,CLIC
1932-10-05,5,CLIC
1932-10-06,4.3,CLIC
1932-10-07,0.1,CLIC
1932-10-08,9.6,CLIC
1932-10-09,4.7,CLIC
1932-10-10,5.2,CLIC
1932-10-11,5.1,CLIC
1932-10-12,3,CLIC
1932-10-14,1,CLIC
1932-10-15,3.8,CLIC
1932-10-16,4.1,CLIC
1932-10-17,4.8,CLIC
1932-10-18,5.3,CLIC
1932-10-19,1.7,CLIC
1932-10-20,3.5,CLIC
1932-10-21,1.8,CLIC
1932-10-22,3.5,CLIC
1932-10-23,4.3,CLIC
1932-10-24,4.6,CLIC
1932-10-25,5.8,CLIC
1932-10-26,3.4,CLIC
1932-10-27,3.2,CLIC
1932-10-28,4.3,CLIC
1932-10-29,3.7,CLIC
1932-10-30,3.9,CLIC
1932-10-31,4.5,CLIC
1932-11-01,3,CLIC
1932-11-02,4,CLIC
1932-11-03,2.4,CLIC
1932-11-04,2.6,CLIC
1932-11-05,9.9,CLIC
1932-11-06,2.7,CLIC
1932-11-07,4,CLIC
1932-11-08,4.6,CLIC
1932-11-09,3.3,CLIC
1932-11-10,4.4,CLIC
1932-11-11,1.6,CLIC
1932-11-12,5.7,CLIC
1932-11-13,3.1,CLIC
1932-11-14,3.6,CLIC
1932-11-15,5.4,CLIC
1932-11-16,2.8,CLIC
1932-11-17,2.5,CLIC
1932-11-18,2.5,CLIC
1932-11-19,3.7,CLIC
1932-11-20,3.9,CLIC
1932-11-21,3.3,CLIC
1932-11-22,3.8,CLIC
1932-11-23,4.1,CLIC
1932-11-24,5.3,CLIC
1932-11-25,2,CLIC
1932-11-26,2.5,CLIC
1932-11-27,2.8,CLIC
1932-11-28,2.9,CLIC
1932-11-29,2.6,CLIC
1932-11-30,2.5,CLIC
1932-12-01,3.2,CLIC
1932-12-02,1.9,CLIC
1932-12-03,1.1,CLIC
1932-12-04,1,CLIC
1932-12-05,0.8,CLIC
1932-12-06,1.7,CLIC
1932-12-07,0.9,CLIC
1932-12-08,0.7,CLIC
1932-12-09,1.3,CLIC
1932-12-10,1.1,CLIC
1932-12-11,1.3,CLIC
1932-12-12,2,CLIC
1932-12-13,1.8,CLIC
1932-12-14,1.9,CLIC
1932-12-15,2.8,CLIC
1932-12-16,2.6,CLIC
1932-12-17,1.3,CLIC
1932-12-18,2.8,CLIC
1932-12-19,0.4,CLIC
1932-12-20,0.8,CLIC
1932-12-21,2,CLIC
1932-12-22,2.4,CLIC
1932-12-23,2.7,CLIC
1932-12-24,3.6,CLIC
1932-12-25,3.7,CLIC
1932-12-26,3.9,CLIC
1932-12-27,2.4,CLIC
1932-12-28,3.2,CLIC
1932-12-29,3.9,CLIC
1932-12-30,4,CLIC
1932-12-31,2.1,CLIC
1933-01-01,3.4,CLIC
1933-01-02,3.7,CLIC
1933-01-03,3.8,CLIC
1933-01-04,2.3,CLIC
1933-01-05,2.4,CLIC
1933-01-06,2,CLIC
1933-01-07,8,CLIC
1933-01-08,8.8,CLIC
1933-01-09,1.5,CLIC
1933-01-10,3.2,CLIC
1933-01-11,4.2,CLIC
1933-01-12,3.1,CLIC
1933-01-13,1.5,CLIC
1933-01-14,3.5,CLIC
1933-01-15,1.5,CLIC
1933-01-16,5,CLIC
1933-01-17,3.5,CLIC
1933-01-18,2.3,CLIC
1933-01-19,2.5,CLIC
1933-01-20,4.1,CLIC
1933-01-21,5.1,CLIC
1933-01-22,2.6,CLIC
1933-01-23,3,CLIC
1933-01-24,7.1,CLIC
1933-01-25,3.1,CLIC
1933-01-26,4.1,CLIC
1933-01-27,3.2,CLIC
1933-01-28,4.1,CLIC
1933-01-29,2.9,CLIC
1933-01-30,2.1,CLIC
1933-01-31,0.9,CLIC
1933-02-01,4.1,CLIC
1933-02-02,4.5,CLIC
1933-02-03,5.9,CLIC
1933-02-04,1.1,CLIC
1933-02-05,2.9,CLIC
1933-02-06,4.2,CLIC
1933-02-07,2.7,CLIC
1933-02-08,2.5,CLIC
1933-02-09,2.5,CLIC
1933-02-10,2.5,CLIC
1933-02-11,3.7,CLIC
1933-02-12,3.2,CLIC
1933-02-13,5.7,CLIC
1933-02-14,4,CLIC
1933-02-15,0.7,CLIC
1933-02-16,2.7,CLIC
1933-02-17,4,CLIC
1933-02-18,4,CLIC
1933-02-19,1.6,CLIC
1933-02-20,5.5,CLIC
1933-02-21,6.1,CLIC
1933-02-22,3.9,CLIC
1933-02-23,5.2,CLIC
1933-02-24,7.8,CLIC
1933-02-25,1.2,CLIC
1933-02-26,10.8,CLIC
1933-02-27,3.9,CLIC
1933-02-28,3,CLIC
1933-03-01,4.3,CLIC
1933-03-02,1.7,CLIC
1933-03-04,1.6,CLIC
1933-03-05,7.4,CLIC
1933-03-06,5.6,CLIC
1933-03-07,4.8,CLIC
1933-03-08,5.6,CLIC
1933-03-09,2.1,CLIC
1933-03-10,6.1,CLIC
1933-03-11,2.8,CLIC
1933-03-12,3.5,CLIC
1933-03-13,8.8,CLIC
1933-03-14,7.1,CLIC
1933-03-15,7.5,CLIC
1933-03-16,4.1,CLIC
1933-03-17,5.1,CLIC
1933-03-18,6.3,CLIC
1933-03-19,7.2,CLIC
1933-03-20,5.2,CLIC
1933-03-21,7.1,CLIC
1933-03-22,6.4,CLIC
1933-03-23,7.4,CLIC
1933-03-24,5.8,CLIC
1933-03-25,5.2,CLIC
1933-03-26,6.6,CLIC
1933-03-27,4.1,CLIC
1933-03-28,5.9,CLIC
1933-03-29,5.8,CLIC
1933-03-30,6.1,CLIC
1933-03-31,7.9,CLIC
1933-04-01,0.9,CLIC
1933-04-02,4.7,CLIC
1933-04-03,5.9,CLIC
1933-04-04,7.1,CLIC
1933-04-05,6.5,CLIC
1933-04-06,8.7,CLIC
1933-04-07,5.7,CLIC
1933-04-08,6.8,CLIC
1933-04-09,7.7,CLIC
1933-04-10,7.1,CLIC
1933-04-11,1.4,CLIC
1933-04-12,4.4,CLIC
1933-04-13,6.7,CLIC
1933-04-14,4.2,CLIC
1933-04-15,0.4,CLIC
1933-04-16,0.8,CLIC
1933-04-17,0.9,CLIC
1933-04-18,5.3,CLIC
1933-04-19,5.9,CLIC
1933-04-20,8.6,CLIC
1933-04-21,5.9,CLIC
1933-04-22,2.8,CLIC
1933-04-23,3.8,CLIC
1933-04-24,3.7,CLIC
1933-04-25,5,CLIC
1933-04-26,7.2,CLIC
1933-04-27,7.2,CLIC
1933-04-28,11.1,CLIC
1933-04-29,9.1,CLIC
1933-04-30,15.6,CLIC
1933-05-01,9.6,CLIC
1933-05-02,5.6,CLIC
1933-05-03,6.5,CLIC
1933-05-04,9.4,CLIC
1933-05-05,5.1,CLIC
1933-05-06,5.5,CLIC
1933-05-07,5.8,CLIC
1933-05-08,5,CLIC
1933-05-09,5.3,CLIC
1933-05-10,7.8,CLIC
1933-05-11,7.6,CLIC
1933-05-12,8,CLIC
1933-05-13,8.8,CLIC
1933-05-14,9.8,CLIC
1933-05-15,7.7,CLIC
1933-05-16,7.8,CLIC
1933-05-17,9.8,CLIC
1933-05-18,9.9,CLIC
1933-05-19,8.5,CLIC
1933-05-20,10,CLIC
1933-05-21,9.6,CLIC
1933-05-22,10.5,CLIC
1933-05-23,7.2,CLIC
1933-05-24,10.2,CLIC
1933-05-25,8.9,CLIC
1933-05-26,7.2,CLIC
1933-05-27,5.2,CLIC
1933-05-28,6.3,CLIC
1933-05-29,6.3,CLIC
1933-05-30,7.2,CLIC
1933-05-31,9,CLIC
1933-06-01,9.4,CLIC
1933-06-02,9.6,CLIC
1933-06-04,10,CLIC
1933-06-05,11,CLIC
1933-06-06,10.3,CLIC
1933-06-07,9.3,CLIC
1933-06-08,10.7,CLIC
1933-06-09,6.9,CLIC
1933-06-10,12.5,CLIC
1933-06-11,13.4,CLIC
1933-06-12,6.5,CLIC
1933-06-13,5.7,CLIC
1933-06-15,1.9,CLIC
1933-06-16,1.6,CLIC
1933-06-17,9.9,CLIC
1933-06-18,4.4,CLIC
1933-06-19,5.6,CLIC
1933-06-20,7.7,CLIC
1933-06-21,8.1,CLIC
1933-06-22,8.5,CLIC
1933-06-23,10.3,CLIC
1933-06-24,8.2,CLIC
1933-06-25,8.4,CLIC
1933-06-26,7.9,CLIC
1933-06-27,9.2,CLIC
1933-06-28,9.8,CLIC
1933-06-29,10.3,CLIC
1933-06-30,9,CLIC
1933-07-01,7.4,CLIC
1933-07-02,7.6,CLIC
1933-07-03,8.4,CLIC
1933-07-04,9.7,CLIC
1933-07-05,9.8,CLIC
1933-07-06,8.5,CLIC
1933-07-07,3.2,CLIC
1933-07-08,1.3,CLIC
1933-07-09,4.6,CLIC
1933-07-10,5.6,CLIC
1933-07-11,5.8,CLIC
1933-07-12,6.8,CLIC
1933-07-13,6,CLIC
1933-07-14,7,CLIC
1933-07-15,6.7,CLIC
1933-07-16,6.6,CLIC
1933-07-17,7.7,CLIC
1933-07-18,7.9,CLIC
1933-07-19,7.9,CLIC
1933-07-20,7.3,CLIC
1933-07-21,6.8,CLIC
1933-07-22,8.1,CLIC
1933-07-23,8.1,CLIC
1933-07-24,7.3,CLIC
1933-07-25,2.9,CLIC
1933-07-26,3.9,CLIC
1933-07-27,1.9,CLIC
1933-07-28,5.5,CLIC
1933-07-29,5.5,CLIC
1933-07-30,6.5,CLIC
1933-07-31,7.9,CLIC
1933-08-01,3.1,CLIC
1933-08-02,5,CLIC
1933-08-04,8,CLIC
1933-08-05,1.1,CLIC
1933-08-06,6.7,CLIC
1933-08-07,4.5,CLIC
1933-08-08,5.2,CLIC
1933-08-09,5.5,CLIC
1933-08-10,6.3,CLIC
1933-08-11,3.2,CLIC
1933-08-12,1.5,CLIC
1933-08-13,2.2,CLIC
1933-08-14,4.7,CLIC
1933-08-15,5.9,CLIC
1933-08-16,7.7,CLIC
1933-08-17,7,CLIC
1933-08-18,6.3,CLIC
1933-08-19,5.2,CLIC
1933-08-20,5.9,CLIC
1933-08-21,6.2,CLIC
1933-08-22,5.5,CLIC
1933-08-23,5.4,CLIC
1933-08-24,6,CLIC
1933-08-25,6.5,CLIC
1933-08-26,6.5,CLIC
1933-08-27,7.5,CLIC
1933-08-28,7.3,CLIC
1933-08-29,6.1,CLIC
1933-08-30,0.8,CLIC
1933-08-31,2.7,CLIC
1933-09-01,5.1,CLIC
1933-09-02,5.2,CLIC
1933-09-03,4.5,CLIC
1933-09-04,4.2,CLIC
1933-09-05,2.2,CLIC
1933-09-06,2,CLIC
1933-09-07,5.4,CLIC
1933-09-08,6.1,CLIC
1933-09-09,6.9,CLIC
1933-09-10,5.4,CLIC
1933-09-11,5.3,CLIC
1933-09-12,4,CLIC
1933-09-13,6.9,CLIC
1933-09-14,7.5,CLIC
1933-09-15,0.7,CLIC
1933-09-16,3,CLIC
1933-09-17,5.5,CLIC
1933-09-18,5.3,CLIC
1933-09-19,4.9,CLIC
1933-09-20,0.1,CLIC
1933-09-21,1.2,CLIC
1933-09-22,6.7,CLIC
1933-09-23,5,CLIC
1933-09-24,1.6,CLIC
1933-09-25,1.6,CLIC
1933-09-26,3.5,CLIC
1933-09-27,2.5,CLIC
1933-09-28,4.7,CLIC
1933-09-29,4.5,CLIC
1933-09-30,5.3,CLIC
1933-10-01,3.3,CLIC
1933-10-02,2.3,CLIC
1933-10-03,0.1,CLIC
1933-10-04,3.5,CLIC
1933-10-05,4.4,CLIC
1933-10-06,4.4,CLIC
1933-10-07,3.5,CLIC
1933-10-08,4.1,CLIC
1933-10-09,4.1,CLIC
1933-10-10,4.3,CLIC
1933-10-11,4.7,CLIC
1933-10-12,5,CLIC
1933-10-13,4,CLIC
1933-10-14,5.1,CLIC
1933-10-15,4.1,CLIC
1933-10-16,4.2,CLIC
1933-10-17,4.7,CLIC
1933-10-18,2.9,CLIC
1933-10-19,4.6,CLIC
1933-10-20,4.1,CLIC
1933-10-21,3.9,CLIC
1933-10-22,3.9,CLIC
1933-10-23,4.9,CLIC
1933-10-24,4.6,CLIC
1933-10-25,4.5,CLIC
1933-10-26,5.1,CLIC
1933-10-27,4.8,CLIC
1933-10-28,4.6,CLIC
1933-10-29,3.1,CLIC
1933-10-30,3.5,CLIC
1933-10-31,4.1,CLIC
1933-11-01,3.7,CLIC
1933-11-02,6,CLIC
1933-11-03,5.1,CLIC
1933-11-04,3.8,CLIC
1933-11-05,0.1,CLIC
1933-11-06,0.1,CLIC
1933-11-07,0.9,CLIC
1933-11-08,1,CLIC
1933-11-09,0.3,CLIC
1933-11-10,0.1,CLIC
1933-11-11,1.5,CLIC
1933-11-12,5.7,CLIC
1933-11-13,4.5,CLIC
1933-11-14,4.2,CLIC
1933-11-15,3.6,CLIC
1933-11-16,3.4,CLIC
1933-11-17,3.6,CLIC
1933-11-18,3.9,CLIC
1933-11-19,2.5,CLIC
1933-11-20,3.7,CLIC
1933-11-21,3.7,CLIC
1933-11-22,4.2,CLIC
1933-11-23,4,CLIC
1933-11-24,4.3,CLIC
1933-11-25,3.4,CLIC
1933-11-26,3.9,CLIC
1933-11-27,3.1,CLIC
1933-11-28,4,CLIC
1933-11-29,3.8,CLIC
1933-11-30,3.3,CLIC
1933-12-02,4.3,CLIC
1933-12-04,8.6,CLIC
1933-12-05,5.5,CLIC
1933-12-06,4.9,CLIC
1933-12-07,2.5,CLIC
1933-12-08,2.8,CLIC
1933-12-09,3.9,CLIC
1933-12-10,4.1,CLIC
1933-12-11,3.5,CLIC
1933-12-12,2.9,CLIC
1933-12-13,2.9,CLIC
1933-12-14,3.9,CLIC
1933-12-15,3.5,CLIC
1933-12-16,4.2,CLIC
1933-12-17,3.8,CLIC
1933-12-18,3.4,CLIC
1933-12-19,3.3,CLIC
1933-12-20,3.7,CLIC
1933-12-21,3.2,CLIC
1933-12-22,1.8,CLIC
1933-12-23,3.7,CLIC
1933-12-24,3.4,CLIC
1933-12-25,3.3,CLIC
1933-12-26,1.9,CLIC
1933-12-28,3.3,CLIC
1933-12-30,4.6,CLIC
1933-12-31,2.1,CLIC
1934-01-01,0.5,CLIC
1934-01-02,4.2,CLIC
1934-01-03,4.7,CLIC
1934-01-04,1.5,CLIC
1934-01-05,3.6,CLIC
1934-01-06,1.9,CLIC
1934-01-07,3.8,CLIC
1934-01-08,0.6,CLIC
1934-01-09,1.2,CLIC
1934-01-10,1.3,CLIC
1934-01-11,0.7,CLIC
1934-01-12,3.2,CLIC
1934-01-13,2.1,CLIC
1934-01-14,4.4,CLIC
1934-01-15,4.6,CLIC
1934-01-16,0.2,CLIC
1934-01-17,2.1,CLIC
1934-01-18,0.3,CLIC
1934-01-19,7.7,CLIC
1934-01-20,3.7,CLIC
1934-01-21,3.8,CLIC
1934-01-22,2.7,CLIC
1934-01-23,1.2,CLIC
1934-01-24,1.3,CLIC
1934-01-25,2.2,CLIC
1934-01-26,2.6,CLIC
1934-01-27,0.7,CLIC
1934-01-28,2.2,CLIC
1934-01-29,0.6,CLIC
1934-01-30,1.2,CLIC
1934-01-31,1.8,CLIC
1934-02-01,3,CLIC
1934-02-02,1.9,CLIC
1934-02-03,3,CLIC
1934-02-04,2.1,CLIC
1934-02-05,3.3,CLIC
1934-02-06,2.1,CLIC
1934-02-07,3.1,CLIC
1934-02-08,2.1,CLIC
1934-02-09,3.8,CLIC
1934-02-10,0.2,CLIC
1934-02-11,0.7,CLIC
1934-02-12,2.1,CLIC
1934-02-13,4.5,CLIC
1934-02-14,4,CLIC
1934-02-15,4.7,CLIC
1934-02-16,4.1,CLIC
1934-02-17,5.2,CLIC
1934-02-18,5.8,CLIC
1934-02-19,3.7,CLIC
1934-02-20,2.5,CLIC
1934-02-21,4.1,CLIC
1934-02-22,6.8,CLIC
1934-02-23,6.1,CLIC
1934-02-24,5.1,CLIC
1934-02-25,6.9,CLIC
1934-02-26,0.6,CLIC
1934-02-27,0.4,CLIC
1934-02-28,0.5,CLIC
1934-03-01,0.2,CLIC
1934-03-02,4.4,CLIC
1934-03-03,5.5,CLIC
1934-03-04,8.6,CLIC
1934-03-05,4.2,CLIC
1934-03-06,6,CLIC
1934-03-07,8.1,CLIC
1934-03-08,2.8,CLIC
1934-03-09,4.4,CLIC
1934-03-10,5.2,CLIC
1934-03-11,5.5,CLIC
1934-03-12,5.3,CLIC
1934-03-13,6.2,CLIC
1934-03-14,5.5,CLIC
1934-03-15,5.8,CLIC
1934-03-16,2.3,CLIC
1934-03-17,7.2,CLIC
1934-03-18,7.8,CLIC
1934-03-19,2.4,CLIC
1934-03-20,7.3,CLIC
1934-03-21,6.9,CLIC
1934-03-22,7,CLIC
1934-03-23,5.5,CLIC
1934-03-24,2.6,CLIC
1934-03-25,2.4,CLIC
1934-03-26,4.4,CLIC
1934-03-27,4,CLIC
1934-03-28,4.7,CLIC
1934-03-29,5.2,CLIC
1934-03-30,5,CLIC
1934-03-31,6.3,CLIC
1934-05-01,2.5,CLIC
1934-05-02,3.3,CLIC
1934-05-03,4.5,CLIC
1934-05-04,4.6,CLIC
1934-05-05,5,CLIC
1934-05-06,5.9,CLIC
1934-05-07,7.4,CLIC
1934-05-08,8.6,CLIC
1934-05-09,6.6,CLIC
1934-05-10,1.3,CLIC
1934-05-11,2.8,CLIC
1934-05-12,5.5,CLIC
1934-05-13,6.7,CLIC
1934-05-14,1.8,CLIC
1934-05-15,6,CLIC
1934-05-16,6.3,CLIC
1934-05-17,7.6,CLIC
1934-05-18,5.2,CLIC
1934-05-19,5.1,CLIC
1934-05-20,6.1,CLIC
1934-05-21,6.4,CLIC
1934-05-22,7.4,CLIC
1934-05-23,7,CLIC
1934-05-24,6.2,CLIC
1934-05-25,5.7,CLIC
1934-05-26,13.4,CLIC
1934-05-27,5.1,CLIC
1934-05-28,7.2,CLIC
1934-05-29,7.4,CLIC
1934-05-30,8.4,CLIC
1934-05-31,4.7,CLIC
1934-06-01,6.3,CLIC
1934-06-02,4.4,CLIC
1934-06-03,7,CLIC
1934-06-04,5.4,CLIC
1934-06-05,7.4,CLIC
1934-06-06,8.4,CLIC
1934-06-07,9,CLIC
1934-06-08,8.4,CLIC
1934-06-09,8.5,CLIC
1934-06-10,7.1,CLIC
1934-06-11,7.1,CLIC
1934-06-12,7.9,CLIC
1934-06-13,9.3,CLIC
1934-06-14,8.1,CLIC
1934-06-15,8.2,CLIC
1934-06-16,7.2,CLIC
1934-06-17,7.2,CLIC
1934-06-18,7.4,CLIC
1934-06-19,8.5,CLIC
1934-06-20,8.1,CLIC
1934-06-21,6.4,CLIC
1934-06-22,8.8,CLIC
1934-06-23,9,CLIC
1934-06-24,6.7,CLIC
1934-06-25,6,CLIC
1934-06-26,7.9,CLIC
