Estación: ,C19263,LA MORITA
2001-09-04,0,CLIC
2001-09-05,0,CLIC
2001-09-06,0,CLIC
2001-09-07,0,CLIC
2001-09-08,2,CLIC
2001-09-09,2.4,CLIC
2001-09-10,1.8,CLIC
2001-09-11,6,CLIC
2001-09-12,0,CLIC
2001-09-13,0,CLIC
2001-09-14,0,CLIC
2001-09-15,0,CLIC
2001-09-16,0,CLIC
2001-09-17,0,CLIC
2001-09-18,0,CLIC
2001-09-19,2.2,CLIC
2001-09-20,0,CLIC
2001-09-21,0,CLIC
2001-09-22,0,CLIC
2001-09-23,0,CLIC
2001-09-24,0,CLIC
2001-09-25,0,CLIC
2001-09-26,0,CLIC
2001-09-27,0,CLIC
2001-09-28,0,CLIC
2001-09-29,0,CLIC
2001-10-01,0,CLIC
2001-10-02,0,CLIC
2001-10-03,0,CLIC
2001-10-04,0,CLIC
2001-10-05,0,CLIC
2001-10-06,0,CLIC
2001-10-07,0,CLIC
2001-10-08,0,CLIC
2001-10-09,0,CLIC
2001-10-10,0,CLIC
2001-10-11,0,CLIC
2001-10-12,0,CLIC
2001-10-13,0,CLIC
2001-10-14,0,CLIC
2001-10-15,16,CLIC
2001-10-16,24,CLIC
2001-10-17,0,CLIC
2001-10-18,0,CLIC
2001-10-19,0,CLIC
2001-10-20,20,CLIC
2001-10-21,0,CLIC
2001-10-22,0,CLIC
2001-10-23,0,CLIC
2001-10-24,0,CLIC
2001-10-25,0,CLIC
2001-10-26,0,CLIC
2001-10-27,0,CLIC
2001-10-28,0,CLIC
2001-10-29,0,CLIC
2001-10-30,0,CLIC
2001-10-31,0,CLIC
2001-11-01,0,CLIC
2001-11-02,0,CLIC
2001-11-03,0,CLIC
2001-11-04,0,CLIC
2001-11-05,0,CLIC
2001-11-06,0,CLIC
2001-11-07,0,CLIC
2001-11-08,0,CLIC
2001-11-09,0,CLIC
2001-11-10,0,CLIC
2001-11-11,18,CLIC
2001-11-12,0,CLIC
2001-11-13,22,CLIC
2001-11-14,16,CLIC
2001-11-15,24,CLIC
2001-11-16,0,CLIC
2001-11-17,20,CLIC
2001-11-18,0,CLIC
2001-11-19,0,CLIC
2001-11-20,0,CLIC
2001-11-21,0,CLIC
2001-11-22,0,CLIC
2001-11-23,20,CLIC
2001-11-24,0,CLIC
2001-11-25,0,CLIC
2001-11-26,0,CLIC
2001-11-27,0,CLIC
2001-11-28,0,CLIC
2001-11-29,0,CLIC
2001-11-30,0,CLIC
2002-01-01,0,CLIC
2002-01-02,0,CLIC
2002-01-03,0,CLIC
2002-01-04,0,CLIC
2002-01-05,0,CLIC
2002-01-06,0,CLIC
2002-01-07,0,CLIC
2002-01-08,0,CLIC
2002-01-09,0,CLIC
2002-01-10,0,CLIC
2002-01-11,0,CLIC
2002-01-12,0,CLIC
2002-01-13,0,CLIC
2002-01-14,0,CLIC
2002-01-15,0,CLIC
2002-01-16,0,CLIC
2002-01-17,0,CLIC
2002-01-18,0,CLIC
2002-01-19,0,CLIC
2002-01-20,0,CLIC
2002-01-21,0,CLIC
2002-01-22,0,CLIC
2002-01-23,0,CLIC
2002-01-24,0,CLIC
2002-01-25,0,CLIC
2002-01-26,0,CLIC
2002-01-27,0,CLIC
2002-01-28,0,CLIC
2002-01-29,0,CLIC
2002-01-30,0,CLIC
2002-01-31,0,CLIC
2002-02-01,0,CLIC
2002-02-02,0,CLIC
2002-02-03,0,CLIC
2002-02-04,0,CLIC
2002-02-05,0,CLIC
2002-02-06,0,CLIC
2002-02-07,0,CLIC
2002-02-08,0,CLIC
2002-02-09,0,CLIC
2002-02-10,0,CLIC
2002-02-11,0,CLIC
2002-02-12,0,CLIC
2002-02-13,0,CLIC
2002-02-14,0,CLIC
2002-02-15,0,CLIC
2002-02-16,0,CLIC
2002-02-17,0,CLIC
2002-02-18,0,CLIC
2002-02-19,0,CLIC
2002-02-20,0,CLIC
2002-02-21,0,CLIC
2002-02-22,0,CLIC
2002-02-23,0,CLIC
2002-02-24,0,CLIC
2002-02-25,0,CLIC
2002-02-26,0,CLIC
2002-02-27,0,CLIC
2002-02-28,0,CLIC
2002-03-01,0,CLIC
2002-03-02,0,CLIC
2002-03-03,0,CLIC
2002-03-04,0,CLIC
2002-03-05,0,CLIC
2002-03-06,0,CLIC
2002-03-07,0,CLIC
2002-03-08,0,CLIC
2002-03-09,0,CLIC
2002-03-10,0,CLIC
2002-03-11,0,CLIC
2002-03-12,0,CLIC
2002-03-13,0,CLIC
2002-03-14,0,CLIC
2002-03-15,0,CLIC
2002-03-16,0,CLIC
2002-03-17,0,CLIC
2002-03-18,0,CLIC
2002-03-19,0,CLIC
2002-03-20,0,CLIC
2002-03-21,0,CLIC
2002-03-22,0,CLIC
2002-03-23,0,CLIC
2002-03-24,0,CLIC
2002-03-25,0,CLIC
2002-03-26,0,CLIC
2002-03-27,0,CLIC
2002-03-28,0,CLIC
2002-03-29,0,CLIC
2002-03-30,0,CLIC
2002-03-31,0,CLIC
2002-04-01,0,CLIC
2002-04-02,0,CLIC
2002-04-03,0,CLIC
2002-04-04,0,CLIC
2002-04-05,0,CLIC
2002-04-06,0,CLIC
2002-04-07,0,CLIC
2002-04-08,0,CLIC
2002-04-09,0,CLIC
2002-04-10,0,CLIC
2002-04-11,0,CLIC
2002-04-12,0,CLIC
2002-04-13,4,CLIC
2002-04-14,7,CLIC
2002-04-15,21,CLIC
2002-04-16,0,CLIC
2002-04-17,0,CLIC
2002-04-18,0,CLIC
2002-04-19,0,CLIC
2002-04-20,0,CLIC
2002-04-21,0,CLIC
2002-04-22,0,CLIC
2002-04-23,0,CLIC
2002-04-24,0,CLIC
2002-04-25,0,CLIC
2002-04-26,0,CLIC
2002-04-27,0,CLIC
2002-04-28,0,CLIC
2002-04-29,0,CLIC
2002-04-30,0,CLIC
2002-05-01,0,CLIC
2002-05-02,0,CLIC
2002-05-03,0,CLIC
2002-05-04,0,CLIC
2002-05-05,0,CLIC
2002-05-06,0,CLIC
2002-05-07,0,CLIC
2002-05-08,0,CLIC
2002-05-09,0,CLIC
2002-05-10,0,CLIC
2002-05-11,0,CLIC
2002-05-12,0,CLIC
2002-05-13,0,CLIC
2002-05-14,0,CLIC
2002-05-15,0,CLIC
2002-05-16,0,CLIC
2002-05-17,7,CLIC
2002-05-18,0,CLIC
2002-05-19,0,CLIC
2002-05-20,7,CLIC
2002-05-21,0,CLIC
2002-05-22,0,CLIC
2002-05-23,0,CLIC
2002-05-24,0,CLIC
2002-05-25,0,CLIC
2002-05-26,0,CLIC
2002-05-27,0,CLIC
2002-05-28,0,CLIC
2002-05-29,0,CLIC
2002-05-30,0,CLIC
2002-05-31,0,CLIC
2002-06-01,0,CLIC
2002-06-02,0,CLIC
2002-06-03,0,CLIC
2002-06-04,0,CLIC
2002-06-05,0,CLIC
2002-06-06,0,CLIC
2002-06-07,13,CLIC
2002-06-08,0,CLIC
2002-06-09,0,CLIC
2002-06-10,0.4,CLIC
2002-06-11,0,CLIC
2002-06-12,0,CLIC
2002-06-13,0,CLIC
2002-06-14,0,CLIC
2002-06-15,0,CLIC
2002-06-16,0,CLIC
2002-06-17,0,CLIC
2002-06-18,0,CLIC
2002-06-19,0,CLIC
2002-06-20,0,CLIC
2002-06-21,0,CLIC
2002-06-22,0,CLIC
2002-06-23,0,CLIC
2002-06-24,0,CLIC
2002-06-25,0,CLIC
2002-06-26,0,CLIC
2002-06-27,0,CLIC
2002-06-28,0,CLIC
2002-06-29,0,CLIC
2002-06-30,0,CLIC
2002-07-01,0,CLIC
2002-07-02,0,CLIC
2002-07-03,38,CLIC
2002-07-04,0,CLIC
2002-07-05,0,CLIC
2002-07-06,0,CLIC
2002-07-07,1,CLIC
2002-07-08,60,CLIC
2002-07-09,55,CLIC
2002-07-10,0,CLIC
2002-07-11,0,CLIC
2002-07-12,0,CLIC
2002-07-13,0,CLIC
2002-07-14,0,CLIC
2002-07-15,1,CLIC
2002-07-16,0.2,CLIC
2002-07-17,0,CLIC
2002-07-18,0,CLIC
2002-07-19,0,CLIC
2002-07-20,0.6,CLIC
2002-07-21,13,CLIC
2002-07-22,0,CLIC
2002-07-23,0,CLIC
2002-07-24,0,CLIC
2002-07-25,0,CLIC
2002-07-26,0,CLIC
2002-07-27,0,CLIC
2002-07-28,0,CLIC
2002-07-29,0,CLIC
2002-07-30,0,CLIC
2002-07-31,0,CLIC
2002-08-01,0,CLIC
2002-08-02,0,CLIC
2002-08-03,0,CLIC
2002-08-04,0,CLIC
2002-08-05,0,CLIC
2002-08-06,0,CLIC
2002-08-07,0,CLIC
2002-08-08,0,CLIC
2002-08-09,13,CLIC
2002-08-10,0.2,CLIC
2002-08-11,0,CLIC
2002-08-12,0,CLIC
2002-08-13,0,CLIC
2002-08-14,0,CLIC
2002-08-15,0,CLIC
2002-08-16,0,CLIC
2002-08-17,0,CLIC
2002-08-18,0,CLIC
2002-08-19,0,CLIC
2002-08-20,0,CLIC
2002-08-21,0,CLIC
2002-08-22,0,CLIC
2002-08-23,0,CLIC
2002-08-24,0,CLIC
2002-08-25,0,CLIC
2002-08-26,0,CLIC
2002-08-27,0,CLIC
2002-08-28,0,CLIC
2002-08-29,0,CLIC
2002-08-30,0,CLIC
2002-08-31,29,CLIC
2002-09-01,0,CLIC
2002-09-02,0,CLIC
2002-09-03,26,CLIC
2002-09-04,37,CLIC
2002-09-05,0,CLIC
2002-09-06,38,CLIC
2002-09-07,0,CLIC
2002-09-08,43,CLIC
2002-09-09,38,CLIC
2002-09-10,76,CLIC
2002-09-11,15,CLIC
2002-09-12,25,CLIC
2002-09-13,33,CLIC
2002-09-14,31,CLIC
2002-09-15,0,CLIC
2002-09-16,0,CLIC
2002-09-17,0,CLIC
2002-09-18,0,CLIC
2002-09-19,0,CLIC
2002-09-20,0,CLIC
2002-09-21,0,CLIC
2002-09-22,0,CLIC
2002-09-23,0,CLIC
2002-09-24,0,CLIC
2002-09-25,0,CLIC
2002-09-26,0,CLIC
2002-09-27,0,CLIC
2002-09-28,0,CLIC
2002-09-29,0,CLIC
2002-09-30,0,CLIC
2002-10-01,0,CLIC
2002-10-02,0,CLIC
2002-10-03,0,CLIC
2002-10-04,0,CLIC
2002-10-05,0,CLIC
2002-10-06,0,CLIC
2002-10-07,37,CLIC
2002-10-08,0,CLIC
2002-10-09,0,CLIC
2002-10-10,0,CLIC
2002-10-11,95,CLIC
2002-10-12,7,CLIC
2002-10-13,0,CLIC
2002-10-14,0,CLIC
2002-10-15,0,CLIC
2002-10-16,0,CLIC
2002-10-17,0,CLIC
2002-10-18,0,CLIC
2002-10-19,0,CLIC
2002-10-20,14,CLIC
2002-10-21,0,CLIC
2002-10-22,0,CLIC
2002-10-23,4,CLIC
2002-10-24,8,CLIC
2002-10-25,10,CLIC
2002-10-26,0,CLIC
2002-10-27,10,CLIC
2002-10-28,4,CLIC
2002-10-29,0,CLIC
2002-10-30,45,CLIC
2002-10-31,8,CLIC
2002-11-01,8,CLIC
2002-11-02,0,CLIC
2002-11-03,4,CLIC
2002-11-04,0.5,CLIC
2002-11-05,0,CLIC
2002-11-06,0,CLIC
2002-11-07,0,CLIC
2002-11-08,0,CLIC
2002-11-09,0,CLIC
2002-11-10,0,CLIC
2002-11-11,0,CLIC
2002-11-12,0,CLIC
2002-11-13,0,CLIC
2002-11-14,0,CLIC
2002-11-15,0,CLIC
2002-11-16,0,CLIC
2002-11-17,0,CLIC
2002-11-18,0,CLIC
2002-11-19,0,CLIC
2002-11-20,0,CLIC
2002-11-21,0,CLIC
2002-11-22,0,CLIC
2002-11-23,0,CLIC
2002-11-24,0,CLIC
2002-11-25,0,CLIC
2002-11-26,0,CLIC
2002-11-27,0,CLIC
2002-11-28,0,CLIC
2002-11-29,0,CLIC
2002-11-30,0,CLIC
2002-12-01,0,CLIC
2002-12-02,5,CLIC
2002-12-03,5,CLIC
2002-12-04,0,CLIC
2002-12-05,0,CLIC
2002-12-06,0,CLIC
2002-12-07,0,CLIC
2002-12-08,0,CLIC
2002-12-09,0,CLIC
2002-12-10,0,CLIC
2002-12-11,0,CLIC
2002-12-12,0,CLIC
2002-12-13,0,CLIC
2002-12-14,0,CLIC
2002-12-15,0,CLIC
2002-12-16,0,CLIC
2002-12-17,0,CLIC
2002-12-18,0,CLIC
2002-12-19,0,CLIC
2002-12-20,0,CLIC
2002-12-21,0,CLIC
2002-12-22,0,CLIC
2002-12-23,0,CLIC
2002-12-24,0,CLIC
2002-12-25,0,CLIC
2002-12-26,0,CLIC
2002-12-27,0,CLIC
2002-12-28,0,CLIC
2002-12-29,0,CLIC
2002-12-30,0,CLIC
2002-12-31,0,CLIC
2003-01-01,0,CLIC
2003-01-02,0,CLIC
2003-01-03,0,CLIC
2003-01-04,0,CLIC
2003-01-05,0,CLIC
2003-01-06,0,CLIC
2003-01-07,0,CLIC
2003-01-08,4.5,CLIC
2003-01-09,0,CLIC
2003-01-10,0,CLIC
2003-01-11,0,CLIC
2003-01-12,0,CLIC
2003-01-13,0,CLIC
2003-01-14,0,CLIC
2003-01-15,0,CLIC
2003-01-16,0,CLIC
2003-01-17,0,CLIC
2003-01-18,0,CLIC
2003-01-19,0,CLIC
2003-01-20,0,CLIC
2003-01-21,0,CLIC
2003-01-22,5.5,CLIC
2003-01-23,0,CLIC
2003-01-24,0,CLIC
2003-01-25,0,CLIC
2003-01-26,6.3,CLIC
2003-01-27,0,CLIC
2003-01-28,0,CLIC
2003-01-29,0,CLIC
2003-01-30,0,CLIC
2003-01-31,0,CLIC
2003-02-01,0,CLIC
2003-02-02,0,CLIC
2003-02-03,0,CLIC
2003-02-04,0,CLIC
2003-02-05,0,CLIC
2003-02-06,0,CLIC
2003-02-07,14,CLIC
2003-02-08,0,CLIC
2003-02-09,0,CLIC
2003-02-10,0,CLIC
2003-02-11,2,CLIC
2003-02-12,1,CLIC
2003-02-13,2,CLIC
2003-02-14,0,CLIC
2003-02-15,0,CLIC
2003-02-16,0,CLIC
2003-02-17,0,CLIC
2003-02-18,0,CLIC
2003-02-19,0,CLIC
2003-02-20,1,CLIC
2003-02-21,2,CLIC
2003-02-22,2,CLIC
2003-02-23,0,CLIC
2003-02-24,0,CLIC
2003-02-25,0,CLIC
2003-02-26,0,CLIC
2003-02-27,0,CLIC
2003-02-28,0,CLIC
2003-03-01,2,CLIC
2003-03-02,1,CLIC
2003-03-03,0,CLIC
2003-03-04,0,CLIC
2003-03-05,0,CLIC
2003-03-06,0,CLIC
2003-03-07,0,CLIC
2003-03-08,0,CLIC
2003-03-09,0,CLIC
2003-03-10,0,CLIC
2003-03-11,0,CLIC
2003-03-12,0,CLIC
2003-03-13,0,CLIC
2003-03-14,1,CLIC
2003-03-15,2,CLIC
2003-03-16,0,CLIC
2003-03-17,0,CLIC
2003-03-18,0,CLIC
2003-03-19,0,CLIC
2003-03-20,0,CLIC
2003-03-21,0,CLIC
2003-03-22,0,CLIC
2003-03-23,0,CLIC
2003-03-24,1,CLIC
2003-03-25,0,CLIC
2003-03-26,0,CLIC
2003-03-27,0,CLIC
2003-03-28,0,CLIC
2003-03-29,0,CLIC
2003-03-30,0,CLIC
2003-03-31,0,CLIC
2003-04-01,0,CLIC
2003-04-02,0,CLIC
2003-04-03,0,CLIC
2003-04-04,0,CLIC
2003-04-05,0,CLIC
2003-04-06,1.6,CLIC
2003-04-07,0,CLIC
2003-04-08,2,CLIC
2003-04-09,1,CLIC
2003-04-10,1,CLIC
2003-04-11,0,CLIC
2003-04-12,0,CLIC
2003-04-13,0,CLIC
2003-04-14,0,CLIC
2003-04-15,0,CLIC
2003-04-16,0,CLIC
2003-04-17,0,CLIC
2003-04-18,0,CLIC
2003-04-19,0,CLIC
2003-04-20,0,CLIC
2003-04-21,0,CLIC
2003-04-22,0,CLIC
2003-04-23,0,CLIC
2003-04-24,0,CLIC
2003-04-25,0,CLIC
2003-04-26,0,CLIC
2003-04-27,0,CLIC
2003-04-28,2,CLIC
2003-04-29,0,CLIC
2003-04-30,0,CLIC
2003-05-01,0,CLIC
2003-05-02,0,CLIC
2003-05-03,0,CLIC
2003-05-04,0,CLIC
2003-05-05,0,CLIC
2003-05-06,0,CLIC
2003-05-07,0,CLIC
2003-05-08,0,CLIC
2003-05-09,0,CLIC
2003-05-10,0,CLIC
2003-05-11,0,CLIC
2003-05-12,0,CLIC
2003-05-13,0,CLIC
2003-05-14,0,CLIC
2003-05-15,0,CLIC
2003-05-16,0,CLIC
2003-05-17,0,CLIC
2003-05-18,0,CLIC
2003-05-19,0,CLIC
2003-05-20,0,CLIC
2003-05-21,0,CLIC
2003-05-22,0,CLIC
2003-05-23,0,CLIC
2003-05-24,0,CLIC
2003-05-25,0,CLIC
2003-05-26,10.1,CLIC
2003-05-27,0,CLIC
2003-05-28,0,CLIC
2003-05-29,0,CLIC
2003-05-30,0,CLIC
2003-05-31,0,CLIC
2003-06-01,0,CLIC
2003-06-02,0,CLIC
2003-06-03,0,CLIC
2003-06-04,12,CLIC
2003-06-05,7,CLIC
2003-06-06,0,CLIC
2003-06-07,1,CLIC
2003-06-08,0,CLIC
2003-06-09,0,CLIC
2003-06-10,0,CLIC
2003-06-11,0,CLIC
2003-06-12,0,CLIC
2003-06-13,19,CLIC
2003-06-14,1,CLIC
2003-06-15,0,CLIC
2003-06-16,0,CLIC
2003-06-17,0,CLIC
2003-06-18,0,CLIC
2003-06-19,0,CLIC
2003-06-20,0,CLIC
2003-06-21,0,CLIC
2003-06-22,0,CLIC
2003-06-23,0,CLIC
2003-06-24,0,CLIC
2003-06-25,0,CLIC
2003-06-26,0,CLIC
2003-06-27,0,CLIC
2003-06-28,6,CLIC
2003-06-29,2,CLIC
2003-06-30,0,CLIC
2003-07-01,0,CLIC
2003-07-02,0,CLIC
2003-07-03,1,CLIC
2003-07-04,0,CLIC
2003-07-05,0,CLIC
2003-07-06,0,CLIC
2003-07-07,0,CLIC
2003-07-08,0,CLIC
2003-07-09,0,CLIC
2003-07-10,0,CLIC
2003-07-11,0,CLIC
2003-07-12,0,CLIC
2003-07-13,0,CLIC
2003-07-14,1,CLIC
2003-07-15,2,CLIC
2003-07-16,0,CLIC
2003-07-17,0,CLIC
2003-07-18,0,CLIC
2003-07-19,0,CLIC
2003-07-20,0,CLIC
2003-07-21,0,CLIC
2003-07-22,0,CLIC
2003-07-23,0,CLIC
2003-07-24,0,CLIC
2003-07-25,0,CLIC
2003-07-26,0,CLIC
2003-07-27,0,CLIC
2003-07-28,1,CLIC
2003-07-29,6,CLIC
2003-07-30,0,CLIC
2003-07-31,0,CLIC
2003-08-01,0,CLIC
2003-08-02,0,CLIC
2003-08-03,0,CLIC
2003-08-04,0,CLIC
2003-08-05,0,CLIC
2003-08-06,0,CLIC
2003-08-07,0,CLIC
2003-08-08,0,CLIC
2003-08-09,0,CLIC
2003-08-10,0,CLIC
2003-08-11,0,CLIC
2003-08-12,65.5,CLIC
2003-08-13,10,CLIC
2003-08-14,0.7,CLIC
2003-08-15,0.9,CLIC
2003-08-16,26,CLIC
2003-08-17,10,CLIC
2003-08-18,0,CLIC
2003-08-19,0,CLIC
2003-08-20,0,CLIC
2003-08-21,0,CLIC
2003-08-22,0,CLIC
2003-08-23,12,CLIC
2003-08-24,10,CLIC
2003-08-25,0,CLIC
2003-08-26,0,CLIC
2003-08-27,0,CLIC
2003-08-28,0,CLIC
2003-08-29,22,CLIC
2003-08-30,0,CLIC
2003-08-31,0,CLIC
2003-09-01,0,CLIC
2003-09-02,0,CLIC
2003-09-03,0,CLIC
2003-09-04,0,CLIC
2003-09-05,0,CLIC
2003-09-06,0,CLIC
2003-09-07,0,CLIC
2003-09-08,0,CLIC
2003-09-09,4,CLIC
2003-09-10,1,CLIC
2003-09-11,2,CLIC
2003-09-12,4,CLIC
2003-09-13,0,CLIC
2003-09-14,1,CLIC
2003-09-15,0,CLIC
2003-09-16,4,CLIC
2003-09-17,0,CLIC
2003-09-18,0,CLIC
2003-09-19,0,CLIC
2003-09-20,1.6,CLIC
2003-09-21,6,CLIC
2003-09-22,8,CLIC
2003-09-23,1,CLIC
2003-09-24,1.4,CLIC
2003-09-25,0,CLIC
2003-09-26,26,CLIC
2003-09-27,0,CLIC
2003-09-28,0,CLIC
2003-09-29,4,CLIC
2003-09-30,0,CLIC
2003-10-01,0,CLIC
2003-10-02,0,CLIC
2003-10-03,1,CLIC
2003-10-04,0,CLIC
2003-10-05,0,CLIC
2003-10-06,0,CLIC
2003-10-07,0,CLIC
2003-10-08,0,CLIC
2003-10-09,0,CLIC
2003-10-10,1,CLIC
2003-10-11,0,CLIC
2003-10-12,2,CLIC
2003-10-13,0,CLIC
2003-10-14,0,CLIC
2003-10-15,8,CLIC
2003-10-16,2,CLIC
2003-10-17,0,CLIC
2003-10-18,0,CLIC
2003-10-19,0,CLIC
2003-10-20,9,CLIC
2003-10-21,0,CLIC
2003-10-22,2,CLIC
2003-10-23,0,CLIC
2003-10-24,4,CLIC
2003-10-25,0,CLIC
2003-10-26,6,CLIC
2003-10-27,0,CLIC
2003-10-28,0,CLIC
2003-10-29,1,CLIC
2003-10-30,0,CLIC
2003-10-31,0,CLIC
2003-11-01,0,CLIC
2003-11-02,0,CLIC
2003-11-03,0,CLIC
2003-11-04,0,CLIC
2003-11-05,0,CLIC
2003-11-06,0,CLIC
2003-11-07,0,CLIC
2003-11-08,0,CLIC
2003-11-09,8,CLIC
2003-11-10,9,CLIC
2003-11-11,9,CLIC
2003-11-12,0,CLIC
2003-11-13,0,CLIC
2003-11-14,12,CLIC
2003-11-15,10,CLIC
2003-11-16,0,CLIC
2003-11-17,0,CLIC
2003-11-18,4,CLIC
2003-11-19,0,CLIC
2003-11-20,0,CLIC
2003-11-21,0.6,CLIC
2003-11-22,0,CLIC
2003-11-23,0.6,CLIC
2003-11-24,0,CLIC
2003-11-25,0,CLIC
2003-11-26,0,CLIC
2003-11-27,0,CLIC
2003-11-28,0,CLIC
2003-11-29,0,CLIC
2003-11-30,0,CLIC
2003-12-01,0,CLIC
2003-12-02,0,CLIC
2003-12-03,1,CLIC
2003-12-04,0,CLIC
2003-12-05,2,CLIC
2003-12-06,0,CLIC
2003-12-07,6,CLIC
2003-12-08,0,CLIC
2003-12-09,0.8,CLIC
2003-12-10,10,CLIC
2003-12-11,12,CLIC
2003-12-12,0,CLIC
2003-12-13,0,CLIC
2003-12-14,0,CLIC
2003-12-15,20,CLIC
2003-12-16,22,CLIC
2003-12-17,0,CLIC
2003-12-18,0,CLIC
2003-12-19,0,CLIC
2003-12-20,1.6,CLIC
2003-12-21,0.8,CLIC
2003-12-22,0.6,CLIC
2003-12-23,10,CLIC
2003-12-24,14,CLIC
2003-12-25,0,CLIC
2003-12-26,2.6,CLIC
2003-12-27,0,CLIC
2003-12-28,0,CLIC
2003-12-29,0.4,CLIC
2003-12-30,0,CLIC
2003-12-31,0,CLIC
2004-09-15,0,CLIC
2004-09-16,0,CLIC
2004-09-17,0,CLIC
2004-09-18,0,CLIC
2004-09-19,0,CLIC
2004-09-20,0,CLIC
2004-09-21,0,CLIC
2004-09-22,0,CLIC
2004-09-23,0,CLIC
2004-09-24,0,CLIC
2004-09-25,0,CLIC
2004-09-26,16.5,CLIC
2004-09-27,0,CLIC
2004-09-28,0,CLIC
2004-09-29,0,CLIC
2004-10-01,0,CLIC
2004-10-02,0,CLIC
2004-10-03,0,CLIC
2004-10-04,0,CLIC
2004-10-05,0,CLIC
2004-10-06,2.2,CLIC
2004-10-07,0,CLIC
2004-10-08,0,CLIC
2004-10-09,0,CLIC
2004-10-10,0,CLIC
2004-10-11,0,CLIC
2004-10-12,0,CLIC
2004-10-13,0,CLIC
2004-10-14,0,CLIC
2004-10-15,0,CLIC
2004-10-16,0,CLIC
2004-10-17,0,CLIC
2004-10-18,0,CLIC
2004-10-19,0,CLIC
2004-10-20,0,CLIC
2004-10-21,0,CLIC
2004-10-22,0,CLIC
2004-10-23,0,CLIC
2004-10-24,0,CLIC
2004-10-25,0,CLIC
2004-10-26,0,CLIC
2004-10-27,0,CLIC
2004-10-28,0,CLIC
2004-10-29,0,CLIC
2004-10-30,0,CLIC
2004-10-31,0,CLIC
2004-11-01,0,CLIC
2004-11-02,0,CLIC
2004-11-03,0,CLIC
2004-11-04,0,CLIC
2004-11-05,0,CLIC
2004-11-06,0,CLIC
2004-11-07,0,CLIC
2004-11-08,0,CLIC
2004-11-09,0,CLIC
2004-11-10,0,CLIC
2004-11-11,0,CLIC
2004-11-12,0,CLIC
2004-11-13,0,CLIC
2004-11-14,0,CLIC
2004-11-15,0,CLIC
2004-11-16,0,CLIC
2004-11-17,0,CLIC
2004-11-18,0,CLIC
2004-11-19,0,CLIC
2004-11-20,0,CLIC
2004-11-21,0,CLIC
2004-11-22,0,CLIC
2004-11-23,0,CLIC
2004-11-24,0,CLIC
2004-11-25,0,CLIC
2004-11-26,0,CLIC
2004-11-27,0,CLIC
2004-11-28,0,CLIC
2004-11-29,0,CLIC
2004-11-30,0,CLIC
2004-12-01,0,CLIC
2004-12-02,0,CLIC
2004-12-03,0,CLIC
2004-12-04,0,CLIC
2004-12-05,0,CLIC
2004-12-06,0,CLIC
2004-12-07,0,CLIC
2004-12-08,0,CLIC
2004-12-09,0,CLIC
2004-12-10,0,CLIC
2004-12-11,0,CLIC
2004-12-12,0,CLIC
2004-12-13,0,CLIC
2004-12-14,0,CLIC
2004-12-15,0,CLIC
2004-12-16,0,CLIC
2004-12-17,0,CLIC
2004-12-18,0,CLIC
2004-12-19,0,CLIC
2004-12-20,0,CLIC
2004-12-21,0,CLIC
2004-12-22,0,CLIC
2004-12-23,0,CLIC
2004-12-24,0,CLIC
2004-12-25,0,CLIC
2004-12-26,0,CLIC
2004-12-27,0,CLIC
2004-12-28,0,CLIC
2004-12-29,0,CLIC
2004-12-30,0,CLIC
2004-12-31,0,CLIC
2005-01-01,0,CLIC
2005-01-02,0,CLIC
2005-01-03,0,CLIC
2005-01-04,0,CLIC
2005-01-05,0,CLIC
2005-01-06,0,CLIC
2005-01-07,0,CLIC
2005-01-08,0,CLIC
2005-01-09,0,CLIC
2005-01-10,0,CLIC
2005-01-11,0,CLIC
2005-01-12,0,CLIC
2005-01-13,0,CLIC
2005-01-14,0,CLIC
2005-01-15,0,CLIC
2005-01-16,0,CLIC
2005-01-17,0,CLIC
2005-01-18,0,CLIC
2005-01-19,0,CLIC
2005-01-20,0,CLIC
2005-01-21,0,CLIC
2005-01-22,0,CLIC
2005-01-23,0,CLIC
2005-01-24,0,CLIC
2005-01-25,0,CLIC
2005-01-26,0,CLIC
2005-01-27,0,CLIC
2005-01-28,0,CLIC
2005-01-29,0,CLIC
2005-01-30,0,CLIC
2005-01-31,0,CLIC
2005-02-01,1,CLIC
2005-02-02,0,CLIC
2005-02-03,0,CLIC
2005-02-04,2.5,CLIC
2005-02-05,0,CLIC
2005-02-06,0,CLIC
2005-02-07,0,CLIC
2005-02-08,0,CLIC
2005-02-09,0,CLIC
2005-02-10,3,CLIC
2005-02-11,0,CLIC
2005-02-12,0,CLIC
2005-02-13,0,CLIC
2005-02-14,0,CLIC
2005-02-15,0,CLIC
2005-02-16,2.5,CLIC
2005-02-17,0,CLIC
2005-02-18,0,CLIC
2005-02-19,0,CLIC
2005-02-20,0,CLIC
2005-02-21,0,CLIC
2005-02-22,2.5,CLIC
2005-02-23,0,CLIC
2005-02-24,0,CLIC
2005-02-25,0,CLIC
2005-02-26,0,CLIC
2005-02-27,0,CLIC
2005-02-28,0,CLIC
2005-03-01,0,CLIC
2005-03-02,0,CLIC
2005-03-03,0,CLIC
2005-03-04,0,CLIC
2005-03-05,0,CLIC
2005-03-06,0,CLIC
2005-03-07,0,CLIC
2005-03-08,0,CLIC
2005-03-09,0,CLIC
2005-03-10,0,CLIC
2005-03-11,0,CLIC
