Estación: ,C19264,DR. COSS
2012-01-15,1.15,CLIC
2012-01-16,1.65,CLIC
2012-01-17,2.2,CLIC
2012-01-18,3.7,CLIC
2012-01-19,1.5,CLIC
2012-01-20,3.45,CLIC
2012-01-21,0.9,CLIC
2012-01-22,1.81,CLIC
2012-01-23,2,CLIC
2012-01-24,1.04,CLIC
2012-01-25,4.9,CLIC
2012-01-26,3.95,CLIC
2012-01-27,2.35,CLIC
2012-01-28,2.5,CLIC
2012-01-29,0.95,CLIC
2012-01-30,2.05,CLIC
2012-01-31,2.62,CLIC
2012-02-01,2.73,CLIC
2012-02-02,3.52,CLIC
2012-02-03,3.35,CLIC
2012-02-04,3.16,CLIC
2012-02-05,1.23,CLIC
2012-02-06,1.77,CLIC
2012-02-07,5.43,CLIC
2012-02-08,2.3,CLIC
2012-02-09,1.7,CLIC
2012-02-10,0.7,CLIC
2012-02-11,2.6,CLIC
2012-02-12,0.17,CLIC
2012-02-13,2.03,CLIC
2012-02-14,0.8,CLIC
2012-02-15,0.55,CLIC
2012-02-16,2,CLIC
2012-02-17,0.25,CLIC
2012-02-18,5.7,CLIC
2012-02-19,1.73,CLIC
2012-02-20,3.37,CLIC
2012-02-21,1.85,CLIC
2012-02-22,2.75,CLIC
2012-02-23,0.9,CLIC
2012-02-24,8.78,CLIC
2012-02-25,0.67,CLIC
2012-02-26,0.83,CLIC
2012-02-27,3.02,CLIC
2012-02-28,2.24,CLIC
2012-02-29,4.01,CLIC
2012-03-01,4.6,CLIC
2012-03-02,3.79,CLIC
2012-03-03,6.05,CLIC
2012-03-04,5.83,CLIC
2012-03-05,4.38,CLIC
2012-03-06,4.11,CLIC
2012-03-07,3.84,CLIC
2012-03-08,4.45,CLIC
2012-03-09,3.75,CLIC
2012-03-10,1.8,CLIC
2012-03-11,1.65,CLIC
2012-03-12,3.36,CLIC
2012-03-13,4.73,CLIC
2012-03-14,4.33,CLIC
2012-03-15,3.23,CLIC
2012-03-16,5.92,CLIC
2012-03-17,4.06,CLIC
2012-03-18,5.52,CLIC
2012-03-19,4.7,CLIC
2012-03-20,5.44,CLIC
2012-03-21,3.81,CLIC
2012-03-22,5.18,CLIC
2012-03-23,6.17,CLIC
2012-03-24,6,CLIC
2012-03-25,4.15,CLIC
2012-03-26,4.68,CLIC
2012-03-27,5.11,CLIC
2012-03-28,7.81,CLIC
2012-03-29,7.38,CLIC
2012-03-30,4.27,CLIC
2012-03-31,7.45,CLIC
2012-04-01,5.33,CLIC
2012-04-02,4.92,CLIC
2012-04-03,4.6,CLIC
2012-04-04,6.6,CLIC
2012-04-05,8.55,CLIC
2012-04-06,5.15,CLIC
2012-04-07,2.85,CLIC
2012-04-08,3.63,CLIC
2012-04-09,3.15,CLIC
2012-04-10,4.82,CLIC
2012-04-11,5.59,CLIC
2012-04-12,2.71,CLIC
2012-04-13,4.45,CLIC
2012-04-14,6.4,CLIC
2012-04-15,3.88,CLIC
2012-04-16,2.08,CLIC
2012-04-17,5.09,CLIC
2012-04-18,7.13,CLIC
2012-04-19,6.8,CLIC
2012-04-20,9.35,CLIC
2012-04-21,7.61,CLIC
2012-04-22,9.44,CLIC
2012-04-23,6.7,CLIC
2012-04-24,5.6,CLIC
2012-04-25,9.76,CLIC
2012-04-26,9.19,CLIC
2012-04-27,9.33,CLIC
2012-04-28,9.72,CLIC
2012-04-29,2.8,CLIC
2012-04-30,3.9,CLIC
2012-05-01,4.85,CLIC
2012-05-02,4.8,CLIC
2012-05-03,3.1,CLIC
2012-05-04,1.35,CLIC
2012-05-05,9.05,CLIC
2012-05-06,6.3,CLIC
2012-05-07,8.79,CLIC
2012-05-08,3.25,CLIC
2012-05-09,1.96,CLIC
2012-05-10,9.43,CLIC
2012-05-11,4.74,CLIC
2012-05-12,9.73,CLIC
2012-05-13,5.3,CLIC
2012-05-14,9.57,CLIC
2012-05-15,5.53,CLIC
2012-05-16,10.14,CLIC
2012-05-17,8.56,CLIC
2012-05-18,6.89,CLIC
2012-05-19,8.76,CLIC
2012-05-20,9.54,CLIC
2012-05-21,5.6,CLIC
2012-05-22,8.11,CLIC
2012-05-23,4.7,CLIC
2012-05-24,4.1,CLIC
2012-05-25,10.4,CLIC
2012-05-26,10.2,CLIC
2012-05-27,8.6,CLIC
2012-05-28,6.8,CLIC
2012-05-29,9.3,CLIC
2012-05-30,12.89,CLIC
2012-05-31,10.55,CLIC
2012-06-01,9.2,CLIC
2012-06-02,5.73,CLIC
2012-06-03,9.67,CLIC
2012-06-04,10.7,CLIC
2012-06-05,5.7,CLIC
2012-06-06,4.94,CLIC
2012-06-07,9.26,CLIC
2012-06-08,6.7,CLIC
2012-06-09,4.05,CLIC
2012-06-10,8.25,CLIC
2012-06-11,10.95,CLIC
2012-06-12,8.62,CLIC
2012-06-13,8.98,CLIC
2012-06-14,9.9,CLIC
2012-06-15,9.09,CLIC
2012-06-16,8.08,CLIC
2012-06-17,9.52,CLIC
2012-06-18,7.48,CLIC
2012-06-19,9.22,CLIC
2012-06-20,8.86,CLIC
2012-06-21,4.55,CLIC
2012-06-22,8.1,CLIC
2012-06-23,8.99,CLIC
2012-06-24,6.26,CLIC
2012-06-25,4.04,CLIC
2012-06-26,12.01,CLIC
2012-06-27,10.3,CLIC
2012-06-28,9.9,CLIC
2012-06-29,11.94,CLIC
2012-06-30,10.16,CLIC
2012-08-01,6,CLIC
2012-08-02,10.25,CLIC
2012-08-03,9.65,CLIC
2012-08-04,9.9,CLIC
2012-08-05,9.48,CLIC
2012-08-06,7.98,CLIC
2012-08-07,7.91,CLIC
2012-08-08,9.39,CLIC
2012-08-09,9.44,CLIC
2012-08-10,9.1,CLIC
2012-08-11,6.55,CLIC
2012-08-12,9.9,CLIC
2012-08-13,5.45,CLIC
2012-08-14,2,CLIC
2012-08-15,10,CLIC
2012-08-16,10.95,CLIC
2012-08-17,7.94,CLIC
2012-08-18,7.81,CLIC
2012-08-19,8.95,CLIC
2012-08-20,4.04,CLIC
2012-08-21,10.2,CLIC
2012-08-22,3.49,CLIC
2012-08-23,7.11,CLIC
2012-08-24,9.86,CLIC
2012-08-25,8.77,CLIC
2012-08-26,6.31,CLIC
2012-08-27,6.62,CLIC
2012-08-28,8.6,CLIC
2012-08-29,2,CLIC
2012-08-30,8.28,CLIC
2012-08-31,8,CLIC
2012-09-01,6.45,CLIC
2012-09-02,9.42,CLIC
2012-09-03,9.03,CLIC
2012-09-04,5.73,CLIC
2012-09-05,9.11,CLIC
2012-09-06,10.32,CLIC
2012-09-07,7.99,CLIC
2012-09-08,6.69,CLIC
2012-09-09,3.26,CLIC
2012-09-10,5.84,CLIC
2012-09-11,9.61,CLIC
2012-09-12,8.05,CLIC
2012-09-13,2.95,CLIC
2012-09-17,6.2,CLIC
2012-09-18,5.35,CLIC
2012-09-19,6.8,CLIC
2012-09-20,5.96,CLIC
2012-09-21,4.59,CLIC
2012-09-22,4.6,CLIC
2012-09-23,3.33,CLIC
2012-09-24,2.79,CLIC
2012-09-25,6.14,CLIC
2012-09-26,4.59,CLIC
2012-09-27,5.4,CLIC
2012-09-28,6.06,CLIC
2012-09-29,3.64,CLIC
2012-09-30,8.2,CLIC
2012-10-01,3.85,CLIC
2012-10-02,5.5,CLIC
2012-10-03,4.8,CLIC
2012-10-04,6.25,CLIC
2012-10-05,6.9,CLIC
2012-10-06,3.5,CLIC
2012-10-07,4.4,CLIC
2012-10-08,1.5,CLIC
2012-10-09,0.83,CLIC
2012-10-10,3.57,CLIC
2012-10-11,4.6,CLIC
2012-10-12,7.58,CLIC
2012-10-13,7.87,CLIC
2012-10-14,0.95,CLIC
2012-10-15,3.78,CLIC
2012-10-16,4.98,CLIC
2012-10-17,2.52,CLIC
2012-10-18,7.06,CLIC
2012-10-19,1.96,CLIC
2012-10-20,4.56,CLIC
2012-10-21,6.34,CLIC
2012-10-22,4.19,CLIC
2012-10-23,5.08,CLIC
2012-10-24,2.73,CLIC
2012-10-25,7.24,CLIC
2012-10-26,2.76,CLIC
2012-10-27,2.17,CLIC
2012-10-28,3.78,CLIC
2012-10-29,4.35,CLIC
2012-10-30,1.89,CLIC
2012-10-31,5.77,CLIC
2012-11-01,1.92,CLIC
2012-11-02,4.12,CLIC
2012-11-03,2.3,CLIC
2012-11-04,3.5,CLIC
2012-11-05,5.4,CLIC
2012-11-06,2.5,CLIC
2012-11-07,6,CLIC
2012-11-08,4.24,CLIC
2012-11-09,3.45,CLIC
2012-11-10,5.34,CLIC
2012-11-11,6.82,CLIC
2012-11-12,4.61,CLIC
2012-11-13,0.74,CLIC
2012-11-14,0.5,CLIC
2012-11-15,0.7,CLIC
2012-11-16,4.42,CLIC
2012-11-17,1.58,CLIC
2012-11-18,0.97,CLIC
2012-11-19,0.53,CLIC
2012-11-20,0.2,CLIC
2012-11-21,2.79,CLIC
2012-11-22,3.21,CLIC
2012-11-23,2,CLIC
2012-11-24,5,CLIC
2012-11-25,0.8,CLIC
2012-11-26,1.4,CLIC
2012-11-27,0.6,CLIC
2012-11-28,2.8,CLIC
2012-11-29,1.69,CLIC
2012-12-01,0.77,CLIC
2012-12-02,2.24,CLIC
2012-12-03,1.92,CLIC
2012-12-04,2.14,CLIC
2012-12-05,5.3,CLIC
2012-12-06,1,CLIC
2012-12-07,1.27,CLIC
2012-12-08,1.07,CLIC
2012-12-09,0.9,CLIC
2012-12-10,5.06,CLIC
2012-12-11,2.1,CLIC
2012-12-12,1.53,CLIC
2012-12-13,0.77,CLIC
2012-12-14,0.3,CLIC
2012-12-15,0.8,CLIC
2012-12-16,2.65,CLIC
2012-12-17,2.31,CLIC
2012-12-18,3.04,CLIC
2012-12-19,4.2,CLIC
2012-12-20,3.3,CLIC
2012-12-21,1.5,CLIC
2012-12-22,2.17,CLIC
2012-12-23,0.77,CLIC
2012-12-24,1.71,CLIC
2012-12-25,4,CLIC
2012-12-26,2.95,CLIC
2012-12-27,0.84,CLIC
2012-12-28,1.6,CLIC
2012-12-29,1.76,CLIC
2012-12-30,1,CLIC
2013-01-01,3.79,CLIC
2013-01-02,2.27,CLIC
2013-01-03,0.93,CLIC
2013-01-04,0.22,CLIC
2013-01-05,0.69,CLIC
2013-01-06,2.89,CLIC
2013-01-07,0.5,CLIC
2013-01-08,3.15,CLIC
2013-01-09,1.12,CLIC
2013-01-10,0.33,CLIC
2013-01-11,2,CLIC
2013-01-12,2.8,CLIC
2013-01-13,2.95,CLIC
2013-01-14,1.45,CLIC
2013-01-15,4.44,CLIC
2013-01-16,0.56,CLIC
2013-01-17,2.6,CLIC
2013-01-18,1.33,CLIC
2013-01-19,0.87,CLIC
2013-01-20,4.57,CLIC
2013-01-21,0.53,CLIC
2013-01-22,2.04,CLIC
2013-01-23,3.01,CLIC
2013-01-24,4.71,CLIC
2013-01-25,2.15,CLIC
2013-01-26,0.9,CLIC
2013-01-27,2,CLIC
2013-01-28,3.25,CLIC
2013-01-29,5.2,CLIC
2013-01-30,6.1,CLIC
2013-01-31,1.75,CLIC
2013-02-01,2.54,CLIC
2013-02-02,2.4,CLIC
2013-02-03,3.89,CLIC
2013-02-04,5.7,CLIC
2013-02-05,2.76,CLIC
2013-02-06,5.1,CLIC
2013-02-07,1.07,CLIC
2013-02-08,4.09,CLIC
2013-02-09,3.19,CLIC
2013-02-10,7.02,CLIC
2013-02-11,5.84,CLIC
2013-02-12,2.22,CLIC
2013-02-13,5.8,CLIC
2013-02-14,3.19,CLIC
2013-02-15,3.79,CLIC
2013-02-16,3.7,CLIC
2013-02-17,2.6,CLIC
2013-02-18,4.1,CLIC
2013-02-19,3.3,CLIC
2013-02-20,2.61,CLIC
2013-02-21,5.49,CLIC
2013-02-22,8,CLIC
2013-02-23,3.9,CLIC
2013-02-24,1.15,CLIC
2013-02-25,10.4,CLIC
2013-02-26,3.75,CLIC
2013-02-27,7.89,CLIC
2013-02-28,6.91,CLIC
2013-03-01,4.19,CLIC
2013-03-02,5.23,CLIC
2013-03-03,5.99,CLIC
2013-03-04,6.39,CLIC
2013-03-05,2.93,CLIC
2013-03-06,5.17,CLIC
2013-03-07,4.51,CLIC
2013-03-08,1.37,CLIC
2013-03-09,4.23,CLIC
2013-03-10,9.39,CLIC
2013-03-11,6.5,CLIC
2013-03-12,1.99,CLIC
2013-03-13,7.59,CLIC
2013-03-14,5.37,CLIC
2013-03-15,4.51,CLIC
2013-03-16,4.74,CLIC
2013-03-17,4.82,CLIC
2013-03-18,4.88,CLIC
2013-03-19,8.05,CLIC
2013-03-20,2.05,CLIC
2013-03-21,3.5,CLIC
2013-03-22,4.7,CLIC
2013-03-23,9.25,CLIC
2013-03-24,7.3,CLIC
2013-03-25,5.32,CLIC
2013-03-26,4.93,CLIC
2013-03-27,0.69,CLIC
2013-03-28,0.61,CLIC
2013-03-29,5.15,CLIC
2013-03-30,7.32,CLIC
2013-03-31,6.83,CLIC
2013-04-01,2.88,CLIC
2013-04-02,3.47,CLIC
2013-04-03,3.4,CLIC
2013-04-04,4.25,CLIC
2013-04-05,6.96,CLIC
2013-04-06,4.89,CLIC
2013-04-07,5.85,CLIC
2013-04-08,7.83,CLIC
2013-04-09,7.07,CLIC
2013-04-10,6.38,CLIC
2013-04-11,5.73,CLIC
2013-04-12,7.77,CLIC
2013-04-13,4.27,CLIC
2013-04-14,8.03,CLIC
2013-04-15,8.38,CLIC
2013-04-16,5.26,CLIC
2013-04-17,5.36,CLIC
2013-04-18,8.6,CLIC
2013-04-19,6.61,CLIC
2013-04-20,7.27,CLIC
2013-04-21,6.71,CLIC
2013-04-22,6.71,CLIC
2013-04-23,6.8,CLIC
2013-04-24,2.55,CLIC
2013-04-25,1.24,CLIC
2013-04-26,3.16,CLIC
2013-04-27,3.9,CLIC
2013-04-28,3.25,CLIC
2013-04-29,1.1,CLIC
2013-04-30,5.3,CLIC
2013-05-01,5.73,CLIC
2013-05-02,8.51,CLIC
2013-05-03,9.47,CLIC
2013-05-04,8.73,CLIC
2013-05-05,5.93,CLIC
2013-05-06,8.19,CLIC
2013-05-07,4.8,CLIC
2013-05-08,6.24,CLIC
2013-05-09,8.13,CLIC
2013-05-10,7.43,CLIC
2013-05-11,4.5,CLIC
2013-05-12,4,CLIC
2013-05-13,3.6,CLIC
2013-05-14,1.5,CLIC
2013-05-15,5.6,CLIC
2013-05-16,9.8,CLIC
2013-05-17,8.3,CLIC
2013-05-18,7.25,CLIC
2013-05-19,8.83,CLIC
2013-05-20,8.22,CLIC
2013-05-21,4.96,CLIC
2013-05-22,5.59,CLIC
2013-05-23,6.05,CLIC
2013-05-24,6.9,CLIC
2013-05-25,7.1,CLIC
2013-05-26,6.2,CLIC
2013-05-27,9.4,CLIC
2013-05-28,9.5,CLIC
2013-05-29,5.88,CLIC
2013-05-30,8.92,CLIC
2013-05-31,10.1,CLIC
2013-06-01,8.69,CLIC
2013-06-02,6.91,CLIC
2013-06-03,7.78,CLIC
2013-06-04,12.12,CLIC
2013-06-05,9.5,CLIC
2013-06-06,10.1,CLIC
2013-06-07,6.25,CLIC
2013-06-08,5.18,CLIC
2013-06-09,9.65,CLIC
2013-06-10,8.57,CLIC
2013-06-11,5.97,CLIC
2013-06-12,6.22,CLIC
2013-06-13,2.95,CLIC
2013-06-14,6.49,CLIC
2013-06-15,8.76,CLIC
2013-06-16,8.42,CLIC
2013-06-17,10.65,CLIC
2013-06-18,10.18,CLIC
2013-06-19,10.3,CLIC
2013-06-20,8.85,CLIC
2013-06-21,7.14,CLIC
2013-06-22,7.07,CLIC
2013-06-23,10.43,CLIC
2013-06-24,9.5,CLIC
2013-06-25,10.67,CLIC
2013-06-26,9.17,CLIC
2013-06-27,10.76,CLIC
2013-06-28,10.6,CLIC
2013-06-29,10.65,CLIC
2013-06-30,3.95,CLIC
2013-07-01,7.45,CLIC
2013-07-02,2.05,CLIC
2013-07-03,7.2,CLIC
2013-07-04,6.85,CLIC
2013-07-05,7.6,CLIC
2013-07-06,5.9,CLIC
2013-07-07,5.4,CLIC
2013-07-08,5.75,CLIC
2013-07-09,5.4,CLIC
2013-07-10,7.8,CLIC
2013-07-11,10.3,CLIC
2013-07-12,10.19,CLIC
2013-07-13,10.09,CLIC
2013-07-14,4.32,CLIC
2013-07-15,8.3,CLIC
2013-07-16,6.3,CLIC
2013-07-17,2.55,CLIC
2013-07-18,5.85,CLIC
2013-07-19,9.8,CLIC
2013-07-20,10.38,CLIC
2013-07-21,8.11,CLIC
2013-07-22,9.78,CLIC
2013-07-23,9.73,CLIC
2013-07-24,9.45,CLIC
2013-07-25,10.4,CLIC
2013-07-26,8.3,CLIC
2013-07-27,6.6,CLIC
2013-07-28,7.23,CLIC
2013-07-29,9.21,CLIC
2013-07-30,10.9,CLIC
2013-07-31,9.9,CLIC
2013-08-01,9.7,CLIC
2013-08-02,9.1,CLIC
2013-08-03,11.05,CLIC
2013-08-04,9.35,CLIC
2013-08-05,11,CLIC
2013-08-06,10.17,CLIC
2013-08-07,9.13,CLIC
2013-08-08,8.8,CLIC
2013-08-09,7.6,CLIC
2013-08-10,9.25,CLIC
2013-08-11,8.04,CLIC
2013-08-12,6.81,CLIC
2013-08-13,11.15,CLIC
2013-08-14,10.89,CLIC
2013-08-15,8.01,CLIC
2013-08-16,10.05,CLIC
2013-08-17,9,CLIC
2013-08-18,9.3,CLIC
2013-08-19,8.2,CLIC
2013-08-20,7.45,CLIC
2013-08-21,6.1,CLIC
2013-08-22,5.85,CLIC
2013-08-23,6.45,CLIC
2013-08-24,6.85,CLIC
2013-08-25,5.6,CLIC
2013-08-26,5.15,CLIC
2013-08-27,5.18,CLIC
2013-08-28,6.12,CLIC
2013-08-29,6.33,CLIC
2013-08-30,7.16,CLIC
2013-08-31,6.48,CLIC
2013-09-01,10.2,CLIC
2013-09-02,9.4,CLIC
2013-09-03,5.27,CLIC
2013-09-04,6.77,CLIC
2013-09-05,4.56,CLIC
2013-09-06,6.7,CLIC
2013-09-07,2.75,CLIC
2013-09-08,2.05,CLIC
2013-09-09,5.8,CLIC
2013-09-13,5.4,CLIC
2013-09-22,5.3,CLIC
2013-09-23,4.15,CLIC
2013-09-24,5.15,CLIC
2013-09-25,5,CLIC
2013-09-26,5.2,CLIC
2013-09-27,1.5,CLIC
2013-10-01,4.8,CLIC
2013-10-02,5.2,CLIC
2013-10-03,4.8,CLIC
2013-10-04,6.4,CLIC
2013-10-05,8.8,CLIC
2013-10-06,0.55,CLIC
2013-10-07,3.6,CLIC
2013-10-08,5.15,CLIC
2013-10-09,3.5,CLIC
2013-10-10,5.1,CLIC
2013-10-11,6.5,CLIC
2013-10-12,4.7,CLIC
2013-10-13,3.2,CLIC
2013-10-14,2.7,CLIC
2013-10-15,4.6,CLIC
2013-10-16,3.5,CLIC
2013-10-17,1.2,CLIC
2013-10-18,3,CLIC
2013-10-19,1.45,CLIC
2013-10-20,2.35,CLIC
2013-10-21,4.55,CLIC
2013-10-22,4.4,CLIC
2013-10-23,6.45,CLIC
2013-10-24,6.8,CLIC
2013-10-25,1.8,CLIC
2013-10-26,2.3,CLIC
2013-10-27,6.3,CLIC
2013-10-28,3.8,CLIC
2013-11-01,3.3,CLIC
2013-11-02,2.8,CLIC
2013-11-03,3.8,CLIC
2013-11-04,1.65,CLIC
2013-11-05,4.05,CLIC
2013-11-07,1.6,CLIC
2013-11-08,2.2,CLIC
2013-11-09,0.2,CLIC
2013-11-10,1.5,CLIC
2013-11-11,1.2,CLIC
2013-11-12,0.9,CLIC
2013-11-13,2.5,CLIC
2013-11-14,0.54,CLIC
2013-11-15,0.86,CLIC
2013-11-16,1.25,CLIC
2013-11-17,1,CLIC
2013-11-18,2.65,CLIC
2013-11-19,1.65,CLIC
2013-11-20,1.9,CLIC
2013-11-21,1.1,CLIC
2013-11-22,4.3,CLIC
2013-11-23,0.45,CLIC
2013-11-24,0.55,CLIC
2013-11-25,0.45,CLIC
2013-11-26,2.6,CLIC
2013-11-27,1.3,CLIC
2013-11-28,0.6,CLIC
2013-11-29,0.7,CLIC
2014-01-05,3.7,CLIC
2014-01-06,1,CLIC
2014-01-07,0.5,CLIC
2014-01-08,0.7,CLIC
2014-01-09,0.35,CLIC
2014-01-10,1.05,CLIC
2014-01-11,3.1,CLIC
2014-01-12,1.5,CLIC
2014-01-13,2.4,CLIC
2014-01-14,3.1,CLIC
2014-01-15,2.6,CLIC
2014-01-16,2.7,CLIC
2014-01-17,0.9,CLIC
2014-01-18,2.5,CLIC
2014-01-19,1.15,CLIC
2014-01-20,2.05,CLIC
2014-01-21,4.1,CLIC
2014-01-22,1.8,CLIC
2014-01-23,1.3,CLIC
2014-01-24,1.1,CLIC
2014-01-25,0.15,CLIC
2014-01-26,3.65,CLIC
2014-01-27,4.5,CLIC
2014-01-28,3.6,CLIC
2014-01-29,1.1,CLIC
2014-01-30,0.9,CLIC
2014-01-31,2.6,CLIC
2014-02-01,1.7,CLIC
2014-02-02,0.2,CLIC
2014-02-03,0.2,CLIC
2014-02-04,0.3,CLIC
2014-02-05,0.5,CLIC
2014-02-06,0.2,CLIC
2014-02-07,0.1,CLIC
2014-02-08,0.2,CLIC
2014-02-09,2.4,CLIC
2014-02-10,2.7,CLIC
2014-02-11,2.4,CLIC
2014-02-12,1.18,CLIC
2014-02-13,2.47,CLIC
2014-02-14,3.55,CLIC
2014-02-15,4.4,CLIC
2014-02-16,1.3,CLIC
2014-02-17,4,CLIC
2014-02-18,2.9,CLIC
2014-02-19,3.1,CLIC
2014-02-20,6.25,CLIC
2014-02-21,4.95,CLIC
2014-02-22,1.5,CLIC
2014-02-23,1.35,CLIC
2014-02-24,0.05,CLIC
2014-02-25,1.25,CLIC
2014-02-26,1.35,CLIC
2014-02-27,2.35,CLIC
2014-02-28,2.45,CLIC
2014-03-01,3.7,CLIC
2014-03-02,3.2,CLIC
2014-03-03,1.9,CLIC
2014-03-04,0.4,CLIC
2014-03-05,1.6,CLIC
2014-03-06,0.5,CLIC
2014-03-07,2.5,CLIC
2014-03-08,0.2,CLIC
2014-03-09,0.45,CLIC
2014-03-10,0.35,CLIC
2014-03-11,2.8,CLIC
2014-03-12,6.35,CLIC
2014-03-13,4.05,CLIC
2014-03-14,2.4,CLIC
2014-03-15,5.5,CLIC
2014-03-16,6.2,CLIC
2014-03-17,3.8,CLIC
2014-03-18,4.7,CLIC
2014-03-19,1.95,CLIC
2014-03-20,0.25,CLIC
2014-03-21,1.8,CLIC
2014-03-22,3.6,CLIC
2014-03-23,0.84,CLIC
2014-03-24,3.16,CLIC
2014-03-25,1.9,CLIC
2014-03-26,1.1,CLIC
2014-03-27,2.7,CLIC
2014-03-28,6.3,CLIC
2014-03-29,5.5,CLIC
2014-03-30,4.79,CLIC
2014-03-31,4.13,CLIC
2014-04-01,4.3,CLIC
2014-04-02,6,CLIC
2014-04-03,7,CLIC
2014-04-04,3.4,CLIC
2014-04-05,1.3,CLIC
2014-04-06,2.7,CLIC
2014-04-07,3.9,CLIC
2014-04-08,7.5,CLIC
2014-04-09,4.5,CLIC
2014-04-10,3.8,CLIC
2014-04-11,5.5,CLIC
2014-04-12,5.7,CLIC
2014-04-13,2.3,CLIC
2014-04-14,10.2,CLIC
2014-04-15,4.5,CLIC
2014-04-16,3.6,CLIC
2014-04-17,3.1,CLIC
2014-04-18,3.55,CLIC
2014-04-19,1.25,CLIC
2014-04-20,1.9,CLIC
2014-04-21,0.6,CLIC
2014-04-22,2.8,CLIC
2014-04-23,6.5,CLIC
2014-04-24,7,CLIC
2014-04-25,4.91,CLIC
2014-04-26,7.39,CLIC
2014-04-27,6.15,CLIC
2014-04-28,12.25,CLIC
2014-04-29,8.8,CLIC
2014-04-30,3.65,CLIC
2014-05-01,5.2,CLIC
2014-05-02,4.37,CLIC
2014-05-03,4.37,CLIC
2014-05-04,6.34,CLIC
2014-05-05,6.26,CLIC
2014-05-06,8.65,CLIC
2014-05-07,2.95,CLIC
2014-05-08,5.05,CLIC
2014-05-09,8.25,CLIC
2014-05-10,4.3,CLIC
2014-05-11,4.05,CLIC
2014-05-12,14.95,CLIC
2014-05-15,7.8,CLIC
2014-05-16,8.8,CLIC
2014-05-17,6.35,CLIC
2014-05-18,5.25,CLIC
2014-05-19,6.15,CLIC
2014-05-20,8.45,CLIC
2014-05-21,5.75,CLIC
2014-05-22,4.65,CLIC
2014-05-23,2.5,CLIC
2014-05-24,5.95,CLIC
2014-05-25,2.25,CLIC
2014-05-26,3.8,CLIC
2014-05-27,5.65,CLIC
2014-05-28,8.52,CLIC
2014-05-29,5.57,CLIC
2014-05-30,7.26,CLIC
2014-05-31,8.15,CLIC
2014-06-01,4.87,CLIC
2014-06-02,1.63,CLIC
2014-06-03,11,CLIC
2014-06-04,8.1,CLIC
2014-06-05,8.2,CLIC
2014-06-06,6.3,CLIC
2014-06-07,8.4,CLIC
2014-06-08,3.7,CLIC
2014-06-09,6.5,CLIC
2014-06-10,6.16,CLIC
2014-06-11,9.19,CLIC
2014-06-12,8.85,CLIC
2014-06-13,5.85,CLIC
2014-06-14,8.35,CLIC
2014-06-15,6.9,CLIC
2014-06-16,6.3,CLIC
2014-06-17,8.35,CLIC
2014-06-18,7.45,CLIC
2014-06-19,6.4,CLIC
2014-06-20,5.65,CLIC
2014-06-21,6.75,CLIC
2014-06-22,4.2,CLIC
2014-06-23,5.75,CLIC
2014-06-24,3.95,CLIC
2014-06-25,7.4,CLIC
2014-06-26,4.95,CLIC
2014-06-27,5.05,CLIC
2014-06-28,7.19,CLIC
2014-06-29,8.21,CLIC
2014-06-30,9,CLIC
2014-07-01,9.4,CLIC
2014-07-02,9.3,CLIC
2014-07-03,3.45,CLIC
2014-07-04,7.85,CLIC
2014-07-05,6.1,CLIC
2014-07-06,6.86,CLIC
2014-07-07,6.44,CLIC
2014-07-08,7.7,CLIC
2014-07-09,2.85,CLIC
2014-07-10,0.75,CLIC
2014-07-11,4.54,CLIC
2014-07-12,6.56,CLIC
2014-07-13,5.2,CLIC
2014-07-14,5.2,CLIC
2014-07-15,3.25,CLIC
2014-07-16,11.25,CLIC
2014-07-17,8.15,CLIC
2014-07-18,2.72,CLIC
2014-07-19,5.23,CLIC
2014-07-20,8.8,CLIC
2014-07-21,8.1,CLIC
2014-07-22,9.6,CLIC
2014-07-23,6.5,CLIC
2014-07-24,6.13,CLIC
2014-07-25,9.37,CLIC
2014-07-26,11.05,CLIC
2014-07-27,7.1,CLIC
2014-07-28,9.73,CLIC
2014-07-29,5.06,CLIC
2014-07-30,4.1,CLIC
2014-07-31,8.4,CLIC
2014-08-01,7.8,CLIC
2014-08-02,6.6,CLIC
2014-08-03,4,CLIC
2014-08-04,6.8,CLIC
2014-08-05,8.6,CLIC
2014-08-06,7.4,CLIC
2014-08-07,11.4,CLIC
2014-08-08,1.85,CLIC
2014-08-09,4.35,CLIC
2014-08-10,7.8,CLIC
2014-08-11,8.1,CLIC
2014-08-12,8.15,CLIC
2014-08-13,7.15,CLIC
2014-08-14,7.3,CLIC
2014-08-15,4.5,CLIC
2014-08-16,7.3,CLIC
2014-08-17,10.4,CLIC
2014-08-18,8.8,CLIC
2014-08-19,8.8,CLIC
2014-08-20,9.5,CLIC
2014-08-21,9.1,CLIC
2014-08-22,8.3,CLIC
2014-08-23,7.35,CLIC
2014-08-24,9.55,CLIC
2014-08-25,7.1,CLIC
2014-08-26,8.85,CLIC
2014-08-27,7.75,CLIC
2014-08-28,7.64,CLIC
2014-08-29,7.54,CLIC
2014-08-30,10.12,CLIC
2014-08-31,8.1,CLIC
2014-09-01,7.05,CLIC
2014-09-02,5.35,CLIC
2014-09-03,6.2,CLIC
2014-09-04,0.55,CLIC
2014-09-05,4.75,CLIC
2014-09-06,4,CLIC
2014-09-07,8.7,CLIC
2014-09-08,5.45,CLIC
2014-09-09,8.85,CLIC
