Estación: ,C19082,ARAMBERRI 2. ARAMBERRI
1977-01-03,4.3,CLIC
1977-01-04,4.7,CLIC
1977-01-05,3.8,CLIC
1977-01-06,4.3,CLIC
1977-01-07,4.7,CLIC
1977-01-08,5.3,CLIC
1977-01-09,2.9,CLIC
1977-01-10,2.2,CLIC
1977-01-11,3.1,CLIC
1977-01-12,2.9,CLIC
1977-01-13,3,CLIC
1977-01-14,4.9,CLIC
1977-01-15,3.1,CLIC
1977-01-16,3.9,CLIC
1977-01-17,3.2,CLIC
1977-01-18,2.8,CLIC
1977-01-19,4.9,CLIC
1977-01-20,4.1,CLIC
1977-01-21,2.1,CLIC
1977-01-22,4.4,CLIC
1977-01-23,4.5,CLIC
1977-01-24,3.9,CLIC
1977-01-25,3,CLIC
1977-01-26,3.9,CLIC
1977-01-27,3.4,CLIC
1977-01-28,3.8,CLIC
1977-01-29,2.9,CLIC
1977-01-30,3.9,CLIC
1977-01-31,3.2,CLIC
1977-02-01,4.1,CLIC
1977-02-02,2.9,CLIC
1977-02-03,3,CLIC
1977-02-04,4.4,CLIC
1977-02-05,4.4,CLIC
1977-02-06,3,CLIC
1977-02-07,4.4,CLIC
1977-02-08,4.8,CLIC
1977-02-09,3.7,CLIC
1977-02-10,5,CLIC
1977-02-11,2.1,CLIC
1977-02-12,4.4,CLIC
1977-02-13,3.8,CLIC
1977-02-14,2.8,CLIC
1977-02-15,3.2,CLIC
1977-02-16,4.7,CLIC
1977-02-17,5.1,CLIC
1977-02-18,3,CLIC
1977-02-19,4.1,CLIC
1977-02-20,4.6,CLIC
1977-02-21,7.4,CLIC
1977-02-22,10.8,CLIC
1977-02-23,11.3,CLIC
1977-02-24,11.6,CLIC
1977-02-25,9.2,CLIC
1977-02-26,6.5,CLIC
1977-02-27,2.4,CLIC
1977-02-28,3,CLIC
1977-03-01,3,CLIC
1977-03-02,5,CLIC
1977-03-03,3,CLIC
1977-03-04,3.9,CLIC
1977-03-05,3.6,CLIC
1977-03-06,2.2,CLIC
1977-03-07,5.2,CLIC
1977-03-08,4.4,CLIC
1977-03-09,12.5,CLIC
1977-03-10,12.9,CLIC
1977-03-11,4.4,CLIC
1977-03-12,12.6,CLIC
1977-03-13,9.9,CLIC
1977-03-14,6.1,CLIC
1977-03-15,9.1,CLIC
1977-03-16,11.8,CLIC
1977-03-17,12.1,CLIC
1977-03-18,10.9,CLIC
1977-03-19,8.2,CLIC
1977-03-20,6.1,CLIC
1977-03-21,6.4,CLIC
1977-03-22,5.3,CLIC
1977-03-23,5.1,CLIC
1977-03-24,4.9,CLIC
1977-03-25,6.5,CLIC
1977-03-26,11.4,CLIC
1977-03-27,8.1,CLIC
1977-03-28,8.9,CLIC
1977-03-29,5.9,CLIC
1977-03-30,9.9,CLIC
1977-03-31,7.9,CLIC
1977-04-01,8.4,CLIC
1977-04-02,12.9,CLIC
1977-04-03,11.1,CLIC
1977-04-04,4.6,CLIC
1977-04-05,4.5,CLIC
1977-04-06,4.5,CLIC
1977-04-07,5.3,CLIC
1977-04-08,5.2,CLIC
1977-04-09,5.8,CLIC
1977-04-10,4.2,CLIC
1977-04-11,3.2,CLIC
1977-04-12,2.5,CLIC
1977-04-13,3.4,CLIC
1977-04-14,4.1,CLIC
1977-04-15,5.8,CLIC
1977-04-16,5.5,CLIC
1977-04-17,7.4,CLIC
1977-04-18,4.2,CLIC
1977-04-19,5.9,CLIC
1977-04-20,8.9,CLIC
1977-04-21,4.2,CLIC
1977-04-22,5.9,CLIC
1977-04-23,4.3,CLIC
1977-04-24,4.3,CLIC
1977-04-25,3.6,CLIC
1977-04-26,4.1,CLIC
1977-04-27,5.6,CLIC
1977-04-28,6.1,CLIC
1977-04-29,4.9,CLIC
1977-04-30,5.2,CLIC
1977-05-01,6.9,CLIC
1977-05-02,10.8,CLIC
1977-05-03,10.5,CLIC
1977-05-04,7.9,CLIC
1977-05-05,8.6,CLIC
1977-05-06,4.4,CLIC
1977-05-07,3.6,CLIC
1977-05-08,7.6,CLIC
1977-05-09,9.3,CLIC
1977-05-10,9.2,CLIC
1977-05-11,4,CLIC
1977-05-12,3.6,CLIC
1977-05-13,3.1,CLIC
1977-05-14,6.4,CLIC
1977-05-15,10.4,CLIC
1977-05-16,9.6,CLIC
1977-05-17,7,CLIC
1977-05-18,6.7,CLIC
1977-05-19,5.9,CLIC
1977-05-20,5.9,CLIC
1977-05-21,6.4,CLIC
1977-05-22,7.6,CLIC
1977-05-23,8.9,CLIC
1977-05-24,7.3,CLIC
1977-05-25,8.2,CLIC
1977-05-26,7.1,CLIC
1977-05-27,9.4,CLIC
1977-05-28,10.3,CLIC
1977-05-29,7.9,CLIC
1977-05-30,6.1,CLIC
1977-05-31,9.8,CLIC
1977-06-01,8.1,CLIC
1977-06-02,7.9,CLIC
1977-06-03,7,CLIC
1977-06-04,5.4,CLIC
1977-06-05,7.2,CLIC
1977-06-06,7.5,CLIC
1977-06-07,5.5,CLIC
1977-06-08,6.7,CLIC
1977-06-09,7.8,CLIC
1977-06-10,5.8,CLIC
1977-06-11,8.2,CLIC
1977-06-12,6.1,CLIC
1977-06-13,6,CLIC
1977-06-14,7.3,CLIC
1977-06-15,7.9,CLIC
1977-06-16,7.1,CLIC
1977-06-17,9.3,CLIC
1977-06-18,8.3,CLIC
1977-06-19,7,CLIC
1977-06-20,7.3,CLIC
1977-06-21,4.3,CLIC
1977-06-22,5.1,CLIC
1977-06-23,0.9,CLIC
1977-06-24,6.5,CLIC
1977-06-25,8.1,CLIC
1977-06-26,6.8,CLIC
1977-06-27,8.8,CLIC
1977-06-28,5.4,CLIC
1977-06-29,6.1,CLIC
1977-06-30,6.2,CLIC
1977-07-01,7.1,CLIC
1977-07-02,9.7,CLIC
1977-07-03,10.8,CLIC
1977-07-04,7.2,CLIC
1977-07-05,7.1,CLIC
1977-07-06,8.4,CLIC
1977-07-07,7.1,CLIC
1977-07-08,12.6,CLIC
1977-07-09,13.3,CLIC
1977-07-10,10.5,CLIC
1977-07-11,6.8,CLIC
1977-07-12,8,CLIC
1977-07-13,8.1,CLIC
1977-07-14,8.1,CLIC
1977-07-15,6.8,CLIC
1977-07-16,9.2,CLIC
1977-07-17,7.7,CLIC
1977-07-18,8.1,CLIC
1977-07-19,9.1,CLIC
1977-07-20,8.8,CLIC
1977-07-21,6.1,CLIC
1977-07-22,5.9,CLIC
1977-07-23,7.4,CLIC
1977-07-24,6.7,CLIC
1977-07-25,7,CLIC
1977-07-26,7.4,CLIC
1977-07-27,7.5,CLIC
1977-07-28,7.3,CLIC
1977-07-29,7.7,CLIC
1977-07-30,9.2,CLIC
1977-07-31,6.9,CLIC
1977-08-01,5.5,CLIC
1977-08-02,7.2,CLIC
1977-08-03,6,CLIC
1977-08-04,11,CLIC
1977-08-05,8.3,CLIC
1977-08-06,4.1,CLIC
1977-08-07,4.4,CLIC
1977-08-08,9.3,CLIC
1977-08-09,8.1,CLIC
1977-08-10,6.4,CLIC
1977-08-11,5.9,CLIC
1977-08-12,8.5,CLIC
1977-08-13,5.9,CLIC
1977-08-14,5.4,CLIC
1977-08-15,5.1,CLIC
1977-08-16,8,CLIC
1977-08-17,8.7,CLIC
1977-08-18,7.4,CLIC
1977-08-19,8,CLIC
1977-08-20,9,CLIC
1977-08-21,9,CLIC
1977-08-22,4.2,CLIC
1977-08-23,10.7,CLIC
1977-08-24,10.5,CLIC
1977-08-25,8.2,CLIC
1977-08-26,7.9,CLIC
1977-08-27,10.5,CLIC
1977-08-28,5.4,CLIC
1977-08-29,3.4,CLIC
1977-08-30,5.1,CLIC
1977-08-31,6.3,CLIC
1977-09-03,5.6,CLIC
1977-09-04,6,CLIC
1977-09-05,6.2,CLIC
1977-09-06,7.9,CLIC
1977-09-07,8.6,CLIC
1977-09-08,8.5,CLIC
1977-09-09,8.3,CLIC
1977-09-10,5.2,CLIC
1977-09-11,7.1,CLIC
1977-09-12,6.6,CLIC
1977-09-13,7.3,CLIC
1977-09-14,5,CLIC
1977-09-15,5.3,CLIC
1977-09-16,5.5,CLIC
1977-09-17,6.1,CLIC
1977-09-18,8.8,CLIC
1977-09-19,8.1,CLIC
1977-09-20,7.2,CLIC
1977-09-21,8.5,CLIC
1977-09-22,8.4,CLIC
1977-09-23,10.1,CLIC
1977-09-24,6.6,CLIC
1977-09-25,5.3,CLIC
1977-09-26,5.4,CLIC
1977-09-27,7.6,CLIC
1977-09-28,7.8,CLIC
1977-09-29,9.3,CLIC
1977-09-30,8.1,CLIC
1977-10-01,9.7,CLIC
1977-10-02,6.2,CLIC
1977-10-03,4.7,CLIC
1977-10-04,5.7,CLIC
1977-10-05,4.1,CLIC
1977-10-06,5.1,CLIC
1977-10-07,5.9,CLIC
1977-10-08,7.3,CLIC
1977-10-09,6.7,CLIC
1977-10-10,6.1,CLIC
1977-10-11,5.2,CLIC
1977-10-12,4.3,CLIC
1977-10-13,4,CLIC
1977-10-14,6.8,CLIC
1977-10-15,4.1,CLIC
1977-10-16,4.2,CLIC
1977-10-17,4.6,CLIC
1977-10-18,4.4,CLIC
1977-10-19,5.6,CLIC
1977-10-20,5.8,CLIC
1977-10-21,5.9,CLIC
1977-10-22,4.1,CLIC
1977-10-23,4,CLIC
1977-10-24,3.5,CLIC
1977-10-25,2,CLIC
1977-10-26,2.3,CLIC
1977-10-27,2,CLIC
1977-10-28,2,CLIC
1977-10-29,5.8,CLIC
1977-10-30,4.2,CLIC
1977-10-31,3.9,CLIC
1977-11-01,11.9,CLIC
1977-11-02,8.5,CLIC
1977-11-03,3.2,CLIC
1977-11-04,2.5,CLIC
1977-11-05,3.4,CLIC
1977-11-06,4.9,CLIC
1977-11-07,4.3,CLIC
1977-11-08,3.2,CLIC
1977-11-09,3.6,CLIC
1977-11-10,2.5,CLIC
1977-11-11,3.6,CLIC
1977-11-12,4.1,CLIC
1977-11-13,2.5,CLIC
1977-11-14,3,CLIC
1977-11-15,2.4,CLIC
1977-11-16,3,CLIC
1977-11-17,2.8,CLIC
1977-11-18,5.3,CLIC
1977-11-19,4.3,CLIC
1977-11-20,4.8,CLIC
1977-11-21,4,CLIC
1977-11-22,5.1,CLIC
1977-11-23,4.1,CLIC
1977-11-24,6.3,CLIC
1977-11-25,4.1,CLIC
1977-11-26,3.6,CLIC
1977-11-27,5.3,CLIC
1977-11-28,5.6,CLIC
1977-11-29,4.9,CLIC
1977-11-30,3.2,CLIC
1977-12-01,4,CLIC
1977-12-02,4.3,CLIC
1977-12-03,7,CLIC
1977-12-04,5.5,CLIC
1977-12-05,5.1,CLIC
1977-12-06,5,CLIC
1977-12-07,5.9,CLIC
1977-12-08,4.8,CLIC
1977-12-09,4.1,CLIC
1977-12-10,6.3,CLIC
1977-12-11,4.7,CLIC
1977-12-12,5.4,CLIC
1977-12-13,5.5,CLIC
1977-12-14,4.1,CLIC
1977-12-15,5.4,CLIC
1977-12-16,6.6,CLIC
1977-12-17,4.2,CLIC
1977-12-18,5,CLIC
1977-12-19,5.9,CLIC
1977-12-20,3.3,CLIC
1977-12-21,4,CLIC
1977-12-22,4.2,CLIC
1977-12-23,5.2,CLIC
1977-12-24,4.7,CLIC
1977-12-25,5.4,CLIC
1977-12-26,4.6,CLIC
1977-12-27,3.4,CLIC
1977-12-28,4,CLIC
1977-12-29,3.6,CLIC
1977-12-30,5.1,CLIC
1977-12-31,3.9,CLIC
1978-01-01,5,CLIC
1978-01-02,4.9,CLIC
1978-01-03,4.2,CLIC
1978-01-04,3.3,CLIC
1978-01-05,4.9,CLIC
1978-01-06,5.6,CLIC
1978-01-07,4.8,CLIC
1978-01-08,4.5,CLIC
1978-01-09,5.1,CLIC
1978-01-10,5,CLIC
1978-01-11,4.4,CLIC
1978-01-12,5.9,CLIC
1978-01-13,4.1,CLIC
1978-01-14,4.6,CLIC
1978-01-15,6.8,CLIC
1978-01-16,4,CLIC
1978-01-17,3.9,CLIC
1978-01-18,3.8,CLIC
1978-01-19,3.8,CLIC
1978-01-20,3,CLIC
1978-01-21,3.8,CLIC
1978-01-22,5.8,CLIC
1978-01-23,5.6,CLIC
1978-01-24,4.7,CLIC
1978-01-25,3.9,CLIC
1978-01-26,3.4,CLIC
1978-01-27,4.7,CLIC
1978-01-28,4,CLIC
1978-01-29,3.4,CLIC
1978-01-30,4.6,CLIC
1978-01-31,3.3,CLIC
1978-02-01,2.9,CLIC
1978-02-02,3.2,CLIC
1978-02-03,3.4,CLIC
1978-02-04,4,CLIC
1978-02-05,4.3,CLIC
1978-02-06,3.8,CLIC
1978-02-07,4.6,CLIC
1978-02-08,3.2,CLIC
1978-02-09,3.8,CLIC
1978-02-10,4.7,CLIC
1978-02-11,3.5,CLIC
1978-02-12,8,CLIC
1978-02-13,8.2,CLIC
1978-02-14,4.2,CLIC
1978-02-15,5.5,CLIC
1978-02-16,5.4,CLIC
1978-02-17,5.9,CLIC
1978-02-18,7.8,CLIC
1978-02-19,7.2,CLIC
1978-02-20,3.7,CLIC
1978-02-21,3.8,CLIC
1978-02-22,3.7,CLIC
1978-02-23,4,CLIC
1978-02-24,3.8,CLIC
1978-02-25,7.7,CLIC
1978-02-26,6.3,CLIC
1978-02-27,7.2,CLIC
1978-02-28,5.5,CLIC
1978-03-01,12.1,CLIC
1978-03-02,6.2,CLIC
1978-03-03,4,CLIC
1978-03-04,7.5,CLIC
1978-03-05,5.3,CLIC
1978-03-06,4.3,CLIC
1978-03-07,3.8,CLIC
1978-03-08,7.8,CLIC
1978-03-09,8.5,CLIC
1978-03-10,8.5,CLIC
1978-03-11,7.4,CLIC
1978-03-12,8.7,CLIC
1978-03-13,8,CLIC
1978-03-14,6.4,CLIC
1978-03-15,6.6,CLIC
1978-03-16,7,CLIC
1978-03-17,6.4,CLIC
1978-03-18,5.7,CLIC
1978-03-19,5.6,CLIC
1978-03-20,5.4,CLIC
1978-03-21,4.3,CLIC
1978-03-22,5.6,CLIC
1978-03-23,6.8,CLIC
1978-03-24,5.3,CLIC
1978-03-25,0.3,CLIC
1978-03-26,5.1,CLIC
1978-03-27,8.9,CLIC
1978-03-28,6.4,CLIC
1978-03-29,6.5,CLIC
1978-03-30,6.5,CLIC
1978-03-31,0.1,CLIC
1978-04-01,4.4,CLIC
1978-04-02,6.2,CLIC
1978-04-03,7.1,CLIC
1978-04-04,5.8,CLIC
1978-04-05,6.3,CLIC
1978-04-06,5.3,CLIC
1978-04-07,6.4,CLIC
1978-04-08,5.9,CLIC
1978-04-09,7,CLIC
1978-04-10,6.7,CLIC
1978-04-11,4.5,CLIC
1978-04-12,4.8,CLIC
1978-04-13,4.6,CLIC
1978-04-14,5.3,CLIC
1978-04-15,7.6,CLIC
1978-04-16,6.3,CLIC
1978-04-17,5.7,CLIC
1978-04-18,5.4,CLIC
1978-04-19,5.2,CLIC
1978-04-20,5.9,CLIC
1978-04-21,4.4,CLIC
1978-04-22,7.5,CLIC
1978-04-23,6.4,CLIC
1978-04-24,5.5,CLIC
1978-04-25,6.3,CLIC
1978-04-26,5.2,CLIC
1978-04-27,4.9,CLIC
1978-04-28,4.6,CLIC
1978-04-29,7.7,CLIC
1978-04-30,8.6,CLIC
