Estación: ,C19039,LAS ENRAMADAS.
1953-04-02,6.7,CLIC
1953-04-03,6.3,CLIC
1953-04-04,5.2,CLIC
1953-04-05,9.4,CLIC
1953-04-06,9.9,CLIC
1953-04-07,7.7,CLIC
1953-04-08,8.6,CLIC
1953-04-09,6.4,CLIC
1953-04-10,5.6,CLIC
1953-04-11,5.4,CLIC
1953-04-12,7.3,CLIC
1953-04-13,5.9,CLIC
1953-04-14,5.3,CLIC
1953-04-15,7.9,CLIC
1953-04-16,4.8,CLIC
1953-04-17,8,CLIC
1953-04-18,5,CLIC
1953-04-19,8,CLIC
1953-04-20,8.4,CLIC
1953-04-21,5.2,CLIC
1953-04-22,4.2,CLIC
1953-04-23,7.9,CLIC
1953-04-24,8,CLIC
1953-04-25,7,CLIC
1953-04-26,5,CLIC
1953-04-27,7.9,CLIC
1953-04-28,8.1,CLIC
1953-04-29,9,CLIC
1953-04-30,9.9,CLIC
1953-05-01,7.1,CLIC
1953-05-02,9,CLIC
1953-05-03,8.6,CLIC
1953-05-04,6.9,CLIC
1953-05-05,4.6,CLIC
1953-05-06,10.3,CLIC
1953-05-07,9.1,CLIC
1953-05-08,9.1,CLIC
1953-05-09,7.2,CLIC
1953-05-10,10.6,CLIC
1953-05-11,8.1,CLIC
1953-05-12,10.1,CLIC
1953-05-13,8.2,CLIC
1953-05-14,4.1,CLIC
1953-05-15,2,CLIC
1953-05-16,6.8,CLIC
1953-05-17,10.2,CLIC
1953-05-18,9,CLIC
1953-05-19,3.7,CLIC
1953-05-20,9.3,CLIC
1953-05-21,9.1,CLIC
1953-05-22,7.8,CLIC
1953-05-23,8.5,CLIC
1953-05-24,9.3,CLIC
1953-05-25,10.9,CLIC
1953-05-26,8.1,CLIC
1953-05-27,9.5,CLIC
1953-05-28,7.4,CLIC
1953-05-29,11.4,CLIC
1953-05-30,10.4,CLIC
1953-05-31,11.3,CLIC
1953-06-01,8.3,CLIC
1953-06-02,6.4,CLIC
1953-06-03,10.5,CLIC
1953-06-04,10.5,CLIC
1953-06-05,9.4,CLIC
1953-06-06,8.4,CLIC
1953-06-07,10,CLIC
1953-06-08,10.4,CLIC
1953-06-09,10.8,CLIC
1953-06-10,9.7,CLIC
1953-06-11,12.7,CLIC
1953-06-12,10.7,CLIC
1953-06-13,10,CLIC
1953-06-14,9.9,CLIC
1953-06-15,11,CLIC
1953-06-16,10.5,CLIC
1953-06-17,10.4,CLIC
1953-06-18,13.6,CLIC
1953-06-19,7.8,CLIC
1953-06-20,8.5,CLIC
1953-06-21,8.8,CLIC
1953-06-22,6.8,CLIC
1953-06-23,8.5,CLIC
1953-06-24,9,CLIC
1953-06-25,7.8,CLIC
1953-06-26,9.1,CLIC
1953-06-27,8.5,CLIC
1953-06-28,9.5,CLIC
1953-06-29,8.8,CLIC
1953-06-30,8.9,CLIC
1953-07-01,5.8,CLIC
1953-07-02,8.6,CLIC
1953-07-03,11.3,CLIC
1953-07-04,9.5,CLIC
1953-07-05,11.3,CLIC
1953-07-06,9,CLIC
1953-07-07,12,CLIC
1953-07-08,10.4,CLIC
1953-07-09,11.4,CLIC
1953-07-10,11,CLIC
1953-07-11,10.6,CLIC
1953-07-12,9.6,CLIC
1953-07-13,9,CLIC
1953-07-14,11.2,CLIC
1953-07-15,13.2,CLIC
1953-07-16,11,CLIC
1953-07-17,12,CLIC
1953-07-18,11,CLIC
1953-07-19,10,CLIC
1953-07-20,12,CLIC
1953-07-21,11.1,CLIC
1953-07-22,8.1,CLIC
1953-07-23,12.1,CLIC
1953-07-24,9,CLIC
1953-07-25,11.3,CLIC
1953-07-26,11,CLIC
1953-07-27,13.2,CLIC
1953-07-28,9,CLIC
1953-07-29,10,CLIC
1953-07-30,12,CLIC
1953-07-31,11,CLIC
1953-08-01,10.8,CLIC
1953-08-02,11,CLIC
1953-08-03,10.2,CLIC
1953-08-04,10.2,CLIC
1953-08-05,9.4,CLIC
1953-08-06,8.7,CLIC
1953-08-07,10.4,CLIC
1953-08-08,9.4,CLIC
1953-08-09,10.7,CLIC
1953-08-10,9.9,CLIC
1953-08-11,10,CLIC
1953-08-12,9,CLIC
1953-08-13,9.2,CLIC
1953-08-14,9.1,CLIC
1953-08-15,10.1,CLIC
1953-08-16,8.3,CLIC
1953-08-17,10.9,CLIC
1953-08-18,8.2,CLIC
1953-08-19,9.8,CLIC
1953-08-20,7,CLIC
1953-08-21,6.8,CLIC
1953-08-22,6,CLIC
1953-08-23,6.1,CLIC
1953-08-24,6.7,CLIC
1953-08-25,4,CLIC
1953-08-26,4.1,CLIC
1953-08-27,5.1,CLIC
1953-08-28,3.9,CLIC
1953-08-29,5.4,CLIC
1953-08-30,7,CLIC
1953-08-31,5.2,CLIC
1953-09-01,4.2,CLIC
1953-09-02,6.7,CLIC
1953-09-03,4.9,CLIC
1953-09-04,10,CLIC
1953-09-05,3,CLIC
1953-09-06,6.6,CLIC
1953-09-07,7.8,CLIC
1953-09-08,4.8,CLIC
1953-09-09,5.4,CLIC
1953-09-10,7.4,CLIC
1953-09-11,5.4,CLIC
1953-09-12,6,CLIC
1953-09-13,5.5,CLIC
1953-09-14,7.7,CLIC
1953-09-15,5,CLIC
1953-09-16,7.9,CLIC
1953-09-17,7.8,CLIC
1953-09-18,6.9,CLIC
1953-09-19,5.2,CLIC
1953-09-20,3.7,CLIC
1953-09-21,5.8,CLIC
1953-09-22,6.6,CLIC
1953-09-23,6.5,CLIC
1953-09-24,6.3,CLIC
1953-09-25,5.9,CLIC
1953-09-26,8.3,CLIC
1953-09-27,6.3,CLIC
1953-09-28,5.6,CLIC
1953-09-29,5.8,CLIC
1953-09-30,4.9,CLIC
1953-10-01,4.9,CLIC
1953-10-02,5.8,CLIC
1953-10-03,3.7,CLIC
1953-10-04,2.1,CLIC
1953-10-05,0.7,CLIC
1953-10-06,3,CLIC
1953-10-07,5,CLIC
1953-10-08,3.6,CLIC
1953-10-09,3,CLIC
1953-10-10,5.2,CLIC
1953-10-11,4,CLIC
1953-10-12,3.9,CLIC
1953-10-13,3.6,CLIC
1953-10-14,4.3,CLIC
1953-10-15,4,CLIC
1953-10-21,4.9,CLIC
1953-10-22,3,CLIC
1953-10-23,2.7,CLIC
1953-10-24,1.1,CLIC
1953-10-25,1.5,CLIC
1953-10-26,3.1,CLIC
1953-10-27,1,CLIC
1953-10-28,2,CLIC
1953-10-29,2.8,CLIC
1953-10-30,1.2,CLIC
1953-10-31,2.4,CLIC
1953-11-01,0.2,CLIC
1953-11-02,1.9,CLIC
1953-11-03,2.4,CLIC
1953-11-04,1.2,CLIC
1953-11-05,1.4,CLIC
1953-11-06,0.4,CLIC
1953-11-07,2.2,CLIC
1953-11-08,2.6,CLIC
1953-11-09,3,CLIC
1953-11-10,1.1,CLIC
1953-11-11,2.8,CLIC
1953-11-12,2.7,CLIC
1953-11-13,2.2,CLIC
1953-11-14,2,CLIC
1953-11-15,0.3,CLIC
1953-11-16,1.2,CLIC
1953-11-17,1.2,CLIC
1953-11-18,1.7,CLIC
1953-11-19,5.3,CLIC
1953-11-20,1.4,CLIC
1953-11-21,3.3,CLIC
1953-11-22,1,CLIC
1953-11-23,2.4,CLIC
1953-11-24,3.7,CLIC
1953-11-25,2.4,CLIC
1953-11-26,3.8,CLIC
1953-11-27,1.5,CLIC
1953-11-28,1.9,CLIC
1953-11-29,2.8,CLIC
1953-11-30,2.4,CLIC
1953-12-01,3.6,CLIC
1953-12-02,2.7,CLIC
1953-12-03,1.7,CLIC
1953-12-04,4.6,CLIC
1953-12-05,5.1,CLIC
1953-12-06,1.4,CLIC
1953-12-07,1.3,CLIC
1953-12-08,0.8,CLIC
1953-12-09,2.3,CLIC
1953-12-10,1.9,CLIC
1953-12-11,1,CLIC
1953-12-12,3.4,CLIC
1953-12-13,3.6,CLIC
1953-12-14,1.5,CLIC
1953-12-15,2,CLIC
1953-12-16,0.6,CLIC
1953-12-17,2.1,CLIC
1953-12-18,2,CLIC
1953-12-19,1.1,CLIC
1953-12-20,2.5,CLIC
1953-12-21,3.3,CLIC
1953-12-22,3.6,CLIC
1953-12-23,2.3,CLIC
1953-12-24,3.3,CLIC
1953-12-25,2.3,CLIC
1953-12-26,2,CLIC
1953-12-27,1.5,CLIC
1953-12-28,1.9,CLIC
1953-12-29,3.5,CLIC
1953-12-30,1.8,CLIC
1953-12-31,1,CLIC
1954-01-01,2.8,CLIC
1954-01-02,2,CLIC
1954-01-03,3.2,CLIC
1954-01-04,2.6,CLIC
1954-01-05,2.3,CLIC
1954-01-06,3.1,CLIC
1954-01-07,2.4,CLIC
1954-01-08,3.3,CLIC
1954-01-09,3.1,CLIC
1954-01-10,3.1,CLIC
1954-01-11,3.1,CLIC
1954-01-12,2.6,CLIC
1954-01-13,2.1,CLIC
1954-01-14,1.1,CLIC
1954-01-15,1.2,CLIC
1954-01-16,2.1,CLIC
1954-01-17,2.3,CLIC
1954-01-18,4.4,CLIC
1954-01-19,1.2,CLIC
1954-01-20,3,CLIC
1954-01-21,1.5,CLIC
1954-01-22,2.8,CLIC
1954-01-23,2.3,CLIC
1954-01-24,5.7,CLIC
1954-01-25,3.4,CLIC
1954-01-26,2.2,CLIC
1954-01-27,2.3,CLIC
1954-01-28,2.3,CLIC
1954-01-29,3.1,CLIC
1954-01-30,3.1,CLIC
1954-01-31,2.1,CLIC
1954-02-01,1.6,CLIC
1954-02-02,2.2,CLIC
1954-02-03,2.6,CLIC
1954-02-04,1,CLIC
1954-02-05,2.6,CLIC
1954-02-06,0.4,CLIC
1954-02-07,2.6,CLIC
1954-02-08,3.4,CLIC
1954-02-09,4,CLIC
1954-02-10,5.8,CLIC
1954-02-11,5.4,CLIC
1954-02-12,3.2,CLIC
1954-02-13,2.7,CLIC
1954-02-14,4.7,CLIC
1954-02-15,4.1,CLIC
1954-02-16,5.7,CLIC
1954-02-17,3.9,CLIC
1954-02-18,3.6,CLIC
1954-02-19,8.8,CLIC
1954-02-20,5.7,CLIC
1954-02-21,4,CLIC
1954-02-22,3.1,CLIC
1954-02-23,2.8,CLIC
1954-02-24,3.8,CLIC
1954-02-25,5.7,CLIC
1954-02-26,7.8,CLIC
1954-02-27,9,CLIC
1954-02-28,6.6,CLIC
1954-03-01,4.1,CLIC
1954-03-02,8.5,CLIC
1954-03-03,3.7,CLIC
1954-03-04,2.8,CLIC
1954-03-05,3,CLIC
1954-03-06,4,CLIC
1954-03-07,3.9,CLIC
1954-03-08,4.5,CLIC
1954-03-09,3.3,CLIC
1954-03-10,6.9,CLIC
1954-03-11,8.7,CLIC
1954-03-12,7.3,CLIC
1954-03-13,4,CLIC
1954-03-14,2.2,CLIC
1954-03-15,5.5,CLIC
1954-03-16,1.5,CLIC
1954-03-17,5.8,CLIC
1954-03-18,2.4,CLIC
1954-03-19,6.1,CLIC
1954-03-20,4.1,CLIC
1954-03-21,9.3,CLIC
1954-03-22,4.9,CLIC
1954-03-23,4.4,CLIC
1954-03-24,5.6,CLIC
1954-03-25,7.2,CLIC
1954-03-26,4.2,CLIC
1954-03-27,5.9,CLIC
1954-03-28,5.2,CLIC
1954-03-29,7.1,CLIC
1954-03-30,8.3,CLIC
1954-03-31,10.1,CLIC
1954-04-01,4.9,CLIC
1954-04-02,5.1,CLIC
1954-04-03,3.4,CLIC
1954-04-04,7,CLIC
1954-04-05,6.7,CLIC
1954-04-06,6.3,CLIC
1954-04-07,7.2,CLIC
1954-04-08,7.8,CLIC
1954-04-09,6.6,CLIC
1954-04-10,3.6,CLIC
1954-04-11,7.7,CLIC
1954-04-12,3.4,CLIC
1954-04-13,3.4,CLIC
1954-04-14,4.4,CLIC
1954-04-15,3.9,CLIC
1954-04-16,3.4,CLIC
1954-04-17,6.4,CLIC
1954-04-18,5.6,CLIC
1954-04-19,7.2,CLIC
1954-04-20,5.7,CLIC
1954-04-21,6.6,CLIC
1954-04-22,7.1,CLIC
1954-04-23,5.4,CLIC
1954-04-24,3.8,CLIC
1954-04-25,5.1,CLIC
1954-04-26,5.7,CLIC
1954-04-27,5.6,CLIC
1954-04-28,6.8,CLIC
1954-04-29,8.1,CLIC
1954-04-30,7.3,CLIC
1954-05-01,10.9,CLIC
1954-05-02,5.6,CLIC
1954-05-03,6.9,CLIC
1954-05-04,3,CLIC
1954-05-05,4.3,CLIC
1954-05-06,3.2,CLIC
1954-05-07,4.4,CLIC
1954-05-08,7.3,CLIC
1954-05-09,6.9,CLIC
1954-05-10,7.7,CLIC
1954-05-11,9.2,CLIC
1954-05-12,5.8,CLIC
1954-05-13,4,CLIC
1954-05-14,3.9,CLIC
1954-05-15,0.6,CLIC
1954-05-16,9.6,CLIC
1954-05-17,4.1,CLIC
1954-05-18,4.1,CLIC
1954-05-19,2.6,CLIC
1954-05-20,0.3,CLIC
1954-05-21,10.3,CLIC
1954-05-22,2.5,CLIC
1954-05-23,3.6,CLIC
1954-05-24,5,CLIC
1954-05-25,6,CLIC
1954-05-26,4.9,CLIC
1954-05-27,6,CLIC
1954-05-28,8.6,CLIC
1954-05-29,9,CLIC
1954-05-30,6.4,CLIC
1954-05-31,5.9,CLIC
1954-06-01,5.8,CLIC
1954-06-02,8.7,CLIC
1954-06-03,7.5,CLIC
1954-06-04,9.7,CLIC
1954-06-05,10,CLIC
1954-06-06,7.8,CLIC
1954-06-07,7.1,CLIC
1954-06-08,7.1,CLIC
1954-06-09,6.8,CLIC
1954-06-10,6.1,CLIC
1954-06-11,6.7,CLIC
1954-06-12,7.4,CLIC
1954-06-13,6.1,CLIC
1954-06-14,6.1,CLIC
1954-06-15,9.6,CLIC
1954-06-16,8.9,CLIC
1954-06-17,9.4,CLIC
1954-06-18,8,CLIC
1954-06-19,8.8,CLIC
1954-06-20,10.1,CLIC
1954-06-21,9.5,CLIC
1954-06-22,10.1,CLIC
1954-06-23,8.3,CLIC
1954-06-24,6.7,CLIC
1954-06-25,0.6,CLIC
1954-06-26,5.1,CLIC
1954-06-27,7,CLIC
1954-06-28,8.1,CLIC
1954-06-29,9.8,CLIC
1954-06-30,10.9,CLIC
1954-07-01,7.8,CLIC
1954-07-02,5,CLIC
1954-07-03,2.2,CLIC
1954-07-04,7.4,CLIC
1954-07-05,10.6,CLIC
1954-07-06,8.1,CLIC
1954-07-07,9.5,CLIC
1954-07-08,1.9,CLIC
1954-07-09,9.7,CLIC
1954-07-10,10,CLIC
1954-07-11,9.4,CLIC
1954-07-12,9.7,CLIC
1954-07-13,10.4,CLIC
1954-07-14,8.1,CLIC
1954-07-15,6.2,CLIC
1954-07-16,9.1,CLIC
1954-07-17,8.9,CLIC
1954-07-18,10,CLIC
1954-07-19,8.7,CLIC
1954-07-20,7.8,CLIC
1954-07-21,5.9,CLIC
1954-07-22,5.8,CLIC
1954-07-23,5.3,CLIC
1954-07-24,6.1,CLIC
1954-07-25,4.9,CLIC
1954-07-26,6.1,CLIC
1954-07-27,8.8,CLIC
1954-07-28,8,CLIC
1954-07-29,6.6,CLIC
1954-07-30,9.5,CLIC
1954-07-31,7.7,CLIC
1954-08-01,10.1,CLIC
1954-08-02,9.7,CLIC
1954-08-03,7.4,CLIC
1954-08-04,8.1,CLIC
1954-08-05,6.3,CLIC
1954-08-06,7.9,CLIC
1954-08-07,8.1,CLIC
1954-08-08,8.1,CLIC
1954-08-09,7.8,CLIC
1954-08-10,6.7,CLIC
1954-08-11,8.1,CLIC
1954-08-12,8,CLIC
1954-08-13,7.1,CLIC
1954-08-14,7.8,CLIC
1954-08-15,8.4,CLIC
1954-08-16,3.1,CLIC
1954-08-17,4.3,CLIC
1954-08-18,7.3,CLIC
1954-08-19,7.3,CLIC
1954-08-20,9.9,CLIC
1954-08-21,8.1,CLIC
1954-08-22,8.3,CLIC
1954-08-23,10,CLIC
1954-08-24,7.6,CLIC
1954-08-25,7.6,CLIC
1954-08-26,4.9,CLIC
1954-08-27,8,CLIC
1954-08-28,8.5,CLIC
1954-08-29,8.6,CLIC
1954-08-30,6.4,CLIC
1954-08-31,5.4,CLIC
1954-09-01,6.1,CLIC
1954-09-02,7.7,CLIC
1954-09-03,4.9,CLIC
1954-09-04,7.7,CLIC
1954-09-05,8.9,CLIC
1954-09-06,8,CLIC
1954-09-07,4.3,CLIC
1954-09-08,4.9,CLIC
1954-09-09,5.7,CLIC
1954-09-10,6.1,CLIC
1954-09-11,5.9,CLIC
1954-09-12,5.4,CLIC
1954-09-13,6.4,CLIC
1954-09-14,5.6,CLIC
1954-09-15,5.9,CLIC
1954-09-16,6.9,CLIC
1954-09-17,6.8,CLIC
1954-09-18,4.3,CLIC
1954-09-19,6.9,CLIC
1954-09-20,9.6,CLIC
1954-09-21,4.6,CLIC
1954-09-22,4.8,CLIC
1954-09-23,5.1,CLIC
1954-09-24,5.6,CLIC
1954-09-25,11.5,CLIC
1954-09-26,5.2,CLIC
1954-09-27,7.4,CLIC
1954-09-28,4.2,CLIC
1954-09-29,8.1,CLIC
1954-09-30,7,CLIC
1954-10-01,5.3,CLIC
1954-10-02,7,CLIC
1954-10-03,6.2,CLIC
1954-10-04,6.3,CLIC
1954-10-05,7.1,CLIC
1954-10-06,5.2,CLIC
1954-10-07,4.3,CLIC
1954-10-08,4.3,CLIC
1954-10-09,5.2,CLIC
1954-10-10,6.3,CLIC
1954-10-11,8.4,CLIC
1954-10-12,6.4,CLIC
1954-10-13,6.8,CLIC
1954-10-14,5.4,CLIC
1954-10-15,6.5,CLIC
1954-10-16,5.1,CLIC
1954-10-17,5.2,CLIC
1954-10-18,4.9,CLIC
1954-10-19,5,CLIC
1954-10-20,4.6,CLIC
1954-10-21,5.4,CLIC
1954-10-22,7.3,CLIC
1954-10-23,5.4,CLIC
1954-10-24,6,CLIC
1954-10-25,5.4,CLIC
1954-10-26,5,CLIC
1954-10-27,5.4,CLIC
1954-10-28,4.4,CLIC
1954-10-29,4.9,CLIC
1954-10-30,4.2,CLIC
1954-10-31,5.1,CLIC
1954-11-01,2.1,CLIC
1954-11-02,2.8,CLIC
1954-11-03,1.8,CLIC
1954-11-04,5.6,CLIC
1954-11-05,1.6,CLIC
1954-11-06,3,CLIC
1954-11-07,3.7,CLIC
1954-11-08,1.9,CLIC
1954-11-09,1.3,CLIC
1954-11-10,4.1,CLIC
1954-11-11,6.9,CLIC
1954-11-12,5.2,CLIC
1954-11-13,6.9,CLIC
1954-11-14,5.2,CLIC
1954-11-15,3.9,CLIC
1954-11-16,2.8,CLIC
1954-11-17,4.1,CLIC
1954-11-18,3,CLIC
1954-11-19,3.1,CLIC
1954-11-20,3,CLIC
1954-11-21,2.8,CLIC
1954-11-22,3.1,CLIC
1954-11-23,3.5,CLIC
1954-11-24,4.9,CLIC
1954-11-25,3.7,CLIC
1954-11-26,2,CLIC
1954-11-27,3.3,CLIC
1954-11-28,4.7,CLIC
1954-11-29,3.3,CLIC
1954-11-30,1.7,CLIC
1954-12-01,3.2,CLIC
1954-12-02,2.8,CLIC
1954-12-03,2.9,CLIC
1954-12-04,4,CLIC
1954-12-05,6.1,CLIC
1954-12-06,5.8,CLIC
1954-12-07,1.8,CLIC
1954-12-08,3.3,CLIC
1954-12-09,0.5,CLIC
1954-12-10,5.4,CLIC
1954-12-11,5.1,CLIC
1954-12-12,3.4,CLIC
1954-12-13,2.8,CLIC
1954-12-14,3.1,CLIC
1954-12-15,3.1,CLIC
1954-12-16,3.4,CLIC
1954-12-17,3.4,CLIC
1954-12-18,3.1,CLIC
1954-12-19,4.1,CLIC
1954-12-20,2.9,CLIC
1954-12-21,5.2,CLIC
1954-12-22,4.1,CLIC
1954-12-23,3.6,CLIC
1954-12-24,3.5,CLIC
1954-12-25,2.8,CLIC
1954-12-26,3.1,CLIC
1954-12-27,6.8,CLIC
1954-12-28,1.2,CLIC
1954-12-29,1.9,CLIC
1954-12-30,3.1,CLIC
1954-12-31,4,CLIC
1955-01-01,3.2,CLIC
1955-01-02,4.6,CLIC
1955-01-03,3.2,CLIC
1955-01-04,3,CLIC
1955-01-05,4,CLIC
1955-01-06,4.1,CLIC
1955-01-07,2.8,CLIC
1955-01-08,3.2,CLIC
1955-01-09,2.6,CLIC
1955-01-10,4,CLIC
1955-01-11,4.3,CLIC
1955-01-12,3.2,CLIC
1955-01-13,2.1,CLIC
1955-01-14,2.3,CLIC
1955-01-15,2.3,CLIC
1955-01-16,0.1,CLIC
1955-01-17,1.9,CLIC
1955-01-18,3.2,CLIC
1955-01-19,4.7,CLIC
1955-01-20,2.5,CLIC
1955-01-21,2.1,CLIC
1955-01-22,4,CLIC
1955-01-23,3.4,CLIC
1955-01-24,1,CLIC
1955-01-25,3,CLIC
1955-01-26,2.8,CLIC
1955-01-27,3.2,CLIC
1955-01-28,2.2,CLIC
1955-01-29,3.4,CLIC
1955-01-30,3.1,CLIC
1955-01-31,3.4,CLIC
1955-02-01,7.5,CLIC
1955-02-02,4.5,CLIC
1955-02-03,2.4,CLIC
1955-02-04,3.7,CLIC
1955-02-05,3,CLIC
1955-02-06,2.9,CLIC
1955-02-07,3.6,CLIC
1955-02-08,2.9,CLIC
1955-02-09,3.2,CLIC
1955-02-10,3.1,CLIC
1955-02-11,4,CLIC
1955-02-12,3,CLIC
1955-02-13,3.4,CLIC
1955-02-14,3.7,CLIC
1955-02-15,5.5,CLIC
1955-02-16,3.4,CLIC
1955-02-17,3.9,CLIC
1955-02-18,4,CLIC
1955-02-19,3.2,CLIC
1955-02-20,2.6,CLIC
1955-02-21,3.4,CLIC
1955-02-22,2.9,CLIC
1955-02-23,3.1,CLIC
1955-02-24,3.9,CLIC
1955-02-25,5.1,CLIC
1955-02-26,3.9,CLIC
1955-02-27,5.2,CLIC
1955-02-28,3.9,CLIC
1955-03-01,6,CLIC
1955-03-02,4,CLIC
1955-03-03,4.8,CLIC
1955-03-04,3.9,CLIC
1955-03-05,5.1,CLIC
1955-03-06,3.5,CLIC
1955-03-07,3.2,CLIC
1955-03-08,3.3,CLIC
1955-03-09,5.9,CLIC
1955-03-10,6.9,CLIC
1955-03-11,5.8,CLIC
1955-03-12,4.7,CLIC
1955-03-13,4.1,CLIC
1955-03-14,4.5,CLIC
1955-05-01,6.7,CLIC
1955-05-02,8.5,CLIC
1955-05-03,6.2,CLIC
1955-05-04,8.5,CLIC
1955-05-05,12.1,CLIC
1955-05-06,4.7,CLIC
1955-05-07,8.8,CLIC
1955-05-08,7.8,CLIC
1955-05-09,8.4,CLIC
1955-05-10,8.1,CLIC
1955-05-11,4.4,CLIC
1955-05-12,5.2,CLIC
1955-05-13,8,CLIC
1955-05-14,7.7,CLIC
1955-05-15,4.1,CLIC
1955-05-16,5.9,CLIC
1955-05-17,3.5,CLIC
1955-05-18,5.8,CLIC
1955-05-19,8.4,CLIC
1955-05-20,7.2,CLIC
1955-05-21,6.6,CLIC
1955-05-22,8.3,CLIC
1955-05-23,10.4,CLIC
1955-05-24,8.4,CLIC
1955-05-25,10.6,CLIC
1955-05-26,9.8,CLIC
1955-05-27,10.1,CLIC
1955-05-28,6.2,CLIC
1955-05-29,9.4,CLIC
1955-05-30,8,CLIC
1955-05-31,6.4,CLIC
1955-06-01,9.1,CLIC
1955-06-02,8,CLIC
1955-06-03,5.1,CLIC
1955-06-04,7.9,CLIC
1955-06-05,8.2,CLIC
1955-06-06,7.4,CLIC
1955-06-07,10.9,CLIC
1955-06-08,13.1,CLIC
1955-06-09,9.4,CLIC
1955-06-10,5.7,CLIC
1955-06-11,8.1,CLIC
1955-06-12,3.9,CLIC
1955-06-13,9.8,CLIC
1955-06-14,9.3,CLIC
1955-06-15,10.7,CLIC
1955-06-16,10.3,CLIC
1955-06-17,9.4,CLIC
1955-06-18,9.9,CLIC
1955-06-19,10.5,CLIC
1955-06-20,8.8,CLIC
1955-06-21,9,CLIC
1955-06-22,9.9,CLIC
1955-06-23,9.9,CLIC
1955-06-24,11,CLIC
1955-06-25,10,CLIC
1955-06-26,9.1,CLIC
1955-06-27,8.4,CLIC
1955-06-28,10,CLIC
1955-06-29,9.4,CLIC
1955-06-30,9,CLIC
1955-07-01,6.4,CLIC
1955-07-02,11.3,CLIC
1955-07-03,9.9,CLIC
1955-07-04,7.1,CLIC
1955-07-05,7.1,CLIC
1955-07-06,9.3,CLIC
1955-07-07,7.3,CLIC
1955-07-08,11.2,CLIC
1955-07-09,11.8,CLIC
1955-07-10,10.9,CLIC
1955-07-11,8.7,CLIC
1955-07-12,10.8,CLIC
1955-07-13,8.1,CLIC
1955-07-14,9.5,CLIC
1955-07-15,8.7,CLIC
1955-07-16,9.1,CLIC
1955-07-17,9,CLIC
1955-07-18,9.2,CLIC
1955-07-19,7.8,CLIC
1955-07-20,8,CLIC
1955-07-21,8.1,CLIC
1955-07-22,7.1,CLIC
1955-07-23,7.3,CLIC
1955-07-24,9.9,CLIC
1955-07-25,8.8,CLIC
1955-07-26,8.5,CLIC
1955-07-27,7.2,CLIC
1955-07-28,9.5,CLIC
1955-07-29,7.8,CLIC
1955-07-30,7.1,CLIC
1955-07-31,6.8,CLIC
1955-10-09,4.3,CLIC
1955-10-10,4.7,CLIC
1955-10-11,4.9,CLIC
1955-10-12,5.9,CLIC
1955-10-13,6.2,CLIC
1955-10-14,4.1,CLIC
1955-10-15,3.8,CLIC
1955-10-16,4.1,CLIC
1955-10-17,4.2,CLIC
1955-10-18,4.8,CLIC
1955-10-19,1.9,CLIC
1955-10-20,4.7,CLIC
1955-10-21,5.8,CLIC
1955-10-22,4.3,CLIC
1955-10-23,3.8,CLIC
1955-10-24,4.4,CLIC
1955-10-25,5.2,CLIC
1955-10-26,5.4,CLIC
1955-10-27,4.5,CLIC
1955-10-28,5.1,CLIC
1955-10-29,6.3,CLIC
1955-10-30,4.8,CLIC
1955-10-31,5.4,CLIC
1955-11-01,6,CLIC
1955-11-02,6.7,CLIC
1955-11-03,4.6,CLIC
1955-11-04,3.9,CLIC
1955-11-05,5.4,CLIC
1955-11-06,4.2,CLIC
1955-11-07,2.7,CLIC
1955-11-08,3,CLIC
1955-11-09,3.1,CLIC
1955-11-10,2.8,CLIC
1955-11-11,2.8,CLIC
1955-11-12,3.1,CLIC
1955-11-13,4.5,CLIC
1955-11-14,4.4,CLIC
1955-11-15,3.4,CLIC
1955-11-16,5.7,CLIC
1955-11-17,3.1,CLIC
1955-11-18,4.9,CLIC
1955-11-19,3.7,CLIC
1955-11-20,5.3,CLIC
1955-11-21,4.4,CLIC
1955-11-22,6.6,CLIC
1955-11-23,4.2,CLIC
1955-11-24,4.8,CLIC
1955-11-25,3.9,CLIC
1955-11-26,4.6,CLIC
1955-11-27,5.5,CLIC
1955-11-28,4.3,CLIC
1955-11-29,2.2,CLIC
1955-11-30,2.3,CLIC
1955-12-01,5.8,CLIC
1955-12-02,2.8,CLIC
1955-12-03,2.9,CLIC
1955-12-04,3.4,CLIC
1955-12-05,3.9,CLIC
1955-12-06,2.8,CLIC
1955-12-07,3.2,CLIC
1955-12-08,4.1,CLIC
1955-12-09,1.4,CLIC
1955-12-10,3.3,CLIC
1955-12-11,1.5,CLIC
1955-12-12,1.8,CLIC
1955-12-13,2.4,CLIC
1955-12-14,2.8,CLIC
1955-12-15,3.1,CLIC
1955-12-16,1.9,CLIC
1955-12-17,1.5,CLIC
1955-12-18,1.2,CLIC
1955-12-19,2.7,CLIC
1955-12-20,2.9,CLIC
1955-12-21,3.1,CLIC
1955-12-22,3.5,CLIC
1955-12-23,3.3,CLIC
1955-12-24,3.5,CLIC
1955-12-25,3.1,CLIC
1955-12-26,3.5,CLIC
1955-12-27,3.1,CLIC
1955-12-28,3.1,CLIC
1955-12-29,2.8,CLIC
1955-12-30,3.1,CLIC
1955-12-31,2.1,CLIC
1956-01-01,3.2,CLIC
1956-01-02,2.5,CLIC
1956-01-03,4.1,CLIC
1956-01-04,3.5,CLIC
1956-01-05,3.2,CLIC
