Estación: ,C19091,PABLILLO. GALEANA
1982-12-03,6.5,CLIC
1982-12-04,4.9,CLIC
1982-12-05,3.1,CLIC
1982-12-06,2.8,CLIC
1982-12-07,2.1,CLIC
1982-12-08,4.1,CLIC
1982-12-09,3.3,CLIC
1982-12-10,3.2,CLIC
1982-12-11,2.1,CLIC
1982-12-12,2.1,CLIC
1982-12-13,3.5,CLIC
1982-12-14,2.4,CLIC
1982-12-15,4.4,CLIC
1982-12-16,3.1,CLIC
1982-12-17,2.4,CLIC
1982-12-18,4.1,CLIC
1982-12-19,4.1,CLIC
1982-12-20,3.9,CLIC
1982-12-21,3.9,CLIC
1982-12-22,4.2,CLIC
1982-12-23,8.2,CLIC
1982-12-24,4.1,CLIC
1982-12-25,4.8,CLIC
1982-12-26,4.1,CLIC
1982-12-27,3.2,CLIC
1982-12-28,4.3,CLIC
1982-12-29,3.9,CLIC
1982-12-30,3.2,CLIC
1982-12-31,3.6,CLIC
1983-01-01,3.1,CLIC
1983-01-02,3.1,CLIC
1983-01-03,2.1,CLIC
1983-01-04,2.7,CLIC
1983-01-05,2.3,CLIC
1983-01-06,3.5,CLIC
1983-01-07,4.3,CLIC
1983-01-08,3.4,CLIC
1983-01-09,4,CLIC
1983-01-10,3.1,CLIC
1983-01-11,3.7,CLIC
1983-01-12,2.9,CLIC
1983-01-13,4.3,CLIC
1983-01-14,7,CLIC
1983-01-15,0.6,CLIC
1983-01-16,1.8,CLIC
1983-01-17,3,CLIC
1983-01-18,2.7,CLIC
1983-01-19,3.9,CLIC
1983-01-20,4,CLIC
1983-01-21,3.1,CLIC
1983-01-22,2.6,CLIC
1983-01-23,3.2,CLIC
1983-01-24,1,CLIC
1983-01-25,5.9,CLIC
1983-01-26,3.6,CLIC
1983-01-27,6.7,CLIC
1983-01-28,5.9,CLIC
1983-01-29,5.7,CLIC
1983-01-30,5.6,CLIC
1983-01-31,6.2,CLIC
1983-02-01,5.1,CLIC
1983-02-02,6.3,CLIC
1983-02-03,3.9,CLIC
1983-02-04,4.8,CLIC
1983-02-05,5.8,CLIC
1983-02-06,3.4,CLIC
1983-02-07,4.1,CLIC
1983-02-08,4.1,CLIC
1983-02-09,5.6,CLIC
1983-02-10,3.4,CLIC
1983-02-11,3.5,CLIC
1983-02-12,3.1,CLIC
1983-02-13,3.4,CLIC
1983-02-14,7.9,CLIC
1983-02-15,5.7,CLIC
1983-02-16,4.4,CLIC
1983-02-17,4.6,CLIC
1983-02-18,4.4,CLIC
1983-02-19,6.2,CLIC
1983-02-20,4.7,CLIC
1983-02-21,4.4,CLIC
1983-02-22,4.8,CLIC
1983-02-23,3.6,CLIC
1983-02-24,4.5,CLIC
1983-02-25,3.9,CLIC
1983-02-26,4,CLIC
1983-02-27,4.4,CLIC
1983-02-28,5.4,CLIC
1983-03-01,5.35,CLIC
1983-03-02,5.45,CLIC
1983-03-03,5.75,CLIC
1983-03-04,7.05,CLIC
1983-03-05,6.15,CLIC
1983-03-06,5.35,CLIC
1983-03-07,4.15,CLIC
1983-03-08,4.3,CLIC
1983-03-09,5.4,CLIC
1983-03-10,3.4,CLIC
1983-03-11,4.45,CLIC
1983-03-12,4.4,CLIC
1983-03-13,8.95,CLIC
1983-03-14,7.9,CLIC
1983-03-15,4.3,CLIC
1983-03-16,2.1,CLIC
1983-03-17,5.17,CLIC
1983-03-18,5.43,CLIC
1983-03-19,4.1,CLIC
1983-03-20,6.15,CLIC
1983-03-21,4.9,CLIC
1983-03-22,3.45,CLIC
1983-03-23,6.1,CLIC
1983-03-24,5.25,CLIC
1983-03-25,7.45,CLIC
1983-03-26,6.95,CLIC
1983-03-27,6,CLIC
1983-03-28,5.9,CLIC
1983-03-29,7.05,CLIC
1983-03-30,4.35,CLIC
1983-03-31,5.7,CLIC
1983-04-01,3.1,CLIC
1983-04-02,3.7,CLIC
1983-04-03,6.1,CLIC
1983-04-04,7.4,CLIC
1983-04-05,7,CLIC
1983-04-06,8.7,CLIC
1983-04-07,7.8,CLIC
1983-04-08,4.8,CLIC
1983-04-09,4.5,CLIC
1983-04-10,4.9,CLIC
1983-04-11,7.6,CLIC
1983-04-12,7.6,CLIC
1983-04-13,7.5,CLIC
1983-04-14,5,CLIC
1983-04-15,4.5,CLIC
1983-04-16,6.2,CLIC
1983-04-17,5.8,CLIC
1983-04-18,7.7,CLIC
1983-04-19,7.5,CLIC
1983-04-20,7.8,CLIC
1983-04-21,8.2,CLIC
1983-04-22,8.8,CLIC
1983-04-23,5.4,CLIC
1983-04-24,7.7,CLIC
1983-04-25,6.8,CLIC
1983-04-26,7.4,CLIC
1983-04-27,6.5,CLIC
1983-04-28,7.9,CLIC
1983-04-29,8.8,CLIC
1983-04-30,8.9,CLIC
1983-05-01,10,CLIC
1983-05-02,9.9,CLIC
1983-05-03,6.05,CLIC
1983-05-04,4.5,CLIC
1983-05-05,5.2,CLIC
1983-05-06,8.05,CLIC
1983-05-07,8.65,CLIC
1983-05-08,6.5,CLIC
1983-05-09,6.1,CLIC
1983-05-10,7.45,CLIC
1983-05-11,8.7,CLIC
1983-05-12,7.75,CLIC
1983-05-13,8.1,CLIC
1983-05-14,8.9,CLIC
1983-05-15,7.1,CLIC
1983-05-16,6.3,CLIC
1983-05-17,7.2,CLIC
1983-05-18,6.65,CLIC
1983-05-19,5.85,CLIC
1983-05-20,3.15,CLIC
1983-05-21,8.35,CLIC
1983-05-22,4.9,CLIC
1983-05-23,5.9,CLIC
1983-05-24,3.8,CLIC
1983-05-25,4.83,CLIC
1983-05-26,3.25,CLIC
1983-05-27,2.7,CLIC
1983-05-28,5.3,CLIC
1983-05-30,6.6,CLIC
1983-05-31,4.55,CLIC
1983-07-01,2.1,CLIC
1983-07-02,5.6,CLIC
1983-07-03,2.5,CLIC
1983-07-04,4.7,CLIC
1983-07-05,3.6,CLIC
1983-07-06,3.7,CLIC
1983-07-07,5.4,CLIC
1983-07-08,5.6,CLIC
1983-07-09,4.2,CLIC
1983-07-10,2.6,CLIC
1983-07-11,6.4,CLIC
1983-07-12,6.1,CLIC
1983-07-13,4.4,CLIC
1983-07-14,4.8,CLIC
1983-07-15,5.1,CLIC
1983-07-16,4.9,CLIC
1983-07-17,5.2,CLIC
1983-07-18,6.3,CLIC
1983-07-19,4.6,CLIC
1983-07-20,3.1,CLIC
1983-07-21,4.5,CLIC
1983-07-22,4.3,CLIC
1983-07-23,3.4,CLIC
1983-07-24,6.6,CLIC
1983-07-25,4.3,CLIC
1983-07-26,5.2,CLIC
1983-07-27,6.2,CLIC
1983-07-28,5.5,CLIC
1983-07-29,6.6,CLIC
1983-07-30,5.3,CLIC
1983-07-31,5.5,CLIC
1983-08-01,6.7,CLIC
1983-08-02,6.2,CLIC
1983-08-03,5.3,CLIC
1983-08-04,4.5,CLIC
1983-08-05,3.7,CLIC
1983-08-06,3.7,CLIC
1983-08-07,2.8,CLIC
1983-08-08,4.5,CLIC
1983-08-09,6.3,CLIC
1983-08-10,3.3,CLIC
1983-08-11,5.2,CLIC
1983-08-12,5.1,CLIC
1983-08-14,3.9,CLIC
1983-08-15,5.8,CLIC
1983-08-16,5.4,CLIC
1983-08-17,5.6,CLIC
1983-08-18,4.8,CLIC
1983-08-19,5.3,CLIC
1983-08-20,4.6,CLIC
1983-08-21,5.6,CLIC
1983-08-22,4.9,CLIC
1983-08-23,6.4,CLIC
1983-08-24,5.8,CLIC
1983-08-25,6.2,CLIC
1983-08-26,4.2,CLIC
1983-08-27,6.2,CLIC
1983-08-29,4.1,CLIC
1983-08-30,5.2,CLIC
1983-08-31,4.1,CLIC
1983-09-01,4.7,CLIC
1983-09-02,4.5,CLIC
1983-09-03,5.9,CLIC
1983-09-04,5.2,CLIC
1983-09-05,4.8,CLIC
1983-09-06,4.7,CLIC
1983-09-07,11.1,CLIC
1983-09-08,6.2,CLIC
1983-09-09,7.1,CLIC
1983-09-10,4.7,CLIC
1983-09-11,6.6,CLIC
1983-09-12,2.2,CLIC
1983-09-13,6.5,CLIC
1983-09-14,4.3,CLIC
1983-09-15,4.1,CLIC
1983-09-16,3.3,CLIC
1983-09-17,4.4,CLIC
1983-09-18,3.7,CLIC
1983-09-19,3.2,CLIC
1983-09-20,1.4,CLIC
1983-09-21,4.2,CLIC
1983-09-22,2.4,CLIC
1983-09-23,4.1,CLIC
1983-09-24,3.8,CLIC
1983-09-25,3.3,CLIC
1983-09-26,3.6,CLIC
1983-09-27,3.9,CLIC
1983-09-28,4.4,CLIC
1983-09-29,3.1,CLIC
1983-09-30,3.2,CLIC
1983-10-01,3.7,CLIC
1983-10-02,4.4,CLIC
1983-10-03,4,CLIC
1983-10-04,3.1,CLIC
1983-10-05,5.5,CLIC
1983-10-06,3.4,CLIC
1983-10-07,3.2,CLIC
1983-10-08,4.3,CLIC
1983-10-09,4.1,CLIC
1983-10-10,3,CLIC
1983-10-11,4.3,CLIC
1983-10-12,2.2,CLIC
1983-10-13,3.7,CLIC
1983-10-14,4.4,CLIC
1983-10-15,3.2,CLIC
1983-10-16,4.3,CLIC
1983-10-17,8.4,CLIC
1983-10-18,3.2,CLIC
1983-10-19,3.8,CLIC
1983-10-20,6.8,CLIC
1983-10-21,3.7,CLIC
1983-10-22,3.9,CLIC
1983-10-23,3.9,CLIC
1983-10-24,2.7,CLIC
1983-10-25,0.5,CLIC
1983-10-26,2.2,CLIC
1983-10-27,4.1,CLIC
1983-10-28,3.7,CLIC
1983-10-29,2.9,CLIC
1983-10-30,2.4,CLIC
1983-10-31,5.6,CLIC
1983-11-01,3.2,CLIC
1983-11-02,3.2,CLIC
1983-11-03,3.3,CLIC
1983-11-04,3.5,CLIC
1983-11-05,3.7,CLIC
1983-11-06,4.8,CLIC
1983-11-07,4.1,CLIC
1983-11-08,3.3,CLIC
1983-11-09,1.7,CLIC
1983-11-10,2.8,CLIC
1983-11-11,3.4,CLIC
1983-11-12,5.2,CLIC
1983-11-13,4.7,CLIC
1983-11-14,4.9,CLIC
1983-11-15,4.5,CLIC
1983-11-16,3.9,CLIC
1983-11-17,4.7,CLIC
1983-11-18,6.2,CLIC
1983-11-19,5.4,CLIC
1983-11-20,6.1,CLIC
1983-11-21,5.6,CLIC
1983-11-22,8.9,CLIC
1983-11-23,6.3,CLIC
1983-11-24,4.1,CLIC
1983-11-25,6.5,CLIC
1983-11-26,8.6,CLIC
1983-11-27,7.9,CLIC
1983-11-28,6.4,CLIC
1983-11-29,7.8,CLIC
1983-11-30,6.3,CLIC
1983-12-01,5.2,CLIC
1983-12-02,6.9,CLIC
1983-12-03,5.1,CLIC
1983-12-04,5.6,CLIC
1983-12-05,4.2,CLIC
1983-12-06,4.2,CLIC
1983-12-07,5.9,CLIC
1983-12-08,5.5,CLIC
1983-12-09,7.1,CLIC
1983-12-10,5.8,CLIC
1983-12-11,5.1,CLIC
1983-12-12,6.6,CLIC
1983-12-13,7.1,CLIC
1983-12-14,4.4,CLIC
1983-12-15,4.4,CLIC
1983-12-16,3.8,CLIC
1983-12-17,4.3,CLIC
1983-12-18,4.5,CLIC
1983-12-19,5.1,CLIC
1983-12-20,5.7,CLIC
1983-12-21,5.6,CLIC
1983-12-22,4.4,CLIC
1983-12-23,4.8,CLIC
1983-12-24,4.1,CLIC
1983-12-25,3.2,CLIC
1983-12-26,7.6,CLIC
1983-12-27,7.2,CLIC
1983-12-28,3.2,CLIC
1984-01-01,3.7,CLIC
1984-01-02,2.5,CLIC
1984-01-03,3.5,CLIC
1984-01-04,2.7,CLIC
1984-01-05,4.6,CLIC
1984-01-06,5.2,CLIC
1984-01-07,3,CLIC
1984-01-08,4,CLIC
1984-01-09,3.9,CLIC
1984-01-10,4.8,CLIC
1984-01-11,3.1,CLIC
1984-01-12,2.2,CLIC
1984-01-13,4.7,CLIC
1984-01-14,4.2,CLIC
1984-01-15,3.6,CLIC
1984-01-16,5.9,CLIC
1984-01-17,5.3,CLIC
1984-01-18,4.3,CLIC
1984-01-19,5.2,CLIC
1984-01-20,4.4,CLIC
1984-01-21,3.8,CLIC
1984-01-22,2.9,CLIC
1984-01-23,1.8,CLIC
1984-01-25,5.5,CLIC
1984-01-26,5.7,CLIC
1984-01-27,5.9,CLIC
1984-01-28,5.6,CLIC
1984-01-29,4.6,CLIC
1984-01-30,2.6,CLIC
1984-01-31,1.5,CLIC
1984-02-01,2.9,CLIC
1984-02-02,3.5,CLIC
1984-02-03,3.4,CLIC
1984-02-04,3.4,CLIC
1984-02-05,1.1,CLIC
1984-02-06,3.2,CLIC
1984-02-07,2.5,CLIC
1984-02-08,2.2,CLIC
1984-02-09,1.3,CLIC
1984-02-10,5.1,CLIC
1984-02-11,3.8,CLIC
1984-02-12,2.2,CLIC
1984-02-13,3.9,CLIC
1984-02-14,5.1,CLIC
1984-02-15,4.2,CLIC
1984-02-16,4.6,CLIC
1984-02-17,6.9,CLIC
1984-02-18,4.3,CLIC
1984-02-19,4.1,CLIC
1984-02-20,1.3,CLIC
1984-02-21,3.5,CLIC
1984-02-22,4.4,CLIC
1984-02-23,3.1,CLIC
1984-02-24,3.6,CLIC
1984-02-25,5.1,CLIC
1984-02-26,4.5,CLIC
1984-02-27,5.4,CLIC
1984-02-28,5.1,CLIC
1984-02-29,4.1,CLIC
1984-03-01,4.15,CLIC
1984-03-02,4.95,CLIC
1984-03-03,5.95,CLIC
1984-03-04,7.95,CLIC
1984-03-05,5.75,CLIC
1984-03-06,3,CLIC
1984-03-07,3.95,CLIC
1984-03-08,3.65,CLIC
1984-03-09,4.45,CLIC
1984-03-10,5.15,CLIC
1984-03-11,4.9,CLIC
1984-03-12,4.9,CLIC
1984-03-13,5.1,CLIC
1984-03-14,5.6,CLIC
1984-03-15,6.15,CLIC
1984-03-16,5.1,CLIC
1984-03-17,5.45,CLIC
1984-03-18,7.65,CLIC
1984-03-19,5.8,CLIC
1984-03-20,5.33,CLIC
1984-03-21,6.92,CLIC
1984-03-22,9.5,CLIC
1984-03-23,7.2,CLIC
1984-03-24,6.15,CLIC
1984-03-25,7.2,CLIC
1984-03-26,8.7,CLIC
1984-03-27,9.2,CLIC
1984-03-28,7.85,CLIC
1984-03-29,6.75,CLIC
1984-03-30,7.1,CLIC
1984-03-31,6.58,CLIC
1984-04-01,7.17,CLIC
1984-04-02,6.45,CLIC
1984-04-03,6.2,CLIC
1984-04-04,5.85,CLIC
1984-04-05,4.2,CLIC
1984-04-06,5.6,CLIC
1984-04-07,9.5,CLIC
1984-04-08,6.8,CLIC
1984-04-09,7.1,CLIC
1984-04-10,8.9,CLIC
1984-04-11,5.95,CLIC
1984-04-12,7.15,CLIC
1984-04-13,5.35,CLIC
1984-04-14,4.25,CLIC
1984-04-15,7.42,CLIC
1984-04-16,5.93,CLIC
1984-04-17,7.03,CLIC
1984-04-18,6.77,CLIC
1984-04-19,7.45,CLIC
1984-04-20,8.6,CLIC
1984-04-21,5.9,CLIC
1984-04-22,6.05,CLIC
1984-04-23,5.05,CLIC
1984-04-24,7.95,CLIC
1984-04-25,10.2,CLIC
1984-04-26,9.2,CLIC
1984-04-27,8.8,CLIC
1984-04-28,8.15,CLIC
1984-04-29,7.09,CLIC
1984-04-30,6.05,CLIC
1984-05-01,7.5,CLIC
1984-05-02,8.3,CLIC
1984-05-03,8.1,CLIC
1984-05-04,10,CLIC
1984-05-05,11.8,CLIC
1984-05-06,9.1,CLIC
1984-05-07,8.8,CLIC
1984-05-08,4.4,CLIC
1984-05-09,6.8,CLIC
1984-05-10,5.9,CLIC
1984-05-11,7.7,CLIC
1984-05-12,5.9,CLIC
1984-05-13,2.3,CLIC
1984-05-14,3.9,CLIC
1984-05-15,8.6,CLIC
1984-05-16,3.7,CLIC
1984-05-17,3.5,CLIC
1984-05-18,6.2,CLIC
1984-05-19,7.4,CLIC
1984-05-20,3.5,CLIC
1984-05-21,2.2,CLIC
1984-05-22,12.6,CLIC
1984-05-23,8.1,CLIC
1984-05-24,6.2,CLIC
1984-05-25,7.9,CLIC
1984-05-26,6.8,CLIC
1984-05-27,5.5,CLIC
1984-05-28,7.8,CLIC
1984-05-29,3.9,CLIC
1984-05-30,5.9,CLIC
1984-05-31,2.7,CLIC
1984-06-01,4.5,CLIC
1984-06-02,5.5,CLIC
1984-06-03,3.7,CLIC
1984-06-04,4.8,CLIC
1984-06-05,3.5,CLIC
1984-06-06,4.1,CLIC
1984-06-07,6.3,CLIC
1984-06-08,6,CLIC
1984-06-09,6.2,CLIC
1984-06-10,6.8,CLIC
1984-06-11,7.8,CLIC
1984-06-12,7.6,CLIC
1984-06-13,7.1,CLIC
1984-06-14,5.9,CLIC
1984-06-15,5.1,CLIC
1984-06-16,6.8,CLIC
1984-06-17,5.3,CLIC
1984-06-18,6.1,CLIC
1984-06-19,4.4,CLIC
1984-06-20,6.2,CLIC
1984-06-21,5.3,CLIC
1984-06-22,4.2,CLIC
1984-06-23,5.3,CLIC
1984-06-24,3.9,CLIC
1984-06-25,4.7,CLIC
1984-06-26,6.4,CLIC
1984-06-27,5.4,CLIC
1984-06-28,4.7,CLIC
1984-06-29,6.1,CLIC
1984-06-30,5.9,CLIC
1984-07-02,5.5,CLIC
1984-07-03,3.5,CLIC
1984-07-04,8.6,CLIC
1984-07-05,6.2,CLIC
1984-07-06,4,CLIC
1984-07-07,4.2,CLIC
1984-07-08,5.2,CLIC
1984-07-09,4.9,CLIC
1984-07-10,2.5,CLIC
1984-07-11,1.9,CLIC
1984-07-12,2,CLIC
1984-07-13,2.3,CLIC
1984-07-14,4.9,CLIC
1984-07-15,3.5,CLIC
1984-07-16,3.9,CLIC
1984-07-17,4.5,CLIC
1984-07-18,5.2,CLIC
1984-07-19,6.4,CLIC
1984-07-20,6.6,CLIC
1984-07-21,6.1,CLIC
1984-07-22,5.6,CLIC
1984-07-23,5.9,CLIC
1984-07-24,7.6,CLIC
1984-07-25,5.3,CLIC
1984-07-26,4.5,CLIC
1984-07-27,5.1,CLIC
1984-07-28,9.2,CLIC
1984-07-29,2.7,CLIC
1984-07-30,2.5,CLIC
1984-07-31,7.1,CLIC
1984-08-01,4.55,CLIC
1984-08-02,6.25,CLIC
1984-08-03,5.6,CLIC
1984-08-04,4.55,CLIC
1984-08-05,5.65,CLIC
1984-08-06,6.8,CLIC
1984-08-07,4.59,CLIC
1984-08-08,5.51,CLIC
1984-08-09,4.49,CLIC
1984-08-10,4.4,CLIC
1984-08-11,4.4,CLIC
1984-08-12,6.14,CLIC
1984-08-13,4.26,CLIC
1984-08-14,6.15,CLIC
1984-08-15,1.05,CLIC
1984-08-16,2.65,CLIC
1984-08-17,5.8,CLIC
1984-08-18,3.05,CLIC
1984-08-19,6.7,CLIC
1984-08-20,5.2,CLIC
1984-08-21,6.05,CLIC
1984-08-22,4.65,CLIC
1984-08-23,4.9,CLIC
1984-08-24,2.7,CLIC
1984-08-25,4.7,CLIC
1984-08-26,4.1,CLIC
1984-08-27,5.2,CLIC
1984-08-28,4.7,CLIC
1984-08-29,5.2,CLIC
1984-08-30,5.25,CLIC
1984-08-31,5.8,CLIC
1984-09-01,4.95,CLIC
1984-09-02,5.05,CLIC
1984-09-03,8.75,CLIC
1984-09-04,2.8,CLIC
1984-09-05,3.4,CLIC
1984-09-06,4.6,CLIC
1984-09-07,2.5,CLIC
1984-09-08,3.5,CLIC
1984-09-09,3.1,CLIC
1984-09-10,4.6,CLIC
1984-09-11,3.9,CLIC
1984-09-12,3.9,CLIC
1984-09-13,3.5,CLIC
1984-09-14,4.5,CLIC
1984-09-15,5.5,CLIC
1984-09-16,5,CLIC
1984-09-17,2.5,CLIC
1984-09-18,3.9,CLIC
1984-09-19,3.9,CLIC
1984-09-20,2.2,CLIC
1984-09-21,5,CLIC
1984-09-22,4.8,CLIC
1984-09-23,4.45,CLIC
1984-09-24,3.95,CLIC
1984-09-25,2.75,CLIC
1984-09-26,4.65,CLIC
1984-09-27,3.4,CLIC
1984-09-28,3.6,CLIC
1984-09-29,1.8,CLIC
1984-09-30,3.05,CLIC
1984-11-01,6.3,CLIC
1984-11-02,0.55,CLIC
1984-11-03,2.4,CLIC
1984-11-04,3.5,CLIC
1984-11-05,3.15,CLIC
1984-11-06,3.45,CLIC
1984-11-07,4.75,CLIC
1984-11-08,3.2,CLIC
1984-11-09,3.1,CLIC
1984-11-10,4.05,CLIC
1984-11-11,2.6,CLIC
1984-11-12,3.05,CLIC
1984-11-13,4.1,CLIC
1984-11-14,4.25,CLIC
1984-11-15,3.25,CLIC
1984-11-16,2.1,CLIC
1984-11-17,3.75,CLIC
1984-11-18,3.7,CLIC
1984-11-19,3.4,CLIC
1984-11-20,1.85,CLIC
1984-11-21,1.8,CLIC
1984-11-22,4.4,CLIC
1984-11-23,3.65,CLIC
1984-11-24,4.2,CLIC
1984-11-25,3.65,CLIC
1984-11-26,4.3,CLIC
1984-11-27,2.2,CLIC
1984-11-28,4.6,CLIC
1984-11-29,3.15,CLIC
1984-11-30,3.3,CLIC
1984-12-01,3.75,CLIC
1984-12-02,4.3,CLIC
1984-12-03,5.4,CLIC
1984-12-04,5.15,CLIC
1984-12-05,4.65,CLIC
1984-12-06,4.55,CLIC
1984-12-07,5.05,CLIC
1984-12-08,4.3,CLIC
1984-12-09,4.2,CLIC
1984-12-10,4.8,CLIC
1984-12-11,5.15,CLIC
1984-12-12,5.2,CLIC
1984-12-13,3.1,CLIC
1984-12-14,5.3,CLIC
1984-12-15,5.2,CLIC
1984-12-16,3.6,CLIC
1984-12-17,4.35,CLIC
1984-12-18,2.7,CLIC
1984-12-19,3.3,CLIC
1984-12-20,3.83,CLIC
1984-12-21,3.12,CLIC
1984-12-22,3.3,CLIC
1984-12-23,1.9,CLIC
1984-12-24,2.2,CLIC
1984-12-25,4.2,CLIC
1984-12-26,5.1,CLIC
1984-12-27,3.05,CLIC
1984-12-28,3.05,CLIC
1984-12-29,2.2,CLIC
1984-12-30,2.7,CLIC
1984-12-31,2.4,CLIC
1985-01-01,4.1,CLIC
1985-01-02,4,CLIC
1985-01-03,1.8,CLIC
1985-01-04,2.3,CLIC
1985-01-05,2.2,CLIC
1985-01-06,2.2,CLIC
1985-01-07,2.4,CLIC
1985-01-08,3.1,CLIC
1985-01-09,4.3,CLIC
1985-01-10,2.4,CLIC
1985-01-11,2.5,CLIC
1985-01-12,5.6,CLIC
1985-01-13,2.8,CLIC
1985-01-14,0.3,CLIC
1985-01-15,3.4,CLIC
1985-01-16,5.1,CLIC
1985-01-17,10.6,CLIC
1985-01-18,4.5,CLIC
1985-01-19,4.1,CLIC
1985-01-20,5.9,CLIC
1985-01-21,3.3,CLIC
1985-01-22,3,CLIC
1985-01-23,6,CLIC
1985-01-24,3.4,CLIC
1985-01-25,2.8,CLIC
1985-01-26,6.3,CLIC
1985-01-27,4.4,CLIC
1985-01-28,5.4,CLIC
1985-01-29,5.1,CLIC
1985-01-30,5.8,CLIC
1985-01-31,7.4,CLIC
1985-02-01,10.8,CLIC
1985-02-02,8.1,CLIC
1985-02-03,7.8,CLIC
1985-02-04,5.2,CLIC
1985-02-05,4.2,CLIC
1985-02-06,5.6,CLIC
1985-02-07,3.3,CLIC
1985-02-08,4.1,CLIC
1985-02-09,4.8,CLIC
1985-02-10,3.1,CLIC
1985-02-11,2.2,CLIC
1985-02-12,4.4,CLIC
1985-02-13,5.1,CLIC
1985-02-14,3.7,CLIC
1985-02-15,4.2,CLIC
1985-02-16,4.3,CLIC
1985-02-17,4.5,CLIC
1985-02-18,2.5,CLIC
1985-02-19,6,CLIC
1985-02-20,4.8,CLIC
1985-02-21,3.4,CLIC
1985-02-22,6.3,CLIC
1985-02-23,6.1,CLIC
1985-02-24,4.6,CLIC
1985-02-25,2.7,CLIC
1985-02-26,2.7,CLIC
1985-02-27,2.5,CLIC
1985-03-01,6.2,CLIC
1985-03-02,5.6,CLIC
1985-03-03,8.4,CLIC
1985-03-04,5.9,CLIC
1985-03-05,3.2,CLIC
1985-03-06,4.9,CLIC
1985-03-07,6.5,CLIC
1985-03-08,3.6,CLIC
1985-03-09,5.4,CLIC
1985-03-10,4.2,CLIC
1985-03-11,5.9,CLIC
1985-03-12,6.5,CLIC
1985-03-13,5.8,CLIC
1985-03-14,1.7,CLIC
1985-03-15,4.2,CLIC
1985-03-16,5.9,CLIC
1985-03-17,3.4,CLIC
1985-03-18,4.5,CLIC
1985-03-19,5.5,CLIC
1985-03-20,6.4,CLIC
1985-03-21,6,CLIC
1985-03-22,6.4,CLIC
1985-03-23,5.1,CLIC
1985-03-24,5.4,CLIC
1985-03-25,4.1,CLIC
1985-03-26,5.6,CLIC
1985-03-27,6.4,CLIC
1985-03-28,5.4,CLIC
1985-03-29,8.7,CLIC
1985-03-30,7.9,CLIC
1985-03-31,7,CLIC
1985-04-01,5.1,CLIC
1985-04-02,4.6,CLIC
1985-04-03,6.8,CLIC
1985-04-04,6.1,CLIC
1985-04-05,7.2,CLIC
1985-04-06,4.2,CLIC
1985-04-07,5.4,CLIC
1985-04-08,4.4,CLIC
1985-04-09,5,CLIC
1985-04-10,3.5,CLIC
1985-04-11,1.6,CLIC
1985-04-12,5,CLIC
1985-04-13,4,CLIC
1985-04-14,4,CLIC
1985-04-15,4.3,CLIC
1985-04-16,5.2,CLIC
1985-04-17,5.7,CLIC
1985-04-18,6.1,CLIC
1985-04-19,6.3,CLIC
1985-04-20,6.3,CLIC
1985-04-21,6.6,CLIC
1985-04-22,4.4,CLIC
1985-04-23,6.1,CLIC
1985-04-24,9.8,CLIC
1985-04-25,4.2,CLIC
1985-04-26,3.7,CLIC
1985-04-27,4.6,CLIC
1985-04-28,7.3,CLIC
1985-04-29,6.1,CLIC
1985-04-30,6.8,CLIC
1985-05-01,3.4,CLIC
1985-05-02,2.9,CLIC
1985-05-03,3,CLIC
1985-05-04,3.5,CLIC
1985-05-05,2.8,CLIC
1985-05-06,2.5,CLIC
1985-05-07,3.9,CLIC
1985-05-08,3,CLIC
1985-05-09,3.5,CLIC
1985-05-10,1.5,CLIC
1985-05-11,2.7,CLIC
1985-05-12,3.5,CLIC
1985-05-13,3,CLIC
1985-05-14,1.5,CLIC
1985-05-15,2.3,CLIC
1985-05-16,3,CLIC
1985-05-17,2,CLIC
1985-05-18,2.7,CLIC
1985-05-19,1.5,CLIC
1985-05-20,2.7,CLIC
1985-05-21,3.3,CLIC
1985-05-22,1.8,CLIC
1985-05-23,2.5,CLIC
1985-05-24,3.5,CLIC
1985-05-25,2.3,CLIC
1985-05-26,1.4,CLIC
1985-05-27,2.5,CLIC
1985-05-28,3.3,CLIC
1985-05-29,2.2,CLIC
1985-05-30,1.5,CLIC
1985-05-31,2,CLIC
1985-06-01,5.3,CLIC
1985-06-02,5.4,CLIC
1985-06-03,5.4,CLIC
1985-06-04,5.2,CLIC
1985-06-05,5.2,CLIC
1985-06-06,5.2,CLIC
1985-06-07,5.1,CLIC
1985-06-08,5.1,CLIC
1985-06-09,5.2,CLIC
1985-06-10,5.4,CLIC
1985-06-11,5.4,CLIC
1985-06-12,5.4,CLIC
1985-06-13,5.3,CLIC
1985-06-14,5.4,CLIC
1985-06-15,5.3,CLIC
1985-06-16,5.4,CLIC
1985-06-17,5.3,CLIC
1985-06-18,5.3,CLIC
1985-06-19,4.2,CLIC
1985-06-20,4.1,CLIC
1985-06-21,4.3,CLIC
1985-06-22,4.4,CLIC
1985-06-23,4.3,CLIC
1985-06-24,4.3,CLIC
1985-06-25,4.6,CLIC
1985-06-26,4.3,CLIC
1985-06-27,4.3,CLIC
1985-06-28,4.4,CLIC
1985-06-29,4.2,CLIC
1985-06-30,4.3,CLIC
1985-07-01,4.6,CLIC
1985-07-02,6.1,CLIC
1985-07-03,3.6,CLIC
1985-07-04,4.5,CLIC
1985-07-05,2.7,CLIC
1985-07-06,6.6,CLIC
1985-07-07,3.9,CLIC
