Estación: ,C19067,EL RUSIO. GALEANA
1974-12-23,4.7,CLIC
1974-12-24,4.6,CLIC
1974-12-25,2.2,CLIC
1974-12-26,1,CLIC
1974-12-27,3.7,CLIC
1974-12-28,0.6,CLIC
1974-12-29,1.2,CLIC
1974-12-30,1,CLIC
1974-12-31,1.9,CLIC
1975-01-01,4.4,CLIC
1975-01-02,2.7,CLIC
1975-01-03,3.1,CLIC
1975-01-04,2.8,CLIC
1975-01-05,2.7,CLIC
1975-01-06,2.1,CLIC
1975-01-07,3.1,CLIC
1975-01-08,4.1,CLIC
1975-01-09,5,CLIC
1975-01-10,4.8,CLIC
1975-01-11,5.7,CLIC
1975-01-12,0.4,CLIC
1975-01-13,3.6,CLIC
1975-01-14,2.5,CLIC
1975-01-15,1.8,CLIC
1975-01-16,1.8,CLIC
1975-01-17,2.9,CLIC
1975-01-18,3,CLIC
1975-01-19,4.1,CLIC
1975-01-20,3.1,CLIC
1975-01-21,0.6,CLIC
1975-01-22,1.6,CLIC
1975-01-23,1.5,CLIC
1975-01-24,6.6,CLIC
1975-01-25,2.8,CLIC
1975-01-26,2.7,CLIC
1975-01-27,5.8,CLIC
1975-01-28,3.3,CLIC
1975-01-29,4,CLIC
1975-01-30,2.9,CLIC
1975-01-31,4.7,CLIC
1975-02-01,0.9,CLIC
1975-02-02,1.1,CLIC
1975-02-03,1.8,CLIC
1975-02-04,2.4,CLIC
1975-02-05,3.7,CLIC
1975-02-06,4.8,CLIC
1975-02-07,0.7,CLIC
1975-02-08,4,CLIC
1975-02-09,4.1,CLIC
1975-02-10,4,CLIC
1975-02-11,5.8,CLIC
1975-02-12,4.8,CLIC
1975-02-13,1.5,CLIC
1975-02-14,7.3,CLIC
1981-03-01,4.9,CLIC
1981-03-03,2.8,CLIC
1981-03-04,2.3,CLIC
1981-03-05,4.5,CLIC
1981-03-06,3.7,CLIC
1981-03-07,6.5,CLIC
1981-03-08,3.2,CLIC
1981-03-09,6.8,CLIC
1981-03-10,5.6,CLIC
1981-03-11,7.9,CLIC
1981-03-12,5.9,CLIC
1981-03-13,5.9,CLIC
1981-03-14,6.3,CLIC
1981-03-15,6.5,CLIC
1981-03-16,6.2,CLIC
1981-03-17,5.4,CLIC
1981-03-18,7.2,CLIC
1981-03-19,5.1,CLIC
1981-03-20,7.3,CLIC
1981-03-21,6.1,CLIC
1981-03-22,7,CLIC
1981-03-23,5.9,CLIC
1981-03-24,5.3,CLIC
1981-03-25,6.9,CLIC
1981-03-26,6.8,CLIC
1981-03-27,7,CLIC
1981-03-28,6.8,CLIC
1981-03-29,5.2,CLIC
1981-03-30,2.4,CLIC
1981-03-31,7.1,CLIC
1981-07-01,3.9,CLIC
1981-07-02,6.1,CLIC
1981-07-03,12.7,CLIC
1981-07-04,4.4,CLIC
1981-07-05,1.9,CLIC
1981-07-06,4.2,CLIC
1981-07-07,7.1,CLIC
1981-07-08,2.9,CLIC
1981-07-09,4.8,CLIC
1981-07-10,5.7,CLIC
1981-07-11,8.2,CLIC
1981-07-12,3.6,CLIC
1981-07-13,5.2,CLIC
1981-07-14,7.9,CLIC
1981-07-15,5.4,CLIC
1981-07-16,9.8,CLIC
1981-07-17,5.4,CLIC
1981-07-18,4.5,CLIC
1981-07-19,3.7,CLIC
1981-07-20,3.8,CLIC
1981-07-21,7.7,CLIC
1981-07-22,7,CLIC
1981-07-23,5.2,CLIC
1981-07-24,8,CLIC
1981-07-25,6.1,CLIC
1981-07-26,2.7,CLIC
1981-07-27,10.5,CLIC
1981-07-28,5.8,CLIC
1981-07-29,5.4,CLIC
1981-07-30,5.1,CLIC
1981-07-31,6.9,CLIC
1981-08-01,5.9,CLIC
1981-08-02,7.9,CLIC
1981-08-03,7.1,CLIC
1981-08-04,7.1,CLIC
1981-08-05,6.1,CLIC
1981-08-06,6.7,CLIC
1981-08-07,6.6,CLIC
1981-08-08,6.4,CLIC
1981-08-09,6.4,CLIC
1981-08-10,6.1,CLIC
1981-08-11,6.9,CLIC
1981-08-12,6,CLIC
1981-08-13,6.6,CLIC
1981-08-14,6.1,CLIC
1981-08-15,4.9,CLIC
1981-08-16,5.8,CLIC
1981-08-17,4.8,CLIC
1981-08-18,6.1,CLIC
1981-08-19,7.1,CLIC
1981-08-20,5.4,CLIC
1981-08-21,6,CLIC
1981-08-22,6.6,CLIC
1981-08-23,5.4,CLIC
1981-08-24,5.8,CLIC
1981-08-25,7,CLIC
1981-08-26,5.8,CLIC
1981-08-27,5.8,CLIC
1981-08-28,6.6,CLIC
1981-08-29,6.5,CLIC
1981-08-30,6,CLIC
1981-08-31,6.6,CLIC
1981-09-01,4.5,CLIC
1981-09-02,6.3,CLIC
1981-09-03,5.2,CLIC
1981-09-04,5.4,CLIC
1981-09-05,6.3,CLIC
1981-09-06,4.8,CLIC
1981-09-07,5.5,CLIC
1981-09-08,4.9,CLIC
1981-09-09,5.9,CLIC
1981-09-10,6.7,CLIC
1981-09-11,5.3,CLIC
1981-09-12,7.2,CLIC
1981-09-13,5.9,CLIC
1981-09-14,5.9,CLIC
1981-09-15,6,CLIC
1981-09-16,7.2,CLIC
1981-09-17,11,CLIC
1981-09-18,6.9,CLIC
1981-09-19,4,CLIC
1981-09-20,5.7,CLIC
1981-09-21,6,CLIC
1981-09-22,7,CLIC
1981-09-23,5.9,CLIC
1981-09-24,6.2,CLIC
1981-09-25,4.9,CLIC
1981-09-26,6.2,CLIC
1981-09-27,5.4,CLIC
1981-09-28,7,CLIC
1981-09-29,5.2,CLIC
1981-09-30,5.6,CLIC
1985-04-19,4.6,CLIC
1985-04-20,4.9,CLIC
1985-04-21,5.25,CLIC
1985-04-22,6.25,CLIC
1985-04-23,5.2,CLIC
1985-04-24,4.9,CLIC
1985-04-25,4.85,CLIC
1985-04-26,6.1,CLIC
1985-04-27,7.73,CLIC
1985-04-28,6.95,CLIC
1985-04-29,5.53,CLIC
1985-04-30,7.24,CLIC
1985-05-01,5.5,CLIC
1985-05-02,5.7,CLIC
1985-05-03,6.2,CLIC
1985-05-04,3.85,CLIC
1985-05-05,4.1,CLIC
1985-05-06,4.75,CLIC
1985-05-07,5.12,CLIC
1985-05-08,5.38,CLIC
1985-05-09,5.06,CLIC
1985-05-10,3.87,CLIC
1985-05-11,5.73,CLIC
1985-05-12,7.46,CLIC
1985-05-13,7.44,CLIC
1985-05-14,8.25,CLIC
1985-05-15,8.13,CLIC
1985-05-16,9.62,CLIC
1985-05-17,7.2,CLIC
1985-05-18,5.8,CLIC
1985-05-19,6.4,CLIC
1985-05-20,5.5,CLIC
1985-05-21,4.68,CLIC
1985-05-22,8.02,CLIC
1985-05-23,7.25,CLIC
1985-05-24,5.95,CLIC
1985-05-25,5.9,CLIC
1985-05-26,4.8,CLIC
1985-05-27,4.97,CLIC
1985-05-28,6.43,CLIC
1985-05-29,8.17,CLIC
1985-05-30,9.28,CLIC
1985-05-31,8.81,CLIC
1985-06-01,9.64,CLIC
1985-06-02,7.45,CLIC
1985-06-03,8.23,CLIC
1985-06-04,5.65,CLIC
1985-06-05,2.95,CLIC
1985-06-06,3.5,CLIC
1985-06-07,8.98,CLIC
1985-06-08,6.66,CLIC
1985-06-09,8.36,CLIC
1985-06-10,7.23,CLIC
1985-06-11,4.56,CLIC
1985-06-12,4.98,CLIC
1985-06-13,7.82,CLIC
1985-06-14,4.15,CLIC
1985-06-15,6.31,CLIC
1985-06-16,8.78,CLIC
1985-06-17,7.74,CLIC
1985-06-18,5.83,CLIC
1985-06-19,4.54,CLIC
1985-06-20,1.55,CLIC
1985-06-21,2.5,CLIC
1985-06-22,1.77,CLIC
1985-06-23,4.9,CLIC
1985-06-24,4.03,CLIC
1985-06-25,2.09,CLIC
1985-06-26,6.38,CLIC
1985-06-27,6,CLIC
1985-06-28,6.9,CLIC
1985-06-29,4.01,CLIC
1985-06-30,4.28,CLIC
1985-07-01,5.38,CLIC
1985-07-02,4,CLIC
1985-07-03,5.74,CLIC
1985-07-04,7.21,CLIC
1985-07-05,6.31,CLIC
1985-07-06,8.14,CLIC
1985-07-07,5.95,CLIC
1985-07-08,4.68,CLIC
1985-07-09,6.98,CLIC
1985-07-10,5.94,CLIC
1985-07-11,8.28,CLIC
1985-07-12,7.17,CLIC
1985-07-13,7.55,CLIC
1985-07-14,6.1,CLIC
1985-07-15,4.53,CLIC
1985-07-16,5.12,CLIC
1985-07-17,8.35,CLIC
1985-07-18,8.25,CLIC
1985-07-19,7.5,CLIC
1985-07-20,7.19,CLIC
1985-07-21,6.48,CLIC
1985-07-22,5.48,CLIC
1985-07-23,7.32,CLIC
1985-07-24,7.55,CLIC
1985-07-25,4.2,CLIC
1985-07-26,3.17,CLIC
1985-07-27,7.68,CLIC
1985-07-28,9.32,CLIC
1985-07-29,8.39,CLIC
1985-07-30,7.79,CLIC
1985-07-31,6.58,CLIC
1985-08-01,6.5,CLIC
1985-08-02,7,CLIC
1985-08-03,5.37,CLIC
1985-08-04,3.8,CLIC
1985-08-05,6.98,CLIC
1985-08-06,7.32,CLIC
1985-08-07,7.82,CLIC
1985-08-08,8.98,CLIC
1985-08-09,7.12,CLIC
1985-08-10,5.68,CLIC
1985-08-11,7.73,CLIC
1985-08-12,5.93,CLIC
1985-08-13,6.05,CLIC
1985-08-14,5.99,CLIC
1985-08-15,4.45,CLIC
1985-08-16,4.43,CLIC
1985-08-17,6.21,CLIC
1985-08-18,7.95,CLIC
1985-08-19,8.56,CLIC
1985-08-20,8,CLIC
1985-08-21,8.25,CLIC
1985-08-22,7.7,CLIC
1985-08-23,8.12,CLIC
1985-08-24,8.63,CLIC
1985-08-25,8.12,CLIC
1985-08-26,8.25,CLIC
1985-08-27,9.33,CLIC
1985-08-28,7.32,CLIC
1985-08-29,4.79,CLIC
1985-08-30,4.56,CLIC
1985-08-31,6.92,CLIC
1985-09-01,6.25,CLIC
1985-09-02,9.08,CLIC
1985-09-03,7.51,CLIC
1985-09-04,3.04,CLIC
1985-09-05,2.9,CLIC
1985-09-06,4.57,CLIC
1985-09-07,6.95,CLIC
1985-09-08,4.18,CLIC
1985-09-09,6.9,CLIC
1985-09-10,6.76,CLIC
1985-09-11,6.01,CLIC
1985-09-12,3.53,CLIC
1985-09-13,4.54,CLIC
1985-09-14,4.25,CLIC
1985-09-15,6.69,CLIC
1985-09-16,7.48,CLIC
1985-09-17,4.92,CLIC
1985-09-18,4.66,CLIC
1985-09-19,6.75,CLIC
1985-09-20,6.45,CLIC
1985-09-21,7.2,CLIC
1985-09-22,3.43,CLIC
1985-09-23,3.07,CLIC
1985-09-24,3.4,CLIC
1985-09-25,3.94,CLIC
1985-09-26,4.96,CLIC
1985-09-27,5.84,CLIC
1985-09-28,4.84,CLIC
1985-09-29,1.49,CLIC
1985-09-30,4.11,CLIC
1985-10-01,4.11,CLIC
1985-10-02,7.16,CLIC
1985-10-03,5.97,CLIC
1985-10-04,5.98,CLIC
1985-10-05,6.3,CLIC
1985-10-06,5,CLIC
1985-10-07,4.95,CLIC
1985-10-08,6.25,CLIC
1985-10-09,5.3,CLIC
1985-10-10,5.4,CLIC
1985-10-11,6.05,CLIC
1985-10-12,2.29,CLIC
1985-10-13,3.7,CLIC
1985-10-14,4.51,CLIC
1985-10-15,4.5,CLIC
1985-10-16,5.8,CLIC
1985-10-17,2.72,CLIC
1985-10-18,4.08,CLIC
1985-10-19,6.8,CLIC
1985-10-20,3.45,CLIC
1985-10-21,4.4,CLIC
1985-10-22,5.05,CLIC
1985-10-23,5.58,CLIC
1985-10-24,3.97,CLIC
1985-10-25,4.62,CLIC
1985-10-26,4.12,CLIC
1985-10-27,2.65,CLIC
1985-10-28,3.05,CLIC
1985-10-29,5.36,CLIC
1985-10-30,5.15,CLIC
1985-10-31,3.95,CLIC
1985-11-01,4.74,CLIC
1985-11-02,5.39,CLIC
1985-11-03,4.95,CLIC
1985-11-04,5.42,CLIC
1985-11-05,6.25,CLIC
1985-11-06,5.45,CLIC
1985-11-07,3.7,CLIC
1985-11-08,5.38,CLIC
1985-11-09,3.87,CLIC
1985-11-10,4.35,CLIC
1985-11-11,5.3,CLIC
1985-11-12,4.1,CLIC
1985-11-13,4.3,CLIC
1985-11-14,2.95,CLIC
1985-11-15,2.15,CLIC
1985-11-16,5.1,CLIC
1985-11-17,2.68,CLIC
1985-11-18,3.42,CLIC
1985-11-19,2.7,CLIC
1985-11-20,3.3,CLIC
1985-11-21,4.6,CLIC
1985-11-22,3.1,CLIC
1985-11-23,2.85,CLIC
1985-11-24,2.99,CLIC
1985-11-25,1.75,CLIC
1985-11-26,4.4,CLIC
1985-11-27,5.4,CLIC
1985-11-28,3.2,CLIC
1985-11-29,4.49,CLIC
1985-11-30,3.76,CLIC
1985-12-01,3.75,CLIC
1985-12-02,4.1,CLIC
1985-12-03,1.29,CLIC
1985-12-04,4.78,CLIC
1985-12-05,4.28,CLIC
1985-12-06,3.04,CLIC
1985-12-07,4.2,CLIC
1985-12-08,3.8,CLIC
1985-12-09,3.9,CLIC
1985-12-10,3.75,CLIC
1985-12-11,4.9,CLIC
1985-12-12,2.99,CLIC
1985-12-13,1.26,CLIC
1985-12-14,3.3,CLIC
1985-12-15,1.89,CLIC
1985-12-16,1.39,CLIC
1985-12-17,3.51,CLIC
1985-12-18,3.04,CLIC
1985-12-19,3.41,CLIC
1985-12-20,3.3,CLIC
1985-12-21,1.9,CLIC
1985-12-22,3.8,CLIC
1985-12-23,3.3,CLIC
1985-12-24,2.8,CLIC
1985-12-25,2.29,CLIC
1985-12-26,2.76,CLIC
1985-12-27,1.87,CLIC
1985-12-28,0.83,CLIC
1985-12-29,3.62,CLIC
1985-12-30,3.28,CLIC
1985-12-31,3.35,CLIC
1986-01-01,2.05,CLIC
1986-01-02,4.25,CLIC
1986-01-03,2.2,CLIC
1986-01-04,4.05,CLIC
1986-01-05,1.52,CLIC
1986-01-06,3.48,CLIC
1986-01-07,3.35,CLIC
1986-01-08,2,CLIC
1986-01-09,1,CLIC
1986-01-10,3.15,CLIC
1986-01-11,1.98,CLIC
1986-01-12,3.22,CLIC
1986-01-13,1.95,CLIC
1986-01-14,3.7,CLIC
1986-01-15,4,CLIC
1986-01-16,2.5,CLIC
1986-01-17,3.15,CLIC
1986-01-18,4,CLIC
1986-01-19,3.23,CLIC
1986-01-20,3.05,CLIC
1986-01-21,4.57,CLIC
1986-01-22,3.48,CLIC
1986-01-23,3.2,CLIC
1986-01-24,3.14,CLIC
1986-01-25,4.08,CLIC
1986-01-26,4,CLIC
1986-01-27,3.45,CLIC
1986-01-28,3.85,CLIC
1986-01-29,5.15,CLIC
1986-01-30,3.35,CLIC
1986-01-31,5.65,CLIC
1986-02-01,4.25,CLIC
1986-02-02,5.6,CLIC
1986-02-03,4.45,CLIC
1986-02-04,3.2,CLIC
1986-02-05,5.45,CLIC
1986-02-06,4.75,CLIC
1986-02-07,6.15,CLIC
1986-02-08,3.1,CLIC
1986-02-09,4.98,CLIC
1986-02-10,5.37,CLIC
1986-02-11,6.28,CLIC
1986-02-12,4,CLIC
1986-02-13,3.97,CLIC
1986-02-14,5,CLIC
1986-02-15,6.63,CLIC
1986-02-16,6.1,CLIC
1986-02-17,6.65,CLIC
1986-02-18,7.74,CLIC
1986-02-19,7.06,CLIC
1986-02-20,6.9,CLIC
1986-02-21,6.1,CLIC
1986-02-22,3.61,CLIC
1986-02-23,5.2,CLIC
1986-02-24,6.92,CLIC
1986-02-25,7.13,CLIC
1986-02-26,7.75,CLIC
1986-02-27,6.45,CLIC
1986-02-28,6.69,CLIC
1986-03-01,17.26,CLIC
1986-03-02,6.2,CLIC
1986-03-03,8.18,CLIC
1986-03-04,4.84,CLIC
1986-03-05,7.7,CLIC
1986-03-06,4.9,CLIC
1986-03-07,3.85,CLIC
1986-03-08,5.85,CLIC
1986-03-09,7,CLIC
1986-03-10,7.45,CLIC
1986-03-11,11.55,CLIC
1986-03-12,10.6,CLIC
1986-03-13,6.85,CLIC
1986-03-14,8.31,CLIC
1986-03-15,6.72,CLIC
1986-03-16,5.85,CLIC
1986-03-17,10.4,CLIC
1986-03-18,11.97,CLIC
1986-03-19,9.38,CLIC
1986-03-20,4.45,CLIC
1986-03-21,9.7,CLIC
1986-03-22,4.1,CLIC
1986-03-23,6.81,CLIC
1986-03-24,9,CLIC
1986-03-25,6.8,CLIC
1986-03-26,6.64,CLIC
1986-03-27,10.56,CLIC
1986-03-28,7.32,CLIC
1986-03-29,4.65,CLIC
1986-03-30,7.95,CLIC
1986-03-31,7.42,CLIC
1986-04-01,5.85,CLIC
1986-04-02,7.92,CLIC
1986-04-03,10.48,CLIC
1986-04-04,9.3,CLIC
1986-04-05,6.22,CLIC
1986-04-06,7,CLIC
1986-04-07,7.45,CLIC
1986-04-08,7.35,CLIC
1986-04-09,8.05,CLIC
1986-04-10,3.42,CLIC
1986-04-11,6.98,CLIC
1986-04-12,7.92,CLIC
1986-04-13,9.15,CLIC
1986-04-14,9.45,CLIC
1986-04-15,9,CLIC
1986-04-16,6.55,CLIC
1986-04-17,5.45,CLIC
1986-04-18,2.4,CLIC
1986-04-19,5,CLIC
1986-04-20,6.7,CLIC
1986-04-21,8.2,CLIC
1986-04-22,8.1,CLIC
1986-04-23,1,CLIC
1986-04-24,0.78,CLIC
1986-04-25,1,CLIC
1986-04-26,4.95,CLIC
1986-04-27,5.25,CLIC
1986-04-28,5.88,CLIC
1986-04-29,0.94,CLIC
1986-04-30,1.32,CLIC
1986-05-01,5.05,CLIC
1986-05-02,5.85,CLIC
1986-05-03,6.03,CLIC
1986-05-04,4.42,CLIC
1986-05-05,1.86,CLIC
1986-05-06,0.84,CLIC
1986-05-07,7.15,CLIC
1986-05-08,3.85,CLIC
1986-05-09,6.9,CLIC
1986-05-10,4.9,CLIC
1986-05-11,7.2,CLIC
1986-05-12,6.5,CLIC
1986-05-13,5.4,CLIC
1986-05-14,8.1,CLIC
1986-05-15,5.75,CLIC
1986-05-16,7.25,CLIC
1986-05-17,6.75,CLIC
1986-05-18,10,CLIC
1986-05-19,4.25,CLIC
1986-05-20,5.3,CLIC
1986-05-21,1.65,CLIC
1986-05-22,6,CLIC
1986-05-23,6.8,CLIC
1986-05-24,6.2,CLIC
1986-05-25,7.85,CLIC
1986-05-26,7.05,CLIC
1986-05-27,6.1,CLIC
1986-05-28,6.1,CLIC
1986-05-29,4.78,CLIC
1986-05-30,2.67,CLIC
1986-05-31,3.77,CLIC
1986-06-01,6.75,CLIC
1986-06-02,4.1,CLIC
1986-06-03,3.57,CLIC
1986-06-04,3.33,CLIC
1986-06-05,3.1,CLIC
1986-06-06,5.95,CLIC
1986-06-07,6.52,CLIC
1986-06-08,4.73,CLIC
1986-06-09,7.1,CLIC
1986-06-10,4.62,CLIC
1986-06-11,3.25,CLIC
1986-06-12,4.68,CLIC
1986-06-13,3.71,CLIC
1986-06-14,3.85,CLIC
1986-06-15,3.8,CLIC
1986-06-16,5.95,CLIC
1986-06-17,6.05,CLIC
1986-06-18,4,CLIC
1986-06-19,2.4,CLIC
1986-06-20,3.67,CLIC
1986-06-21,5,CLIC
1986-06-22,4.35,CLIC
1986-06-23,4.55,CLIC
1986-06-24,3.36,CLIC
1986-06-25,2.75,CLIC
1986-06-26,2.83,CLIC
1986-06-27,2.6,CLIC
1986-06-28,3.2,CLIC
1986-06-29,6,CLIC
1986-06-30,6.58,CLIC
1986-07-01,6.67,CLIC
1986-07-02,6.75,CLIC
1986-07-03,2.9,CLIC
1986-07-04,5.93,CLIC
1986-07-05,7.2,CLIC
1986-07-06,8,CLIC
1986-07-07,8.28,CLIC
1986-07-08,3.07,CLIC
1986-07-09,5.8,CLIC
1986-07-10,5.05,CLIC
1986-07-11,5.48,CLIC
1986-07-12,5.45,CLIC
1986-07-13,3,CLIC
1986-07-14,2.17,CLIC
1986-07-15,2.03,CLIC
1986-07-16,1.4,CLIC
1986-07-17,4.85,CLIC
1986-07-18,6.2,CLIC
1986-07-19,6.25,CLIC
1986-07-20,8.24,CLIC
1986-07-21,6.41,CLIC
1986-07-22,7.52,CLIC
1986-07-23,10.26,CLIC
1986-07-24,7.67,CLIC
1986-07-25,8.07,CLIC
1986-07-26,6.73,CLIC
1986-07-27,7.3,CLIC
1986-07-28,7.45,CLIC
1986-07-29,7.35,CLIC
1986-07-30,6.25,CLIC
1986-07-31,1.71,CLIC
1986-08-01,7.64,CLIC
1986-08-02,9.1,CLIC
1986-08-03,7.7,CLIC
1986-08-04,9.45,CLIC
1986-08-05,7.78,CLIC
1986-08-06,5.92,CLIC
1986-08-07,4.5,CLIC
1986-08-08,7.45,CLIC
1986-08-09,8,CLIC
1986-08-10,5.5,CLIC
1986-08-11,5.65,CLIC
1986-08-12,6.35,CLIC
1986-08-13,7.67,CLIC
1986-08-14,6.63,CLIC
1986-08-15,7.6,CLIC
1986-08-16,7.2,CLIC
1986-08-17,4.4,CLIC
1986-08-18,7.25,CLIC
1986-08-19,8.25,CLIC
1986-08-20,9.2,CLIC
1986-08-21,10.57,CLIC
1986-08-22,12.96,CLIC
1986-08-23,2.78,CLIC
1986-08-24,4.15,CLIC
1986-08-25,3.45,CLIC
1986-08-26,6.44,CLIC
1986-08-27,5.66,CLIC
1986-08-28,2.46,CLIC
1986-08-29,6.65,CLIC
1986-08-30,2.35,CLIC
1986-08-31,1.07,CLIC
1986-09-01,4.3,CLIC
1986-09-02,5.6,CLIC
1986-09-03,7.05,CLIC
1986-09-04,1.4,CLIC
1986-09-05,1.85,CLIC
1986-09-06,5.05,CLIC
1986-09-07,5.85,CLIC
1986-09-08,6.42,CLIC
1986-09-09,4.3,CLIC
1986-09-10,6.1,CLIC
1986-09-11,6.2,CLIC
1986-09-12,7,CLIC
1986-09-13,7.7,CLIC
1986-09-14,5.65,CLIC
1986-09-15,5.55,CLIC
1986-09-16,6.9,CLIC
1986-09-17,6.6,CLIC
1986-09-18,6.9,CLIC
1986-09-19,6.3,CLIC
1986-09-20,4.2,CLIC
1986-09-21,0.85,CLIC
1986-09-22,5.15,CLIC
1986-09-23,6.19,CLIC
1986-09-24,6.06,CLIC
1986-09-25,0.43,CLIC
1986-09-26,4.35,CLIC
1986-09-27,4.24,CLIC
1986-09-28,6.24,CLIC
1986-09-29,5.02,CLIC
1986-09-30,5.5,CLIC
1986-10-01,4.35,CLIC
1986-10-02,5.9,CLIC
1986-10-03,5.35,CLIC
1986-10-04,5.2,CLIC
1986-10-05,6.3,CLIC
1986-10-06,5,CLIC
1986-10-07,3.9,CLIC
1986-10-08,1.9,CLIC
1986-10-09,3.5,CLIC
1986-10-10,2.77,CLIC
1986-10-11,2.98,CLIC
1986-10-12,4.35,CLIC
1986-10-13,3.05,CLIC
1986-10-14,4.05,CLIC
1986-10-15,3.95,CLIC
1986-10-16,2.13,CLIC
1986-10-17,3.84,CLIC
1986-10-18,3.05,CLIC
1986-10-19,5.35,CLIC
1986-10-20,1.1,CLIC
1986-10-21,1.6,CLIC
1986-10-22,2.08,CLIC
1986-10-23,1.68,CLIC
1986-10-24,2.05,CLIC
1986-10-25,1.63,CLIC
1986-10-26,4.15,CLIC
1986-10-27,3.65,CLIC
1986-10-28,2.25,CLIC
1986-10-29,3.2,CLIC
1986-10-30,4,CLIC
1986-10-31,3.64,CLIC
1986-11-01,2.96,CLIC
1986-11-02,3,CLIC
1986-11-03,3.7,CLIC
1986-11-04,2.2,CLIC
1986-11-05,3.4,CLIC
1986-11-06,1,CLIC
1986-11-07,4.18,CLIC
1986-11-08,4.1,CLIC
1986-11-09,3.64,CLIC
1986-11-10,4.11,CLIC
1986-11-11,3.45,CLIC
1986-11-12,4,CLIC
1986-11-13,2.5,CLIC
1986-11-14,2.3,CLIC
1986-11-15,2.9,CLIC
1986-11-16,1.9,CLIC
1986-11-17,2.1,CLIC
1986-11-18,3.7,CLIC
1986-11-19,4.15,CLIC
1986-11-20,4.2,CLIC
1986-11-21,3.6,CLIC
1986-11-22,2.85,CLIC
1986-11-23,4.55,CLIC
1986-11-24,2.35,CLIC
1986-11-25,4.65,CLIC
1986-11-26,3.2,CLIC
1986-11-27,3.3,CLIC
1986-11-28,2.7,CLIC
1986-11-29,3.2,CLIC
1986-11-30,2.9,CLIC
1986-12-01,3.2,CLIC
1986-12-02,5.35,CLIC
1986-12-03,3.55,CLIC
1986-12-04,3.7,CLIC
1986-12-05,3.9,CLIC
1986-12-06,2.6,CLIC
1986-12-07,2.2,CLIC
1986-12-08,2.8,CLIC
1986-12-09,2.6,CLIC
1986-12-10,1.45,CLIC
1986-12-11,4.1,CLIC
1986-12-12,4.1,CLIC
1986-12-13,1.9,CLIC
1986-12-14,2.5,CLIC
1986-12-15,2.48,CLIC
1986-12-16,2.45,CLIC
1986-12-17,3.3,CLIC
1986-12-18,3.15,CLIC
1986-12-19,2.91,CLIC
1986-12-20,2.19,CLIC
1986-12-21,3.15,CLIC
1986-12-22,3.17,CLIC
1986-12-23,3.2,CLIC
1986-12-24,2.55,CLIC
1986-12-25,2.5,CLIC
1986-12-26,3.1,CLIC
1986-12-27,1.9,CLIC
1986-12-28,3.05,CLIC
1986-12-29,2.55,CLIC
1986-12-30,2.78,CLIC
1986-12-31,3.95,CLIC
1987-01-01,3.95,CLIC
1987-01-02,2,CLIC
1987-01-03,2.35,CLIC
1987-01-04,3.1,CLIC
1987-01-05,3.2,CLIC
1987-01-06,3.1,CLIC
1987-01-07,2.6,CLIC
1987-01-08,3.05,CLIC
1987-01-09,3.7,CLIC
1987-01-10,2.6,CLIC
1987-01-11,3.1,CLIC
1987-01-12,1.46,CLIC
1987-01-13,0.78,CLIC
1987-01-14,0.8,CLIC
1987-01-15,2,CLIC
1987-01-16,2.65,CLIC
1987-01-17,2.05,CLIC
1987-01-18,2.3,CLIC
1987-01-19,1.45,CLIC
1987-01-20,2,CLIC
1987-01-21,0.85,CLIC
1987-01-22,1.7,CLIC
1987-01-23,2.1,CLIC
1987-01-24,1.33,CLIC
1987-01-25,3.92,CLIC
1987-01-26,4.01,CLIC
1987-01-27,3.75,CLIC
1987-01-28,3,CLIC
1987-01-29,4.2,CLIC
1987-01-30,3.85,CLIC
1987-01-31,3.42,CLIC
1987-02-01,3.13,CLIC
1987-02-02,3.2,CLIC
1987-02-03,2.2,CLIC
1987-02-04,0.72,CLIC
1987-02-05,1.4,CLIC
1987-02-06,4,CLIC
1987-02-07,3.3,CLIC
1987-02-08,2.7,CLIC
1987-02-09,5.11,CLIC
1987-02-10,2.99,CLIC
1987-02-11,4.2,CLIC
1987-02-12,4.75,CLIC
1987-02-13,4.1,CLIC
1987-02-14,2.25,CLIC
1987-02-15,5.55,CLIC
1987-02-16,7.1,CLIC
1987-02-17,6.65,CLIC
1987-02-18,5.55,CLIC
1987-02-19,4.4,CLIC
1987-02-20,6.9,CLIC
1987-02-21,3.7,CLIC
1987-02-22,7.1,CLIC
1987-02-23,1.74,CLIC
1987-02-24,1.16,CLIC
1987-02-25,0.43,CLIC
1987-02-26,0.28,CLIC
1987-02-27,1.32,CLIC
1987-02-28,6.38,CLIC
1987-03-01,4,CLIC
1987-03-02,4,CLIC
1987-03-03,3.43,CLIC
1987-03-04,0.43,CLIC
1987-03-05,4.2,CLIC
1987-03-06,3.9,CLIC
1987-03-07,4.5,CLIC
1987-03-08,4.95,CLIC
1987-03-09,0.63,CLIC
1987-03-10,3.96,CLIC
1987-03-11,4.32,CLIC
1987-03-12,3.39,CLIC
1987-03-13,6.2,CLIC
1987-03-14,4.75,CLIC
1987-03-15,5.75,CLIC
1987-03-16,6.4,CLIC
1987-03-17,10.85,CLIC
1987-03-18,8.45,CLIC
1987-03-19,6.3,CLIC
1987-03-20,4.95,CLIC
1987-03-21,6.53,CLIC
1987-03-22,5.87,CLIC
1987-03-23,7.33,CLIC
1987-03-24,8.72,CLIC
