Estación: ,C19189,EL PASTOR
2003-08-09,7.89,CLIC
2003-08-10,7,CLIC
2003-08-11,4.5,CLIC
2003-08-12,7.3,CLIC
2003-08-13,2.1,CLIC
2003-08-14,3.19,CLIC
2003-08-15,2.3,CLIC
2003-08-16,1.7,CLIC
2003-08-17,2.41,CLIC
2003-08-18,4.64,CLIC
2003-08-19,5.05,CLIC
2003-08-20,4,CLIC
2003-08-21,6.1,CLIC
2003-08-22,5.4,CLIC
2003-08-23,7,CLIC
2003-08-24,6.15,CLIC
2003-08-25,4.55,CLIC
2003-08-26,4.35,CLIC
2003-08-27,5.05,CLIC
2003-08-28,6.1,CLIC
2003-08-29,5.4,CLIC
2003-08-30,4.1,CLIC
2003-08-31,3.7,CLIC
2003-09-01,2.45,CLIC
2003-09-02,1,CLIC
2003-09-03,3.4,CLIC
2003-09-05,3.3,CLIC
2003-09-06,4.28,CLIC
2003-09-07,4.7,CLIC
2003-09-08,1,CLIC
2003-09-09,1.85,CLIC
2003-09-10,3.9,CLIC
2003-09-11,1.65,CLIC
2003-09-12,4.65,CLIC
2003-09-13,5.1,CLIC
2003-09-15,0.95,CLIC
2003-09-16,3.1,CLIC
2003-09-17,3.7,CLIC
2003-09-19,1.8,CLIC
2003-09-20,2.45,CLIC
2003-09-21,3.94,CLIC
2003-09-22,2.06,CLIC
2003-09-23,4.8,CLIC
2003-09-24,3.9,CLIC
2003-09-26,1.15,CLIC
2003-09-27,4.19,CLIC
2003-09-28,2.1,CLIC
2003-09-29,2.6,CLIC
2003-09-30,3.18,CLIC
2003-10-01,3,CLIC
2003-10-02,3.1,CLIC
2003-10-03,3.25,CLIC
2003-10-04,2.8,CLIC
2003-10-05,3,CLIC
2003-10-06,5,CLIC
2003-10-07,7,CLIC
2003-10-08,3.35,CLIC
2003-10-09,4.55,CLIC
2003-10-10,3.6,CLIC
2003-10-11,3.9,CLIC
2003-10-12,2.95,CLIC
2003-10-13,2.61,CLIC
2003-10-14,0,CLIC
2003-10-15,2.6,CLIC
2003-10-16,1.8,CLIC
2003-10-17,4.8,CLIC
2003-10-18,2.05,CLIC
2003-10-19,3.6,CLIC
2003-10-20,2.2,CLIC
2003-10-21,3.8,CLIC
2003-10-22,3.22,CLIC
2003-10-23,2.3,CLIC
2003-10-24,3,CLIC
2003-10-25,2.45,CLIC
2003-10-26,0.6,CLIC
2003-10-27,1.15,CLIC
2003-10-28,2.6,CLIC
2003-10-29,3.87,CLIC
2003-10-30,3.59,CLIC
2003-10-31,3.59,CLIC
2003-11-01,2.5,CLIC
2003-11-02,1.7,CLIC
2003-11-03,4.1,CLIC
2003-11-04,2.3,CLIC
2003-11-05,2.6,CLIC
2003-11-06,2,CLIC
2003-11-07,4,CLIC
2003-11-08,2.65,CLIC
2003-11-09,1.3,CLIC
2003-11-10,4,CLIC
2003-11-11,2.25,CLIC
2003-11-12,2.35,CLIC
2003-11-13,2.25,CLIC
2003-11-14,1.47,CLIC
2003-11-15,1.48,CLIC
2003-11-16,2,CLIC
2003-11-17,2,CLIC
2003-11-18,1.9,CLIC
2003-11-19,1.25,CLIC
2003-11-20,2.75,CLIC
2003-11-21,1.9,CLIC
2003-11-22,2.1,CLIC
2003-11-23,2,CLIC
2003-11-24,1.25,CLIC
2003-11-25,2.6,CLIC
2003-11-26,1.6,CLIC
2003-11-27,2.5,CLIC
2003-11-28,2.6,CLIC
2003-11-29,2.4,CLIC
2003-11-30,2.6,CLIC
2003-12-01,3.4,CLIC
2003-12-02,2.8,CLIC
2003-12-03,2.6,CLIC
2003-12-04,2.6,CLIC
2003-12-05,2,CLIC
2003-12-06,2.3,CLIC
2003-12-07,2.6,CLIC
2003-12-08,1.6,CLIC
2003-12-09,1.4,CLIC
2003-12-10,2,CLIC
2003-12-11,2,CLIC
2003-12-12,2.6,CLIC
2003-12-13,2.15,CLIC
2003-12-14,2.45,CLIC
2003-12-15,0.7,CLIC
2003-12-16,1.85,CLIC
2003-12-17,0.45,CLIC
2003-12-18,1.18,CLIC
2003-12-19,1.9,CLIC
2003-12-20,1.8,CLIC
2003-12-21,0.7,CLIC
2003-12-22,3,CLIC
2003-12-23,3,CLIC
2003-12-24,1,CLIC
2003-12-25,1.65,CLIC
2003-12-26,1.75,CLIC
2003-12-27,2.1,CLIC
2003-12-28,1.1,CLIC
2003-12-29,0.9,CLIC
2003-12-30,0.95,CLIC
2003-12-31,1,CLIC
2004-01-01,0.85,CLIC
2004-01-02,1.9,CLIC
2004-01-03,3.2,CLIC
2004-01-04,2,CLIC
2004-01-05,1.8,CLIC
2004-01-06,0.2,CLIC
2004-01-07,1.6,CLIC
2004-01-08,0.65,CLIC
2004-01-09,1.55,CLIC
2004-01-10,0.85,CLIC
2004-01-11,1.2,CLIC
2004-01-12,0.45,CLIC
2004-01-13,1,CLIC
2004-01-14,2.3,CLIC
2004-01-15,1.7,CLIC
2004-01-16,0.6,CLIC
2004-01-17,2,CLIC
2004-01-18,2.5,CLIC
2004-01-19,1.15,CLIC
2004-01-20,1.1,CLIC
2004-01-21,2.45,CLIC
2004-01-22,1.25,CLIC
2004-01-23,2.4,CLIC
2004-01-24,3.8,CLIC
2004-01-25,0.5,CLIC
2004-01-26,2,CLIC
2004-01-27,2.85,CLIC
2004-01-28,2.4,CLIC
2004-01-29,0.55,CLIC
2004-01-30,0.91,CLIC
2004-01-31,1,CLIC
2004-02-01,3.4,CLIC
2004-02-02,2.85,CLIC
2004-02-03,1.65,CLIC
2004-02-04,2.4,CLIC
2004-02-05,1.6,CLIC
2004-02-06,1.85,CLIC
2004-02-07,1.25,CLIC
2004-02-08,2.1,CLIC
2004-02-09,2.4,CLIC
2004-02-10,0.85,CLIC
2004-02-11,0.1,CLIC
2004-02-12,0.05,CLIC
2004-02-13,0.2,CLIC
2004-02-14,1.4,CLIC
2004-02-15,2.3,CLIC
2004-02-16,2.4,CLIC
2004-02-17,3.24,CLIC
2004-02-18,3.31,CLIC
2004-02-19,2.25,CLIC
2004-02-20,1.25,CLIC
2004-02-21,3.75,CLIC
2004-02-22,4.5,CLIC
2004-02-23,2.5,CLIC
2004-02-24,1.49,CLIC
2004-02-25,3.39,CLIC
2004-02-26,2.97,CLIC
2004-02-27,2.68,CLIC
2004-02-28,3.12,CLIC
2004-02-29,7.64,CLIC
2004-03-01,3,CLIC
2004-03-02,4.75,CLIC
2004-03-03,2,CLIC
2004-03-04,1.55,CLIC
2004-03-05,0.9,CLIC
2004-03-06,2.2,CLIC
2004-03-07,1.05,CLIC
2004-03-08,0.6,CLIC
2004-03-09,1.86,CLIC
2004-03-10,4.95,CLIC
2004-03-11,1.95,CLIC
2004-03-12,2.3,CLIC
2004-03-13,1.1,CLIC
2004-03-14,2.6,CLIC
2004-03-15,1.75,CLIC
2004-03-16,2.5,CLIC
2004-03-17,4.7,CLIC
2004-03-18,4.15,CLIC
2004-03-19,1.05,CLIC
2004-03-20,0,CLIC
2004-03-21,2.8,CLIC
2004-03-22,3.1,CLIC
2004-03-23,2.83,CLIC
2004-03-24,2.7,CLIC
2004-03-25,1.5,CLIC
2004-03-26,2.9,CLIC
2004-03-27,1.4,CLIC
2004-03-28,1.1,CLIC
2004-03-29,0,CLIC
2004-03-30,0.95,CLIC
2004-03-31,1.78,CLIC
2004-04-01,1.23,CLIC
2004-04-02,1.75,CLIC
2004-04-03,1.86,CLIC
2004-04-04,1.82,CLIC
2004-04-05,1.9,CLIC
2004-04-06,2.54,CLIC
2004-04-07,3.18,CLIC
2004-04-08,3.5,CLIC
2004-04-09,2.85,CLIC
2004-04-10,3.2,CLIC
2004-04-11,2.5,CLIC
2004-04-12,2.1,CLIC
2004-04-13,1.7,CLIC
2004-04-14,3,CLIC
2004-04-15,3.9,CLIC
2004-04-16,4.8,CLIC
2004-04-17,3.2,CLIC
2004-04-18,2.1,CLIC
2004-04-19,3.8,CLIC
2004-04-20,4,CLIC
2004-04-21,3.2,CLIC
2004-04-22,2.8,CLIC
2004-04-23,2,CLIC
2004-04-24,2.4,CLIC
2004-04-25,1.7,CLIC
2004-04-26,0.9,CLIC
2004-04-27,1.3,CLIC
2004-04-28,1.1,CLIC
2004-04-29,4,CLIC
2004-04-30,2,CLIC
2004-05-01,3.6,CLIC
2004-05-02,2.2,CLIC
2004-05-03,2.44,CLIC
2004-05-04,2.2,CLIC
2004-05-05,4.4,CLIC
2004-05-06,2.2,CLIC
2004-05-07,3.1,CLIC
2004-05-08,3.3,CLIC
2004-05-09,2,CLIC
2004-05-10,3,CLIC
2004-05-11,2.4,CLIC
2004-05-12,3.2,CLIC
2004-05-13,2.16,CLIC
2004-05-14,1.05,CLIC
2004-05-15,1.61,CLIC
2004-05-16,1.01,CLIC
2004-05-17,0.4,CLIC
2004-05-18,5,CLIC
2004-05-19,4.4,CLIC
2004-05-20,4.4,CLIC
2004-05-21,4.65,CLIC
2004-05-22,2.55,CLIC
2004-05-23,2.2,CLIC
2004-05-24,3.15,CLIC
2004-05-25,4.25,CLIC
2004-05-26,4.5,CLIC
2004-05-27,5.1,CLIC
2004-05-28,5.1,CLIC
2004-05-29,4,CLIC
2004-05-30,4.9,CLIC
2004-05-31,3.9,CLIC
2004-06-01,5.7,CLIC
2004-06-02,3.9,CLIC
2004-06-03,4.8,CLIC
2004-06-04,3.65,CLIC
2004-06-05,4.65,CLIC
2004-06-06,4.15,CLIC
2004-06-07,4.3,CLIC
2004-06-08,4.45,CLIC
2004-06-09,3.83,CLIC
2004-06-10,3.2,CLIC
2004-06-11,3.5,CLIC
2004-06-12,3.8,CLIC
2004-06-13,4,CLIC
2004-06-14,5.1,CLIC
2004-06-15,4.6,CLIC
2004-06-16,5.2,CLIC
2004-06-17,3.2,CLIC
2004-06-18,6.65,CLIC
2004-06-19,6,CLIC
2004-06-20,6.25,CLIC
2004-06-21,6.5,CLIC
2004-06-22,3.9,CLIC
2004-06-23,1.3,CLIC
2004-06-24,1.2,CLIC
2004-06-25,1.4,CLIC
2004-06-26,1.6,CLIC
2004-06-27,1.8,CLIC
2004-06-28,3.6,CLIC
2004-06-29,4.1,CLIC
2004-06-30,2.75,CLIC
2004-07-01,3.6,CLIC
2004-07-02,3.5,CLIC
2004-07-03,3.7,CLIC
2004-07-04,3.5,CLIC
2004-07-05,4.4,CLIC
2004-07-06,1.8,CLIC
2004-07-07,4,CLIC
2004-07-08,2,CLIC
2004-07-09,3.4,CLIC
2004-07-10,5,CLIC
2004-07-11,3.4,CLIC
2004-07-12,5.6,CLIC
2004-07-13,5.1,CLIC
2004-07-14,4,CLIC
2004-07-15,7.9,CLIC
2004-07-16,3.8,CLIC
2004-07-17,5.85,CLIC
2004-07-18,5.55,CLIC
2004-07-19,4.93,CLIC
2004-07-20,4.3,CLIC
2004-07-21,4.35,CLIC
2004-07-22,4.1,CLIC
2004-07-23,4.6,CLIC
2004-07-24,3.6,CLIC
2004-07-25,3.75,CLIC
2004-07-26,4.2,CLIC
2004-07-27,5.5,CLIC
2004-07-28,4.48,CLIC
2004-07-29,3.45,CLIC
2004-07-30,4,CLIC
2004-07-31,3.73,CLIC
2004-08-01,3.75,CLIC
2004-08-02,3.52,CLIC
2004-08-03,3.98,CLIC
2004-08-04,3.05,CLIC
2004-08-05,5,CLIC
2004-08-06,5.1,CLIC
2004-08-07,4.1,CLIC
2004-08-08,6.6,CLIC
2004-08-09,6.65,CLIC
2004-08-10,6.8,CLIC
2004-08-11,4,CLIC
2004-08-12,3.95,CLIC
2004-08-13,3.9,CLIC
2004-08-14,3.75,CLIC
2004-08-15,4.25,CLIC
2004-08-16,3,CLIC
2004-08-17,4.3,CLIC
2004-08-18,6.2,CLIC
2004-08-19,5,CLIC
2004-08-20,5.3,CLIC
2004-08-21,5.1,CLIC
2004-08-22,1.9,CLIC
2004-08-23,3.25,CLIC
2004-08-24,4.6,CLIC
2004-08-25,5.3,CLIC
2004-08-26,5.55,CLIC
2004-08-27,4.85,CLIC
2004-08-28,4.9,CLIC
2004-08-29,3.35,CLIC
2004-08-30,1.8,CLIC
2004-08-31,2.58,CLIC
2004-10-01,3.4,CLIC
2004-10-02,3.5,CLIC
2004-10-03,3.9,CLIC
2004-10-04,1.2,CLIC
2004-10-05,4.8,CLIC
2004-10-06,5.1,CLIC
2004-10-07,1.4,CLIC
2004-10-08,2.93,CLIC
2004-10-09,3.8,CLIC
2004-10-10,4.18,CLIC
2004-10-11,3.01,CLIC
2004-10-12,2.4,CLIC
2004-10-13,4.6,CLIC
2004-10-14,2.5,CLIC
2004-10-15,2.2,CLIC
2004-10-16,3,CLIC
2004-10-17,2,CLIC
2004-10-18,2.3,CLIC
2004-10-19,2.6,CLIC
2004-10-20,3.2,CLIC
2004-10-21,4.1,CLIC
2004-10-22,4.3,CLIC
2004-10-23,2.6,CLIC
2004-10-24,2,CLIC
2004-10-25,2.2,CLIC
2004-10-26,2.8,CLIC
2004-10-27,3.4,CLIC
2004-10-28,2,CLIC
2004-10-29,2.1,CLIC
2004-10-30,3.6,CLIC
2004-10-31,2.6,CLIC
2004-11-01,1.6,CLIC
2004-11-02,1.6,CLIC
2004-11-03,2.6,CLIC
2004-11-04,3.3,CLIC
2004-11-05,0.9,CLIC
2004-11-06,0.5,CLIC
2004-11-07,1.7,CLIC
2004-11-08,2.9,CLIC
2004-11-09,2,CLIC
2004-11-10,1.8,CLIC
2004-11-11,1.4,CLIC
2004-11-12,2.45,CLIC
2004-11-13,0.95,CLIC
2004-11-14,1,CLIC
2004-11-15,0.33,CLIC
2004-11-16,1.45,CLIC
2004-11-17,2.1,CLIC
2004-11-18,2.03,CLIC
2004-11-19,1.7,CLIC
2004-11-20,1,CLIC
2004-11-21,3.8,CLIC
2004-11-22,2.4,CLIC
2004-11-23,2.2,CLIC
2004-11-24,1.1,CLIC
2004-11-25,2,CLIC
2004-11-26,2.2,CLIC
2004-11-27,2.1,CLIC
2004-11-28,2,CLIC
2004-11-29,1.2,CLIC
2004-11-30,1.6,CLIC
2004-12-01,0.39,CLIC
2004-12-02,1.14,CLIC
2004-12-03,0.73,CLIC
2004-12-04,0.38,CLIC
2004-12-05,0.95,CLIC
2004-12-06,1.15,CLIC
2004-12-07,1.03,CLIC
2004-12-08,3.1,CLIC
2004-12-09,3.95,CLIC
2004-12-10,1.1,CLIC
2004-12-11,1.25,CLIC
2004-12-12,1.1,CLIC
2004-12-13,1.55,CLIC
2004-12-14,0.31,CLIC
2004-12-15,0.85,CLIC
2004-12-16,0.7,CLIC
2004-12-17,0.5,CLIC
2004-12-18,1.4,CLIC
2004-12-19,1.15,CLIC
2004-12-20,0.75,CLIC
2004-12-21,1.04,CLIC
2004-12-22,1.33,CLIC
2004-12-23,0.1,CLIC
2004-12-24,0.05,CLIC
2004-12-25,0.4,CLIC
2004-12-26,0.78,CLIC
2004-12-27,1.3,CLIC
2004-12-28,0.55,CLIC
2004-12-29,1.25,CLIC
2004-12-30,1,CLIC
2004-12-31,1.2,CLIC
2005-01-01,0.7,CLIC
2005-01-02,1.5,CLIC
2005-01-03,1.2,CLIC
2005-01-04,1.25,CLIC
2005-01-05,1.7,CLIC
2005-01-06,0.62,CLIC
2005-01-07,1.61,CLIC
2005-01-08,0.9,CLIC
2005-01-09,1.1,CLIC
2005-01-10,1,CLIC
2005-01-11,4.1,CLIC
2005-01-12,2.4,CLIC
2005-01-13,1.73,CLIC
2005-01-14,1.9,CLIC
2005-01-15,1.98,CLIC
2005-01-16,1,CLIC
2005-01-17,1.45,CLIC
2005-01-18,0.3,CLIC
2005-01-19,0.4,CLIC
2005-01-20,0.9,CLIC
2005-01-21,1.13,CLIC
2005-01-22,0.71,CLIC
2005-01-23,0.15,CLIC
2005-01-24,1.14,CLIC
2005-01-25,0.93,CLIC
2005-01-26,3.2,CLIC
2005-01-27,1.39,CLIC
2005-01-28,1.12,CLIC
2005-01-29,0.18,CLIC
2005-01-30,0.13,CLIC
2005-01-31,0.16,CLIC
2005-02-01,0.19,CLIC
2005-02-02,0.15,CLIC
2005-02-03,0.3,CLIC
2005-02-04,0.13,CLIC
2005-02-05,0.1,CLIC
2005-02-06,0.95,CLIC
2005-02-07,1.33,CLIC
2005-02-08,1.9,CLIC
2005-02-09,2.9,CLIC
2005-02-10,0.31,CLIC
2005-02-11,0.25,CLIC
2005-02-12,0.08,CLIC
2005-02-13,0.36,CLIC
2005-02-14,1.43,CLIC
2005-02-15,3.72,CLIC
2005-02-16,2.85,CLIC
2005-02-17,1.4,CLIC
2005-02-18,1.16,CLIC
2005-02-19,1.12,CLIC
2005-02-20,3.9,CLIC
2005-02-21,2.5,CLIC
2005-02-22,1.3,CLIC
2005-02-23,2,CLIC
2005-02-24,1.67,CLIC
2005-02-25,0.29,CLIC
2005-02-26,1.18,CLIC
2005-02-27,2.14,CLIC
2005-02-28,2.47,CLIC
2005-03-01,3.22,CLIC
2005-03-02,0.99,CLIC
2005-03-03,3.75,CLIC
2005-03-04,3.9,CLIC
2005-03-05,1.2,CLIC
2005-03-06,1.8,CLIC
2005-03-07,1.2,CLIC
2005-03-09,2.8,CLIC
2005-03-10,1.96,CLIC
2005-03-11,3.75,CLIC
2005-03-12,4.95,CLIC
2005-03-13,2.9,CLIC
2005-03-14,2.1,CLIC
2005-03-15,2.9,CLIC
2005-03-16,2.8,CLIC
2005-03-17,4.15,CLIC
2005-03-18,3,CLIC
2005-03-19,2.6,CLIC
2005-03-20,2.4,CLIC
2005-03-21,2.8,CLIC
2005-03-22,4.83,CLIC
2005-03-23,2.1,CLIC
2005-03-24,2.4,CLIC
2005-03-25,1.3,CLIC
2005-03-26,3.85,CLIC
2005-03-27,3,CLIC
2005-03-28,4.8,CLIC
2005-03-29,2.2,CLIC
2005-03-30,3.2,CLIC
2005-03-31,3.1,CLIC
2005-04-01,4.6,CLIC
2005-04-02,2.4,CLIC
2005-04-03,1.3,CLIC
2005-04-04,2.94,CLIC
2005-04-05,2.85,CLIC
2005-04-06,3.35,CLIC
2005-04-07,4.85,CLIC
2005-04-08,4,CLIC
2005-04-09,2.75,CLIC
2005-04-10,3.65,CLIC
2005-04-11,3.05,CLIC
2005-04-12,4.8,CLIC
2005-04-13,3.7,CLIC
2005-04-14,1.2,CLIC
2005-04-15,1.9,CLIC
2005-04-16,1.75,CLIC
2005-04-17,1.25,CLIC
2005-04-18,1.9,CLIC
2005-04-19,2.5,CLIC
2005-04-20,5.9,CLIC
2005-04-21,5.65,CLIC
2005-04-22,3.45,CLIC
2005-04-23,7,CLIC
2005-04-24,5,CLIC
2005-04-25,5.4,CLIC
2005-04-26,1.2,CLIC
2005-04-27,3,CLIC
2005-04-28,3.2,CLIC
2005-04-29,3.9,CLIC
2005-04-30,2.4,CLIC
2005-05-01,2.24,CLIC
2005-05-02,2.49,CLIC
2005-05-03,5.4,CLIC
2005-05-04,1.38,CLIC
2005-05-05,1.45,CLIC
2005-05-06,2.4,CLIC
2005-05-07,3.25,CLIC
2005-05-08,3.2,CLIC
2005-05-09,3.7,CLIC
2005-05-10,7.6,CLIC
2005-05-11,3.3,CLIC
2005-05-12,3,CLIC
2005-05-13,2,CLIC
2005-05-14,1.8,CLIC
2005-05-15,3.1,CLIC
2005-05-16,4.18,CLIC
2005-05-17,5.37,CLIC
2005-05-18,2.9,CLIC
2005-05-19,2.8,CLIC
2005-05-20,3.5,CLIC
2005-05-21,3.7,CLIC
2005-05-22,5.5,CLIC
2005-05-23,3.9,CLIC
2005-05-24,4.3,CLIC
2005-05-25,5.9,CLIC
2005-05-26,2.1,CLIC
2005-05-27,3.3,CLIC
2005-05-28,5.83,CLIC
2005-05-29,6,CLIC
2005-05-30,5.9,CLIC
2005-05-31,7.6,CLIC
2005-06-01,5.5,CLIC
2005-06-02,3,CLIC
2005-06-03,4.6,CLIC
2005-06-04,3.5,CLIC
2005-06-05,4.2,CLIC
2005-06-06,3.7,CLIC
2005-06-07,4.1,CLIC
2005-06-08,2.2,CLIC
2005-06-09,4.8,CLIC
2005-06-10,3,CLIC
2005-06-11,3,CLIC
2005-06-12,3.08,CLIC
2005-06-13,5.9,CLIC
2005-06-14,3.9,CLIC
2005-06-15,4.4,CLIC
2005-06-16,4,CLIC
2005-06-17,5,CLIC
2005-06-18,7,CLIC
2005-06-19,6.1,CLIC
2005-06-20,5.5,CLIC
2005-06-21,5.3,CLIC
2005-06-22,6.1,CLIC
2005-06-23,6.3,CLIC
2005-06-24,5.2,CLIC
2005-06-25,4.1,CLIC
2005-06-26,2.6,CLIC
2005-06-27,3.9,CLIC
2005-06-28,6.4,CLIC
2005-06-29,5.2,CLIC
2005-06-30,7.1,CLIC
2005-07-01,5.6,CLIC
2005-07-02,7.8,CLIC
2005-07-03,8.1,CLIC
2005-07-04,10.1,CLIC
2005-07-05,0.1,CLIC
2005-07-06,3.1,CLIC
2005-07-07,5.1,CLIC
2005-07-08,5.1,CLIC
2005-07-09,6,CLIC
2005-07-10,5.55,CLIC
2005-07-11,3.73,CLIC
2005-07-12,2.82,CLIC
2005-07-13,1.9,CLIC
2005-07-14,6.32,CLIC
2005-07-15,8.38,CLIC
2005-07-16,2.28,CLIC
2005-07-17,3.65,CLIC
2005-07-18,6.45,CLIC
2005-07-19,2.45,CLIC
2005-07-20,2.55,CLIC
2005-07-21,2.78,CLIC
2005-07-22,3,CLIC
2005-07-23,0.6,CLIC
2005-07-24,0.5,CLIC
2005-07-25,0.55,CLIC
2005-07-26,1.15,CLIC
2005-07-27,1.75,CLIC
2005-07-28,1.4,CLIC
2005-07-29,2.1,CLIC
2005-07-30,3,CLIC
2005-07-31,2,CLIC
2005-08-01,2.4,CLIC
2005-08-02,2.42,CLIC
2005-08-03,2.43,CLIC
2005-08-04,3.35,CLIC
2005-08-05,1.5,CLIC
2005-08-06,5.2,CLIC
2005-08-07,1.9,CLIC
2005-08-08,1.85,CLIC
2005-08-09,2,CLIC
2005-08-10,4.05,CLIC
2005-08-11,4.2,CLIC
2005-08-12,3,CLIC
2005-08-13,4.4,CLIC
2005-08-14,4.45,CLIC
2005-08-15,4,CLIC
2005-08-16,4.15,CLIC
2005-08-17,2,CLIC
2005-08-18,2.1,CLIC
2005-08-19,2,CLIC
2005-08-20,3,CLIC
2005-08-21,4.1,CLIC
2005-08-22,5.1,CLIC
2005-08-23,3.8,CLIC
2005-08-24,5,CLIC
2005-08-25,6.2,CLIC
2005-08-26,5.2,CLIC
2005-08-27,4.8,CLIC
2005-08-28,4.3,CLIC
2005-08-29,3.9,CLIC
2005-08-30,2.1,CLIC
2005-08-31,1.8,CLIC
2005-09-01,2.05,CLIC
2005-09-02,1.6,CLIC
2005-09-03,1.14,CLIC
2005-09-04,2.1,CLIC
2005-09-05,2.18,CLIC
2005-09-06,2.15,CLIC
2005-09-07,2.2,CLIC
2005-09-08,2.1,CLIC
2005-09-09,2,CLIC
2005-09-10,2.9,CLIC
2005-09-11,2.6,CLIC
2005-09-12,2.9,CLIC
2005-09-13,1.4,CLIC
2005-09-14,2.4,CLIC
2005-09-15,3.7,CLIC
2005-09-16,3.55,CLIC
2005-09-17,5.05,CLIC
2005-09-18,2.4,CLIC
2005-09-19,3,CLIC
2005-09-20,2.1,CLIC
2005-09-21,1.85,CLIC
2005-09-22,2.45,CLIC
2005-09-23,3.2,CLIC
2005-09-24,2.6,CLIC
2005-09-25,3.55,CLIC
2005-09-26,3.05,CLIC
2005-09-27,3,CLIC
2005-09-28,3.7,CLIC
2005-09-29,3.95,CLIC
2005-09-30,3.05,CLIC
2005-10-01,3.1,CLIC
2005-10-02,3.2,CLIC
2005-10-03,3.15,CLIC
2005-10-04,2.95,CLIC
2005-10-05,2.16,CLIC
2005-10-06,1.42,CLIC
2005-10-07,0.7,CLIC
2005-10-08,1,CLIC
2005-10-09,1.6,CLIC
2005-10-10,2.1,CLIC
2005-10-11,0,CLIC
2005-10-12,1.18,CLIC
2005-10-13,0,CLIC
2005-10-14,0,CLIC
2005-10-15,1.19,CLIC
2005-10-16,1.9,CLIC
2005-10-17,1.65,CLIC
2005-10-18,2.55,CLIC
2005-10-19,1.4,CLIC
2005-10-20,1.6,CLIC
2005-10-21,1.38,CLIC
2005-10-22,1.7,CLIC
2005-10-23,0.95,CLIC
2005-10-24,0.33,CLIC
2005-10-25,1.4,CLIC
2005-10-26,1.1,CLIC
2005-10-27,0.25,CLIC
2005-10-28,0,CLIC
2005-10-29,1.65,CLIC
2005-10-30,1.16,CLIC
2005-10-31,2.1,CLIC
2005-11-01,2.1,CLIC
2005-11-02,1.25,CLIC
2005-11-03,0.95,CLIC
2005-11-04,1,CLIC
2005-11-05,1.46,CLIC
2005-11-06,1.18,CLIC
2005-11-07,0.75,CLIC
2005-11-08,1.35,CLIC
2005-11-09,3.05,CLIC
2005-11-10,2.74,CLIC
2005-11-11,2.2,CLIC
2005-11-12,4.35,CLIC
2005-11-13,1.18,CLIC
2005-11-14,1.15,CLIC
2005-11-15,2.75,CLIC
2005-11-16,0.3,CLIC
2005-11-17,2.6,CLIC
2005-11-18,1.15,CLIC
2005-11-19,1.8,CLIC
2005-11-20,2.35,CLIC
2005-11-21,1.95,CLIC
2005-11-22,2.3,CLIC
2005-11-23,1.83,CLIC
2005-11-24,2.46,CLIC
2005-11-25,1.15,CLIC
2005-11-26,1.49,CLIC
2005-11-27,2.21,CLIC
2005-11-28,1.05,CLIC
2005-11-29,1.22,CLIC
2005-11-30,1.31,CLIC
2005-12-01,1.73,CLIC
2005-12-02,1.61,CLIC
2005-12-03,1.35,CLIC
2005-12-04,2.92,CLIC
2005-12-05,1.73,CLIC
2005-12-06,0.75,CLIC
2005-12-07,0.15,CLIC
2005-12-08,0.08,CLIC
2005-12-09,0.45,CLIC
2005-12-10,0.15,CLIC
2005-12-11,0.33,CLIC
2005-12-12,0.78,CLIC
2005-12-13,0.3,CLIC
2005-12-14,0.85,CLIC
2005-12-15,0.41,CLIC
2005-12-16,1.44,CLIC
2005-12-17,0.38,CLIC
2005-12-18,0.45,CLIC
2005-12-19,0.1,CLIC
2005-12-20,0.18,CLIC
2005-12-21,0.6,CLIC
2005-12-22,1.86,CLIC
2005-12-23,0.14,CLIC
2005-12-24,2.35,CLIC
2005-12-25,1.77,CLIC
2005-12-26,2.66,CLIC
2005-12-27,3.15,CLIC
2005-12-28,3.59,CLIC
2005-12-29,0.42,CLIC
2005-12-30,3.8,CLIC
2005-12-31,3.84,CLIC
2006-01-01,1.24,CLIC
2006-01-02,2.6,CLIC
2006-01-03,1.15,CLIC
2006-01-04,1.69,CLIC
2006-01-05,2.1,CLIC
2006-01-06,1.01,CLIC
2006-01-07,2.11,CLIC
2006-01-08,1.51,CLIC
2006-01-09,1.02,CLIC
2006-01-10,1.45,CLIC
2006-01-11,1.6,CLIC
2006-01-12,1.14,CLIC
2006-01-13,2.52,CLIC
2006-01-14,1.61,CLIC
2006-01-15,1.63,CLIC
2006-01-16,2.79,CLIC
2006-01-17,2.25,CLIC
2006-01-18,1.86,CLIC
2006-01-19,1.21,CLIC
2006-01-20,0.44,CLIC
2006-01-21,2.28,CLIC
2006-01-22,0.92,CLIC
2006-01-23,0.48,CLIC
2006-01-24,0.75,CLIC
2006-01-25,1.1,CLIC
2006-01-26,0.25,CLIC
2006-01-27,1.3,CLIC
2006-01-28,1.7,CLIC
2006-01-29,0.36,CLIC
2006-01-30,1.64,CLIC
2006-01-31,1.4,CLIC
2006-02-01,2.71,CLIC
2006-02-02,3.05,CLIC
2006-02-03,2.39,CLIC
2006-02-04,2.58,CLIC
2006-02-05,2.72,CLIC
2006-02-06,2.44,CLIC
2006-02-07,0.83,CLIC
2006-02-08,2.21,CLIC
2006-02-09,2.26,CLIC
2006-02-10,2.83,CLIC
2006-02-11,0.7,CLIC
2006-02-12,2.14,CLIC
2006-02-13,1.88,CLIC
2006-02-14,2.46,CLIC
