Estación: ,C19109,UÑA DE GATO. CERRALVO
1981-09-11,4.8,CLIC
1981-09-12,5.1,CLIC
1981-09-13,5.6,CLIC
1981-09-14,5.8,CLIC
1981-09-15,5.8,CLIC
1981-09-16,4.4,CLIC
1981-09-17,9.8,CLIC
1981-09-18,5.1,CLIC
1981-09-19,6.1,CLIC
1981-09-20,6.2,CLIC
1981-09-21,5.5,CLIC
1981-09-22,4.6,CLIC
1981-09-23,4.3,CLIC
1981-09-24,7.3,CLIC
1981-09-25,7.7,CLIC
1981-09-26,4.2,CLIC
1981-09-27,6.1,CLIC
1981-09-28,6.4,CLIC
1981-09-29,5.2,CLIC
1981-09-30,5.8,CLIC
1981-10-01,5.7,CLIC
1981-10-02,4.8,CLIC
1981-10-03,6.4,CLIC
1981-10-04,7.3,CLIC
1981-10-05,7.6,CLIC
1981-10-06,7.4,CLIC
1981-10-07,5.4,CLIC
1981-10-08,9.4,CLIC
1981-10-09,8.6,CLIC
1981-10-10,7.8,CLIC
1981-10-11,8.8,CLIC
1981-10-12,4.1,CLIC
1981-10-13,6.8,CLIC
1981-10-14,6.2,CLIC
1981-10-15,7.8,CLIC
1981-10-16,7.3,CLIC
1981-10-17,7.5,CLIC
1981-10-18,6.5,CLIC
1981-10-19,3.7,CLIC
1981-10-20,4.2,CLIC
1981-10-21,6.5,CLIC
1981-10-22,5,CLIC
1981-10-23,1.5,CLIC
1981-10-24,4,CLIC
1981-10-25,5.8,CLIC
1981-10-26,3.2,CLIC
1981-10-27,5.5,CLIC
1981-10-28,3.3,CLIC
1981-10-29,4,CLIC
1981-10-30,6.7,CLIC
1981-10-31,4.3,CLIC
1981-11-01,3.9,CLIC
1981-11-02,4.4,CLIC
1981-11-03,5.1,CLIC
1981-11-04,5.4,CLIC
1981-11-05,9.2,CLIC
1981-11-06,2.7,CLIC
1981-11-07,5.6,CLIC
1981-11-08,5.9,CLIC
1981-11-09,3,CLIC
1981-11-10,4.3,CLIC
1981-11-11,2.3,CLIC
1981-11-12,4.4,CLIC
1981-11-13,5.6,CLIC
1981-11-14,6.4,CLIC
1981-11-15,5.4,CLIC
1981-11-16,5.2,CLIC
1981-11-17,8.1,CLIC
1981-11-18,5.9,CLIC
1981-11-19,8,CLIC
1981-11-20,4.9,CLIC
1981-11-21,5.4,CLIC
1981-11-22,5.1,CLIC
1981-11-23,5.6,CLIC
1981-11-24,6.6,CLIC
1981-11-25,8,CLIC
1981-11-26,4.4,CLIC
1981-11-27,6.7,CLIC
1981-11-28,4.3,CLIC
1981-11-29,5.4,CLIC
1981-11-30,5.6,CLIC
1981-12-01,3.9,CLIC
1981-12-02,4.4,CLIC
1981-12-03,6.9,CLIC
1981-12-04,5.2,CLIC
1981-12-05,4.6,CLIC
1981-12-06,3.4,CLIC
1981-12-07,4.6,CLIC
1981-12-08,2.1,CLIC
1981-12-09,6.6,CLIC
1981-12-10,1.9,CLIC
1981-12-11,3.6,CLIC
1981-12-12,6.7,CLIC
1981-12-13,6.4,CLIC
1981-12-14,4.9,CLIC
1981-12-15,4.1,CLIC
1981-12-16,6,CLIC
1981-12-17,4.1,CLIC
1981-12-18,3.6,CLIC
1981-12-19,2.2,CLIC
1981-12-20,4.6,CLIC
1981-12-21,5.7,CLIC
1981-12-22,5.9,CLIC
1981-12-23,3.1,CLIC
1981-12-24,3.5,CLIC
1981-12-25,4,CLIC
1981-12-26,5.1,CLIC
1981-12-27,4.4,CLIC
1981-12-28,5.3,CLIC
1981-12-29,5.5,CLIC
1981-12-30,6.1,CLIC
1981-12-31,3.9,CLIC
1982-01-01,5.4,CLIC
1982-01-02,6.7,CLIC
1982-01-03,6.6,CLIC
1982-01-04,6.1,CLIC
1982-01-05,7,CLIC
1982-01-06,6.2,CLIC
1982-01-07,3.2,CLIC
1982-01-08,7.8,CLIC
1982-01-09,3.8,CLIC
1982-01-10,3.3,CLIC
1982-01-11,3,CLIC
1982-01-12,2.1,CLIC
1982-01-13,1.9,CLIC
1982-01-14,2,CLIC
1982-01-15,4.1,CLIC
1982-01-16,4.9,CLIC
1982-01-17,3.4,CLIC
1982-01-18,5.5,CLIC
1982-01-19,3.4,CLIC
1982-01-20,4.4,CLIC
1982-01-21,5.3,CLIC
1982-01-22,4,CLIC
1982-01-23,4,CLIC
1982-01-24,5,CLIC
1982-01-25,4.9,CLIC
1982-01-26,5.2,CLIC
1982-01-27,5.1,CLIC
1982-01-28,5.2,CLIC
1982-01-29,5.6,CLIC
1982-01-30,5.8,CLIC
1982-01-31,5.5,CLIC
1982-02-01,4.6,CLIC
1982-02-02,4.9,CLIC
1982-02-03,4.4,CLIC
1982-02-04,4.9,CLIC
1982-02-05,4.1,CLIC
1982-02-06,3.2,CLIC
1982-02-07,2.8,CLIC
1982-02-08,3.9,CLIC
1982-02-09,3.2,CLIC
1982-02-10,3.7,CLIC
1982-02-11,3.4,CLIC
1982-02-12,3.3,CLIC
1982-02-13,3.9,CLIC
1982-02-14,3.8,CLIC
1982-02-15,4.3,CLIC
1982-02-16,5.8,CLIC
1982-02-17,5.2,CLIC
1982-02-18,4.8,CLIC
1982-02-19,4.4,CLIC
1982-02-20,3.9,CLIC
1982-02-21,6.1,CLIC
1982-02-22,4.7,CLIC
1982-02-23,5.8,CLIC
1982-02-24,5.6,CLIC
1982-02-25,4.9,CLIC
1982-02-26,4,CLIC
1982-02-27,4,CLIC
1982-02-28,2.4,CLIC
1982-03-01,4.3,CLIC
1982-03-02,6.2,CLIC
1982-03-03,5.4,CLIC
1982-03-04,4.9,CLIC
1982-03-05,5.2,CLIC
1982-03-06,5.5,CLIC
1982-03-07,5.1,CLIC
1982-03-08,5.4,CLIC
1982-03-09,4.5,CLIC
1982-03-10,5.9,CLIC
1982-03-11,5.7,CLIC
1982-03-12,5,CLIC
1982-03-13,5,CLIC
1982-03-14,4,CLIC
1982-03-15,2.1,CLIC
1982-03-16,5.4,CLIC
1982-03-17,3.4,CLIC
1982-03-18,4.2,CLIC
1982-03-19,4.8,CLIC
1982-03-20,3.1,CLIC
1982-03-21,4.7,CLIC
1982-03-22,4.1,CLIC
1982-03-23,4.2,CLIC
1982-03-24,6,CLIC
1982-03-25,5.9,CLIC
1982-03-26,3.8,CLIC
1982-03-27,1.4,CLIC
1982-03-28,4.4,CLIC
1982-03-29,3,CLIC
1982-03-30,3.3,CLIC
1982-03-31,5.1,CLIC
1982-04-01,14.2,CLIC
1982-04-02,9,CLIC
1982-04-03,7.6,CLIC
1982-04-04,12.4,CLIC
1982-04-05,6.6,CLIC
1982-04-06,5.3,CLIC
1982-04-07,5.5,CLIC
1982-04-08,6.6,CLIC
1982-04-09,4.7,CLIC
1982-04-10,5.6,CLIC
1982-04-11,6.9,CLIC
1982-04-12,5.5,CLIC
1982-04-13,9.4,CLIC
1982-04-14,7.5,CLIC
1982-04-15,8.6,CLIC
1982-04-16,8.2,CLIC
1982-04-17,9.3,CLIC
1982-04-18,8.6,CLIC
1982-04-19,10.1,CLIC
1982-04-20,9.8,CLIC
1982-04-21,4.2,CLIC
1982-04-22,3.7,CLIC
1982-04-23,5.1,CLIC
1982-04-24,5.9,CLIC
1982-04-25,7.1,CLIC
1982-04-26,5.4,CLIC
1982-04-27,4.4,CLIC
1982-04-28,3.9,CLIC
1982-04-29,5.6,CLIC
1982-04-30,4.3,CLIC
1982-05-01,4.7,CLIC
1982-05-02,3,CLIC
1982-05-03,3.7,CLIC
1982-05-04,5.9,CLIC
1982-05-05,6.9,CLIC
1982-05-06,7.6,CLIC
1982-05-07,6.2,CLIC
1982-05-08,8.8,CLIC
1982-05-09,6.4,CLIC
1982-05-10,9.5,CLIC
1982-05-11,6.9,CLIC
1982-05-12,8.2,CLIC
1982-05-13,9,CLIC
1982-05-14,7.9,CLIC
1982-05-15,7.8,CLIC
1982-05-16,5.7,CLIC
1982-05-17,8.4,CLIC
1982-05-18,6.5,CLIC
1982-05-19,9.5,CLIC
1982-05-20,6.6,CLIC
1982-05-22,4.7,CLIC
1982-05-23,6.2,CLIC
1982-05-24,5.4,CLIC
1982-05-25,5,CLIC
1982-05-26,5.6,CLIC
1982-05-27,6.4,CLIC
1982-05-28,8.5,CLIC
1982-05-29,7.3,CLIC
1982-05-30,9,CLIC
1982-05-31,9.8,CLIC
1982-08-01,4.9,CLIC
1982-08-02,3.5,CLIC
1982-08-03,4.5,CLIC
1982-08-04,4.2,CLIC
1982-08-05,5.7,CLIC
1982-08-06,4.1,CLIC
1982-08-07,6.9,CLIC
1982-08-08,5.2,CLIC
1982-08-09,5.5,CLIC
1982-08-10,5.5,CLIC
1982-08-11,7.9,CLIC
1982-08-12,8.1,CLIC
1982-08-13,9.7,CLIC
1982-08-14,10.2,CLIC
1982-08-15,7.7,CLIC
1982-08-16,7.8,CLIC
1982-08-17,4.7,CLIC
1982-08-18,7.2,CLIC
1982-08-19,6.1,CLIC
1982-08-20,4.9,CLIC
1982-08-21,4.3,CLIC
1982-08-22,6,CLIC
1982-08-23,8.4,CLIC
1982-08-24,7.7,CLIC
1982-08-25,7.6,CLIC
1982-08-26,10,CLIC
1982-08-27,9,CLIC
1982-08-28,5.4,CLIC
1982-08-29,8.5,CLIC
1982-08-30,10.4,CLIC
1982-08-31,7.7,CLIC
1982-09-01,6,CLIC
1982-09-02,10.2,CLIC
1982-09-03,10,CLIC
1982-09-05,6.9,CLIC
1982-09-06,8.3,CLIC
1982-09-07,6.9,CLIC
1982-09-08,7.2,CLIC
1982-09-09,7.5,CLIC
1982-09-10,7.5,CLIC
1982-09-11,8.1,CLIC
1982-09-12,7.3,CLIC
1982-09-13,8.6,CLIC
1982-09-14,7.9,CLIC
1982-09-15,4.6,CLIC
1982-09-16,8,CLIC
1982-09-17,6.4,CLIC
1982-09-18,6.9,CLIC
1982-09-19,8.1,CLIC
1982-09-21,3.5,CLIC
1982-09-22,5.6,CLIC
1982-09-23,4.3,CLIC
1982-09-24,5.3,CLIC
1982-09-25,7.7,CLIC
1982-09-26,7.3,CLIC
1982-09-27,8.6,CLIC
1982-09-28,8.5,CLIC
1982-09-29,7.2,CLIC
1982-09-30,6.9,CLIC
1982-11-01,6.9,CLIC
1982-11-02,4.9,CLIC
1982-11-03,6.6,CLIC
1982-11-04,6.4,CLIC
1982-11-05,4.9,CLIC
1982-11-06,6,CLIC
1982-11-07,3.9,CLIC
1982-11-08,3,CLIC
1982-11-09,3,CLIC
1982-11-10,2.4,CLIC
1982-11-11,2.8,CLIC
1982-11-12,1,CLIC
1982-11-13,2,CLIC
1982-11-14,2,CLIC
1982-11-15,4.3,CLIC
1982-11-16,5.6,CLIC
1982-11-17,5,CLIC
1982-11-18,5.5,CLIC
1982-11-19,6.6,CLIC
1982-11-20,5.4,CLIC
1982-11-21,5.7,CLIC
1982-11-22,5.2,CLIC
1982-11-23,3.7,CLIC
1982-11-24,3.2,CLIC
1982-11-25,1.7,CLIC
1982-11-26,2.7,CLIC
1982-11-27,4.7,CLIC
1982-11-28,3.4,CLIC
1982-11-29,5.6,CLIC
1982-11-30,5,CLIC
1983-06-01,5.9,CLIC
1983-06-02,4.2,CLIC
1983-06-03,6.7,CLIC
1983-06-04,3.2,CLIC
1983-06-05,5.4,CLIC
1983-06-06,5.2,CLIC
1983-06-07,6.7,CLIC
1983-06-08,6.8,CLIC
1983-06-09,5.9,CLIC
1983-06-10,7.6,CLIC
1983-06-11,7,CLIC
1983-06-12,6.5,CLIC
1983-06-13,6.2,CLIC
1983-06-14,5.7,CLIC
1983-06-15,3,CLIC
1983-06-16,11.1,CLIC
1983-06-17,8,CLIC
1983-06-18,7.9,CLIC
1983-06-19,8.4,CLIC
1983-06-20,7.8,CLIC
1983-06-21,12.9,CLIC
1983-06-22,6.4,CLIC
1983-06-23,8.6,CLIC
1983-06-24,7.7,CLIC
1983-06-25,9.7,CLIC
1983-06-26,10.7,CLIC
1983-06-27,7.5,CLIC
1983-06-28,6.8,CLIC
1983-06-29,6.2,CLIC
1983-06-30,9,CLIC
1984-02-01,4.9,CLIC
1984-02-02,3.7,CLIC
1984-02-03,3,CLIC
1984-02-04,2.5,CLIC
1984-02-05,5.3,CLIC
1984-02-06,4.4,CLIC
1984-02-07,3.9,CLIC
1984-02-08,4.1,CLIC
1984-02-09,7,CLIC
1984-02-10,3.9,CLIC
1984-02-11,5.8,CLIC
1984-02-12,4.5,CLIC
1984-02-13,5.9,CLIC
1984-02-14,5.4,CLIC
1984-02-15,6.5,CLIC
1984-02-16,4.1,CLIC
1984-02-17,5.6,CLIC
1984-02-18,4.9,CLIC
1984-02-19,3.4,CLIC
1984-02-20,3,CLIC
1984-02-21,2.8,CLIC
1984-02-22,5.1,CLIC
1984-02-23,4.9,CLIC
1984-02-24,5.1,CLIC
1984-02-25,5.8,CLIC
1984-02-26,4,CLIC
1984-02-27,5.3,CLIC
1984-02-28,2.9,CLIC
1984-02-29,4,CLIC
1984-07-01,5.6,CLIC
1984-07-02,3.8,CLIC
1984-07-03,6.2,CLIC
1984-07-04,7.8,CLIC
1984-07-05,5.5,CLIC
1984-07-06,8,CLIC
1984-07-07,14.8,CLIC
1984-07-08,12.1,CLIC
1984-07-09,8.2,CLIC
1984-07-10,8,CLIC
1984-07-11,8.2,CLIC
1984-07-12,13.6,CLIC
1984-07-13,7.4,CLIC
1984-07-14,9.3,CLIC
1984-07-15,7.3,CLIC
1984-07-16,5.4,CLIC
1984-07-17,10.2,CLIC
1984-07-18,7.2,CLIC
1984-07-19,11.3,CLIC
1984-07-20,8.2,CLIC
1984-07-21,6.5,CLIC
1984-07-22,8.2,CLIC
1984-07-23,8.8,CLIC
1984-07-24,5,CLIC
1984-07-25,7.7,CLIC
1984-07-26,4.3,CLIC
1984-07-27,8.3,CLIC
1984-07-28,5.4,CLIC
1984-07-29,12.1,CLIC
1984-07-30,7.1,CLIC
1984-07-31,7,CLIC
1985-01-01,0.8,CLIC
1985-01-02,2.2,CLIC
1985-01-03,3.2,CLIC
1985-01-04,3.8,CLIC
1985-01-05,3.2,CLIC
1985-01-06,4.6,CLIC
1985-01-07,2.8,CLIC
1985-01-08,3.3,CLIC
1985-01-09,4,CLIC
1985-01-10,2.2,CLIC
1985-01-11,4.2,CLIC
1985-01-12,7.1,CLIC
1985-01-13,3.6,CLIC
1985-01-14,4.4,CLIC
1985-01-15,3.1,CLIC
1985-01-16,2.6,CLIC
1985-01-17,4,CLIC
1985-01-18,5,CLIC
1985-01-19,3.8,CLIC
1985-01-20,3.5,CLIC
1985-01-21,3.3,CLIC
1985-01-22,2.8,CLIC
1985-01-23,3,CLIC
1985-01-24,3.3,CLIC
1985-01-25,2.7,CLIC
1985-01-26,3.9,CLIC
1985-01-27,4.5,CLIC
1985-01-28,3.2,CLIC
1985-01-29,2.5,CLIC
1985-01-30,2.7,CLIC
1985-01-31,2.6,CLIC
1985-02-01,1,CLIC
1985-02-02,3.7,CLIC
1985-02-03,0.3,CLIC
1985-02-04,1.6,CLIC
1985-02-05,4.9,CLIC
1985-02-06,2.2,CLIC
1985-02-07,2.5,CLIC
1985-02-08,1.9,CLIC
1985-02-09,3.1,CLIC
1985-02-10,3,CLIC
1985-02-11,3,CLIC
1985-02-12,2.9,CLIC
1985-02-13,2.1,CLIC
1985-02-14,2.1,CLIC
1985-02-15,5.6,CLIC
1985-02-16,2,CLIC
1985-02-17,5.3,CLIC
1985-02-18,1.6,CLIC
1985-02-19,2,CLIC
1985-02-20,3.9,CLIC
1985-02-21,5.7,CLIC
1985-02-22,6.8,CLIC
1985-02-23,2,CLIC
1985-02-24,4.4,CLIC
1985-02-25,4.2,CLIC
1985-02-26,3.5,CLIC
1985-02-27,0.9,CLIC
1985-02-28,2.4,CLIC
1985-03-01,2.3,CLIC
1985-03-02,1.3,CLIC
1985-03-03,8.6,CLIC
1985-03-04,6.8,CLIC
1985-03-05,4.1,CLIC
1985-03-06,1.7,CLIC
1985-03-07,4.9,CLIC
1985-03-08,6.7,CLIC
1985-03-09,5.9,CLIC
1985-03-10,1.4,CLIC
1985-03-11,2.2,CLIC
1985-03-12,12.8,CLIC
1985-03-13,6.8,CLIC
1985-03-14,3.9,CLIC
1985-03-15,2.1,CLIC
1985-03-16,4.4,CLIC
1985-03-17,3.8,CLIC
1985-03-18,3.1,CLIC
1985-03-19,5.3,CLIC
1985-03-20,6.4,CLIC
1985-03-21,7.9,CLIC
1985-03-22,5,CLIC
1985-03-23,7.9,CLIC
1985-03-24,7.5,CLIC
1985-03-25,6.4,CLIC
1985-03-26,3.4,CLIC
1985-03-27,3.9,CLIC
1985-03-28,4.7,CLIC
1985-03-29,6.3,CLIC
1985-03-30,7.1,CLIC
1985-03-31,7.1,CLIC
1985-04-01,5.2,CLIC
1985-04-02,6.9,CLIC
1985-04-03,7.2,CLIC
1985-04-04,4.9,CLIC
1985-04-05,8.9,CLIC
1985-04-06,10.1,CLIC
1985-04-07,0.4,CLIC
1985-04-08,5.8,CLIC
1985-04-09,7.8,CLIC
1985-04-10,5,CLIC
1985-04-11,3.1,CLIC
1985-04-12,4.7,CLIC
1985-04-13,3.1,CLIC
1985-04-14,4.1,CLIC
1985-04-15,8.3,CLIC
1985-04-16,7.6,CLIC
1985-04-17,5.6,CLIC
1985-04-18,4.5,CLIC
1985-04-19,5.7,CLIC
1985-04-20,4.7,CLIC
1985-04-21,2.7,CLIC
1985-04-22,7.6,CLIC
1985-04-23,9,CLIC
1985-04-24,0.9,CLIC
1985-04-25,4.6,CLIC
1985-04-26,3.7,CLIC
1985-04-27,2.9,CLIC
1985-04-28,6.5,CLIC
1985-04-29,5.7,CLIC
1985-04-30,3.4,CLIC
1985-05-01,3.5,CLIC
1985-05-02,3.2,CLIC
1985-05-03,4.5,CLIC
1985-05-04,3.2,CLIC
1985-05-05,7.7,CLIC
1985-05-06,4.7,CLIC
1985-05-07,3.9,CLIC
1985-05-08,7.9,CLIC
1985-05-09,6.3,CLIC
1985-05-10,11.3,CLIC
1985-05-11,5.5,CLIC
1985-05-12,6.1,CLIC
1985-05-13,8,CLIC
1985-05-14,5.5,CLIC
1985-05-15,3.2,CLIC
1985-05-16,2.2,CLIC
1985-05-17,5.7,CLIC
1985-05-18,6.7,CLIC
1985-05-19,5,CLIC
1985-05-20,5.9,CLIC
1985-05-21,3.1,CLIC
1985-05-22,6.3,CLIC
1985-05-23,2.6,CLIC
1985-05-24,1.6,CLIC
1985-05-25,0.9,CLIC
1985-05-26,8.6,CLIC
1985-05-27,7.7,CLIC
1985-05-28,8.4,CLIC
1985-05-29,7.6,CLIC
1985-05-30,10.4,CLIC
1985-05-31,4.4,CLIC
1985-06-01,6.1,CLIC
1985-06-02,5.2,CLIC
1985-06-03,13,CLIC
1985-06-04,8,CLIC
1985-06-05,8.1,CLIC
1985-06-06,4.6,CLIC
1985-06-07,3.4,CLIC
1985-06-08,8.8,CLIC
1985-06-09,12.6,CLIC
1985-06-10,8.6,CLIC
1985-06-11,4.7,CLIC
1985-06-12,4.4,CLIC
1985-06-13,8.1,CLIC
1985-06-14,8.9,CLIC
1985-06-15,8.7,CLIC
1985-06-16,8,CLIC
1985-06-17,9.6,CLIC
1985-06-18,0.5,CLIC
1985-06-19,9.8,CLIC
1985-06-20,6.3,CLIC
1985-06-21,5.5,CLIC
1985-06-22,1.7,CLIC
1985-06-23,4.9,CLIC
1985-06-24,5.3,CLIC
1985-06-25,9.4,CLIC
1985-06-26,5.1,CLIC
1985-06-27,0.2,CLIC
1985-06-28,1,CLIC
1985-06-29,9.9,CLIC
1985-06-30,7,CLIC
1985-07-01,8.8,CLIC
1985-07-02,2.9,CLIC
1985-07-03,3.1,CLIC
1985-07-04,4.1,CLIC
1985-07-05,5.7,CLIC
1985-07-06,8.2,CLIC
1985-07-07,6.2,CLIC
1985-07-08,5.3,CLIC
1985-07-09,5.2,CLIC
1985-07-10,4.6,CLIC
1985-07-11,4.7,CLIC
1985-07-12,7,CLIC
1985-07-13,11,CLIC
1985-07-14,7.9,CLIC
1985-07-15,6.6,CLIC
1985-07-16,5.1,CLIC
1985-07-17,8.6,CLIC
1985-07-18,7.1,CLIC
1985-07-19,9.1,CLIC
1985-07-20,8,CLIC
1985-07-21,3.1,CLIC
1985-07-22,6.5,CLIC
1985-07-23,4.8,CLIC
1985-07-24,4.7,CLIC
1985-07-25,9,CLIC
1985-07-26,9.7,CLIC
1985-07-27,6.6,CLIC
1985-07-28,9.3,CLIC
1985-07-29,9.1,CLIC
1985-07-30,7.5,CLIC
1985-07-31,7.9,CLIC
1985-08-01,9.7,CLIC
1985-08-02,2.4,CLIC
1985-08-03,7.4,CLIC
1985-08-04,8.8,CLIC
1985-08-05,6,CLIC
1985-08-06,4.5,CLIC
1985-08-07,7.1,CLIC
1985-08-08,12.6,CLIC
1985-08-09,6,CLIC
1985-08-10,9.4,CLIC
1985-08-11,10.1,CLIC
1985-08-12,4.1,CLIC
1985-08-13,0.4,CLIC
1985-08-14,4.1,CLIC
1985-08-15,6.4,CLIC
1985-08-16,7.4,CLIC
1985-08-17,7.4,CLIC
1985-08-18,6,CLIC
1985-08-19,12.7,CLIC
1985-08-20,5.1,CLIC
1985-08-21,9.6,CLIC
1985-08-22,8.4,CLIC
1985-08-23,7.1,CLIC
1985-08-24,3.8,CLIC
1985-08-25,7.6,CLIC
1985-08-26,11.2,CLIC
1985-08-27,11.2,CLIC
1985-08-28,0.9,CLIC
1985-08-29,7.5,CLIC
1985-08-30,7.5,CLIC
1985-08-31,7.3,CLIC
1985-09-01,11.2,CLIC
1985-09-02,9.4,CLIC
1985-09-03,5.6,CLIC
1985-09-04,2.5,CLIC
1985-09-05,4.1,CLIC
1985-09-06,2.1,CLIC
1985-09-07,10.3,CLIC
1985-09-08,5.4,CLIC
1985-09-09,10.1,CLIC
1985-09-10,8.9,CLIC
1985-09-11,0.2,CLIC
1985-09-12,3.3,CLIC
1985-09-13,3.1,CLIC
1985-09-14,1.3,CLIC
1985-09-15,1,CLIC
1985-09-16,0.9,CLIC
1985-09-17,1.9,CLIC
1985-09-18,2.4,CLIC
1985-09-19,5.4,CLIC
1985-09-20,3.2,CLIC
1985-09-21,6.8,CLIC
1985-09-22,4.8,CLIC
1985-09-23,2.5,CLIC
1985-09-24,1.8,CLIC
1985-09-25,10.6,CLIC
1985-09-26,7.5,CLIC
1985-09-27,3.5,CLIC
1985-09-28,4,CLIC
1985-09-29,4.8,CLIC
1985-09-30,10.4,CLIC
1985-10-01,5.2,CLIC
1985-10-02,1.8,CLIC
1985-10-03,4.6,CLIC
1985-10-04,10,CLIC
1985-10-05,4.6,CLIC
1985-10-06,4.8,CLIC
1985-10-07,4.7,CLIC
1985-10-08,4.5,CLIC
1985-10-09,6.1,CLIC
1985-10-10,4.6,CLIC
1985-10-11,9,CLIC
1985-10-12,5.6,CLIC
1985-10-13,6.9,CLIC
1985-10-14,6.2,CLIC
1985-10-15,6.3,CLIC
1985-10-16,3.9,CLIC
1985-10-17,4,CLIC
1985-10-18,1.6,CLIC
1985-10-19,0.5,CLIC
1985-10-20,0.6,CLIC
1985-10-21,7.8,CLIC
1985-10-22,6.9,CLIC
1985-10-23,8.6,CLIC
1985-10-24,4.5,CLIC
1985-10-25,7.3,CLIC
1985-10-26,7.1,CLIC
1985-10-27,4.8,CLIC
1985-10-28,5.8,CLIC
1985-10-29,10.1,CLIC
1985-10-30,5,CLIC
1985-10-31,4.9,CLIC
1985-11-01,4.6,CLIC
1985-11-02,3.3,CLIC
1985-11-03,5.9,CLIC
1985-11-04,3.7,CLIC
1985-11-05,4.6,CLIC
1985-11-06,3.5,CLIC
1985-11-07,3.2,CLIC
1985-11-08,4.9,CLIC
1985-11-09,0.2,CLIC
1985-11-10,4.5,CLIC
1985-11-11,1.4,CLIC
1985-11-12,3.3,CLIC
1985-11-13,4.1,CLIC
1985-11-14,1.7,CLIC
1985-11-15,4.3,CLIC
1985-11-16,2.4,CLIC
1985-11-17,0.1,CLIC
1985-11-18,3.6,CLIC
1985-11-19,0.8,CLIC
1985-11-20,4.7,CLIC
1985-11-21,6.8,CLIC
1985-11-22,0.6,CLIC
1985-11-23,1.3,CLIC
1985-11-24,2.3,CLIC
1985-11-25,3.2,CLIC
1985-11-26,1.8,CLIC
1985-11-27,3.7,CLIC
1985-11-28,2.6,CLIC
1985-11-29,1.1,CLIC
1985-11-30,5.1,CLIC
1985-12-01,5.2,CLIC
1985-12-02,2.3,CLIC
1985-12-03,1.5,CLIC
1985-12-04,1.1,CLIC
1985-12-05,1.8,CLIC
1985-12-06,4.3,CLIC
1985-12-07,2.6,CLIC
1985-12-08,2.7,CLIC
1985-12-09,1.7,CLIC
1985-12-10,2,CLIC
1985-12-11,2,CLIC
1985-12-12,0.9,CLIC
1985-12-13,1.1,CLIC
1985-12-14,1.1,CLIC
1985-12-15,2.7,CLIC
1985-12-16,7.7,CLIC
1985-12-17,5.8,CLIC
1985-12-18,6.8,CLIC
1985-12-19,1.5,CLIC
1985-12-20,4.8,CLIC
1985-12-21,0.9,CLIC
1985-12-22,9.6,CLIC
1985-12-23,4.5,CLIC
1985-12-24,7.2,CLIC
1985-12-25,6.8,CLIC
1985-12-26,2.3,CLIC
1985-12-27,3.4,CLIC
1985-12-28,2.1,CLIC
1985-12-29,0.7,CLIC
1985-12-30,1.4,CLIC
1985-12-31,5.2,CLIC
1986-01-01,4.04,CLIC
1986-01-02,0.39,CLIC
1986-01-03,3.81,CLIC
1986-01-04,3.83,CLIC
1986-01-05,3.41,CLIC
1986-01-06,1.07,CLIC
1986-01-07,0.9,CLIC
1986-01-08,2.89,CLIC
1986-01-09,0.6,CLIC
1986-01-10,2.63,CLIC
1986-01-11,4.15,CLIC
1986-01-12,2.72,CLIC
1986-01-13,2.63,CLIC
1986-01-14,2.44,CLIC
1986-01-15,5.08,CLIC
1986-01-16,2.53,CLIC
1986-01-17,2.72,CLIC
1986-01-18,2.47,CLIC
1986-01-19,7.23,CLIC
1986-01-20,0.83,CLIC
1986-01-21,2.9,CLIC
1986-01-22,1.97,CLIC
1986-01-23,0.28,CLIC
1986-01-24,2.26,CLIC
1986-01-25,6.92,CLIC
1986-01-26,3.07,CLIC
1986-01-27,3.67,CLIC
1986-01-28,4.73,CLIC
1986-01-29,6.46,CLIC
1986-01-30,1.81,CLIC
1986-01-31,3.75,CLIC
1986-03-01,4.37,CLIC
1986-03-02,5.35,CLIC
1986-03-03,6.4,CLIC
1986-03-04,5.15,CLIC
1986-03-05,5.77,CLIC
1986-03-06,2.64,CLIC
1986-03-07,6.58,CLIC
1986-03-08,2.15,CLIC
1986-03-09,9.27,CLIC
1986-03-10,3.5,CLIC
1986-03-11,10.46,CLIC
1986-03-12,9.31,CLIC
1986-03-13,10.06,CLIC
1986-03-14,6.35,CLIC
1986-03-15,5.42,CLIC
1986-03-16,3.28,CLIC
1986-03-17,9.42,CLIC
1986-03-18,0.77,CLIC
1986-03-19,9.85,CLIC
1986-03-20,7.38,CLIC
1986-03-21,7.9,CLIC
1986-03-22,5.48,CLIC
1986-03-23,6.02,CLIC
1986-03-24,7.83,CLIC
1986-03-25,4.47,CLIC
1986-03-26,5.15,CLIC
1986-03-27,2.15,CLIC
1986-03-28,2.37,CLIC
1986-03-29,2.9,CLIC
1986-03-30,6.68,CLIC
1986-03-31,5.75,CLIC
1986-04-01,3.08,CLIC
1986-04-02,3.69,CLIC
1986-04-03,2.05,CLIC
1986-04-04,9.35,CLIC
1986-04-05,3.42,CLIC
1986-04-06,5.98,CLIC
1986-04-07,1.18,CLIC
1986-04-08,9.65,CLIC
1986-04-09,4.94,CLIC
1986-04-10,4.98,CLIC
1986-04-11,4.1,CLIC
1986-04-12,15.1,CLIC
1986-04-13,15.6,CLIC
1986-04-14,9.55,CLIC
1986-04-15,6.45,CLIC
1986-04-16,1.35,CLIC
